Date,Team 1,Team 2,FT,HT
2013-08-09,Bayern München,M'gladbach,3-1,2-1
2013-08-10,Augsburg,Dortmund,0-4,0-1
2013-08-10,Braunschweig,Werder Bremen,0-1,0-0
2013-08-10,Hannover,Wolfsburg,2-0,1-0
2013-08-10,Hertha,Ein Frankfurt,6-1,2-1
2013-08-10,Hoffenheim,Nürnberg,2-2,1-0
2013-08-10,Leverkusen,Freiburg,3-1,1-1
2013-08-11,Mainz,Stuttgart,3-2,1-1
2013-08-11,Schalke 04,Hamburg,3-3,2-2
2013-08-17,Ein Frankfurt,Bayern München,0-1,0-1
2013-08-17,Freiburg,Mainz,1-2,0-0
2013-08-17,Hamburg,Hoffenheim,1-5,1-1
2013-08-17,M'gladbach,Hannover,3-0,1-0
2013-08-17,Stuttgart,Leverkusen,0-1,0-1
2013-08-17,Werder Bremen,Augsburg,1-0,1-0
2013-08-17,Wolfsburg,Schalke 04,4-0,0-0
2013-08-18,Dortmund,Braunschweig,2-1,0-0
2013-08-18,Nürnberg,Hertha,2-2,1-0
2013-08-23,Dortmund,Werder Bremen,1-0,0-0
2013-08-24,Bayern München,Nürnberg,2-0,0-0
2013-08-24,Hannover,Schalke 04,2-1,2-0
2013-08-24,Hertha,Hamburg,1-0,0-0
2013-08-24,Hoffenheim,Freiburg,3-3,2-2
2013-08-24,Leverkusen,M'gladbach,4-2,2-0
2013-08-24,Mainz,Wolfsburg,2-0,0-0
2013-08-25,Augsburg,Stuttgart,2-1,2-1
2013-08-25,Braunschweig,Ein Frankfurt,0-2,0-0
2013-08-27,Freiburg,Bayern München,1-1,0-1
2013-08-31,Hamburg,Braunschweig,4-0,2-0
2013-08-31,Hannover,Mainz,4-1,2-1
2013-08-31,M'gladbach,Werder Bremen,4-1,1-0
2013-08-31,Nürnberg,Augsburg,0-1,0-0
2013-08-31,Schalke 04,Leverkusen,2-0,1-0
2013-08-31,Wolfsburg,Hertha,2-0,2-0
2013-09-01,Ein Frankfurt,Dortmund,1-2,1-1
2013-09-01,Stuttgart,Hoffenheim,6-2,3-1
2013-09-13,Hertha,Stuttgart,0-1,0-0
2013-09-14,Augsburg,Freiburg,2-1,0-0
2013-09-14,Bayern München,Hannover,2-0,0-0
2013-09-14,Dortmund,Hamburg,6-2,2-1
2013-09-14,Leverkusen,Wolfsburg,3-1,1-1
2013-09-14,Mainz,Schalke 04,0-1,0-1
2013-09-14,Werder Bremen,Ein Frankfurt,0-3,0-2
2013-09-15,Braunschweig,Nürnberg,1-1,0-1
2013-09-15,Hoffenheim,M'gladbach,2-1,1-0
2013-09-20,M'gladbach,Braunschweig,4-1,2-0
2013-09-21,Hamburg,Werder Bremen,0-2,0-1
2013-09-21,Hannover,Augsburg,2-1,0-0
2013-09-21,Mainz,Leverkusen,1-4,0-3
2013-09-21,Nürnberg,Dortmund,1-1,0-1
2013-09-21,Schalke 04,Bayern München,0-4,0-2
2013-09-21,Wolfsburg,Hoffenheim,2-1,1-1
2013-09-22,Freiburg,Hertha,1-1,1-1
2013-09-22,Stuttgart,Ein Frankfurt,1-1,1-1
2013-09-27,Augsburg,M'gladbach,2-2,1-1
2013-09-28,Bayern München,Wolfsburg,1-0,0-0
2013-09-28,Dortmund,Freiburg,5-0,2-0
2013-09-28,Ein Frankfurt,Hamburg,2-2,1-1
2013-09-28,Hertha,Mainz,3-1,0-1
2013-09-28,Hoffenheim,Schalke 04,3-3,1-3
2013-09-28,Leverkusen,Hannover,2-0,2-0
2013-09-29,Braunschweig,Stuttgart,0-4,0-1
2013-09-29,Werder Bremen,Nürnberg,3-3,2-1
2013-10-06,Freiburg,Ein Frankfurt,1-1,0-0
2013-10-06,Nürnberg,Hamburg,0-5,0-1
2013-10-05,Leverkusen,Bayern München,1-1,1-1
2013-10-05,Mainz,Hoffenheim,2-2,0-2
2013-10-05,M'gladbach,Dortmund,2-0,0-0
2013-10-05,Schalke 04,Augsburg,4-1,2-1
2013-10-05,Stuttgart,Werder Bremen,1-1,1-1
2013-10-05,Wolfsburg,Braunschweig,0-2,0-1
2013-10-04,Hannover,Hertha,1-1,1-0
2013-10-18,Hoffenheim,Leverkusen,1-2,0-1
2013-10-19,Bayern München,Mainz,4-1,0-1
2013-10-19,Braunschweig,Schalke 04,2-3,1-1
2013-10-19,Dortmund,Hannover,1-0,1-0
2013-10-19,Ein Frankfurt,Nürnberg,1-1,0-0
2013-10-19,Hertha,M'gladbach,1-0,1-0
2013-10-19,Werder Bremen,Freiburg,0-0,0-0
2013-10-20,Augsburg,Wolfsburg,1-2,1-2
2013-10-20,Hamburg,Stuttgart,3-3,1-2
2013-10-25,Stuttgart,Nürnberg,1-1,1-1
2013-10-26,Bayern München,Hertha,3-2,1-1
2013-10-26,Hannover,Hoffenheim,1-4,0-2
2013-10-26,Leverkusen,Augsburg,2-1,1-1
2013-10-26,Mainz,Braunschweig,2-0,1-0
2013-10-26,Schalke 04,Dortmund,1-3,0-1
2013-10-26,Wolfsburg,Werder Bremen,3-0,1-0
2013-10-27,Freiburg,Hamburg,0-3,0-1
2013-10-27,M'gladbach,Ein Frankfurt,4-1,2-1
2013-11-01,Dortmund,Stuttgart,6-1,2-1
2013-11-02,Braunschweig,Leverkusen,1-0,0-0
2013-11-02,Ein Frankfurt,Wolfsburg,1-2,1-1
2013-11-02,Hamburg,M'gladbach,0-2,0-1
2013-11-02,Hertha,Schalke 04,0-2,0-1
2013-11-02,Hoffenheim,Bayern München,1-2,1-1
2013-11-02,Nürnberg,Freiburg,0-3,0-0
2013-11-03,Augsburg,Mainz,2-1,1-0
2013-11-03,Werder Bremen,Hannover,3-2,2-2
2013-11-08,Hannover,Braunschweig,0-0,0-0
2013-11-09,Bayern München,Augsburg,3-0,2-0
2013-11-09,Hoffenheim,Hertha,2-3,0-1
2013-11-09,Leverkusen,Hamburg,5-3,2-1
2013-11-09,M'gladbach,Nürnberg,3-1,0-1
2013-11-09,Schalke 04,Werder Bremen,3-1,0-1
2013-11-09,Wolfsburg,Dortmund,2-1,0-1
2013-11-10,Freiburg,Stuttgart,1-3,0-2
2013-11-10,Mainz,Ein Frankfurt,1-0,0-0
2013-11-22,Stuttgart,M'gladbach,0-2,0-1
2013-11-23,Augsburg,Hoffenheim,2-0,2-0
2013-11-23,Braunschweig,Freiburg,0-1,0-0
2013-11-23,Dortmund,Bayern München,0-3,0-0
2013-11-23,Ein Frankfurt,Schalke 04,3-3,0-2
2013-11-23,Hertha,Leverkusen,0-1,0-1
2013-11-23,Nürnberg,Wolfsburg,1-1,0-1
2013-11-24,Hamburg,Hannover,3-1,1-1
2013-11-24,Werder Bremen,Mainz,2-3,0-2
2013-11-29,Wolfsburg,Hamburg,1-1,1-1
2013-11-30,Bayern München,Braunschweig,2-0,2-0
2013-11-30,Hertha,Augsburg,0-0,0-0
2013-11-30,Hoffenheim,Werder Bremen,4-4,2-2
2013-11-30,Leverkusen,Nürnberg,3-0,1-0
2013-11-30,Mainz,Dortmund,1-3,0-0
2013-11-30,Schalke 04,Stuttgart,3-0,1-0
2013-12-01,Hannover,Ein Frankfurt,2-0,1-0
2013-12-01,M'gladbach,Freiburg,1-0,0-0
