Matchday,Date,Team 1,FT,Team 2
1,Sat Aug 24 1974,FC Schalke 04,2-1,1. FC Kaiserslautern
1,Sat Aug 24 1974,Wuppertaler SV,1-4,MSV Duisburg
1,Sat Aug 24 1974,1. FC Köln,0-1,Rot-Weiss Essen
1,Sat Aug 24 1974,Bor. Mönchengladbach,1-3,Hamburger SV
1,Sat Aug 24 1974,Kickers Offenbach,6-0,Bayern München
1,Sat Aug 24 1974,Werder Bremen,0-3,Eintracht Frankfurt
1,Sat Aug 24 1974,Hertha BSC,3-3,Fortuna Düsseldorf
1,Sat Aug 24 1974,Eintracht Braunschweig,5-0,Tennis Borussia Berlin
1,Sat Aug 24 1974,VfB Stuttgart,1-0,VfL Bochum
2,Fri Aug 30 1974,Hamburger SV,1-0,Kickers Offenbach
2,Fri Aug 30 1974,1. FC Kaiserslautern,2-0,Eintracht Braunschweig
2,Fri Aug 30 1974,Fortuna Düsseldorf,4-0,VfB Stuttgart
2,Sat Aug 31 1974,Tennis Borussia Berlin,4-0,Werder Bremen
2,Sat Aug 31 1974,Bayern München,2-1,Hertha BSC
2,Sat Aug 31 1974,Eintracht Frankfurt,1-1,Bor. Mönchengladbach
2,Sat Aug 31 1974,VfL Bochum,3-2,1. FC Köln
2,Sat Aug 31 1974,MSV Duisburg,2-0,FC Schalke 04
2,Sat Aug 31 1974,Rot-Weiss Essen,2-0,Wuppertaler SV
3,Tue Sep 10 1974,Bor. Mönchengladbach,3-1,Tennis Borussia Berlin
3,Wed Sep 11 1974,VfB Stuttgart,1-2,Bayern München
3,Wed Sep 11 1974,Hertha BSC,4-1,Kickers Offenbach
3,Wed Sep 11 1974,Eintracht Frankfurt,1-3,Hamburger SV
3,Wed Sep 11 1974,FC Schalke 04,3-0,Rot-Weiss Essen
3,Wed Sep 11 1974,Wuppertaler SV,1-1,VfL Bochum
3,Wed Sep 11 1974,Eintracht Braunschweig,4-1,MSV Duisburg
3,Wed Sep 11 1974,1. FC Köln,2-2,Fortuna Düsseldorf
3,Wed Sep 11 1974,Werder Bremen,3-1,1. FC Kaiserslautern
4,Sat Sep 14 1974,Fortuna Düsseldorf,2-0,Wuppertaler SV
4,Sat Sep 14 1974,Rot-Weiss Essen,1-2,Eintracht Braunschweig
4,Sat Sep 14 1974,Bayern München,6-3,1. FC Köln
4,Sat Sep 14 1974,Tennis Borussia Berlin,1-4,Eintracht Frankfurt
4,Sat Sep 14 1974,Hamburger SV,1-1,Hertha BSC
4,Sat Sep 14 1974,MSV Duisburg,4-0,Werder Bremen
4,Sat Sep 14 1974,1. FC Kaiserslautern,1-3,Bor. Mönchengladbach
4,Sat Sep 14 1974,Kickers Offenbach,3-1,VfB Stuttgart
4,Sat Sep 14 1974,VfL Bochum,2-1,FC Schalke 04
5,Sat Sep 21 1974,Wuppertaler SV,3-1,Bayern München
5,Sat Sep 21 1974,Eintracht Frankfurt,5-1,1. FC Kaiserslautern
5,Sat Sep 21 1974,Tennis Borussia Berlin,0-3,Hamburger SV
5,Sat Sep 21 1974,VfB Stuttgart,1-2,Hertha BSC
5,Sat Sep 21 1974,1. FC Köln,0-1,Kickers Offenbach
5,Sat Sep 21 1974,Werder Bremen,0-0,Rot-Weiss Essen
5,Sat Sep 21 1974,Eintracht Braunschweig,2-0,VfL Bochum
5,Sat Sep 21 1974,FC Schalke 04,3-0,Fortuna Düsseldorf
5,Sat Sep 21 1974,Bor. Mönchengladbach,4-1,MSV Duisburg
6,Fri Sep 27 1974,Kickers Offenbach,3-1,Wuppertaler SV
6,Fri Sep 27 1974,1. FC Kaiserslautern,4-0,Tennis Borussia Berlin
6,Sat Sep 28 1974,Rot-Weiss Essen,1-3,Bor. Mönchengladbach
6,Sat Sep 28 1974,Hertha BSC,1-1,1. FC Köln
6,Sat Sep 28 1974,MSV Duisburg,1-3,Eintracht Frankfurt
6,Sat Sep 28 1974,Fortuna Düsseldorf,2-2,Eintracht Braunschweig
6,Sat Sep 28 1974,VfL Bochum,3-1,Werder Bremen
6,Sat Sep 28 1974,Hamburger SV,1-0,VfB Stuttgart
6,Sat Sep 28 1974,Bayern München,0-2,FC Schalke 04
7,Fri Oct 4 1974,Werder Bremen,0-0,Fortuna Düsseldorf
7,Sat Oct 5 1974,Bor. Mönchengladbach,3-0,VfL Bochum
7,Sat Oct 5 1974,Eintracht Braunschweig,3-1,Bayern München
7,Sat Oct 5 1974,FC Schalke 04,2-0,Kickers Offenbach
7,Sat Oct 5 1974,Eintracht Frankfurt,9-1,Rot-Weiss Essen
7,Sat Oct 5 1974,Wuppertaler SV,0-0,Hertha BSC
7,Sat Oct 5 1974,Tennis Borussia Berlin,2-3,MSV Duisburg
7,Sat Oct 5 1974,1. FC Köln,4-2,VfB Stuttgart
7,Sat Oct 5 1974,1. FC Kaiserslautern,1-0,Hamburger SV
8,Wed Oct 9 1974,Kickers Offenbach,2-1,Eintracht Braunschweig
8,Wed Oct 9 1974,Hamburger SV,3-1,1. FC Köln
8,Wed Oct 9 1974,MSV Duisburg,3-2,1. FC Kaiserslautern
8,Wed Oct 9 1974,VfB Stuttgart,5-1,Wuppertaler SV
8,Wed Oct 9 1974,Rot-Weiss Essen,3-2,Tennis Borussia Berlin
