Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 15 1980,Bayer 04 Leverkusen,0-1,1. FC Kaiserslautern
1,Fri Aug 15 1980,Borussia Dortmund,2-1,KFC Uerdingen
1,Sat Aug 16 1980,TSV 1860 München,2-2,VfL Bochum
1,Sat Aug 16 1980,Hamburger SV,0-0,MSV Duisburg
1,Sat Aug 16 1980,VfB Stuttgart,2-1,1. FC Nürnberg
1,Sat Aug 16 1980,Arminia Bielefeld,2-5,1. FC Köln
1,Sat Aug 16 1980,FC Schalke 04,1-4,Eintracht Frankfurt
1,Sat Aug 16 1980,Fortuna Düsseldorf,2-1,Bor. Mönchengladbach
1,Sat Aug 16 1980,Karlsruher SC,0-3,Bayern München
2,Tue Aug 19 1980,Bor. Mönchengladbach,3-1,FC Schalke 04
2,Tue Aug 19 1980,MSV Duisburg,1-0,TSV 1860 München
2,Tue Aug 19 1980,Bayern München,5-3,Borussia Dortmund
2,Tue Aug 19 1980,Eintracht Frankfurt,2-0,Arminia Bielefeld
2,Tue Aug 19 1980,KFC Uerdingen,0-1,Fortuna Düsseldorf
2,Wed Aug 20 1980,VfL Bochum,0-0,Karlsruher SC
2,Wed Aug 20 1980,1. FC Köln,1-1,Bayer 04 Leverkusen
2,Wed Aug 20 1980,1. FC Kaiserslautern,1-0,VfB Stuttgart
2,Wed Aug 20 1980,1. FC Nürnberg,2-3,Hamburger SV
3,Sat Aug 23 1980,TSV 1860 München,2-4,1. FC Nürnberg
3,Sat Aug 23 1980,Hamburger SV,3-2,1. FC Kaiserslautern
3,Sat Aug 23 1980,VfB Stuttgart,3-0,1. FC Köln
3,Sat Aug 23 1980,Bayer 04 Leverkusen,3-2,Eintracht Frankfurt
3,Sat Aug 23 1980,Arminia Bielefeld,2-3,Bor. Mönchengladbach
3,Sat Aug 23 1980,FC Schalke 04,3-1,KFC Uerdingen
3,Sat Aug 23 1980,Fortuna Düsseldorf,3-0,Bayern München
3,Sat Aug 23 1980,VfL Bochum,1-1,MSV Duisburg
3,Sat Aug 23 1980,Karlsruher SC,1-1,Borussia Dortmund
4,Tue Sep 2 1980,Bor. Mönchengladbach,1-0,Bayer 04 Leverkusen
4,Tue Sep 2 1980,1. FC Kaiserslautern,3-2,TSV 1860 München
4,Tue Sep 2 1980,MSV Duisburg,2-2,Karlsruher SC
4,Tue Sep 2 1980,Borussia Dortmund,2-1,Fortuna Düsseldorf
4,Wed Sep 3 1980,Bayern München,5-1,FC Schalke 04
4,Wed Sep 3 1980,Eintracht Frankfurt,2-1,VfB Stuttgart
4,Wed Sep 3 1980,1. FC Köln,0-3,Hamburger SV
4,Wed Sep 3 1980,1. FC Nürnberg,0-2,VfL Bochum
4,Wed Sep 3 1980,KFC Uerdingen,2-2,Arminia Bielefeld
5,Fri Sep 5 1980,VfL Bochum,0-0,1. FC Kaiserslautern
5,Sat Sep 6 1980,Bayer 04 Leverkusen,4-1,KFC Uerdingen
5,Sat Sep 6 1980,Hamburger SV,3-1,Eintracht Frankfurt
5,Sat Sep 6 1980,VfB Stuttgart,4-2,Bor. Mönchengladbach
5,Sat Sep 6 1980,Karlsruher SC,3-0,Fortuna Düsseldorf
5,Sat Sep 6 1980,Arminia Bielefeld,1-2,Bayern München
5,Sat Sep 6 1980,FC Schalke 04,1-2,Borussia Dortmund
5,Sat Sep 6 1980,MSV Duisburg,2-0,1. FC Nürnberg
5,Sat Sep 6 1980,TSV 1860 München,2-1,1. FC Köln
6,Fri Sep 12 1980,1. FC Kaiserslautern,1-1,MSV Duisburg
6,Fri Sep 12 1980,Fortuna Düsseldorf,3-3,FC Schalke 04
6,Sat Sep 13 1980,Bayern München,3-0,Bayer 04 Leverkusen
6,Sat Sep 13 1980,Bor. Mönchengladbach,2-2,Hamburger SV
6,Sat Sep 13 1980,Eintracht Frankfurt,2-1,TSV 1860 München
6,Sat Sep 13 1980,1. FC Köln,2-2,VfL Bochum
6,Sat Sep 13 1980,1. FC Nürnberg,5-0,Karlsruher SC
6,Sat Sep 13 1980,Borussia Dortmund,5-0,Arminia Bielefeld
6,Sat Sep 13 1980,KFC Uerdingen,3-3,VfB Stuttgart
7,Sat Sep 20 1980,TSV 1860 München,0-0,Bor. Mönchengladbach
7,Sat Sep 20 1980,Hamburger SV,2-1,KFC Uerdingen
7,Sat Sep 20 1980,VfB Stuttgart,1-2,Bayern München
7,Sat Sep 20 1980,Bayer 04 Leverkusen,4-1,Borussia Dortmund
7,Sat Sep 20 1980,Arminia Bielefeld,3-0,Fortuna Düsseldorf
7,Sat Sep 20 1980,1. FC Nürnberg,0-4,1. FC Kaiserslautern
7,Sat Sep 20 1980,MSV Duisburg,3-4,1. FC Köln
7,Sat Sep 20 1980,VfL Bochum,2-0,Eintracht Frankfurt
7,Sat Sep 20 1980,Karlsruher SC,3-2,FC Schalke 04
8,Fri Sep 26 1980,Bor. Mönchengladbach,2-1,VfL Bochum
8,Fri Sep 26 1980,FC Schalke 04,2-2,Arminia Bielefeld
8,Sat Sep 27 1980,Bayern München,2-1,Hamburger SV
8,Sat Sep 27 1980,Eintracht Frankfurt,2-1,MSV Duisburg
8,Sat Sep 27 1980,1. FC Köln,2-2,1. FC Nürnberg
8,Sat Sep 27 1980,1. FC Kaiserslautern,1-0,Karlsruher SC
8,Sat Sep 27 1980,Fortuna Düsseldorf,4-3,Bayer 04 Leverkusen
8,Sat Sep 27 1980,Borussia Dortmund,3-3,VfB Stuttgart
8,Sat Sep 27 1980,KFC Uerdingen,0-3,TSV 1860 München
9,Tue Oct 14 1980,TSV 1860 München,1-3,Bayern München
9,Tue Oct 14 1980,Hamburger SV,2-1,Borussia Dortmund
9,Tue Oct 14 1980,Karlsruher SC,2-1,Arminia Bielefeld
9,Wed Oct 15 1980,VfB Stuttgart,4-2,Fortuna Düsseldorf
9,Wed Oct 15 1980,Bayer 04 Leverkusen,4-0,FC Schalke 04
9,Wed Oct 15 1980,1. FC Kaiserslautern,5-1,1. FC Köln
9,Wed Oct 15 1980,1. FC Nürnberg,1-4,Eintracht Frankfurt
9,Wed Oct 15 1980,MSV Duisburg,4-0,Bor. Mönchengladbach
9,Wed Oct 15 1980,VfL Bochum,2-2,KFC Uerdingen
10,Sat Oct 18 1980,Bayern München,3-1,VfL Bochum
10,Sat Oct 18 1980,Bor. Mönchengladbach,1-4,1. FC Nürnberg
10,Sat Oct 18 1980,Eintracht Frankfurt,3-2,1. FC Kaiserslautern
10,Sat Oct 18 1980,1. FC Köln,4-0,Karlsruher SC
10,Sat Oct 18 1980,Arminia Bielefeld,1-1,Bayer 04 Leverkusen
10,Sat Oct 18 1980,FC Schalke 04,3-2,VfB Stuttgart
10,Sat Oct 18 1980,Fortuna Düsseldorf,2-3,Hamburger SV
10,Sat Oct 18 1980,Borussia Dortmund,4-1,TSV 1860 München
10,Sat Oct 18 1980,KFC Uerdingen,4-1,MSV Duisburg
11,Fri Oct 24 1980,1. FC Nürnberg,0-0,KFC Uerdingen
11,Sat Oct 25 1980,TSV 1860 München,4-3,Fortuna Düsseldorf
11,Sat Oct 25 1980,Hamburger SV,7-1,FC Schalke 04
11,Sat Oct 25 1980,VfB Stuttgart,2-1,Arminia Bielefeld
11,Sat Oct 25 1980,1. FC Köln,5-0,Eintracht Frankfurt
11,Sat Oct 25 1980,1. FC Kaiserslautern,3-2,Bor. Mönchengladbach
11,Sat Oct 25 1980,MSV Duisburg,0-1,Bayern München
11,Sat Oct 25 1980,VfL Bochum,0-2,Borussia Dortmund
11,Sat Oct 25 1980,Karlsruher SC,1-1,Bayer 04 Leverkusen
12,Wed Oct 29 1980,Fortuna Düsseldorf,1-1,VfL Bochum
12,Fri Oct 31 1980,FC Schalke 04,1-0,TSV 1860 München
12,Fri Oct 31 1980,Arminia Bielefeld,0-2,Hamburger SV
12,Fri Oct 31 1980,KFC Uerdingen,1-0,1. FC Kaiserslautern
12,Fri Oct 31 1980,Borussia Dortmund,5-1,MSV Duisburg
12,Fri Oct 31 1980,Bayern München,4-2,1. FC Nürnberg
12,Fri Oct 31 1980,Bor. Mönchengladbach,2-0,1. FC Köln
12,Fri Oct 31 1980,Bayer 04 Leverkusen,1-1,VfB Stuttgart
12,Sat Nov 1 1980,Eintracht Frankfurt,3-3,Karlsruher SC
13,Sat Nov 8 1980,TSV 1860 München,2-1,Arminia Bielefeld
13,Sat Nov 8 1980,Hamburger SV,2-0,Bayer 04 Leverkusen
13,Sat Nov 8 1980,Eintracht Frankfurt,2-1,Bor. Mönchengladbach
13,Sat Nov 8 1980,1. FC Köln,3-0,KFC Uerdingen
13,Sat Nov 8 1980,1. FC Kaiserslautern,4-2,Bayern München
13,Sat Nov 8 1980,1. FC Nürnberg,2-0,Borussia Dortmund
13,Sat Nov 8 1980,Karlsruher SC,0-0,VfB Stuttgart
13,Tue Nov 11 1980,VfL Bochum,5-1,FC Schalke 04
14,Sat Nov 15 1980,Bayern München,1-1,1. FC Köln
14,Sat Nov 15 1980,Fortuna Düsseldorf,2-2,1. FC Nürnberg
14,Sat Nov 15 1980,Borussia Dortmund,2-2,1. FC Kaiserslautern
14,Sat Nov 15 1980,Bor. Mönchengladbach,3-3,Karlsruher SC
14,Sat Nov 15 1980,VfB Stuttgart,3-2,Hamburger SV
14,Sat Nov 15 1980,Bayer 04 Leverkusen,1-1,TSV 1860 München
14,Sat Nov 15 1980,Arminia Bielefeld,3-3,VfL Bochum
14,Sat Nov 15 1980,FC Schalke 04,2-2,MSV Duisburg
14,Sat Nov 15 1980,KFC Uerdingen,4-1,Eintracht Frankfurt
