Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 18 1967,MSV Duisburg,2-2,Borussia Dortmund
1,Sat Aug 19 1967,TSV 1860 München,1-0,Eintracht Braunschweig
1,Sat Aug 19 1967,FC Schalke 04,3-4,Bor. Mönchengladbach
1,Sat Aug 19 1967,VfB Stuttgart,4-0,Eintracht Frankfurt
1,Sat Aug 19 1967,Alemannia Aachen,0-4,Bayern München
1,Sat Aug 19 1967,1. FC Nürnberg,2-0,Karlsruher SC
1,Sat Aug 19 1967,Hannover 96,3-0,1. FC Köln
1,Sat Aug 19 1967,1. FC Kaiserslautern,2-1,VfB Borussia Neunkirchen
1,Sat Aug 19 1967,Werder Bremen,1-4,Hamburger SV
2,Sat Aug 26 1967,Eintracht Frankfurt,5-3,Werder Bremen
2,Sat Aug 26 1967,Karlsruher SC,0-2,MSV Duisburg
2,Sat Aug 26 1967,VfB Borussia Neunkirchen,2-2,1. FC Nürnberg
2,Sat Aug 26 1967,Eintracht Braunschweig,1-0,FC Schalke 04
2,Sat Aug 26 1967,Hamburger SV,1-1,1. FC Kaiserslautern
2,Sat Aug 26 1967,1. FC Köln,1-0,TSV 1860 München
2,Sat Aug 26 1967,Bayern München,1-0,Hannover 96
2,Sat Aug 26 1967,Bor. Mönchengladbach,1-1,VfB Stuttgart
2,Sat Aug 26 1967,Borussia Dortmund,1-0,Alemannia Aachen
3,Sat Sep 2 1967,MSV Duisburg,3-1,VfB Borussia Neunkirchen
3,Sat Sep 2 1967,VfB Stuttgart,0-0,Eintracht Braunschweig
3,Sat Sep 2 1967,Hannover 96,2-2,Borussia Dortmund
3,Sat Sep 2 1967,Werder Bremen,0-4,Bor. Mönchengladbach
3,Sat Sep 2 1967,1. FC Kaiserslautern,1-1,Eintracht Frankfurt
3,Sat Sep 2 1967,1. FC Nürnberg,4-0,Hamburger SV
3,Sat Sep 2 1967,Alemannia Aachen,2-1,Karlsruher SC
3,Sat Sep 2 1967,FC Schalke 04,0-0,TSV 1860 München
3,Sat Sep 2 1967,Bayern München,0-3,1. FC Köln
4,Sat Sep 9 1967,VfB Borussia Neunkirchen,0-1,Alemannia Aachen
4,Sat Sep 9 1967,Eintracht Braunschweig,0-3,Werder Bremen
4,Sat Sep 9 1967,1. FC Köln,7-0,FC Schalke 04
4,Sat Sep 9 1967,TSV 1860 München,3-3,VfB Stuttgart
4,Sat Sep 9 1967,Eintracht Frankfurt,1-2,1. FC Nürnberg
4,Sat Sep 9 1967,Hamburger SV,1-3,MSV Duisburg
4,Sat Sep 9 1967,Bor. Mönchengladbach,8-2,1. FC Kaiserslautern
4,Sat Sep 9 1967,Karlsruher SC,3-1,Hannover 96
4,Sat Sep 9 1967,Borussia Dortmund,6-3,Bayern München
5,Wed Sep 13 1967,Borussia Dortmund,2-0,1. FC Köln
5,Wed Sep 13 1967,1. FC Kaiserslautern,2-2,Eintracht Braunschweig
5,Wed Sep 13 1967,Hannover 96,2-0,VfB Borussia Neunkirchen
5,Wed Sep 13 1967,1. FC Nürnberg,1-0,Bor. Mönchengladbach
5,Wed Sep 13 1967,MSV Duisburg,0-1,Eintracht Frankfurt
5,Wed Sep 13 1967,Alemannia Aachen,2-0,Hamburger SV
5,Wed Sep 13 1967,Werder Bremen,2-2,TSV 1860 München
5,Wed Sep 13 1967,Bayern München,3-0,Karlsruher SC
5,Wed Sep 13 1967,VfB Stuttgart,2-0,FC Schalke 04
6,Sat Sep 16 1967,Bor. Mönchengladbach,1-1,MSV Duisburg
6,Sat Sep 16 1967,1. FC Köln,2-2,VfB Stuttgart
6,Sat Sep 16 1967,Karlsruher SC,2-0,Borussia Dortmund
6,Sat Sep 16 1967,FC Schalke 04,0-2,Werder Bremen
6,Sat Sep 16 1967,VfB Borussia Neunkirchen,1-1,Bayern München
6,Sat Sep 16 1967,TSV 1860 München,0-3,1. FC Kaiserslautern
