Matchday,Date,Team 1,FT,Team 2
1,Sat Aug 20 1966,1. FC Köln,2-0,TSV 1860 München
1,Sat Aug 20 1966,Borussia Dortmund,1-2,Fortuna Düsseldorf
1,Sat Aug 20 1966,Eintracht Braunschweig,2-0,Werder Bremen
1,Sat Aug 20 1966,Hamburger SV,2-1,Hannover 96
1,Sat Aug 20 1966,VfB Stuttgart,1-0,1. FC Nürnberg
1,Sat Aug 20 1966,1. FC Kaiserslautern,3-1,Karlsruher SC
1,Sat Aug 20 1966,MSV Duisburg,2-0,Rot-Weiss Essen
1,Sat Aug 20 1966,FC Schalke 04,0-0,Bor. Mönchengladbach
1,Sat Aug 20 1966,Bayern München,1-2,Eintracht Frankfurt
2,Sat Aug 27 1966,TSV 1860 München,2-1,Eintracht Braunschweig
2,Sat Aug 27 1966,Fortuna Düsseldorf,0-0,Bayern München
2,Sat Aug 27 1966,Hannover 96,2-0,Borussia Dortmund
2,Sat Aug 27 1966,Werder Bremen,1-2,VfB Stuttgart
2,Sat Aug 27 1966,1. FC Nürnberg,3-1,MSV Duisburg
2,Sat Aug 27 1966,Bor. Mönchengladbach,1-1,1. FC Kaiserslautern
2,Sat Aug 27 1966,Rot-Weiss Essen,4-1,FC Schalke 04
2,Sat Aug 27 1966,Eintracht Frankfurt,4-0,1. FC Köln
2,Sat Aug 27 1966,Karlsruher SC,1-1,Hamburger SV
3,Sat Sep 3 1966,VfB Stuttgart,2-0,TSV 1860 München
3,Sat Sep 3 1966,Bayern München,0-0,Hannover 96
3,Sat Sep 3 1966,MSV Duisburg,1-0,Werder Bremen
3,Sat Sep 3 1966,Hamburger SV,2-0,Bor. Mönchengladbach
3,Sat Sep 3 1966,FC Schalke 04,1-0,1. FC Nürnberg
3,Sat Sep 3 1966,1. FC Kaiserslautern,5-2,Rot-Weiss Essen
3,Sat Sep 3 1966,Borussia Dortmund,2-1,Karlsruher SC
3,Sat Sep 3 1966,Eintracht Braunschweig,1-0,1. FC Köln
3,Sat Sep 3 1966,Fortuna Düsseldorf,2-4,Eintracht Frankfurt
4,Wed Sep 7 1966,Eintracht Frankfurt,0-1,Eintracht Braunschweig
4,Sat Sep 10 1966,TSV 1860 München,3-3,MSV Duisburg
4,Sat Sep 10 1966,Karlsruher SC,1-6,Bayern München
4,Sat Sep 10 1966,Rot-Weiss Essen,1-1,Hamburger SV
4,Sat Sep 10 1966,Werder Bremen,2-1,FC Schalke 04
4,Sat Sep 10 1966,Bor. Mönchengladbach,4-0,Borussia Dortmund
4,Sat Sep 10 1966,1. FC Köln,3-1,VfB Stuttgart
4,Sat Sep 10 1966,Hannover 96,0-2,Fortuna Düsseldorf
4,Sat Sep 10 1966,1. FC Nürnberg,1-2,1. FC Kaiserslautern
5,Sat Sep 17 1966,FC Schalke 04,1-0,TSV 1860 München
5,Sat Sep 17 1966,Bayern München,4-3,Bor. Mönchengladbach
5,Sat Sep 17 1966,1. FC Kaiserslautern,2-0,Werder Bremen
5,Sat Sep 17 1966,Hamburger SV,0-1,1. FC Nürnberg
5,Sat Sep 17 1966,Borussia Dortmund,0-0,Rot-Weiss Essen
5,Sat Sep 17 1966,MSV Duisburg,1-0,1. FC Köln
5,Sat Sep 17 1966,Fortuna Düsseldorf,1-0,Karlsruher SC
5,Sat Sep 17 1966,VfB Stuttgart,1-2,Eintracht Braunschweig
5,Sat Sep 17 1966,Hannover 96,2-1,Eintracht Frankfurt
6,Sat Sep 24 1966,TSV 1860 München,3-0,1. FC Kaiserslautern
6,Sat Sep 24 1966,Rot-Weiss Essen,3-1,Bayern München
6,Sat Sep 24 1966,Werder Bremen,5-1,Hamburger SV
6,Sat Sep 24 1966,1. FC Nürnberg,2-0,Borussia Dortmund
6,Sat Sep 24 1966,1. FC Köln,2-1,FC Schalke 04
6,Sat Sep 24 1966,Bor. Mönchengladbach,3-1,Fortuna Düsseldorf
6,Sat Sep 24 1966,Eintracht Braunschweig,0-0,MSV Duisburg
6,Sat Sep 24 1966,Karlsruher SC,0-0,Hannover 96
6,Sat Sep 24 1966,Eintracht Frankfurt,4-0,VfB Stuttgart
7,Sat Oct 1 1966,Hamburger SV,3-2,TSV 1860 München
7,Sat Oct 1 1966,Bayern München,0-1,1. FC Nürnberg
7,Sat Oct 1 1966,Borussia Dortmund,2-0,Werder Bremen
7,Sat Oct 1 1966,1. FC Kaiserslautern,0-0,1. FC Köln
7,Sat Oct 1 1966,Fortuna Düsseldorf,2-0,Rot-Weiss Essen
7,Sat Oct 1 1966,FC Schalke 04,0-0,Eintracht Braunschweig
7,Sat Oct 1 1966,Hannover 96,1-1,Bor. Mönchengladbach
7,Sat Oct 1 1966,MSV Duisburg,0-0,VfB Stuttgart
7,Sat Oct 1 1966,Karlsruher SC,3-2,Eintracht Frankfurt
8,Sat Oct 8 1966,TSV 1860 München,1-2,Borussia Dortmund
8,Sat Oct 8 1966,Werder Bremen,4-1,Bayern München
8,Sat Oct 8 1966,1. FC Köln,0-0,Hamburger SV
8,Sat Oct 8 1966,1. FC Nürnberg,4-2,Fortuna Düsseldorf
8,Sat Oct 8 1966,Eintracht Braunschweig,2-0,1. FC Kaiserslautern
8,Sat Oct 8 1966,Rot-Weiss Essen,3-0,Hannover 96
8,Sat Oct 8 1966,VfB Stuttgart,1-1,FC Schalke 04
8,Sat Oct 8 1966,Bor. Mönchengladbach,3-1,Karlsruher SC
8,Sat Oct 8 1966,Eintracht Frankfurt,1-0,MSV Duisburg
9,Sat Oct 15 1966,Bayern München,3-0,TSV 1860 München
9,Sat Oct 15 1966,Fortuna Düsseldorf,0-1,Werder Bremen
9,Sat Oct 15 1966,Hamburger SV,1-0,Eintracht Braunschweig
9,Sat Oct 15 1966,Hannover 96,2-0,1. FC Nürnberg
9,Sat Oct 15 1966,1. FC Kaiserslautern,3-3,VfB Stuttgart
9,Sat Oct 15 1966,Karlsruher SC,0-1,Rot-Weiss Essen
9,Sat Oct 15 1966,FC Schalke 04,2-1,MSV Duisburg
9,Sat Oct 15 1966,Bor. Mönchengladbach,0-0,Eintracht Frankfurt
9,Sat Oct 15 1966,Borussia Dortmund,6-1,1. FC Köln
10,Sat Oct 22 1966,TSV 1860 München,3-0,Fortuna Düsseldorf
10,Sat Oct 22 1966,Eintracht Frankfurt,4-2,FC Schalke 04
10,Sat Oct 22 1966,Eintracht Braunschweig,3-1,Borussia Dortmund
10,Sat Oct 22 1966,Werder Bremen,3-0,Hannover 96
10,Sat Oct 22 1966,1. FC Nürnberg,2-2,Karlsruher SC
10,Sat Oct 22 1966,MSV Duisburg,1-1,1. FC Kaiserslautern
10,Sat Oct 22 1966,Rot-Weiss Essen,2-1,Bor. Mönchengladbach
10,Sat Oct 22 1966,1. FC Köln,2-4,Bayern München
10,Sat Oct 22 1966,VfB Stuttgart,1-3,Hamburger SV
11,Sat Oct 29 1966,Hannover 96,2-2,TSV 1860 München
11,Sat Oct 29 1966,Bayern München,2-0,Eintracht Braunschweig
11,Sat Oct 29 1966,Karlsruher SC,4-4,Werder Bremen
11,Sat Oct 29 1966,Hamburger SV,0-0,MSV Duisburg
11,Sat Oct 29 1966,Bor. Mönchengladbach,2-0,1. FC Nürnberg
11,Sat Oct 29 1966,1. FC Kaiserslautern,1-0,FC Schalke 04
11,Sat Oct 29 1966,Rot-Weiss Essen,1-1,Eintracht Frankfurt
11,Sat Oct 29 1966,Fortuna Düsseldorf,1-3,1. FC Köln
12,Sat Nov 5 1966,FC Schalke 04,2-0,Hamburger SV
12,Sat Nov 5 1966,Eintracht Braunschweig,4-0,Fortuna Düsseldorf
12,Sat Nov 5 1966,TSV 1860 München,3-0,Karlsruher SC
12,Sat Nov 5 1966,VfB Stuttgart,2-4,Bayern München
12,Sat Nov 5 1966,MSV Duisburg,1-5,Borussia Dortmund
12,Sat Nov 5 1966,1. FC Köln,1-1,Hannover 96
12,Sat Nov 5 1966,1. FC Nürnberg,1-1,Rot-Weiss Essen
12,Sat Nov 5 1966,Eintracht Frankfurt,1-1,1. FC Kaiserslautern
12,Sat Nov 5 1966,Werder Bremen,2-2,Bor. Mönchengladbach
13,Sat Nov 12 1966,Karlsruher SC,1-1,1. FC Köln
13,Sat Nov 12 1966,Fortuna Düsseldorf,3-3,VfB Stuttgart
13,Sat Nov 12 1966,Bor. Mönchengladbach,2-3,TSV 1860 München
13,Sat Nov 12 1966,Bayern München,2-1,MSV Duisburg
13,Sat Nov 12 1966,Rot-Weiss Essen,0-1,Werder Bremen
13,Sat Nov 12 1966,Hamburger SV,1-0,1. FC Kaiserslautern
13,Sat Nov 12 1966,1. FC Nürnberg,0-1,Eintracht Frankfurt
13,Sat Nov 12 1966,Borussia Dortmund,6-2,FC Schalke 04
13,Sat Nov 12 1966,Hannover 96,4-2,Eintracht Braunschweig
14,Sat Nov 26 1966,Eintracht Frankfurt,1-3,Hamburger SV
14,Sat Nov 26 1966,VfB Stuttgart,1-2,Hannover 96
14,Sat Nov 26 1966,TSV 1860 München,1-0,Rot-Weiss Essen
14,Sat Nov 26 1966,FC Schalke 04,2-1,Bayern München
