Round,Date,Team 1,Team 2,FT,HT
7,1966-10-01,Borussia Dortmund,Werder Bremen,2-0,1-0
7,1966-10-01,1. FC Kaiserslautern,1. FC Köln,0-0,0-0
7,1966-10-01,Fortuna Düsseldorf,Rot-Weiss Essen,2-0,0-0
7,1966-10-01,FC Schalke 04,Eintracht Braunschweig,0-0,0-0
7,1966-10-01,Hannover 96,Bor. Mönchengladbach,1-1,0-1
7,1966-10-01,MSV Duisburg,VfB Stuttgart,0-0,0-0
7,1966-10-01,Karlsruher SC,Eintracht Frankfurt,3-2,2-0
8,1966-10-08,TSV 1860 München,Borussia Dortmund,1-2,1-0
8,1966-10-08,Werder Bremen,Bayern München,4-1,2-0
8,1966-10-08,1. FC Köln,Hamburger SV,0-0,0-0
8,1966-10-08,1. FC Nürnberg,Fortuna Düsseldorf,4-2,2-1
8,1966-10-08,Eintracht Braunschweig,1. FC Kaiserslautern,2-0,1-0
8,1966-10-08,Rot-Weiss Essen,Hannover 96,3-0,2-0
8,1966-10-08,VfB Stuttgart,FC Schalke 04,1-1,1-0
8,1966-10-08,Bor. Mönchengladbach,Karlsruher SC,3-1,3-1
8,1966-10-08,Eintracht Frankfurt,MSV Duisburg,1-0,0-0
9,1966-10-15,Bayern München,TSV 1860 München,3-0,1-0
9,1966-10-15,Fortuna Düsseldorf,Werder Bremen,0-1,0-0
9,1966-10-15,Hamburger SV,Eintracht Braunschweig,1-0,0-0
9,1966-10-15,Hannover 96,1. FC Nürnberg,2-0,1-0
9,1966-10-15,1. FC Kaiserslautern,VfB Stuttgart,3-3,3-0
9,1966-10-15,Karlsruher SC,Rot-Weiss Essen,0-1,0-0
9,1966-10-15,FC Schalke 04,MSV Duisburg,2-1,1-0
9,1966-10-15,Bor. Mönchengladbach,Eintracht Frankfurt,0-0,0-0
9,1966-10-15,Borussia Dortmund,1. FC Köln,6-1,2-0
10,1966-10-22,TSV 1860 München,Fortuna Düsseldorf,3-0,2-0
10,1966-10-22,Eintracht Frankfurt,FC Schalke 04,4-2,1-0
10,1966-10-22,Eintracht Braunschweig,Borussia Dortmund,3-1,0-0
10,1966-10-22,Werder Bremen,Hannover 96,3-0,1-0
10,1966-10-22,1. FC Nürnberg,Karlsruher SC,2-2,1-1
10,1966-10-22,MSV Duisburg,1. FC Kaiserslautern,1-1,1-0
10,1966-10-22,Rot-Weiss Essen,Bor. Mönchengladbach,2-1,0-1
10,1966-10-22,1. FC Köln,Bayern München,2-4,1-2
10,1966-10-22,VfB Stuttgart,Hamburger SV,1-3,1-1
11,1966-10-29,Hannover 96,TSV 1860 München,2-2,1-1
11,1966-10-29,Bayern München,Eintracht Braunschweig,2-0,1-0
11,1966-10-29,Karlsruher SC,Werder Bremen,4-4,1-2
11,1966-10-29,Hamburger SV,MSV Duisburg,0-0,0-0
11,1966-10-29,Bor. Mönchengladbach,1. FC Nürnberg,2-0,1-0
11,1966-10-29,1. FC Kaiserslautern,FC Schalke 04,1-0,1-0
11,1966-10-29,Rot-Weiss Essen,Eintracht Frankfurt,1-1,0-0
11,1966-10-29,Fortuna Düsseldorf,1. FC Köln,1-3,0-2
11,1966-11-29,Borussia Dortmund,VfB Stuttgart,1-1,1-0
12,1966-11-05,TSV 1860 München,Karlsruher SC,3-0,1-0
12,1966-11-05,VfB Stuttgart,Bayern München,2-4,1-2
12,1966-11-05,Werder Bremen,Bor. Mönchengladbach,2-2,0-1
12,1966-11-05,FC Schalke 04,Hamburger SV,2-0,1-0
12,1966-11-05,1. FC Nürnberg,Rot-Weiss Essen,1-1,1-1
12,1966-11-05,Eintracht Frankfurt,1. FC Kaiserslautern,1-1,0-1
12,1966-11-05,MSV Duisburg,Borussia Dortmund,1-5,0-3
12,1966-11-05,1. FC Köln,Hannover 96,1-1,1-1
12,1966-11-05,Eintracht Braunschweig,Fortuna Düsseldorf,4-0,1-0
13,1966-11-12,Bor. Mönchengladbach,TSV 1860 München,2-3,1-1
13,1966-11-12,Bayern München,MSV Duisburg,2-1,2-1
13,1966-11-12,Rot-Weiss Essen,Werder Bremen,0-1,0-1
13,1966-11-12,Hamburger SV,1. FC Kaiserslautern,1-0,1-0
13,1966-11-12,1. FC Nürnberg,Eintracht Frankfurt,0-1,0-0
13,1966-11-12,Borussia Dortmund,FC Schalke 04,6-2,4-0
13,1966-11-12,Karlsruher SC,1. FC Köln,1-1,0-1
13,1966-11-12,Fortuna Düsseldorf,VfB Stuttgart,3-3,2-1
13,1966-11-12,Hannover 96,Eintracht Braunschweig,4-2,3-1
14,1966-11-26,TSV 1860 München,Rot-Weiss Essen,1-0,1-0
14,1966-11-26,FC Schalke 04,Bayern München,2-1,2-0
14,1966-11-26,Werder Bremen,1. FC Nürnberg,4-4,2-2
14,1966-11-26,Eintracht Frankfurt,Hamburger SV,1-3,0-2
14,1966-11-26,1. FC Kaiserslautern,Borussia Dortmund,1-1,0-1
14,1966-11-26,1. FC Köln,Bor. Mönchengladbach,1-2,1-0
14,1966-11-26,MSV Duisburg,Fortuna Düsseldorf,1-1,0-1
14,1966-11-26,Eintracht Braunschweig,Karlsruher SC,4-1,0-1
14,1966-11-26,VfB Stuttgart,Hannover 96,1-2,0-2
15,1966-12-03,1. FC Nürnberg,TSV 1860 München,2-2,1-2
15,1966-12-03,Bayern München,1. FC Kaiserslautern,5-0,1-0
15,1966-12-03,Eintracht Frankfurt,Werder Bremen,4-1,2-1
15,1966-12-03,Hamburger SV,Borussia Dortmund,1-1,0-1
15,1966-12-03,Rot-Weiss Essen,1. FC Köln,1-3,0-1
15,1966-12-03,Fortuna Düsseldorf,FC Schalke 04,3-1,1-1
15,1966-12-03,Bor. Mönchengladbach,Eintracht Braunschweig,0-0,0-0
15,1966-12-03,Hannover 96,MSV Duisburg,3-0,2-0
15,1966-12-03,Karlsruher SC,VfB Stuttgart,4-1,1-0
16,1966-12-10,TSV 1860 München,Werder Bremen,2-1,1-1
16,1966-12-10,Hamburger SV,Bayern München,3-1,2-1
16,1966-12-10,Eintracht Braunschweig,Rot-Weiss Essen,0-0,0-0
16,1966-12-10,FC Schalke 04,Hannover 96,2-1,1-0
16,1966-12-10,VfB Stuttgart,Bor. Mönchengladbach,0-2,0-2
16,1966-12-21,1. FC Kaiserslautern,Fortuna Düsseldorf,2-1,1-1
16,1966-12-21,MSV Duisburg,Karlsruher SC,0-1,0-1
16,1967-02-04,Borussia Dortmund,Eintracht Frankfurt,3-1,2-0
16,1967-03-25,1. FC Köln,1. FC Nürnberg,2-0,1-0
17,1966-12-17,Hannover 96,1. FC Kaiserslautern,2-1,2-1
17,1966-12-17,Eintracht Frankfurt,TSV 1860 München,3-3,0-2
17,1966-12-17,Werder Bremen,1. FC Köln,1-3,1-1
17,1966-12-17,Fortuna Düsseldorf,Hamburger SV,2-2,1-2
17,1966-12-17,1. FC Nürnberg,Eintracht Braunschweig,0-4,0-1
17,1966-12-17,Bayern München,Borussia Dortmund,1-0,0-0
17,1966-12-17,Rot-Weiss Essen,VfB Stuttgart,1-3,0-2
17,1966-12-17,Karlsruher SC,FC Schalke 04,1-0,1-0
17,1966-12-17,Bor. Mönchengladbach,MSV Duisburg,3-3,2-1
18,1967-01-07,TSV 1860 München,1. FC Köln,2-1,1-0
18,1967-01-07,Fortuna Düsseldorf,Borussia Dortmund,0-5,0-1
18,1967-01-07,Werder Bremen,Eintracht Braunschweig,2-3,1-2
18,1967-01-07,Eintracht Frankfurt,Bayern München,2-1,0-1
18,1967-01-07,1. FC Nürnberg,VfB Stuttgart,3-3,2-3
18,1967-01-07,Karlsruher SC,1. FC Kaiserslautern,2-2,1-1
18,1967-01-07,Rot-Weiss Essen,MSV Duisburg,0-1,0-1
18,1967-01-07,Bor. Mönchengladbach,FC Schalke 04,11-0,4-0
18,1967-01-07,Hannover 96,Hamburger SV,1-0,0-0
19,1967-01-21,Eintracht Braunschweig,TSV 1860 München,1-0,0-0
19,1967-01-21,Bayern München,Fortuna Düsseldorf,1-2,1-1
19,1967-01-21,VfB Stuttgart,Werder Bremen,1-1,1-0
19,1967-01-21,Hamburger SV,Karlsruher SC,1-0,0-0
19,1967-01-21,MSV Duisburg,1. FC Nürnberg,2-0,1-0
19,1967-01-21,1. FC Kaiserslautern,Bor. Mönchengladbach,1-0,0-0
19,1967-01-21,FC Schalke 04,Rot-Weiss Essen,1-1,1-0
19,1967-01-21,1. FC Köln,Eintracht Frankfurt,1-4,1-2
19,1967-01-21,Borussia Dortmund,Hannover 96,3-0,1-0
20,1967-01-28,TSV 1860 München,VfB Stuttgart,1-1,1-0
20,1967-01-28,Hannover 96,Bayern München,2-1,1-0
20,1967-01-28,Werder Bremen,MSV Duisburg,1-1,0-1
20,1967-01-28,Bor. Mönchengladbach,Hamburger SV,4-2,1-1
20,1967-01-28,1. FC Nürnberg,FC Schalke 04,0-4,0-3
20,1967-01-28,Rot-Weiss Essen,1. FC Kaiserslautern,1-1,1-1
20,1967-01-28,Karlsruher SC,Borussia Dortmund,2-0,0-0
20,1967-01-28,1. FC Köln,Eintracht Braunschweig,1-0,0-0
20,1967-01-28,Eintracht Frankfurt,Fortuna Düsseldorf,3-0,1-0
21,1967-02-11,MSV Duisburg,TSV 1860 München,1-2,1-1
21,1967-02-11,Bayern München,Karlsruher SC,2-2,2-1
21,1967-02-11,Fortuna Düsseldorf,Hannover 96,1-0,1-0
21,1967-02-11,Eintracht Braunschweig,Eintracht Frankfurt,3-0,1-0
21,1967-02-11,Hamburger SV,Rot-Weiss Essen,1-1,0-0
21,1967-02-11,Borussia Dortmund,Bor. Mönchengladbach,3-2,2-2
21,1967-02-11,VfB Stuttgart,1. FC Köln,2-2,1-0
21,1967-02-11,FC Schalke 04,Werder Bremen,0-1,0-1
21,1967-02-11,1. FC Kaiserslautern,1. FC Nürnberg,1-1,1-1
22,1967-02-18,TSV 1860 München,FC Schalke 04,0-2,0-1
22,1967-02-18,Bor. Mönchengladbach,Bayern München,1-2,0-1
22,1967-02-18,Werder Bremen,1. FC Kaiserslautern,1-1,0-1
22,1967-02-18,1. FC Nürnberg,Hamburger SV,1-0,0-0
22,1967-02-18,Rot-Weiss Essen,Borussia Dortmund,1-1,0-1
22,1967-02-18,1. FC Köln,MSV Duisburg,1-1,1-1
22,1967-02-18,Karlsruher SC,Fortuna Düsseldorf,3-2,1-1
22,1967-02-18,Eintracht Braunschweig,VfB Stuttgart,1-1,1-0
22,1967-02-18,Eintracht Frankfurt,Hannover 96,3-3,0-1
23,1967-02-25,1. FC Kaiserslautern,TSV 1860 München,0-3,0-2
23,1967-02-25,Bayern München,Rot-Weiss Essen,4-1,2-1
23,1967-02-25,Hamburger SV,Werder Bremen,1-1,1-1
23,1967-02-25,Borussia Dortmund,1. FC Nürnberg,0-1,0-1
23,1967-02-25,FC Schalke 04,1. FC Köln,1-0,1-0
23,1967-02-25,Fortuna Düsseldorf,Bor. Mönchengladbach,2-2,2-0
23,1967-02-25,MSV Duisburg,Eintracht Braunschweig,0-0,0-0
23,1967-02-25,Hannover 96,Karlsruher SC,3-1,1-0
23,1967-02-25,VfB Stuttgart,Eintracht Frankfurt,3-0,2-0
24,1967-03-04,TSV 1860 München,Hamburger SV,2-0,0-0
24,1967-03-04,1. FC Nürnberg,Bayern München,0-1,0-0
24,1967-03-04,Eintracht Frankfurt,Karlsruher SC,5-1,3-1
24,1967-03-04,Werder Bremen,Borussia Dortmund,2-1,0-1
24,1967-03-04,Rot-Weiss Essen,Fortuna Düsseldorf,0-4,0-2
24,1967-03-04,Eintracht Braunschweig,FC Schalke 04,1-0,0-0
24,1967-03-04,Bor. Mönchengladbach,Hannover 96,2-0,0-0
24,1967-03-04,VfB Stuttgart,MSV Duisburg,1-3,1-1
24,1967-03-04,1. FC Köln,1. FC Kaiserslautern,2-1,0-0
25,1967-03-11,Borussia Dortmund,TSV 1860 München,1-1,1-0
25,1967-03-11,Bayern München,Werder Bremen,1-0,0-0
25,1967-03-11,Hamburger SV,1. FC Köln,1-3,1-2
25,1967-03-11,Fortuna Düsseldorf,1. FC Nürnberg,2-2,1-2
25,1967-03-11,1. FC Kaiserslautern,Eintracht Braunschweig,2-0,0-0
25,1967-03-11,Hannover 96,Rot-Weiss Essen,1-0,1-0
25,1967-03-11,FC Schalke 04,VfB Stuttgart,2-0,1-0
25,1967-03-11,Karlsruher SC,Bor. Mönchengladbach,3-3,1-1
25,1967-03-11,MSV Duisburg,Eintracht Frankfurt,0-0,0-0
26,1967-03-18,TSV 1860 München,Bayern München,1-0,1-0
26,1967-03-18,Werder Bremen,Fortuna Düsseldorf,1-0,1-0
26,1967-03-18,Eintracht Braunschweig,Hamburger SV,2-0,2-0
26,1967-03-18,1. FC Nürnberg,Hannover 96,1-1,0-1
26,1967-03-18,VfB Stuttgart,1. FC Kaiserslautern,0-1,0-0
26,1967-03-18,Rot-Weiss Essen,Karlsruher SC,3-1,1-0
26,1967-03-18,MSV Duisburg,FC Schalke 04,3-0,1-0
26,1967-03-18,Eintracht Frankfurt,Bor. Mönchengladbach,1-0,0-0
26,1967-03-18,1. FC Köln,Borussia Dortmund,1-1,1-1
27,1967-04-01,Fortuna Düsseldorf,TSV 1860 München,0-1,0-0
27,1967-04-01,Bayern München,1. FC Köln,2-0,1-0
27,1967-04-01,Hannover 96,Werder Bremen,2-1,1-0
27,1967-04-01,Hamburger SV,VfB Stuttgart,1-1,0-1
27,1967-04-01,Karlsruher SC,1. FC Nürnberg,0-1,0-0
27,1967-04-01,1. FC Kaiserslautern,MSV Duisburg,0-0,0-0
27,1967-04-01,Bor. Mönchengladbach,Rot-Weiss Essen,4-3,2-2
27,1967-04-01,FC Schalke 04,Eintracht Frankfurt,1-1,0-0
27,1967-04-01,Borussia Dortmund,Eintracht Braunschweig,0-0,0-0
28,1967-04-15,TSV 1860 München,Hannover 96,3-0,3-0
28,1967-04-15,Eintracht Braunschweig,Bayern München,5-2,4-0
28,1967-04-15,Werder Bremen,Karlsruher SC,0-3,0-1
28,1967-04-15,MSV Duisburg,Hamburger SV,2-1,1-0
28,1967-04-15,1. FC Nürnberg,Bor. Mönchengladbach,1-0,1-0
28,1967-04-15,FC Schalke 04,1. FC Kaiserslautern,0-3,0-2
28,1967-04-15,Eintracht Frankfurt,Rot-Weiss Essen,5-0,1-0
28,1967-04-15,VfB Stuttgart,Borussia Dortmund,1-0,0-0
28,1967-04-15,1. FC Köln,Fortuna Düsseldorf,2-0,0-0
29,1967-04-22,Karlsruher SC,TSV 1860 München,3-1,1-1
29,1967-04-22,Bayern München,VfB Stuttgart,1-1,0-0
29,1967-04-22,Bor. Mönchengladbach,Werder Bremen,1-1,0-0
29,1967-04-22,Hamburger SV,FC Schalke 04,1-1,0-0
29,1967-04-22,Rot-Weiss Essen,1. FC Nürnberg,1-1,1-0
29,1967-04-22,1. FC Kaiserslautern,Eintracht Frankfurt,1-1,0-1
29,1967-04-22,Borussia Dortmund,MSV Duisburg,4-1,2-1
29,1967-04-22,Hannover 96,1. FC Köln,0-1,0-0
29,1967-04-22,Fortuna Düsseldorf,Eintracht Braunschweig,1-1,1-0
30,1967-04-29,TSV 1860 München,Bor. Mönchengladbach,4-3,1-2
30,1967-04-29,MSV Duisburg,Bayern München,0-0,0-0
30,1967-04-29,Werder Bremen,Rot-Weiss Essen,0-0,0-0
30,1967-04-29,1. FC Kaiserslautern,Hamburger SV,2-1,0-1
30,1967-04-29,Eintracht Braunschweig,Hannover 96,0-1,0-0
30,1967-04-29,FC Schalke 04,Borussia Dortmund,1-4,0-1
30,1967-04-29,1. FC Köln,Karlsruher SC,2-2,1-2
30,1967-04-29,VfB Stuttgart,Fortuna Düsseldorf,3-1,1-0
30,1967-04-29,Eintracht Frankfurt,1. FC Nürnberg,1-4,0-2
31,1967-05-13,Bor. Mönchengladbach,1. FC Köln,3-0,3-0
31,1967-05-13,Rot-Weiss Essen,TSV 1860 München,2-2,1-0
31,1967-05-13,1. FC Nürnberg,Werder Bremen,2-1,1-1
31,1967-05-13,Hamburger SV,Eintracht Frankfurt,0-2,0-0
31,1967-05-13,Borussia Dortmund,1. FC Kaiserslautern,2-1,0-0
31,1967-05-13,Bayern München,FC Schalke 04,5-0,1-0
31,1967-05-13,Fortuna Düsseldorf,MSV Duisburg,1-5,1-2
31,1967-05-13,Karlsruher SC,Eintracht Braunschweig,3-0,0-0
31,1967-05-13,Hannover 96,VfB Stuttgart,2-2,1-2
32,1967-05-20,Eintracht Braunschweig,Bor. Mönchengladbach,2-1,0-0
32,1967-05-20,TSV 1860 München,1. FC Nürnberg,1-2,1-0
32,1967-05-20,MSV Duisburg,Hannover 96,3-0,1-0
32,1967-05-20,Werder Bremen,Eintracht Frankfurt,3-0,1-0
32,1967-05-20,1. FC Köln,Rot-Weiss Essen,2-1,0-1
32,1967-05-20,FC Schalke 04,Fortuna Düsseldorf,2-1,0-1
32,1967-05-20,1. FC Kaiserslautern,Bayern München,1-0,1-0
32,1967-05-20,Borussia Dortmund,Hamburger SV,7-0,4-0
32,1967-05-20,VfB Stuttgart,Karlsruher SC,2-0,2-0
33,1967-05-27,Werder Bremen,TSV 1860 München,2-4,1-2
33,1967-05-27,Bayern München,Hamburger SV,3-1,1-0
33,1967-05-27,1. FC Nürnberg,1. FC Köln,1-1,1-0
33,1967-05-27,Fortuna Düsseldorf,1. FC Kaiserslautern,3-1,1-1
33,1967-05-27,Rot-Weiss Essen,Eintracht Braunschweig,0-0,0-0
33,1967-05-27,Hannover 96,FC Schalke 04,1-2,0-2
33,1967-05-27,Bor. Mönchengladbach,VfB Stuttgart,1-2,1-2
33,1967-05-27,Karlsruher SC,MSV Duisburg,3-0,1-0
33,1967-05-27,Eintracht Frankfurt,Borussia Dortmund,3-3,1-0
34,1967-06-03,TSV 1860 München,Eintracht Frankfurt,2-1,0-0
34,1967-06-03,Borussia Dortmund,Bayern München,4-0,2-0
34,1967-06-03,1. FC Köln,Werder Bremen,4-1,2-0
34,1967-06-03,Hamburger SV,Fortuna Düsseldorf,2-1,0-1
34,1967-06-03,Eintracht Braunschweig,1. FC Nürnberg,4-1,2-0
34,1967-06-03,1. FC Kaiserslautern,Hannover 96,1-0,1-0
34,1967-06-03,VfB Stuttgart,Rot-Weiss Essen,1-0,1-0
34,1967-06-03,FC Schalke 04,Karlsruher SC,1-3,0-2
34,1967-06-03,MSV Duisburg,Bor. Mönchengladbach,1-3,0-1
