Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 25 Jul 1997 (W30),Eintracht Frankfurt (1),3-2,1-1,Fortuna Düsseldorf (1)
?,(Sat) 26 Jul 1997 (W30),FC Carl Zeiss Jena (1),1-1,0-1,SG Wattenscheid 09 (1)
?,(Sat) 26 Jul 1997 (W30),SV Meppen (1),2-1,2-0,FSV Zwickau (1)
?,(Sun) 27 Jul 1997 (W30),SC Freiburg (1),2-0,0-0,Energie Cottbus (1)
?,(Sun) 27 Jul 1997 (W30),Greuther Fürth (1),0-0,0-0,FC St. Pauli (1)
?,(Sun) 27 Jul 1997 (W30),Gütersloh (1),4-2,1-0,1. FC Nürnberg (1)
?,(Sun) 27 Jul 1997 (W30),VfB Leipzig (1),3-1,1-1,Stuttgarter Kickers (1)
?,(Sun) 27 Jul 1997 (W30),KFC Uerdingen (1),2-0,2-0,Fortuna Köln (1)
?,(Sun) 27 Jul 1997 (W30),SpVgg Unterhaching (1),3-2,3-0,1. FSV Mainz 05 (1)
?,(Fri) 1 Aug 1997 (W31),Fortuna Düsseldorf (2),1-1,0-0,KFC Uerdingen (2)
?,(Fri) 1 Aug 1997 (W31),Fortuna Köln (2),2-2,1-1,SV Meppen (2)
?,(Fri) 1 Aug 1997 (W31),FC St. Pauli (2),0-0,0-0,Gütersloh (2)
?,(Sun) 3 Aug 1997 (W31),Energie Cottbus (2),1-1,1-1,VfB Leipzig (2)
?,(Sun) 3 Aug 1997 (W31),1. FSV Mainz 05 (2),4-1,4-0,Greuther Fürth (2)
?,(Sun) 3 Aug 1997 (W31),Stuttgarter Kickers (2),2-1,1-1,FC Carl Zeiss Jena (2)
?,(Sun) 3 Aug 1997 (W31),SG Wattenscheid 09 (2),0-1,0-1,Eintracht Frankfurt (2)
?,(Sun) 3 Aug 1997 (W31),FSV Zwickau (2),0-4,0-2,SpVgg Unterhaching (2)
?,(Mon) 4 Aug 1997 (W32),1. FC Nürnberg (2),4-1,1-1,SC Freiburg (2)
?,(Fri) 8 Aug 1997 (W32),SV Meppen (3),2-2,1-1,Fortuna Düsseldorf (3)
?,(Fri) 8 Aug 1997 (W32),KFC Uerdingen (3),2-1,2-1,SG Wattenscheid 09 (3)
?,(Fri) 8 Aug 1997 (W32),SpVgg Unterhaching (3),0-1,0-0,Fortuna Köln (3)
?,(Sun) 10 Aug 1997 (W32),FC Carl Zeiss Jena (3),0-3,0-2,Energie Cottbus (3)
?,(Sun) 10 Aug 1997 (W32),Eintracht Frankfurt (3),1-0,1-0,Stuttgarter Kickers (3)
?,(Sun) 10 Aug 1997 (W32),Greuther Fürth (3),1-0,1-0,FSV Zwickau (3)
?,(Sun) 10 Aug 1997 (W32),Gütersloh (3),1-2,0-2,SC Freiburg (3)
?,(Sun) 10 Aug 1997 (W32),VfB Leipzig (3),2-1,1-1,1. FC Nürnberg (3)
?,(Mon) 11 Aug 1997 (W33),FC St. Pauli (3),2-0,1-0,1. FSV Mainz 05 (3)
?,(Fri) 22 Aug 1997 (W34),Energie Cottbus (4),0-1,0-1,Eintracht Frankfurt (4)
?,(Fri) 22 Aug 1997 (W34),Fortuna Köln (4),1-1,1-1,Greuther Fürth (4)
?,(Fri) 22 Aug 1997 (W34),1. FSV Mainz 05 (4),1-1,0-1,Gütersloh (4)
?,(Sat) 23 Aug 1997 (W34),Stuttgarter Kickers (4),2-2,1-1,KFC Uerdingen (4)
?,(Sun) 24 Aug 1997 (W34),Fortuna Düsseldorf (4),1-1,1-0,SpVgg Unterhaching (4)
?,(Sun) 24 Aug 1997 (W34),SC Freiburg (4),5-2,3-1,VfB Leipzig (4)
?,(Sun) 24 Aug 1997 (W34),1. FC Nürnberg (4),1-3,1-1,FC Carl Zeiss Jena (4)
?,(Sun) 24 Aug 1997 (W34),SG Wattenscheid 09 (4),1-1,0-0,SV Meppen (4)
?,(Sun) 24 Aug 1997 (W34),FSV Zwickau (4),4-0,3-0,FC St. Pauli (4)
?,(Fri) 29 Aug 1997 (W35),1. FSV Mainz 05 (5),2-2,0-0,FSV Zwickau (5)
?,(Fri) 29 Aug 1997 (W35),KFC Uerdingen (5),2-1,2-1,Energie Cottbus (5)
?,(Fri) 29 Aug 1997 (W35),SpVgg Unterhaching (5),0-0,0-0,SG Wattenscheid 09 (5)
?,(Sat) 30 Aug 1997 (W35),Gütersloh (5),1-0,1-0,VfB Leipzig (5)
?,(Sun) 31 Aug 1997 (W35),FC Carl Zeiss Jena (5),1-4,0-2,SC Freiburg (5)
?,(Sun) 31 Aug 1997 (W35),Eintracht Frankfurt (5),4-1,3-0,1. FC Nürnberg (5)
?,(Sun) 31 Aug 1997 (W35),Greuther Fürth (5),2-2,0-0,Fortuna Düsseldorf (5)
?,(Sun) 31 Aug 1997 (W35),SV Meppen (5),1-1,0-1,Stuttgarter Kickers (5)
?,(Sun) 31 Aug 1997 (W35),FC St. Pauli (5),1-1,0-0,Fortuna Köln (5)
?,(Fri) 12 Sep 1997 (W37),SC Freiburg (6),0-0,0-0,Eintracht Frankfurt (6)
?,(Fri) 12 Sep 1997 (W37),1. FC Nürnberg (6),0-0,0-0,KFC Uerdingen (6)
?,(Sat) 13 Sep 1997 (W37),FSV Zwickau (6),2-2,0-1,Gütersloh (6)
?,(Sun) 14 Sep 1997 (W37),Energie Cottbus (6),1-0,1-0,SV Meppen (6)
?,(Sun) 14 Sep 1997 (W37),Fortuna Köln (6),2-1,1-0,1. FSV Mainz 05 (6)
?,(Sun) 14 Sep 1997 (W37),VfB Leipzig (6),0-0,0-0,FC Carl Zeiss Jena (6)
?,(Sun) 14 Sep 1997 (W37),Stuttgarter Kickers (6),2-3,2-2,SpVgg Unterhaching (6)
?,(Sun) 14 Sep 1997 (W37),SG Wattenscheid 09 (6),2-1,0-0,Greuther Fürth (6)
?,(Mon) 15 Sep 1997 (W38),Fortuna Düsseldorf (6),1-3,0-1,FC St. Pauli (6)
?,(Fri) 19 Sep 1997 (W38),Eintracht Frankfurt (7),3-2,2-0,VfB Leipzig (7)
?,(Fri) 19 Sep 1997 (W38),FC St. Pauli (7),1-1,0-1,SG Wattenscheid 09 (7)
?,(Sat) 20 Sep 1997 (W38),SpVgg Unterhaching (7),0-0,0-0,Energie Cottbus (7)
?,(Sat) 20 Sep 1997 (W38),FSV Zwickau (7),0-1,0-0,Fortuna Köln (7)
?,(Sun) 21 Sep 1997 (W38),Greuther Fürth (7),1-2,0-0,Stuttgarter Kickers (7)
?,(Sun) 21 Sep 1997 (W38),Gütersloh (7),1-0,1-0,FC Carl Zeiss Jena (7)
?,(Sun) 21 Sep 1997 (W38),1. FSV Mainz 05 (7),2-0,0-0,Fortuna Düsseldorf (7)
?,(Sun) 21 Sep 1997 (W38),SV Meppen (7),1-0,0-0,1. FC Nürnberg (7)
?,(Mon) 22 Sep 1997 (W39),KFC Uerdingen (7),1-0,0-0,SC Freiburg (7)
?,(Fri) 26 Sep 1997 (W39),Fortuna Düsseldorf (8),4-1,2-0,FSV Zwickau (8)
?,(Fri) 26 Sep 1997 (W39),1. FC Nürnberg (8),1-0,0-0,SpVgg Unterhaching (8)
?,(Sat) 27 Sep 1997 (W39),Fortuna Köln (8),2-2,1-2,Gütersloh (8)
?,(Sun) 28 Sep 1997 (W39),Energie Cottbus (8),3-0,2-0,Greuther Fürth (8)
?,(Sun) 28 Sep 1997 (W39),FC Carl Zeiss Jena (8),2-1,2-1,Eintracht Frankfurt (8)
?,(Sun) 28 Sep 1997 (W39),SC Freiburg (8),4-2,1-0,SV Meppen (8)
?,(Sun) 28 Sep 1997 (W39),Stuttgarter Kickers (8),3-1,3-1,FC St. Pauli (8)
?,(Sun) 28 Sep 1997 (W39),SG Wattenscheid 09 (8),1-1,1-0,1. FSV Mainz 05 (8)
?,(Mon) 29 Sep 1997 (W40),VfB Leipzig (8),2-1,0-0,KFC Uerdingen (8)
?,(Fri) 3 Oct 1997 (W40),1. FSV Mainz 05 (9),3-3,2-2,Stuttgarter Kickers (9)
?,(Fri) 3 Oct 1997 (W40),KFC Uerdingen (9),2-0,0-0,FC Carl Zeiss Jena (9)
?,(Sat) 4 Oct 1997 (W40),Fortuna Köln (9),0-3,0-0,Fortuna Düsseldorf (9)
?,(Sun) 5 Oct 1997 (W40),Gütersloh (9),0-0,0-0,Eintracht Frankfurt (9)
