Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 7 Aug 2009 (W32),Karlsruher SC (1),1-1,0-0,Alemannia Aachen (1)
?,(Fri) 7 Aug 2009 (W32),Rot-Weiß Oberhausen (1),0-3,0-1,1. FC Union Berlin (1)
?,(Fri) 7 Aug 2009 (W32),FC St. Pauli (1),2-1,1-1,Rot Weiss Ahlen (1)
?,(Sat) 8 Aug 2009 (W32),Fortuna Düsseldorf (1),3-0,3-0,SC Paderborn 07 (1)
?,(Sat) 8 Aug 2009 (W32),1. FC Kaiserslautern (1),2-1,2-0,Greuther Fürth (1)
?,(Sun) 9 Aug 2009 (W32),Energie Cottbus (1),3-1,2-1,FC Augsburg (1)
?,(Sun) 9 Aug 2009 (W32),FSV Frankfurt (1),1-2,0-2,MSV Duisburg (1)
?,(Sun) 9 Aug 2009 (W32),TSV 1860 München (1),2-0,1-0,TuS Koblenz (1)
?,(Mon) 10 Aug 2009 (W33),Arminia Bielefeld (1),3-1,1-1,Hansa Rostock (1)
?,(Fri) 14 Aug 2009 (W33),MSV Duisburg (2),2-2,1-1,Energie Cottbus (2)
?,(Fri) 14 Aug 2009 (W33),Greuther Fürth (2),4-0,1-0,FSV Frankfurt (2)
?,(Fri) 14 Aug 2009 (W33),SC Paderborn 07 (2),2-0,2-0,Karlsruher SC (2)
?,(Sat) 15 Aug 2009 (W33),Hansa Rostock (2),2-1,1-1,TSV 1860 München (2)
?,(Sat) 15 Aug 2009 (W33),1. FC Union Berlin (2),1-0,0-0,Fortuna Düsseldorf (2)
?,(Sun) 16 Aug 2009 (W33),Rot Weiss Ahlen (2),0-1,0-1,1. FC Kaiserslautern (2)
?,(Sun) 16 Aug 2009 (W33),FC Augsburg (2),2-2,0-1,Rot-Weiß Oberhausen (2)
?,(Sun) 16 Aug 2009 (W33),TuS Koblenz (2),3-2,0-0,Arminia Bielefeld (2)
