Round,Date,Team 1,FT,HT,Team 2
1,(Fri) 11 Aug 1978 (32),MSV Duisburg (1),1-1,1-0,Arminia Bielefeld (1)
1,(Sat) 12 Aug 1978 (32),FC Schalke 04 (1),4-0,2-0,Eintracht Frankfurt (1)
1,(Sat) 12 Aug 1978 (32),Borussia Dortmund (1),1-0,1-0,Bayern München (1)
1,(Sat) 12 Aug 1978 (32),Hamburger SV (1),3-0,3-0,Bor. Mönchengladbach (1)
1,(Sat) 12 Aug 1978 (32),Fortuna Düsseldorf (1),3-1,0-0,Werder Bremen (1)
1,(Sat) 12 Aug 1978 (32),1. FC Nürnberg (1),0-2,0-1,VfL Bochum (1)
1,(Sat) 12 Aug 1978 (32),1. FC Kaiserslautern (1),5-1,4-0,VfB Stuttgart (1)
1,(Sat) 12 Aug 1978 (32),SV Darmstadt 98 (1),0-0,0-0,Hertha BSC (1)
1,(Sat) 12 Aug 1978 (32),Eintracht Braunschweig (1),1-0,1-0,1. FC Köln (1)
2,(Thu) 17 Aug 1978 (33),Hertha BSC (2),0-3,0-0,1. FC Kaiserslautern (2)
2,(Sat) 19 Aug 1978 (33),1. FC Köln (2),2-1,0-1,SV Darmstadt 98 (2)
2,(Sat) 19 Aug 1978 (33),VfB Stuttgart (2),4-0,2-0,1. FC Nürnberg (2)
2,(Sat) 19 Aug 1978 (33),VfL Bochum (2),2-2,1-1,Fortuna Düsseldorf (2)
2,(Sat) 19 Aug 1978 (33),Werder Bremen (2),1-1,1-0,Hamburger SV (2)
2,(Sat) 19 Aug 1978 (33),Bor. Mönchengladbach (2),2-2,2-1,Borussia Dortmund (2)
2,(Sat) 19 Aug 1978 (33),Bayern München (2),6-2,4-1,MSV Duisburg (2)
2,(Sat) 19 Aug 1978 (33),Arminia Bielefeld (2),3-2,2-2,FC Schalke 04 (2)
2,(Sat) 19 Aug 1978 (33),Eintracht Frankfurt (2),3-1,2-0,Eintracht Braunschweig (2)
3,(Fri) 25 Aug 1978 (34),Borussia Dortmund (3),1-0,0-0,Werder Bremen (3)
3,(Fri) 25 Aug 1978 (34),Fortuna Düsseldorf (3),2-0,2-0,VfB Stuttgart (3)
