Matchday,Date,Team 1,FT,Team 2
29,Sat Apr 25 1964,FC Schalke 04,2-1,Karlsruher SC
29,Tue May 5 1964,Borussia Dortmund,5-2,Hamburger SV
30,Sat May 9 1964,1. FC Köln,2-1,VfB Stuttgart
30,Sat May 9 1964,Hamburger SV,2-2,1. FC Nürnberg
30,Sat May 9 1964,Eintracht Braunschweig,2-0,Borussia Dortmund
30,Sat May 9 1964,Karlsruher SC,1-2,Eintracht Frankfurt
30,Sat May 9 1964,TSV 1860 München,3-2,Werder Bremen
30,Sat May 9 1964,1. FC Saarbrücken,1-1,FC Schalke 04
30,Sat May 9 1964,Preußen Münster,4-2,Hertha BSC
30,Sat May 9 1964,MSV Duisburg,3-0,1. FC Kaiserslautern
