Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 10 2007,VfB Stuttgart,2-2,FC Schalke 04
1,Sat Aug 11 2007,Bayern München,3-0,Hansa Rostock
1,Sat Aug 11 2007,VfL Bochum,2-2,Werder Bremen
1,Sat Aug 11 2007,Eintracht Frankfurt,1-0,Hertha BSC
1,Sat Aug 11 2007,VfL Wolfsburg,1-3,Arminia Bielefeld
1,Sat Aug 11 2007,Bayer 04 Leverkusen,0-0,Energie Cottbus
1,Sat Aug 11 2007,Hannover 96,0-1,Hamburger SV
1,Sun Aug 12 2007,1. FC Nürnberg,0-2,Karlsruher SC
1,Sun Aug 12 2007,Borussia Dortmund,1-3,MSV Duisburg
2,Fri Aug 17 2007,Karlsruher SC,1-2,Hannover 96
2,Sat Aug 18 2007,Werder Bremen,0-4,Bayern München
2,Sat Aug 18 2007,MSV Duisburg,1-3,VfL Wolfsburg
2,Sat Aug 18 2007,Arminia Bielefeld,2-2,Eintracht Frankfurt
2,Sat Aug 18 2007,Hertha BSC,3-1,VfB Stuttgart
2,Sat Aug 18 2007,FC Schalke 04,4-1,Borussia Dortmund
2,Sat Aug 18 2007,Hansa Rostock,1-2,1. FC Nürnberg
2,Sun Aug 19 2007,Energie Cottbus,1-2,VfL Bochum
2,Sun Aug 19 2007,Hamburger SV,1-0,Bayer 04 Leverkusen
3,Fri Aug 24 2007,VfL Bochum,2-1,Hamburger SV
3,Sat Aug 25 2007,Arminia Bielefeld,2-0,Hertha BSC
3,Sat Aug 25 2007,Bayern München,3-0,Hannover 96
3,Sat Aug 25 2007,VfB Stuttgart,1-0,MSV Duisburg
3,Sat Aug 25 2007,Bayer 04 Leverkusen,3-0,Karlsruher SC
3,Sat Aug 25 2007,1. FC Nürnberg,0-1,Werder Bremen
3,Sat Aug 25 2007,Borussia Dortmund,3-0,Energie Cottbus
3,Sun Aug 26 2007,Eintracht Frankfurt,1-0,Hansa Rostock
3,Sun Aug 26 2007,VfL Wolfsburg,1-1,FC Schalke 04
4,Fri Aug 31 2007,FC Schalke 04,1-1,Bayer 04 Leverkusen
4,Sat Sep 1 2007,MSV Duisburg,3-0,Arminia Bielefeld
4,Sat Sep 1 2007,Energie Cottbus,1-1,1. FC Nürnberg
4,Sat Sep 1 2007,Hannover 96,3-2,VfL Bochum
4,Sat Sep 1 2007,Hansa Rostock,0-1,Borussia Dortmund
4,Sat Sep 1 2007,Hertha BSC,2-1,VfL Wolfsburg
4,Sat Sep 1 2007,Werder Bremen,2-1,Eintracht Frankfurt
4,Sun Sep 2 2007,Hamburger SV,1-1,Bayern München
4,Sun Sep 2 2007,Karlsruher SC,1-0,VfB Stuttgart
5,Fri Sep 14 2007,Borussia Dortmund,3-0,Werder Bremen
5,Sat Sep 15 2007,Arminia Bielefeld,4-2,Hansa Rostock
5,Sat Sep 15 2007,Bayern München,1-1,FC Schalke 04
5,Sat Sep 15 2007,VfB Stuttgart,3-0,Energie Cottbus
5,Sat Sep 15 2007,Bayer 04 Leverkusen,2-0,VfL Bochum
5,Sat Sep 15 2007,1. FC Nürnberg,2-2,Hannover 96
5,Sat Sep 15 2007,Eintracht Frankfurt,2-1,Hamburger SV
5,Sun Sep 16 2007,MSV Duisburg,1-2,Hertha BSC
5,Sun Sep 16 2007,VfL Wolfsburg,1-2,Karlsruher SC
6,Fri Sep 21 2007,VfL Bochum,0-0,Eintracht Frankfurt
6,Sat Sep 22 2007,Hamburger SV,1-0,1. FC Nürnberg
6,Sat Sep 22 2007,Energie Cottbus,1-2,VfL Wolfsburg
6,Sat Sep 22 2007,Werder Bremen,4-1,VfB Stuttgart
6,Sat Sep 22 2007,Hertha BSC,3-2,Borussia Dortmund
6,Sat Sep 22 2007,FC Schalke 04,3-0,Arminia Bielefeld
6,Sat Sep 22 2007,Hansa Rostock,2-0,MSV Duisburg
6,Sun Sep 23 2007,Karlsruher SC,1-4,Bayern München
6,Sun Sep 23 2007,Hannover 96,0-3,Bayer 04 Leverkusen
7,Tue Sep 25 2007,Borussia Dortmund,0-3,Hamburger SV
7,Tue Sep 25 2007,MSV Duisburg,0-2,FC Schalke 04
7,Tue Sep 25 2007,Hertha BSC,1-3,Hansa Rostock
7,Tue Sep 25 2007,VfL Wolfsburg,1-1,Werder Bremen
7,Wed Sep 26 2007,Bayern München,5-0,Energie Cottbus
7,Wed Sep 26 2007,Arminia Bielefeld,0-2,Hannover 96
7,Wed Sep 26 2007,VfB Stuttgart,1-0,VfL Bochum
7,Wed Sep 26 2007,1. FC Nürnberg,1-2,Bayer 04 Leverkusen
7,Wed Sep 26 2007,Eintracht Frankfurt,0-1,Karlsruher SC
8,Fri Sep 28 2007,FC Schalke 04,1-0,Hertha BSC
8,Sat Sep 29 2007,VfL Bochum,3-3,1. FC Nürnberg
8,Sat Sep 29 2007,Hamburger SV,2-2,VfL Wolfsburg
8,Sat Sep 29 2007,Hansa Rostock,2-1,VfB Stuttgart
8,Sat Sep 29 2007,Werder Bremen,8-1,Arminia Bielefeld
8,Sat Sep 29 2007,Bayer 04 Leverkusen,0-1,Bayern München
8,Sat Sep 29 2007,Karlsruher SC,3-1,Borussia Dortmund
8,Sun Sep 30 2007,Hannover 96,2-1,MSV Duisburg
8,Sun Sep 30 2007,Energie Cottbus,2-2,Eintracht Frankfurt
9,Fri Oct 5 2007,Borussia Dortmund,2-1,VfL Bochum
9,Sat Oct 6 2007,Hertha BSC,0-0,Energie Cottbus
9,Sat Oct 6 2007,MSV Duisburg,1-3,Werder Bremen
9,Sat Oct 6 2007,Arminia Bielefeld,0-1,Hamburger SV
9,Sat Oct 6 2007,VfL Wolfsburg,1-0,Hansa Rostock
9,Sat Oct 6 2007,VfB Stuttgart,0-2,Hannover 96
9,Sat Oct 6 2007,FC Schalke 04,0-2,Karlsruher SC
9,Sun Oct 7 2007,Bayern München,3-0,1. FC Nürnberg
9,Sun Oct 7 2007,Eintracht Frankfurt,2-1,Bayer 04 Leverkusen
10,Fri Oct 19 2007,Energie Cottbus,1-2,MSV Duisburg
10,Sat Oct 20 2007,Hamburger SV,4-1,VfB Stuttgart
10,Sat Oct 20 2007,VfL Bochum,1-2,Bayern München
10,Sat Oct 20 2007,Werder Bremen,3-2,Hertha BSC
10,Sat Oct 20 2007,Bayer 04 Leverkusen,2-2,Borussia Dortmund
10,Sat Oct 20 2007,1. FC Nürnberg,5-1,Eintracht Frankfurt
10,Sat Oct 20 2007,Hansa Rostock,1-1,FC Schalke 04
10,Sun Oct 21 2007,Karlsruher SC,0-0,Arminia Bielefeld
10,Sun Oct 21 2007,Hannover 96,2-2,VfL Wolfsburg
11,Fri Oct 26 2007,Eintracht Frankfurt,0-0,Hannover 96
11,Sat Oct 27 2007,Arminia Bielefeld,1-1,Energie Cottbus
11,Sat Oct 27 2007,Hansa Rostock,0-0,Karlsruher SC
11,Sat Oct 27 2007,Hertha BSC,2-0,VfL Bochum
11,Sat Oct 27 2007,VfL Wolfsburg,3-1,1. FC Nürnberg
11,Sat Oct 27 2007,VfB Stuttgart,1-0,Bayer 04 Leverkusen
11,Sat Oct 27 2007,FC Schalke 04,1-1,Werder Bremen
11,Sun Oct 28 2007,MSV Duisburg,0-1,Hamburger SV
11,Sun Oct 28 2007,Borussia Dortmund,0-0,Bayern München
12,Fri Nov 2 2007,Energie Cottbus,1-0,FC Schalke 04
12,Sat Nov 3 2007,Bayern München,0-0,Eintracht Frankfurt
12,Sat Nov 3 2007,Hamburger SV,2-1,Hertha BSC
12,Sat Nov 3 2007,Hannover 96,2-1,Borussia Dortmund
12,Sat Nov 3 2007,Werder Bremen,1-0,Hansa Rostock
12,Sat Nov 3 2007,1. FC Nürnberg,0-1,VfB Stuttgart
12,Sat Nov 3 2007,Bayer 04 Leverkusen,4-0,Arminia Bielefeld
12,Sun Nov 4 2007,VfL Bochum,5-3,VfL Wolfsburg
12,Sun Nov 4 2007,Karlsruher SC,1-0,MSV Duisburg
