Round,Date,Team 1,FT,HT,Team 2
1,(Fri) 9 Aug 2013 (31),Bayern München (1),3-1,2-1,Bor. Mönchengladbach (1)
1,(Sat) 10 Aug 2013 (31),Bayer 04 Leverkusen (1),3-1,1-1,SC Freiburg (1)
1,(Sat) 10 Aug 2013 (31),Hannover 96 (1),2-0,1-0,VfL Wolfsburg (1)
1,(Sat) 10 Aug 2013 (31),TSG 1899 Hoffenheim (1),2-2,1-0,1. FC Nürnberg (1)
1,(Sat) 10 Aug 2013 (31),FC Augsburg (1),0-4,0-1,Borussia Dortmund (1)
1,(Sat) 10 Aug 2013 (31),Hertha BSC (1),6-1,2-1,Eintracht Frankfurt (1)
1,(Sat) 10 Aug 2013 (31),Eintracht Braunschweig (1),0-1,0-0,Werder Bremen (1)
1,(Sun) 11 Aug 2013 (31),1. FSV Mainz 05 (1),3-2,1-1,VfB Stuttgart (1)
1,(Sun) 11 Aug 2013 (31),FC Schalke 04 (1),3-3,2-2,Hamburger SV (1)
2,(Sat) 17 Aug 2013 (32),VfB Stuttgart (2),0-1,0-1,Bayer 04 Leverkusen (2)
2,(Sat) 17 Aug 2013 (32),VfL Wolfsburg (2),4-0,0-0,FC Schalke 04 (2)
2,(Sat) 17 Aug 2013 (32),Werder Bremen (2),1-0,1-0,FC Augsburg (2)
2,(Sat) 17 Aug 2013 (32),SC Freiburg (2),1-2,0-0,1. FSV Mainz 05 (2)
2,(Sat) 17 Aug 2013 (32),Hamburger SV (2),1-5,1-1,TSG 1899 Hoffenheim (2)
2,(Sat) 17 Aug 2013 (32),Eintracht Frankfurt (2),0-1,0-1,Bayern München (2)
2,(Sat) 17 Aug 2013 (32),Bor. Mönchengladbach (2),3-0,1-0,Hannover 96 (2)
2,(Sun) 18 Aug 2013 (32),1. FC Nürnberg (2),2-2,1-0,Hertha BSC (2)
2,(Sun) 18 Aug 2013 (32),Borussia Dortmund (2),2-1,0-0,Eintracht Braunschweig (2)
3,(Fri) 23 Aug 2013 (33),Borussia Dortmund (3),1-0,0-0,Werder Bremen (3)
3,(Sat) 24 Aug 2013 (33),Bayern München (3),2-0,0-0,1. FC Nürnberg (3)
3,(Sat) 24 Aug 2013 (33),Bayer 04 Leverkusen (3),4-2,2-0,Bor. Mönchengladbach (3)
3,(Sat) 24 Aug 2013 (33),Hannover 96 (3),2-1,2-0,FC Schalke 04 (3)
3,(Sat) 24 Aug 2013 (33),TSG 1899 Hoffenheim (3),3-3,2-2,SC Freiburg (3)
3,(Sat) 24 Aug 2013 (33),1. FSV Mainz 05 (3),2-0,0-0,VfL Wolfsburg (3)
3,(Sat) 24 Aug 2013 (33),Hertha BSC (3),1-0,0-0,Hamburger SV (3)
3,(Sun) 25 Aug 2013 (33),Eintracht Braunschweig (3),0-2,0-0,Eintracht Frankfurt (3)
3,(Sun) 25 Aug 2013 (33),FC Augsburg (3),2-1,2-1,VfB Stuttgart (3)
4,(Tue) 27 Aug 2013 (34),SC Freiburg (4),1-1,0-1,Bayern München (4)
4,(Sat) 31 Aug 2013 (34),Bor. Mönchengladbach (4),4-1,1-0,Werder Bremen (4)
4,(Sat) 31 Aug 2013 (34),Hannover 96 (4),4-1,2-1,1. FSV Mainz 05 (4)
4,(Sat) 31 Aug 2013 (34),VfL Wolfsburg (4),2-0,2-0,Hertha BSC (4)
4,(Sat) 31 Aug 2013 (34),1. FC Nürnberg (4),0-1,0-0,FC Augsburg (4)
4,(Sat) 31 Aug 2013 (34),Hamburger SV (4),4-0,2-0,Eintracht Braunschweig (4)
4,(Sat) 31 Aug 2013 (34),FC Schalke 04 (4),2-0,1-0,Bayer 04 Leverkusen (4)
4,(Sun) 1 Sep 2013 (34),VfB Stuttgart (4),6-2,3-1,TSG 1899 Hoffenheim (4)
4,(Sun) 1 Sep 2013 (34),Eintracht Frankfurt (4),1-2,1-1,Borussia Dortmund (4)
5,(Fri) 13 Sep 2013 (36),Hertha BSC (5),0-1,0-0,VfB Stuttgart (5)
5,(Sat) 14 Sep 2013 (36),Bayern München (5),2-0,0-0,Hannover 96 (5)
5,(Sat) 14 Sep 2013 (36),Bayer 04 Leverkusen (5),3-1,1-1,VfL Wolfsburg (5)
5,(Sat) 14 Sep 2013 (36),Werder Bremen (5),0-3,0-2,Eintracht Frankfurt (5)
5,(Sat) 14 Sep 2013 (36),1. FSV Mainz 05 (5),0-1,0-1,FC Schalke 04 (5)
5,(Sat) 14 Sep 2013 (36),FC Augsburg (5),2-1,0-0,SC Freiburg (5)
5,(Sat) 14 Sep 2013 (36),Borussia Dortmund (5),6-2,2-1,Hamburger SV (5)
5,(Sun) 15 Sep 2013 (36),TSG 1899 Hoffenheim (5),2-1,1-0,Bor. Mönchengladbach (5)
5,(Sun) 15 Sep 2013 (36),Eintracht Braunschweig (5),1-1,0-1,1. FC Nürnberg (5)
6,(Fri) 20 Sep 2013 (37),Bor. Mönchengladbach (6),4-1,2-0,Eintracht Braunschweig (6)
6,(Sat) 21 Sep 2013 (37),Hannover 96 (6),2-1,0-0,FC Augsburg (6)
6,(Sat) 21 Sep 2013 (37),VfL Wolfsburg (6),2-1,1-1,TSG 1899 Hoffenheim (6)
6,(Sat) 21 Sep 2013 (37),1. FC Nürnberg (6),1-1,0-1,Borussia Dortmund (6)
6,(Sat) 21 Sep 2013 (37),1. FSV Mainz 05 (6),1-4,0-3,Bayer 04 Leverkusen (6)
6,(Sat) 21 Sep 2013 (37),Hamburger SV (6),0-2,0-1,Werder Bremen (6)
6,(Sat) 21 Sep 2013 (37),FC Schalke 04 (6),0-4,0-2,Bayern München (6)
6,(Sun) 22 Sep 2013 (37),SC Freiburg (6),1-1,1-1,Hertha BSC (6)
6,(Sun) 22 Sep 2013 (37),VfB Stuttgart (6),1-1,1-1,Eintracht Frankfurt (6)
7,(Fri) 27 Sep 2013 (38),FC Augsburg (7),2-2,1-1,Bor. Mönchengladbach (7)
7,(Sat) 28 Sep 2013 (38),Borussia Dortmund (7),5-0,2-0,SC Freiburg (7)
7,(Sat) 28 Sep 2013 (38),Bayern München (7),1-0,0-0,VfL Wolfsburg (7)
7,(Sat) 28 Sep 2013 (38),Bayer 04 Leverkusen (7),2-0,2-0,Hannover 96 (7)
7,(Sat) 28 Sep 2013 (38),TSG 1899 Hoffenheim (7),3-3,1-3,FC Schalke 04 (7)
7,(Sat) 28 Sep 2013 (38),Hertha BSC (7),3-1,0-1,1. FSV Mainz 05 (7)
7,(Sat) 28 Sep 2013 (38),Eintracht Frankfurt (7),2-2,1-1,Hamburger SV (7)
7,(Sun) 29 Sep 2013 (38),Werder Bremen (7),3-3,2-1,1. FC Nürnberg (7)
7,(Sun) 29 Sep 2013 (38),Eintracht Braunschweig (7),0-4,0-1,VfB Stuttgart (7)
8,(Fri) 4 Oct 2013 (39),Hannover 96 (8),1-1,1-0,Hertha BSC (8)
8,(Sat) 5 Oct 2013 (39),FC Schalke 04 (8),4-1,2-1,FC Augsburg (8)
8,(Sat) 5 Oct 2013 (39),Bor. Mönchengladbach (8),2-0,0-0,Borussia Dortmund (8)
8,(Sat) 5 Oct 2013 (39),VfB Stuttgart (8),1-1,1-1,Werder Bremen (8)
8,(Sat) 5 Oct 2013 (39),VfL Wolfsburg (8),0-2,0-1,Eintracht Braunschweig (8)
8,(Sat) 5 Oct 2013 (39),1. FSV Mainz 05 (8),2-2,0-2,TSG 1899 Hoffenheim (8)
8,(Sat) 5 Oct 2013 (39),Bayer 04 Leverkusen (8),1-1,1-1,Bayern München (8)
8,(Sun) 6 Oct 2013 (39),1. FC Nürnberg (8),0-5,0-1,Hamburger SV (8)
8,(Sun) 6 Oct 2013 (39),SC Freiburg (8),1-1,0-0,Eintracht Frankfurt (8)
9,(Fri) 18 Oct 2013 (41),TSG 1899 Hoffenheim (9),1-2,0-1,Bayer 04 Leverkusen (9)
9,(Sat) 19 Oct 2013 (41),Borussia Dortmund (9),1-0,1-0,Hannover 96 (9)
9,(Sat) 19 Oct 2013 (41),Bayern München (9),4-1,0-1,1. FSV Mainz 05 (9)
9,(Sat) 19 Oct 2013 (41),Werder Bremen (9),0-0,0-0,SC Freiburg (9)
9,(Sat) 19 Oct 2013 (41),Eintracht Braunschweig (9),2-3,1-1,FC Schalke 04 (9)
9,(Sat) 19 Oct 2013 (41),Eintracht Frankfurt (9),1-1,0-0,1. FC Nürnberg (9)
9,(Sat) 19 Oct 2013 (41),Hertha BSC (9),1-0,1-0,Bor. Mönchengladbach (9)
9,(Sun) 20 Oct 2013 (41),Hamburger SV (9),3-3,1-2,VfB Stuttgart (9)
9,(Sun) 20 Oct 2013 (41),FC Augsburg (9),1-2,1-2,VfL Wolfsburg (9)
10,(Fri) 25 Oct 2013 (42),VfB Stuttgart (10),1-1,1-1,1. FC Nürnberg (10)
10,(Sat) 26 Oct 2013 (42),Bayern München (10),3-2,1-1,Hertha BSC (10)
10,(Sat) 26 Oct 2013 (42),FC Schalke 04 (10),1-3,0-1,Borussia Dortmund (10)
10,(Sat) 26 Oct 2013 (42),Bayer 04 Leverkusen (10),2-1,1-1,FC Augsburg (10)
10,(Sat) 26 Oct 2013 (42),Hannover 96 (10),1-4,0-2,TSG 1899 Hoffenheim (10)
10,(Sat) 26 Oct 2013 (42),1. FSV Mainz 05 (10),2-0,1-0,Eintracht Braunschweig (10)
10,(Sat) 26 Oct 2013 (42),VfL Wolfsburg (10),3-0,1-0,Werder Bremen (10)
10,(Sun) 27 Oct 2013 (42),SC Freiburg (10),0-3,0-1,Hamburger SV (10)
10,(Sun) 27 Oct 2013 (42),Bor. Mönchengladbach (10),4-1,2-1,Eintracht Frankfurt (10)
11,(Fri) 1 Nov 2013 (43),Borussia Dortmund (11),6-1,2-1,VfB Stuttgart (11)
11,(Sat) 2 Nov 2013 (43),1. FC Nürnberg (11),0-3,0-0,SC Freiburg (11)
11,(Sat) 2 Nov 2013 (43),TSG 1899 Hoffenheim (11),1-2,1-1,Bayern München (11)
11,(Sat) 2 Nov 2013 (43),Hamburger SV (11),0-2,0-1,Bor. Mönchengladbach (11)
11,(Sat) 2 Nov 2013 (43),Eintracht Braunschweig (11),1-0,0-0,Bayer 04 Leverkusen (11)
11,(Sat) 2 Nov 2013 (43),Hertha BSC (11),0-2,0-1,FC Schalke 04 (11)
11,(Sat) 2 Nov 2013 (43),Eintracht Frankfurt (11),1-2,1-1,VfL Wolfsburg (11)
11,(Sun) 3 Nov 2013 (43),FC Augsburg (11),2-1,1-0,1. FSV Mainz 05 (11)
11,(Sun) 3 Nov 2013 (43),Werder Bremen (11),3-2,2-2,Hannover 96 (11)
12,(Fri) 8 Nov 2013 (44),Hannover 96 (12),0-0,0-0,Eintracht Braunschweig (12)
12,(Sat) 9 Nov 2013 (44),Bayern München (12),3-0,2-0,FC Augsburg (12)
12,(Sat) 9 Nov 2013 (44),FC Schalke 04 (12),3-1,0-1,Werder Bremen (12)
12,(Sat) 9 Nov 2013 (44),Bayer 04 Leverkusen (12),5-3,2-1,Hamburger SV (12)
12,(Sat) 9 Nov 2013 (44),VfL Wolfsburg (12),2-1,0-1,Borussia Dortmund (12)
12,(Sat) 9 Nov 2013 (44),TSG 1899 Hoffenheim (12),2-3,0-1,Hertha BSC (12)
12,(Sat) 9 Nov 2013 (44),Bor. Mönchengladbach (12),3-1,0-1,1. FC Nürnberg (12)
12,(Sun) 10 Nov 2013 (44),1. FSV Mainz 05 (12),1-0,0-0,Eintracht Frankfurt (12)
12,(Sun) 10 Nov 2013 (44),SC Freiburg (12),1-3,0-2,VfB Stuttgart (12)
13,(Fri) 22 Nov 2013 (46),VfB Stuttgart (13),0-2,0-1,Bor. Mönchengladbach (13)
13,(Sat) 23 Nov 2013 (46),1. FC Nürnberg (13),1-1,0-1,VfL Wolfsburg (13)
13,(Sat) 23 Nov 2013 (46),FC Augsburg (13),2-0,2-0,TSG 1899 Hoffenheim (13)
13,(Sat) 23 Nov 2013 (46),Eintracht Braunschweig (13),0-1,0-0,SC Freiburg (13)
13,(Sat) 23 Nov 2013 (46),Eintracht Frankfurt (13),3-3,0-2,FC Schalke 04 (13)
13,(Sat) 23 Nov 2013 (46),Hertha BSC (13),0-1,0-1,Bayer 04 Leverkusen (13)
13,(Sat) 23 Nov 2013 (46),Borussia Dortmund (13),0-3,0-0,Bayern München (13)
13,(Sun) 24 Nov 2013 (46),Hamburger SV (13),3-1,1-1,Hannover 96 (13)
13,(Sun) 24 Nov 2013 (46),Werder Bremen (13),2-3,0-2,1. FSV Mainz 05 (13)
14,(Fri) 29 Nov 2013 (47),VfL Wolfsburg (14),1-1,1-1,Hamburger SV (14)
14,(Sat) 30 Nov 2013 (47),Bayern München (14),2-0,2-0,Eintracht Braunschweig (14)
14,(Sat) 30 Nov 2013 (47),Bayer 04 Leverkusen (14),3-0,1-0,1. FC Nürnberg (14)
14,(Sat) 30 Nov 2013 (47),TSG 1899 Hoffenheim (14),4-4,2-2,Werder Bremen (14)
14,(Sat) 30 Nov 2013 (47),1. FSV Mainz 05 (14),1-3,0-0,Borussia Dortmund (14)
14,(Sat) 30 Nov 2013 (47),Hertha BSC (14),0-0,0-0,FC Augsburg (14)
14,(Sat) 30 Nov 2013 (47),FC Schalke 04 (14),3-0,1-0,VfB Stuttgart (14)
14,(Sun) 1 Dec 2013 (47),Hannover 96 (14),2-0,1-0,Eintracht Frankfurt (14)
14,(Sun) 1 Dec 2013 (47),Bor. Mönchengladbach (14),1-0,0-0,SC Freiburg (14)
15,(Fri) 6 Dec 2013 (48),1. FC Nürnberg (15),1-1,1-0,1. FSV Mainz 05 (15)
15,(Sat) 7 Dec 2013 (48),Bor. Mönchengladbach (15),2-1,2-1,FC Schalke 04 (15)
15,(Sat) 7 Dec 2013 (48),VfB Stuttgart (15),4-2,2-2,Hannover 96 (15)
15,(Sat) 7 Dec 2013 (48),Werder Bremen (15),0-7,0-3,Bayern München (15)
15,(Sat) 7 Dec 2013 (48),Hamburger SV (15),0-1,0-1,FC Augsburg (15)
15,(Sat) 7 Dec 2013 (48),Eintracht Frankfurt (15),1-2,0-0,TSG 1899 Hoffenheim (15)
15,(Sat) 7 Dec 2013 (48),Borussia Dortmund (15),0-1,0-1,Bayer 04 Leverkusen (15)
15,(Sun) 8 Dec 2013 (48),SC Freiburg (15),0-3,0-2,VfL Wolfsburg (15)
15,(Sun) 8 Dec 2013 (48),Eintracht Braunschweig (15),0-2,0-1,Hertha BSC (15)
16,(Fri) 13 Dec 2013 (49),Hertha BSC (16),3-2,2-2,Werder Bremen (16)
16,(Sat) 14 Dec 2013 (49),Bayern München (16),3-1,1-0,Hamburger SV (16)
16,(Sat) 14 Dec 2013 (49),Hannover 96 (16),3-3,0-3,1. FC Nürnberg (16)
16,(Sat) 14 Dec 2013 (49),TSG 1899 Hoffenheim (16),2-2,2-1,Borussia Dortmund (16)
16,(Sat) 14 Dec 2013 (49),1. FSV Mainz 05 (16),0-0,0-0,Bor. Mönchengladbach (16)
16,(Sat) 14 Dec 2013 (49),FC Augsburg (16),4-1,3-0,Eintracht Braunschweig (16)
16,(Sat) 14 Dec 2013 (49),VfL Wolfsburg (16),3-1,1-0,VfB Stuttgart (16)
16,(Sun) 15 Dec 2013 (49),FC Schalke 04 (16),2-0,1-0,SC Freiburg (16)
16,(Sun) 15 Dec 2013 (49),Bayer 04 Leverkusen (16),0-1,0-0,Eintracht Frankfurt (16)
17,(Fri) 20 Dec 2013 (50),Eintracht Frankfurt (17),1-1,1-1,FC Augsburg (17)
17,(Sat) 21 Dec 2013 (50),Borussia Dortmund (17),1-2,1-2,Hertha BSC (17)
17,(Sat) 21 Dec 2013 (50),Werder Bremen (17),1-0,0-0,Bayer 04 Leverkusen (17)
17,(Sat) 21 Dec 2013 (50),SC Freiburg (17),2-1,2-0,Hannover 96 (17)
17,(Sat) 21 Dec 2013 (50),Hamburger SV (17),2-3,1-0,1. FSV Mainz 05 (17)
17,(Sat) 21 Dec 2013 (50),Eintracht Braunschweig (17),1-0,1-0,TSG 1899 Hoffenheim (17)
17,(Sat) 21 Dec 2013 (50),1. FC Nürnberg (17),0-0,0-0,FC Schalke 04 (17)
17,(Sun) 22 Dec 2013 (50),Bor. Mönchengladbach (17),2-2,0-0,VfL Wolfsburg (17)
17,(Wed) 29 Jan 2014 (4),VfB Stuttgart (17),1-2,1-0,Bayern München (17)
18,(Fri) 24 Jan 2014 (3),Bor. Mönchengladbach (18),0-2,0-1,Bayern München (18)
18,(Sat) 25 Jan 2014 (3),SC Freiburg (18),3-2,1-2,Bayer 04 Leverkusen (18)
18,(Sat) 25 Jan 2014 (3),VfL Wolfsburg (18),1-3,1-1,Hannover 96 (18)
18,(Sat) 25 Jan 2014 (3),1. FC Nürnberg (18),4-0,2-0,TSG 1899 Hoffenheim (18)
18,(Sat) 25 Jan 2014 (3),VfB Stuttgart (18),1-2,1-1,1. FSV Mainz 05 (18)
18,(Sat) 25 Jan 2014 (3),Borussia Dortmund (18),2-2,1-0,FC Augsburg (18)
18,(Sat) 25 Jan 2014 (3),Eintracht Frankfurt (18),1-0,1-0,Hertha BSC (18)
18,(Sun) 26 Jan 2014 (3),Werder Bremen (18),0-0,0-0,Eintracht Braunschweig (18)
18,(Sun) 26 Jan 2014 (3),Hamburger SV (18),0-3,0-1,FC Schalke 04 (18)
19,(Fri) 31 Jan 2014 (4),Eintracht Braunschweig (19),1-2,0-1,Borussia Dortmund (19)
19,(Sat) 1 Feb 2014 (4),Bayer 04 Leverkusen (19),2-1,1-1,VfB Stuttgart (19)
19,(Sat) 1 Feb 2014 (4),FC Schalke 04 (19),2-1,1-0,VfL Wolfsburg (19)
19,(Sat) 1 Feb 2014 (4),FC Augsburg (19),3-1,1-1,Werder Bremen (19)
19,(Sat) 1 Feb 2014 (4),1. FSV Mainz 05 (19),2-0,1-0,SC Freiburg (19)
19,(Sat) 1 Feb 2014 (4),TSG 1899 Hoffenheim (19),3-0,2-0,Hamburger SV (19)
19,(Sat) 1 Feb 2014 (4),Hannover 96 (19),3-1,0-0,Bor. Mönchengladbach (19)
19,(Sun) 2 Feb 2014 (4),Hertha BSC (19),1-3,1-1,1. FC Nürnberg (19)
19,(Sun) 2 Feb 2014 (4),Bayern München (19),5-0,2-0,Eintracht Frankfurt (19)
20,(Fri) 7 Feb 2014 (5),Bor. Mönchengladbach (20),0-1,0-0,Bayer 04 Leverkusen (20)
20,(Sat) 8 Feb 2014 (5),Werder Bremen (20),1-5,0-2,Borussia Dortmund (20)
20,(Sat) 8 Feb 2014 (5),1. FC Nürnberg (20),0-2,0-1,Bayern München (20)
20,(Sat) 8 Feb 2014 (5),SC Freiburg (20),1-1,0-0,TSG 1899 Hoffenheim (20)
20,(Sat) 8 Feb 2014 (5),VfL Wolfsburg (20),3-0,0-0,1. FSV Mainz 05 (20)
20,(Sat) 8 Feb 2014 (5),Eintracht Frankfurt (20),3-0,3-0,Eintracht Braunschweig (20)
20,(Sat) 8 Feb 2014 (5),Hamburger SV (20),0-3,0-3,Hertha BSC (20)
20,(Sun) 9 Feb 2014 (5),VfB Stuttgart (20),1-4,0-2,FC Augsburg (20)
