Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 9 2013,Bayern München,3-1,Bor. Mönchengladbach
1,Sat Aug 10 2013,TSG 1899 Hoffenheim,2-2,1. FC Nürnberg
1,Sat Aug 10 2013,Bayer 04 Leverkusen,3-1,SC Freiburg
1,Sat Aug 10 2013,FC Augsburg,0-4,Borussia Dortmund
1,Sat Aug 10 2013,Hannover 96,2-0,VfL Wolfsburg
1,Sat Aug 10 2013,Hertha BSC,6-1,Eintracht Frankfurt
1,Sat Aug 10 2013,Eintracht Braunschweig,0-1,Werder Bremen
1,Sun Aug 11 2013,FC Schalke 04,3-3,Hamburger SV
1,Sun Aug 11 2013,1. FSV Mainz 05,3-2,VfB Stuttgart
2,Sat Aug 17 2013,VfB Stuttgart,0-1,Bayer 04 Leverkusen
2,Sat Aug 17 2013,Eintracht Frankfurt,0-1,Bayern München
2,Sat Aug 17 2013,VfL Wolfsburg,4-0,FC Schalke 04
2,Sat Aug 17 2013,SC Freiburg,1-2,1. FSV Mainz 05
2,Sat Aug 17 2013,Bor. Mönchengladbach,3-0,Hannover 96
2,Sat Aug 17 2013,Hamburger SV,1-5,TSG 1899 Hoffenheim
2,Sat Aug 17 2013,Werder Bremen,1-0,FC Augsburg
2,Sun Aug 18 2013,Borussia Dortmund,2-1,Eintracht Braunschweig
2,Sun Aug 18 2013,1. FC Nürnberg,2-2,Hertha BSC
3,Fri Aug 23 2013,Borussia Dortmund,1-0,Werder Bremen
3,Sat Aug 24 2013,TSG 1899 Hoffenheim,3-3,SC Freiburg
3,Sat Aug 24 2013,Bayer 04 Leverkusen,4-2,Bor. Mönchengladbach
3,Sat Aug 24 2013,Hannover 96,2-1,FC Schalke 04
3,Sat Aug 24 2013,1. FSV Mainz 05,2-0,VfL Wolfsburg
3,Sat Aug 24 2013,Hertha BSC,1-0,Hamburger SV
3,Sat Aug 24 2013,Bayern München,2-0,1. FC Nürnberg
3,Sun Aug 25 2013,Eintracht Braunschweig,0-2,Eintracht Frankfurt
3,Sun Aug 25 2013,FC Augsburg,2-1,VfB Stuttgart
4,Tue Aug 27 2013,SC Freiburg,1-1,Bayern München
4,Sat Aug 31 2013,1. FC Nürnberg,0-1,FC Augsburg
4,Sat Aug 31 2013,FC Schalke 04,2-0,Bayer 04 Leverkusen
4,Sat Aug 31 2013,Hannover 96,4-1,1. FSV Mainz 05
4,Sat Aug 31 2013,Hamburger SV,4-0,Eintracht Braunschweig
4,Sat Aug 31 2013,VfL Wolfsburg,2-0,Hertha BSC
4,Sat Aug 31 2013,Bor. Mönchengladbach,4-1,Werder Bremen
4,Sun Sep 1 2013,Eintracht Frankfurt,1-2,Borussia Dortmund
4,Sun Sep 1 2013,VfB Stuttgart,6-2,TSG 1899 Hoffenheim
5,Fri Sep 13 2013,Hertha BSC,0-1,VfB Stuttgart
5,Sat Sep 14 2013,1. FSV Mainz 05,0-1,FC Schalke 04
5,Sat Sep 14 2013,Bayer 04 Leverkusen,3-1,VfL Wolfsburg
5,Sat Sep 14 2013,Borussia Dortmund,6-2,Hamburger SV
5,Sat Sep 14 2013,FC Augsburg,2-1,SC Freiburg
5,Sat Sep 14 2013,Werder Bremen,0-3,Eintracht Frankfurt
5,Sat Sep 14 2013,Bayern München,2-0,Hannover 96
5,Sun Sep 15 2013,TSG 1899 Hoffenheim,2-1,Bor. Mönchengladbach
5,Sun Sep 15 2013,Eintracht Braunschweig,1-1,1. FC Nürnberg
6,Fri Sep 20 2013,Bor. Mönchengladbach,4-1,Eintracht Braunschweig
6,Sat Sep 21 2013,Hannover 96,2-1,FC Augsburg
6,Sat Sep 21 2013,FC Schalke 04,0-4,Bayern München
6,Sat Sep 21 2013,1. FSV Mainz 05,1-4,Bayer 04 Leverkusen
6,Sat Sep 21 2013,1. FC Nürnberg,1-1,Borussia Dortmund
6,Sat Sep 21 2013,VfL Wolfsburg,2-1,TSG 1899 Hoffenheim
6,Sat Sep 21 2013,Hamburger SV,0-2,Werder Bremen
6,Sun Sep 22 2013,VfB Stuttgart,1-1,Eintracht Frankfurt
6,Sun Sep 22 2013,SC Freiburg,1-1,Hertha BSC
7,Fri Sep 27 2013,FC Augsburg,2-2,Bor. Mönchengladbach
7,Sat Sep 28 2013,Borussia Dortmund,5-0,SC Freiburg
7,Sat Sep 28 2013,Hertha BSC,3-1,1. FSV Mainz 05
7,Sat Sep 28 2013,Bayer 04 Leverkusen,2-0,Hannover 96
7,Sat Sep 28 2013,Eintracht Frankfurt,2-2,Hamburger SV
7,Sat Sep 28 2013,TSG 1899 Hoffenheim,3-3,FC Schalke 04
7,Sat Sep 28 2013,Bayern München,1-0,VfL Wolfsburg
7,Sun Sep 29 2013,Eintracht Braunschweig,0-4,VfB Stuttgart
7,Sun Sep 29 2013,Werder Bremen,3-3,1. FC Nürnberg
8,Fri Oct 4 2013,Hannover 96,1-1,Hertha BSC
8,Sat Oct 5 2013,VfB Stuttgart,1-1,Werder Bremen
8,Sat Oct 5 2013,FC Schalke 04,4-1,FC Augsburg
8,Sat Oct 5 2013,VfL Wolfsburg,0-2,Eintracht Braunschweig
8,Sat Oct 5 2013,Bor. Mönchengladbach,2-0,Borussia Dortmund
8,Sat Oct 5 2013,Bayer 04 Leverkusen,1-1,Bayern München
8,Sat Oct 5 2013,1. FSV Mainz 05,2-2,TSG 1899 Hoffenheim
8,Sun Oct 6 2013,SC Freiburg,1-1,Eintracht Frankfurt
8,Sun Oct 6 2013,1. FC Nürnberg,0-5,Hamburger SV
9,Fri Oct 18 2013,TSG 1899 Hoffenheim,1-2,Bayer 04 Leverkusen
9,Sat Oct 19 2013,Eintracht Frankfurt,1-1,1. FC Nürnberg
9,Sat Oct 19 2013,Bayern München,4-1,1. FSV Mainz 05
9,Sat Oct 19 2013,Hertha BSC,1-0,Bor. Mönchengladbach
9,Sat Oct 19 2013,Eintracht Braunschweig,2-3,FC Schalke 04
9,Sat Oct 19 2013,Werder Bremen,0-0,SC Freiburg
9,Sat Oct 19 2013,Borussia Dortmund,1-0,Hannover 96
9,Sun Oct 20 2013,FC Augsburg,1-2,VfL Wolfsburg
9,Sun Oct 20 2013,Hamburger SV,3-3,VfB Stuttgart
10,Fri Oct 25 2013,VfB Stuttgart,1-1,1. FC Nürnberg
10,Sat Oct 26 2013,Bayer 04 Leverkusen,2-1,FC Augsburg
10,Sat Oct 26 2013,1. FSV Mainz 05,2-0,Eintracht Braunschweig
10,Sat Oct 26 2013,Hannover 96,1-4,TSG 1899 Hoffenheim
10,Sat Oct 26 2013,VfL Wolfsburg,3-0,Werder Bremen
10,Sat Oct 26 2013,FC Schalke 04,1-3,Borussia Dortmund
10,Sat Oct 26 2013,Bayern München,3-2,Hertha BSC
10,Sun Oct 27 2013,Bor. Mönchengladbach,4-1,Eintracht Frankfurt
10,Sun Oct 27 2013,SC Freiburg,0-3,Hamburger SV
11,Fri Nov 1 2013,Borussia Dortmund,6-1,VfB Stuttgart
11,Sat Nov 2 2013,Hamburger SV,0-2,Bor. Mönchengladbach
11,Sat Nov 2 2013,1. FC Nürnberg,0-3,SC Freiburg
11,Sat Nov 2 2013,Eintracht Frankfurt,1-2,VfL Wolfsburg
11,Sat Nov 2 2013,Eintracht Braunschweig,1-0,Bayer 04 Leverkusen
11,Sat Nov 2 2013,TSG 1899 Hoffenheim,1-2,Bayern München
11,Sat Nov 2 2013,Hertha BSC,0-2,FC Schalke 04
11,Sun Nov 3 2013,Werder Bremen,3-2,Hannover 96
11,Sun Nov 3 2013,FC Augsburg,2-1,1. FSV Mainz 05
12,Fri Nov 8 2013,Hannover 96,0-0,Eintracht Braunschweig
12,Sat Nov 9 2013,TSG 1899 Hoffenheim,2-3,Hertha BSC
12,Sat Nov 9 2013,Bayern München,3-0,FC Augsburg
12,Sat Nov 9 2013,Bayer 04 Leverkusen,5-3,Hamburger SV
12,Sat Nov 9 2013,VfL Wolfsburg,2-1,Borussia Dortmund
12,Sat Nov 9 2013,FC Schalke 04,3-1,Werder Bremen
12,Sat Nov 9 2013,Bor. Mönchengladbach,3-1,1. FC Nürnberg
12,Sun Nov 10 2013,SC Freiburg,1-3,VfB Stuttgart
12,Sun Nov 10 2013,1. FSV Mainz 05,1-0,Eintracht Frankfurt
13,Fri Nov 22 2013,VfB Stuttgart,0-2,Bor. Mönchengladbach
