Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 2 Aug 1996 (31),Fortuna Köln (1),2-0,1-0,VfL Wolfsburg (1)
?,(Sat) 3 Aug 1996 (31),Rot-Weiss Essen (1),0-4,0-4,Stuttgarter Kickers (1)
?,(Sat) 3 Aug 1996 (31),Hertha BSC (1),1-0,0-0,1. FSV Mainz 05 (1)
?,(Sat) 3 Aug 1996 (31),VfB Leipzig (-2004) (1),3-1,2-0,KFC Uerdingen (1)
?,(Sat) 3 Aug 1996 (31),FSV Zwickau (1),2-0,1-0,VfR Mannheim (1)
?,(Sun) 4 Aug 1996 (31),Gütersloh (1),0-0,0-0,FC Carl Zeiss Jena (1)
?,(Sun) 4 Aug 1996 (31),Lübeck (1),1-1,0-0,Eintracht Frankfurt (1)
?,(Sun) 4 Aug 1996 (31),VfB Oldenburg (1),1-1,1-0,SV Meppen (1)
?,(Tue) 6 Aug 1996 (32),1. FSV Mainz 05 (2),2-1,0-0,VfB Leipzig (-2004) (2)
?,(Wed) 7 Aug 1996 (32),FC Carl Zeiss Jena (2),4-0,1-0,Rot-Weiss Essen (2)
?,(Wed) 7 Aug 1996 (32),Eintracht Frankfurt (2),2-1,1-1,FSV Zwickau (2)
?,(Wed) 7 Aug 1996 (32),VfR Mannheim (2),3-3,2-1,Fortuna Köln (2)
?,(Wed) 7 Aug 1996 (32),SV Meppen (2),2-0,0-0,Lübeck (2)
?,(Wed) 7 Aug 1996 (32),Stuttgarter Kickers (2),0-2,0-1,1. FC Kaiserslautern (1)
?,(Wed) 7 Aug 1996 (32),KFC Uerdingen (2),0-2,0-1,Gütersloh (2)
?,(Wed) 7 Aug 1996 (32),SpVgg Unterhaching (1),1-1,1-1,VfB Oldenburg (2)
?,(Wed) 7 Aug 1996 (32),VfL Wolfsburg (2),1-1,0-1,Hertha BSC (2)
?,(Fri) 16 Aug 1996 (33),Fortuna Köln (3),2-0,0-0,Hertha BSC (3)
?,(Sat) 17 Aug 1996 (33),1. FC Kaiserslautern (2),2-0,2-0,FC Carl Zeiss Jena (3)
?,(Sat) 17 Aug 1996 (33),FSV Zwickau (3),1-1,1-1,SV Meppen (3)
?,(Sun) 18 Aug 1996 (33),Rot-Weiss Essen (3),1-2,0-0,KFC Uerdingen (3)
?,(Sun) 18 Aug 1996 (33),Gütersloh (3),0-0,0-0,1. FSV Mainz 05 (3)
?,(Sun) 18 Aug 1996 (33),VfB Leipzig (-2004) (3),0-2,0-1,VfL Wolfsburg (3)
?,(Sun) 18 Aug 1996 (33),Lübeck (3),0-0,0-0,SpVgg Unterhaching (2)
