Date,Team 1,Team 2,FT,HT
2011-08-14,Ingolstadt,Frankfurt FSV,1-1,0-1
2011-08-14,München 1860,Erzgebirge Aue,4-0,2-0
2011-08-15,Ein Frankfurt,Fortuna Düsseldorf,1-1,1-0
2011-08-19,Fortuna Düsseldorf,München 1860,3-1,1-0
2011-08-19,Greuther Fürth,Ingolstadt,3-0,1-0
2011-08-19,Hansa Rostock,Aachen,0-0,0-0
2011-08-20,Braunschweig,Erzgebirge Aue,1-1,1-1
2011-08-20,Union Berlin,Bochum,2-1,1-1
2011-08-21,Cottbus,Karlsruhe,2-0,2-0
2011-08-21,Dresden,Paderborn,1-2,0-1
2011-08-21,Frankfurt FSV,Ein Frankfurt,0-4,0-3
2011-08-22,St Pauli,Duisburg,2-1,1-1
2011-08-26,Bochum,Greuther Fürth,1-4,1-1
2011-08-26,Duisburg,Dresden,3-0,1-0
2011-08-26,Ingolstadt,Hansa Rostock,3-1,1-0
2011-08-27,Aachen,Fortuna Düsseldorf,0-0,0-0
2011-08-27,Karlsruhe,Frankfurt FSV,0-4,0-2
2011-08-28,Braunschweig,St Pauli,1-0,0-0
2011-08-28,Ein Frankfurt,Paderborn,0-0,0-0
2011-08-28,München 1860,Union Berlin,3-1,1-1
2011-08-29,Erzgebirge Aue,Cottbus,0-0,0-0
2011-09-09,Greuther Fürth,Duisburg,2-1,0-0
2011-09-09,Hansa Rostock,Braunschweig,0-0,0-0
2011-09-09,Paderborn,Aachen,0-0,0-0
2011-09-10,Cottbus,Ein Frankfurt,3-3,1-0
2011-09-10,Fortuna Düsseldorf,Karlsruhe,4-2,2-1
2011-09-11,Frankfurt FSV,Erzgebirge Aue,1-1,0-0
2011-09-11,St Pauli,München 1860,4-2,0-1
2011-09-11,Union Berlin,Ingolstadt,4-1,2-1
2011-09-12,Dresden,Bochum,2-1,1-0
2011-09-16,Ein Frankfurt,Hansa Rostock,4-1,1-0
2011-09-16,Erzgebirge Aue,Fortuna Düsseldorf,2-4,0-2
2011-09-16,Ingolstadt,Dresden,4-2,2-2
2011-09-17,Braunschweig,Cottbus,3-1,2-0
2011-09-17,Duisburg,Union Berlin,1-1,0-1
2011-09-18,Aachen,Greuther Fürth,0-0,0-0
2011-09-18,Bochum,Paderborn,0-4,0-1
2011-09-18,München 1860,Frankfurt FSV,4-0,1-0
2011-09-19,Karlsruhe,St Pauli,0-2,0-1
2011-09-23,Frankfurt FSV,Braunschweig,1-1,0-0
2011-09-23,Paderborn,Ingolstadt,4-1,2-0
2011-09-23,St Pauli,Erzgebirge Aue,2-3,1-0
2011-09-24,Fortuna Düsseldorf,Cottbus,4-2,3-0
2011-09-24,Union Berlin,Aachen,2-0,1-0
2011-09-25,Bochum,Duisburg,2-1,1-0
2011-09-25,Greuther Fürth,München 1860,2-0,1-0
2011-09-25,Hansa Rostock,Karlsruhe,1-1,1-0
2011-09-26,Dresden,Ein Frankfurt,1-4,1-2
2011-09-30,Aachen,Frankfurt FSV,1-3,1-0
2011-09-30,Ein Frankfurt,Union Berlin,3-1,2-0
2011-09-30,Erzgebirge Aue,Hansa Rostock,1-0,0-0
2011-10-01,Cottbus,St Pauli,1-4,0-2
2011-10-01,Ingolstadt,Bochum,3-5,3-1
2011-10-02,Duisburg,Paderborn,0-1,0-0
2011-10-02,Karlsruhe,Greuther Fürth,2-2,0-1
2011-10-02,München 1860,Dresden,2-4,0-2
2011-10-03,Braunschweig,Fortuna Düsseldorf,1-1,1-0
2011-10-14,Bochum,Ein Frankfurt,0-2,0-2
2011-10-14,Hansa Rostock,München 1860,2-0,1-0
2011-10-14,Paderborn,Braunschweig,1-0,1-0
2011-10-15,Duisburg,Ingolstadt,3-1,0-1
2011-10-15,Union Berlin,Karlsruhe,2-0,1-0
2011-10-16,Dresden,Aachen,1-1,0-1
2011-10-16,Frankfurt FSV,Cottbus,0-1,0-0
2011-10-16,Greuther Fürth,Erzgebirge Aue,2-0,1-0
2011-10-17,St Pauli,Fortuna Düsseldorf,1-3,1-1
2011-10-21,Fortuna Düsseldorf,Hansa Rostock,2-0,1-0
2011-10-21,Karlsruhe,Bochum,0-0,0-0
2011-10-21,München 1860,Paderborn,1-1,1-0
2011-10-22,Braunschweig,Dresden,0-2,0-1
2011-10-22,Cottbus,Greuther Fürth,0-2,0-1
2011-10-23,Aachen,Ingolstadt,3-1,2-0
2011-10-23,Ein Frankfurt,Duisburg,3-0,1-0
2011-10-23,Erzgebirge Aue,Union Berlin,1-1,1-1
2011-10-23,St Pauli,Frankfurt FSV,2-1,2-0
2011-10-28,Bochum,Aachen,1-0,1-0
2011-10-28,Hansa Rostock,Cottbus,1-1,0-1
2011-10-28,Union Berlin,St Pauli,0-2,0-0
2011-10-29,Dresden,Karlsruhe,5-1,3-1
2011-10-29,Paderborn,Erzgebirge Aue,1-0,0-0
2011-10-30,Duisburg,München 1860,0-3,0-1
2011-10-30,Frankfurt FSV,Fortuna Düsseldorf,2-5,2-1
2011-10-30,Ingolstadt,Ein Frankfurt,1-1,0-0
2011-10-31,Greuther Fürth,Braunschweig,1-3,0-1
2011-11-04,Braunschweig,Union Berlin,1-2,0-1
2011-11-04,Fortuna Düsseldorf,Dresden,2-1,1-1
2011-11-04,Karlsruhe,Ingolstadt,3-2,1-1
2011-11-05,München 1860,Bochum,1-3,0-2
2011-11-05,St Pauli,Greuther Fürth,2-2,0-1
2011-11-06,Aachen,Duisburg,2-2,1-1
2011-11-06,Cottbus,Paderborn,0-2,0-0
2011-11-06,Frankfurt FSV,Hansa Rostock,0-0,0-0
2011-11-07,Erzgebirge Aue,Ein Frankfurt,1-2,1-1
2011-11-18,Duisburg,Braunschweig,3-0,2-0
2011-11-18,Ingolstadt,München 1860,0-1,0-1
2011-11-18,Paderborn,Karlsruhe,2-1,1-1
2011-11-19,Hansa Rostock,St Pauli,1-3,0-1
2011-11-19,Union Berlin,Fortuna Düsseldorf,0-0,0-0
2011-11-20,Dresden,Erzgebirge Aue,1-2,1-0
2011-11-20,Ein Frankfurt,Aachen,4-3,2-0
2011-11-20,Greuther Fürth,Frankfurt FSV,4-0,1-0
2011-11-21,Bochum,Cottbus,0-1,0-0
2011-11-25,Erzgebirge Aue,Duisburg,1-2,1-1
2011-11-25,Frankfurt FSV,Paderborn,2-2,0-1
2011-11-25,Hansa Rostock,Union Berlin,2-5,0-0
2011-11-26,Karlsruhe,Aachen,0-2,0-1
2011-11-26,München 1860,Ein Frankfurt,2-1,1-0
2011-11-27,Braunschweig,Bochum,4-0,2-0
2011-11-27,Cottbus,Ingolstadt,0-0,0-0
2011-11-27,St Pauli,Dresden,3-1,0-0
2011-11-28,Fortuna Düsseldorf,Greuther Fürth,2-1,2-0
2011-12-02,Ingolstadt,Braunschweig,0-1,0-1
2011-12-02,Paderborn,St Pauli,1-1,1-0
2011-12-02,Union Berlin,Cottbus,1-0,1-0
2011-12-03,Ein Frankfurt,Karlsruhe,2-0,1-0
2011-12-03,Greuther Fürth,Hansa Rostock,3-0,1-0
2011-12-04,Aachen,München 1860,2-2,1-1
2011-12-04,Bochum,Erzgebirge Aue,6-0,3-0
2011-12-04,Dresden,Frankfurt FSV,2-2,1-1
2011-12-05,Duisburg,Fortuna Düsseldorf,0-2,0-0
2011-12-09,Duisburg,Karlsruhe,3-1,1-0
2011-12-09,München 1860,Braunschweig,3-0,1-0
2011-12-09,Paderborn,Hansa Rostock,2-0,1-0
2011-12-10,Bochum,Fortuna Düsseldorf,1-1,1-0
2011-12-10,Union Berlin,Frankfurt FSV,4-0,2-0
2011-12-11,Aachen,Erzgebirge Aue,1-1,0-0
2011-12-11,Dresden,Cottbus,2-1,0-0
2011-12-11,Ingolstadt,St Pauli,1-0,0-0
2011-12-12,Ein Frankfurt,Greuther Fürth,0-0,0-0
2011-12-16,Erzgebirge Aue,Ingolstadt,1-1,0-1
2011-12-16,Fortuna Düsseldorf,Paderborn,2-3,0-1
2011-12-16,Greuther Fürth,Union Berlin,5-0,3-0
2011-12-17,Frankfurt FSV,Bochum,0-2,0-2
2011-12-17,Karlsruhe,München 1860,1-3,0-1
2011-12-18,Braunschweig,Aachen,1-1,0-1
2011-12-18,Cottbus,Duisburg,1-1,1-0
2011-12-18,Hansa Rostock,Dresden,2-2,1-1
2011-12-19,St Pauli,Ein Frankfurt,2-0,1-0
2012-02-03,Dresden,Greuther Fürth,3-1,1-0
2012-02-03,Duisburg,Frankfurt FSV,1-2,0-1
2012-02-03,Paderborn,Union Berlin,3-2,1-1
2012-02-04,Aachen,St Pauli,2-1,2-1
2012-02-04,Ingolstadt,Fortuna Düsseldorf,1-1,1-1
2012-02-05,Bochum,Hansa Rostock,2-1,1-0
2012-02-05,Ein Frankfurt,Braunschweig,2-1,2-1
2012-02-05,Karlsruhe,Erzgebirge Aue,2-1,1-1
2012-02-06,München 1860,Cottbus,2-0,1-0
2012-02-10,Cottbus,Aachen,1-1,0-0
2012-02-10,Frankfurt FSV,Ingolstadt,1-1,1-0
2012-02-11,Braunschweig,Karlsruhe,0-0,0-0
2012-02-11,Union Berlin,Dresden,4-0,1-0
2012-02-12,Greuther Fürth,Paderborn,5-1,3-1
2012-02-12,Hansa Rostock,Duisburg,4-2,2-2
2012-02-12,St Pauli,Bochum,2-1,1-1
2012-02-13,Fortuna Düsseldorf,Ein Frankfurt,1-1,0-0
2012-02-17,Duisburg,St Pauli,0-1,0-1
2012-02-17,Karlsruhe,Cottbus,2-0,0-0
2012-02-17,Paderborn,Dresden,2-2,1-1
2012-02-18,Bochum,Union Berlin,4-2,1-0
2012-02-18,Ein Frankfurt,Frankfurt FSV,6-1,2-0
2012-02-19,Aachen,Hansa Rostock,0-0,0-0
2012-02-19,Ingolstadt,Greuther Fürth,0-0,0-0
2012-02-19,München 1860,Fortuna Düsseldorf,2-1,1-1
2012-02-20,Erzgebirge Aue,Braunschweig,1-1,1-1
2012-02-24,Dresden,Duisburg,2-0,0-0
2012-02-24,Hansa Rostock,Ingolstadt,1-2,1-0
2012-02-24,Union Berlin,München 1860,0-1,0-0
2012-02-25,Cottbus,Erzgebirge Aue,2-0,1-0
2012-02-25,Greuther Fürth,Bochum,6-2,2-1
2012-02-26,Frankfurt FSV,Karlsruhe,2-1,2-0
2012-02-26,Paderborn,Ein Frankfurt,4-2,2-2
2012-02-26,St Pauli,Braunschweig,0-0,0-0
2012-02-27,Fortuna Düsseldorf,Aachen,0-0,0-0
2012-03-02,Bochum,Dresden,0-2,0-1
2012-03-02,Duisburg,Greuther Fürth,0-2,0-0
2012-03-02,Ingolstadt,Union Berlin,3-3,1-1
2012-03-03,Aachen,Paderborn,0-3,0-0
2012-03-03,Karlsruhe,Fortuna Düsseldorf,0-5,0-2
2012-03-04,Braunschweig,Hansa Rostock,3-2,2-1
2012-03-04,Ein Frankfurt,Cottbus,1-0,0-0
2012-03-04,Erzgebirge Aue,Frankfurt FSV,4-3,3-3
2012-03-05,München 1860,St Pauli,1-1,0-1
2012-03-09,Greuther Fürth,Aachen,1-0,1-0
2012-03-09,Paderborn,Bochum,0-0,0-0
2012-03-09,Union Berlin,Duisburg,1-1,0-0
2012-03-10,Fortuna Düsseldorf,Erzgebirge Aue,3-1,1-1
2012-03-10,Frankfurt FSV,München 1860,3-1,2-1
2012-03-11,Cottbus,Braunschweig,1-1,0-1
2012-03-11,Dresden,Ingolstadt,0-0,0-0
2012-03-11,Hansa Rostock,Ein Frankfurt,1-5,0-2
2012-03-12,St Pauli,Karlsruhe,1-0,1-0
2012-03-14,Erzgebirge Aue,München 1860,0-0,0-0
2012-03-16,Aachen,Union Berlin,1-3,1-2
2012-03-16,Braunschweig,Frankfurt FSV,0-0,0-0
2012-03-16,Ein Frankfurt,Dresden,3-0,3-0
2012-03-17,Ingolstadt,Paderborn,4-0,1-0
2012-03-17,München 1860,Greuther Fürth,1-4,1-2
2012-03-18,Duisburg,Bochum,2-1,1-1
2012-03-18,Erzgebirge Aue,St Pauli,2-1,0-1
2012-03-18,Karlsruhe,Hansa Rostock,2-2,1-1
2012-03-19,Cottbus,Fortuna Düsseldorf,1-1,1-0
2012-03-23,Bochum,Ingolstadt,0-1,0-0
2012-03-23,Dresden,München 1860,0-1,0-0
2012-03-23,Frankfurt FSV,Aachen,2-1,1-1
2012-03-24,Fortuna Düsseldorf,Braunschweig,1-1,0-1
2012-03-24,Greuther Fürth,Karlsruhe,3-0,1-0
2012-03-25,Hansa Rostock,Erzgebirge Aue,0-1,0-1
2012-03-25,Paderborn,Duisburg,1-2,0-1
2012-03-25,St Pauli,Cottbus,0-0,0-0
2012-03-26,Union Berlin,Ein Frankfurt,0-4,0-1
2012-03-30,Aachen,Dresden,0-1,0-0
2012-03-30,Braunschweig,Paderborn,0-0,0-0
2012-03-30,Ein Frankfurt,Bochum,3-0,3-0
2012-03-31,Erzgebirge Aue,Greuther Fürth,1-1,0-1
2012-03-31,München 1860,Hansa Rostock,0-1,0-0
2012-04-01,Cottbus,Frankfurt FSV,1-1,1-0
2012-04-01,Ingolstadt,Duisburg,1-1,0-0
2012-04-01,Karlsruhe,Union Berlin,2-0,1-0
2012-04-02,Fortuna Düsseldorf,St Pauli,0-0,0-0
2012-04-05,Greuther Fürth,Cottbus,3-0,1-0
2012-04-05,Hansa Rostock,Fortuna Düsseldorf,2-1,1-0
2012-04-05,Union Berlin,Erzgebirge Aue,1-0,1-0
2012-04-07,Dresden,Braunschweig,2-2,1-1
2012-04-07,Duisburg,Ein Frankfurt,2-0,1-0
2012-04-07,Frankfurt FSV,St Pauli,3-3,3-2
2012-04-08,Bochum,Karlsruhe,0-0,0-0
2012-04-08,Ingolstadt,Aachen,3-3,1-2
2012-04-08,Paderborn,München 1860,2-2,0-1
2012-04-10,Braunschweig,Greuther Fürth,0-0,0-0
2012-04-10,Cottbus,Hansa Rostock,0-1,0-0
2012-04-10,Fortuna Düsseldorf,Frankfurt FSV,1-0,0-0
2012-04-10,St Pauli,Union Berlin,2-1,0-1
2012-04-11,Aachen,Bochum,2-0,2-0
2012-04-11,Ein Frankfurt,Ingolstadt,1-1,0-0
2012-04-11,Erzgebirge Aue,Paderborn,0-2,0-1
2012-04-11,Karlsruhe,Dresden,2-0,0-0
2012-04-11,München 1860,Duisburg,2-1,0-0
2012-04-13,Greuther Fürth,St Pauli,2-1,1-0
2012-04-13,Hansa Rostock,Frankfurt FSV,0-5,0-1
2012-04-13,Union Berlin,Braunschweig,1-0,1-0
2012-04-14,Duisburg,Aachen,2-0,0-0
2012-04-14,Ein Frankfurt,Erzgebirge Aue,4-0,2-0
2012-04-15,Bochum,München 1860,2-2,1-0
2012-04-15,Ingolstadt,Karlsruhe,2-1,1-0
2012-04-15,Paderborn,Cottbus,3-1,2-0
2012-04-16,Dresden,Fortuna Düsseldorf,2-1,1-1
2012-04-20,Braunschweig,Duisburg,0-0,0-0
2012-04-20,Cottbus,Bochum,1-1,1-0
2012-04-20,Frankfurt FSV,Greuther Fürth,1-1,1-0
2012-04-21,Erzgebirge Aue,Dresden,1-1,1-1
2012-04-21,München 1860,Ingolstadt,4-1,1-1
2012-04-22,Fortuna Düsseldorf,Union Berlin,2-1,2-1
2012-04-22,Karlsruhe,Paderborn,2-0,1-0
2012-04-22,St Pauli,Hansa Rostock,3-0,1-0
2012-04-23,Aachen,Ein Frankfurt,0-3,0-1
2012-04-29,Aachen,Karlsruhe,1-0,1-0
2012-04-29,Bochum,Braunschweig,2-0,1-0
2012-04-29,Dresden,St Pauli,1-0,0-0
2012-04-29,Duisburg,Erzgebirge Aue,2-1,2-0
2012-04-29,Ein Frankfurt,München 1860,0-2,0-2
2012-04-29,Greuther Fürth,Fortuna Düsseldorf,1-1,1-0
2012-04-29,Ingolstadt,Cottbus,1-0,0-0
2012-04-29,Paderborn,Frankfurt FSV,1-0,0-0
2012-04-29,Union Berlin,Hansa Rostock,5-4,3-3
2012-05-06,Braunschweig,Ingolstadt,3-1,1-1
2012-05-06,Cottbus,Union Berlin,2-1,0-0
2012-05-06,Erzgebirge Aue,Bochum,2-1,1-0
2012-05-06,Fortuna Düsseldorf,Duisburg,2-2,2-2
2012-05-06,Frankfurt FSV,Dresden,1-1,0-0
2012-05-06,Hansa Rostock,Greuther Fürth,2-2,0-1
2012-05-06,Karlsruhe,Ein Frankfurt,1-0,1-0
2012-05-06,München 1860,Aachen,1-2,1-2
2012-05-06,St Pauli,Paderborn,5-0,2-0
