Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 8 1986,FC 08 Homburg,0-2,KFC Uerdingen
1,Fri Aug 8 1986,SV Waldhof Mannheim,3-2,VfB Stuttgart
1,Sat Aug 9 1986,Bayer 04 Leverkusen,4-2,FC Schalke 04
1,Sat Aug 9 1986,Bayern München,2-2,Borussia Dortmund
1,Sat Aug 9 1986,Eintracht Frankfurt,5-0,Fortuna Düsseldorf
1,Sat Aug 9 1986,VfL Bochum,3-1,1. FC Köln
1,Sat Aug 9 1986,Werder Bremen,5-3,1. FC Nürnberg
1,Sat Aug 9 1986,Blau-Weiß 90 Berlin (-1992),1-4,1. FC Kaiserslautern
2,Tue Aug 12 1986,VfB Stuttgart,4-0,FC 08 Homburg
2,Fri Aug 15 1986,1. FC Köln,0-0,Eintracht Frankfurt
2,Fri Aug 15 1986,Borussia Dortmund,0-0,Bayer 04 Leverkusen
2,Sat Aug 16 1986,1. FC Nürnberg,3-3,VfL Bochum
2,Sat Aug 16 1986,Hamburger SV,3-0,Werder Bremen
2,Sat Aug 16 1986,FC Schalke 04,3-1,SV Waldhof Mannheim
2,Sat Aug 16 1986,KFC Uerdingen,2-1,Blau-Weiß 90 Berlin (-1992)
2,Sat Aug 16 1986,Fortuna Düsseldorf,0-3,Bayern München
2,Sat Aug 16 1986,1. FC Kaiserslautern,1-1,Bor. Mönchengladbach
1,Tue Aug 19 1986,Bor. Mönchengladbach,0-3,Hamburger SV
3,Fri Aug 22 1986,FC 08 Homburg,1-1,FC Schalke 04
3,Fri Aug 22 1986,Eintracht Frankfurt,1-0,1. FC Nürnberg
3,Fri Aug 22 1986,Werder Bremen,1-0,1. FC Kaiserslautern
3,Sat Aug 23 1986,SV Waldhof Mannheim,2-1,Borussia Dortmund
3,Sat Aug 23 1986,Bayer 04 Leverkusen,5-0,Fortuna Düsseldorf
3,Sat Aug 23 1986,Bayern München,3-0,1. FC Köln
3,Sat Aug 23 1986,VfL Bochum,1-1,Hamburger SV
3,Sat Aug 23 1986,KFC Uerdingen,2-2,VfB Stuttgart
3,Sat Aug 23 1986,Blau-Weiß 90 Berlin (-1992),3-2,Bor. Mönchengladbach
4,Tue Sep 2 1986,1. FC Köln,1-4,Bayer 04 Leverkusen
4,Tue Sep 2 1986,Fortuna Düsseldorf,2-0,SV Waldhof Mannheim
4,Tue Sep 2 1986,Borussia Dortmund,3-0,FC 08 Homburg
4,Tue Sep 2 1986,FC Schalke 04,2-1,KFC Uerdingen
4,Tue Sep 2 1986,Bor. Mönchengladbach,1-2,Werder Bremen
4,Tue Sep 2 1986,Hamburger SV,2-0,Eintracht Frankfurt
4,Wed Sep 3 1986,1. FC Kaiserslautern,4-1,VfL Bochum
4,Wed Sep 3 1986,1. FC Nürnberg,1-2,Bayern München
4,Wed Sep 3 1986,VfB Stuttgart,1-1,Blau-Weiß 90 Berlin (-1992)
5,Sat Sep 6 1986,FC 08 Homburg,3-1,Fortuna Düsseldorf
5,Sat Sep 6 1986,SV Waldhof Mannheim,2-0,1. FC Köln
5,Sat Sep 6 1986,Bayer 04 Leverkusen,2-0,1. FC Nürnberg
5,Sat Sep 6 1986,Bayern München,3-1,Hamburger SV
5,Sat Sep 6 1986,Eintracht Frankfurt,2-2,1. FC Kaiserslautern
5,Sat Sep 6 1986,VfL Bochum,1-1,Bor. Mönchengladbach
5,Sat Sep 6 1986,VfB Stuttgart,4-0,FC Schalke 04
5,Sat Sep 6 1986,KFC Uerdingen,2-4,Borussia Dortmund
5,Sat Sep 6 1986,Blau-Weiß 90 Berlin (-1992),1-4,Werder Bremen
6,Fri Sep 12 1986,1. FC Nürnberg,1-1,SV Waldhof Mannheim
6,Fri Sep 12 1986,FC Schalke 04,3-0,Blau-Weiß 90 Berlin (-1992)
6,Fri Sep 12 1986,Werder Bremen,0-0,VfL Bochum
6,Sat Sep 13 1986,1. FC Kaiserslautern,1-1,Bayern München
6,Sat Sep 13 1986,1. FC Köln,3-0,FC 08 Homburg
6,Sat Sep 13 1986,Fortuna Düsseldorf,1-1,KFC Uerdingen
6,Sat Sep 13 1986,Borussia Dortmund,1-2,VfB Stuttgart
6,Sat Sep 13 1986,Bor. Mönchengladbach,1-1,Eintracht Frankfurt
6,Sat Sep 13 1986,Hamburger SV,2-1,Bayer 04 Leverkusen
7,Sat Sep 20 1986,FC 08 Homburg,2-0,1. FC Nürnberg
7,Sat Sep 20 1986,SV Waldhof Mannheim,2-2,Hamburger SV
7,Sat Sep 20 1986,Bayer 04 Leverkusen,1-0,1. FC Kaiserslautern
7,Sat Sep 20 1986,Bayern München,3-1,Bor. Mönchengladbach
7,Sat Sep 20 1986,Eintracht Frankfurt,2-2,Werder Bremen
7,Sat Sep 20 1986,FC Schalke 04,2-1,Borussia Dortmund
7,Sat Sep 20 1986,VfB Stuttgart,3-0,Fortuna Düsseldorf
7,Sat Sep 20 1986,KFC Uerdingen,3-1,1. FC Köln
7,Sat Sep 20 1986,Blau-Weiß 90 Berlin (-1992),0-0,VfL Bochum
8,Fri Sep 26 1986,Borussia Dortmund,7-0,Blau-Weiß 90 Berlin (-1992)
8,Sat Sep 27 1986,1. FC Kaiserslautern,3-2,SV Waldhof Mannheim
8,Sat Sep 27 1986,1. FC Nürnberg,1-1,KFC Uerdingen
8,Sat Sep 27 1986,1. FC Köln,0-0,VfB Stuttgart
8,Sat Sep 27 1986,Fortuna Düsseldorf,3-4,FC Schalke 04
8,Sat Sep 27 1986,VfL Bochum,2-0,Eintracht Frankfurt
8,Sat Sep 27 1986,Werder Bremen,1-1,Bayern München
8,Sat Sep 27 1986,Bor. Mönchengladbach,2-1,Bayer 04 Leverkusen
8,Sat Sep 27 1986,Hamburger SV,3-1,FC 08 Homburg
9,Fri Oct 3 1986,Borussia Dortmund,4-1,Fortuna Düsseldorf
9,Sat Oct 4 1986,FC 08 Homburg,1-1,1. FC Kaiserslautern
9,Sat Oct 4 1986,SV Waldhof Mannheim,1-1,Bor. Mönchengladbach
9,Sat Oct 4 1986,Bayern München,3-2,VfL Bochum
9,Sat Oct 4 1986,FC Schalke 04,2-4,1. FC Köln
9,Sat Oct 4 1986,VfB Stuttgart,1-1,1. FC Nürnberg
9,Sat Oct 4 1986,KFC Uerdingen,1-0,Hamburger SV
9,Sat Oct 4 1986,Blau-Weiß 90 Berlin (-1992),2-2,Eintracht Frankfurt
9,Sat Oct 4 1986,Bayer 04 Leverkusen,4-1,Werder Bremen
10,Fri Oct 10 1986,1. FC Kaiserslautern,1-0,KFC Uerdingen
10,Fri Oct 10 1986,Werder Bremen,4-2,SV Waldhof Mannheim
10,Fri Oct 10 1986,Hamburger SV,2-0,VfB Stuttgart
10,Sat Oct 11 1986,1. FC Nürnberg,2-1,FC Schalke 04
10,Sat Oct 11 1986,1. FC Köln,2-0,Borussia Dortmund
10,Sat Oct 11 1986,Fortuna Düsseldorf,3-1,Blau-Weiß 90 Berlin (-1992)
