Round,Date,Team 1,Team 2,FT,HT
4,1970-09-05,Werder Bremen,MSV Duisburg,0-2,0-0
4,1970-09-05,Hannover 96,Hamburger SV,0-3,0-2
4,1970-09-05,Bayern München,Rot-Weiss Essen,2-2,2-0
4,1970-09-05,Arminia Bielefeld,Bor. Mönchengladbach,0-2,0-1
4,1970-09-05,1. FC Köln,VfB Stuttgart,2-1,1-0
4,1970-09-05,FC Schalke 04,Hertha BSC,0-1,0-0
4,1970-09-05,Rot-Weiss Oberhausen,Borussia Dortmund,0-1,0-1
5,1970-09-11,VfB Stuttgart,Werder Bremen,3-0,0-0
5,1970-09-11,MSV Duisburg,Eintracht Braunschweig,0-0,0-0
5,1970-09-12,Hannover 96,Kickers Offenbach,1-1,0-0
5,1970-09-12,Hamburger SV,Arminia Bielefeld,3-2,2-0
5,1970-09-12,Hertha BSC,1. FC Köln,3-2,0-0
5,1970-09-12,Eintracht Frankfurt,Bayern München,0-1,0-0
5,1970-09-12,Rot-Weiss Essen,Rot-Weiss Oberhausen,3-3,1-2
5,1970-09-12,Borussia Dortmund,FC Schalke 04,1-2,1-2
5,1970-09-12,Bor. Mönchengladbach,1. FC Kaiserslautern,5-0,3-0
6,1970-09-19,1. FC Köln,Borussia Dortmund,2-2,1-0
6,1970-09-19,Bayern München,Bor. Mönchengladbach,2-2,1-0
6,1970-09-19,FC Schalke 04,Rot-Weiss Essen,4-1,2-1
6,1970-09-19,Rot-Weiss Oberhausen,Eintracht Frankfurt,0-0,0-0
6,1970-09-19,Werder Bremen,Hertha BSC,0-0,0-0
6,1970-09-19,Kickers Offenbach,MSV Duisburg,2-0,2-0
6,1970-09-19,1. FC Kaiserslautern,Hamburger SV,2-0,1-0
6,1970-09-19,Eintracht Braunschweig,VfB Stuttgart,4-0,3-0
6,1970-09-19,Arminia Bielefeld,Hannover 96,3-1,1-1
7,1970-09-23,Eintracht Frankfurt,FC Schalke 04,1-0,1-0
7,1970-09-23,Rot-Weiss Essen,1. FC Köln,2-0,1-0
7,1970-09-23,Hamburger SV,Bayern München,1-5,1-3
7,1970-09-23,Hertha BSC,Eintracht Braunschweig,1-0,1-0
7,1970-09-23,Hannover 96,1. FC Kaiserslautern,2-1,1-0
7,1970-09-23,VfB Stuttgart,MSV Duisburg,1-0,0-0
7,1970-09-23,Arminia Bielefeld,Kickers Offenbach,2-0,1-0
7,1970-09-30,Bor. Mönchengladbach,Rot-Weiss Oberhausen,6-0,2-0
7,1970-10-27,Borussia Dortmund,Werder Bremen,0-1,0-1
8,1970-09-26,FC Schalke 04,Bor. Mönchengladbach,0-0,0-0
8,1970-09-26,1. FC Köln,Eintracht Frankfurt,0-0,0-0
8,1970-09-26,Rot-Weiss Oberhausen,Hamburger SV,8-1,4-1
8,1970-09-26,Eintracht Braunschweig,Borussia Dortmund,3-0,2-0
8,1970-09-26,Bayern München,Hannover 96,4-1,2-0
8,1970-09-26,MSV Duisburg,Hertha BSC,1-0,0-0
8,1970-09-26,1. FC Kaiserslautern,Arminia Bielefeld,3-0,1-0
8,1970-09-26,Kickers Offenbach,VfB Stuttgart,3-3,1-1
8,1970-09-26,Werder Bremen,Rot-Weiss Essen,1-1,1-1
9,1970-10-03,Eintracht Frankfurt,Werder Bremen,0-2,0-1
9,1970-10-03,Hamburger SV,FC Schalke 04,1-2,0-1
9,1970-10-03,Rot-Weiss Essen,Eintracht Braunschweig,0-1,0-1
9,1970-10-03,Bor. Mönchengladbach,1. FC Köln,1-1,0-1
9,1970-10-03,Hannover 96,Rot-Weiss Oberhausen,1-2,1-1
9,1970-10-03,Borussia Dortmund,MSV Duisburg,5-1,2-1
9,1970-10-03,Arminia Bielefeld,Bayern München,1-0,0-0
9,1970-10-03,Hertha BSC,VfB Stuttgart,2-0,0-0
9,1970-10-03,1. FC Kaiserslautern,Kickers Offenbach,4-0,2-0
10,1970-10-06,Rot-Weiss Oberhausen,Arminia Bielefeld,4-2,4-0
10,1970-10-07,MSV Duisburg,Rot-Weiss Essen,1-0,1-0
10,1970-10-07,VfB Stuttgart,Borussia Dortmund,6-1,2-1
10,1970-10-07,Werder Bremen,Bor. Mönchengladbach,1-1,1-1
10,1970-10-07,FC Schalke 04,Hannover 96,3-0,1-0
10,1970-10-07,1. FC Köln,Hamburger SV,3-0,1-0
10,1970-10-07,Bayern München,1. FC Kaiserslautern,3-1,1-0
10,1970-10-07,Eintracht Braunschweig,Eintracht Frankfurt,2-0,0-0
10,1970-10-07,Kickers Offenbach,Hertha BSC,1-0,0-0
11,1970-10-10,Eintracht Frankfurt,MSV Duisburg,0-0,0-0
11,1970-10-10,Hamburger SV,Werder Bremen,1-1,0-0
11,1970-10-10,Bor. Mönchengladbach,Eintracht Braunschweig,3-1,1-0
11,1970-10-10,1. FC Kaiserslautern,Rot-Weiss Oberhausen,4-1,3-1
11,1970-10-10,Borussia Dortmund,Hertha BSC,3-1,1-0
11,1970-10-10,Bayern München,Kickers Offenbach,0-0,0-0
11,1970-10-10,Hannover 96,1. FC Köln,2-0,1-0
11,1970-10-10,Arminia Bielefeld,FC Schalke 04,0-3,0-2
11,1970-10-10,Rot-Weiss Essen,VfB Stuttgart,1-1,1-0
12,1970-10-24,Rot-Weiss Oberhausen,Bayern München,0-4,0-2
12,1970-10-24,MSV Duisburg,Bor. Mönchengladbach,1-1,0-0
12,1970-10-24,1. FC Köln,Arminia Bielefeld,2-0,0-0
12,1970-10-24,Kickers Offenbach,Borussia Dortmund,3-0,1-0
12,1970-10-24,VfB Stuttgart,Eintracht Frankfurt,2-1,0-1
12,1970-10-24,Werder Bremen,Hannover 96,0-0,0-0
12,1970-10-24,Eintracht Braunschweig,Hamburger SV,4-1,1-1
12,1970-10-24,FC Schalke 04,1. FC Kaiserslautern,2-0,2-0
12,1970-10-24,Hertha BSC,Rot-Weiss Essen,1-1,0-1
13,1970-10-29,Bayern München,FC Schalke 04,3-0,1-0
13,1970-10-31,Bor. Mönchengladbach,VfB Stuttgart,4-1,2-0
13,1970-10-31,Rot-Weiss Essen,Borussia Dortmund,0-1,0-1
13,1970-10-31,Rot-Weiss Oberhausen,Kickers Offenbach,2-2,1-1
13,1970-10-31,Eintracht Frankfurt,Hertha BSC,1-3,1-0
13,1970-10-31,Arminia Bielefeld,Werder Bremen,3-0,2-0
13,1970-10-31,Hamburger SV,MSV Duisburg,2-0,0-0
13,1970-10-31,Hannover 96,Eintracht Braunschweig,1-0,1-0
13,1970-10-31,1. FC Kaiserslautern,1. FC Köln,0-0,0-0
14,1970-11-06,MSV Duisburg,Hannover 96,3-2,3-1
14,1970-11-07,Hertha BSC,Bor. Mönchengladbach,4-2,2-0
14,1970-11-07,FC Schalke 04,Rot-Weiss Oberhausen,2-0,2-0
14,1970-11-07,Kickers Offenbach,Rot-Weiss Essen,1-2,1-1
14,1970-11-07,Werder Bremen,1. FC Kaiserslautern,1-1,1-0
14,1970-11-07,VfB Stuttgart,Hamburger SV,3-3,2-0
14,1970-11-07,Eintracht Braunschweig,Arminia Bielefeld,3-2,1-1
14,1970-11-07,1. FC Köln,Bayern München,0-3,0-0
14,1970-11-07,Borussia Dortmund,Eintracht Frankfurt,3-0,2-0
15,1970-11-14,Bor. Mönchengladbach,Borussia Dortmund,3-2,3-0
15,1970-11-14,Bayern München,Werder Bremen,2-1,0-0
15,1970-11-14,Kickers Offenbach,FC Schalke 04,0-1,0-0
15,1970-11-14,Hamburger SV,Hertha BSC,0-0,0-0
15,1970-11-14,1. FC Kaiserslautern,Eintracht Braunschweig,0-1,0-0
15,1970-11-14,Hannover 96,VfB Stuttgart,3-0,0-0
15,1970-11-14,Arminia Bielefeld,MSV Duisburg,0-0,0-0
15,1970-11-14,Rot-Weiss Essen,Eintracht Frankfurt,2-0,1-0
15,1970-11-14,Rot-Weiss Oberhausen,1. FC Köln,2-2,0-2
16,1970-11-28,Borussia Dortmund,Hamburger SV,1-1,0-1
16,1970-11-28,Werder Bremen,Rot-Weiss Oberhausen,2-0,2-0
16,1970-11-28,1. FC Köln,FC Schalke 04,2-0,0-0
16,1970-11-28,Eintracht Braunschweig,Bayern München,1-1,0-0
16,1970-11-28,Hertha BSC,Hannover 96,0-0,0-0
16,1970-11-28,MSV Duisburg,1. FC Kaiserslautern,1-1,1-1
16,1970-11-28,VfB Stuttgart,Arminia Bielefeld,1-0,0-0
16,1970-11-28,Eintracht Frankfurt,Kickers Offenbach,3-0,1-0
16,1970-11-28,Rot-Weiss Essen,Bor. Mönchengladbach,1-2,1-0
17,1970-12-04,Arminia Bielefeld,Hertha BSC,1-1,1-1
17,1970-12-04,Bor. Mönchengladbach,Eintracht Frankfurt,5-0,3-0
17,1970-12-04,Hannover 96,Borussia Dortmund,4-1,2-0
17,1970-12-04,Bayern München,MSV Duisburg,2-1,1-1
17,1970-12-05,FC Schalke 04,Werder Bremen,0-0,0-0
17,1970-12-05,Hamburger SV,Rot-Weiss Essen,2-1,0-0
17,1970-12-05,Rot-Weiss Oberhausen,Eintracht Braunschweig,1-0,1-0
17,1970-12-05,1. FC Kaiserslautern,VfB Stuttgart,0-5,0-0
17,1970-12-05,Kickers Offenbach,1. FC Köln,4-1,1-0
18,1971-01-23,Hannover 96,Rot-Weiss Essen,3-1,0-0
18,1971-01-23,1. FC Köln,Werder Bremen,1-1,1-1
18,1971-01-23,Bayern München,VfB Stuttgart,1-0,0-0
18,1971-01-23,1. FC Kaiserslautern,Hertha BSC,2-0,0-0
18,1971-01-23,Kickers Offenbach,Bor. Mönchengladbach,1-3,0-1
18,1971-01-23,Rot-Weiss Oberhausen,MSV Duisburg,0-2,0-2
18,1971-01-23,Arminia Bielefeld,Borussia Dortmund,2-3,2-1
18,1971-01-23,FC Schalke 04,Eintracht Braunschweig,1-0,0-0
18,1971-01-23,Hamburger SV,Eintracht Frankfurt,3-0,1-0
19,1971-01-30,Eintracht Braunschweig,1. FC Köln,3-1,0-1
19,1971-01-30,MSV Duisburg,FC Schalke 04,1-0,0-0
19,1971-01-30,Rot-Weiss Essen,Arminia Bielefeld,2-1,2-0
19,1971-01-30,VfB Stuttgart,Rot-Weiss Oberhausen,2-1,2-0
19,1971-01-30,Borussia Dortmund,1. FC Kaiserslautern,0-2,0-2
19,1971-01-30,Bor. Mönchengladbach,Hamburger SV,3-0,0-0
19,1971-01-30,Werder Bremen,Kickers Offenbach,3-1,2-1
19,1971-01-30,Hertha BSC,Bayern München,3-3,1-2
19,1971-01-30,Eintracht Frankfurt,Hannover 96,2-1,1-0
20,1971-02-06,Arminia Bielefeld,Eintracht Frankfurt,1-0,0-0
20,1971-02-06,Werder Bremen,Eintracht Braunschweig,2-0,1-0
20,1971-02-06,Hannover 96,Bor. Mönchengladbach,1-1,1-0
20,1971-02-06,1. FC Kaiserslautern,Rot-Weiss Essen,5-2,3-0
20,1971-02-06,FC Schalke 04,VfB Stuttgart,2-1,0-0
20,1971-02-06,Kickers Offenbach,Hamburger SV,3-3,0-1
20,1971-02-06,1. FC Köln,MSV Duisburg,2-1,1-1
20,1971-03-03,Rot-Weiss Oberhausen,Hertha BSC,1-1,0-1
20,1971-05-04,Bayern München,Borussia Dortmund,1-1,0-0
21,1971-02-13,Eintracht Frankfurt,1. FC Kaiserslautern,3-2,0-1
21,1971-02-13,Eintracht Braunschweig,Kickers Offenbach,3-0,1-0
21,1971-02-13,MSV Duisburg,Werder Bremen,3-1,1-0
21,1971-02-13,Hamburger SV,Hannover 96,1-0,1-0
21,1971-02-13,Bor. Mönchengladbach,Arminia Bielefeld,0-2,0-0
21,1971-02-13,VfB Stuttgart,1. FC Köln,1-2,1-1
21,1971-02-13,Hertha BSC,FC Schalke 04,2-1,1-0
21,1971-02-13,Borussia Dortmund,Rot-Weiss Oberhausen,2-0,0-0
21,1971-03-13,Rot-Weiss Essen,Bayern München,3-1,0-1
22,1971-02-27,Werder Bremen,VfB Stuttgart,3-1,1-0
22,1971-02-27,Eintracht Braunschweig,MSV Duisburg,5-0,3-0
22,1971-02-27,Kickers Offenbach,Hannover 96,1-5,0-1
22,1971-02-27,Arminia Bielefeld,Hamburger SV,1-1,0-1
22,1971-02-27,1. FC Köln,Hertha BSC,3-2,1-0
22,1971-02-27,Rot-Weiss Oberhausen,Rot-Weiss Essen,0-0,0-0
22,1971-02-27,FC Schalke 04,Borussia Dortmund,0-0,0-0
22,1971-02-27,1. FC Kaiserslautern,Bor. Mönchengladbach,0-1,0-1
22,1971-05-19,Bayern München,Eintracht Frankfurt,2-1,1-0
23,1971-03-05,Borussia Dortmund,1. FC Köln,0-0,0-0
23,1971-03-05,Rot-Weiss Essen,FC Schalke 04,1-3,0-0
23,1971-03-05,Hamburger SV,1. FC Kaiserslautern,5-2,2-1
23,1971-03-06,Eintracht Frankfurt,Rot-Weiss Oberhausen,5-0,3-0
23,1971-03-06,Hertha BSC,Werder Bremen,3-1,2-0
23,1971-03-06,MSV Duisburg,Kickers Offenbach,2-2,1-1
23,1971-03-06,VfB Stuttgart,Eintracht Braunschweig,1-1,1-0
23,1971-03-06,Hannover 96,Arminia Bielefeld,2-0,0-0
23,1971-04-14,Bor. Mönchengladbach,Bayern München,3-1,1-0
24,1971-03-13,FC Schalke 04,Eintracht Frankfurt,4-1,3-1
24,1971-03-13,Bayern München,Hamburger SV,6-2,3-1
24,1971-03-13,Eintracht Braunschweig,Hertha BSC,2-1,2-1
24,1971-03-13,Kickers Offenbach,Arminia Bielefeld,5-0,1-0
24,1971-03-13,Werder Bremen,Borussia Dortmund,3-1,1-1
24,1971-04-08,1. FC Kaiserslautern,Hannover 96,2-1,2-0
24,1971-04-13,MSV Duisburg,VfB Stuttgart,1-0,1-0
24,1971-04-28,Rot-Weiss Oberhausen,Bor. Mönchengladbach,0-2,0-2
24,1971-05-05,1. FC Köln,Rot-Weiss Essen,3-2,0-1
25,1971-03-20,Bor. Mönchengladbach,FC Schalke 04,2-0,2-0
25,1971-03-20,Eintracht Frankfurt,1. FC Köln,1-1,1-1
25,1971-03-20,Hamburger SV,Rot-Weiss Oberhausen,0-0,0-0
25,1971-03-20,Borussia Dortmund,Eintracht Braunschweig,1-1,0-1
25,1971-03-20,Hannover 96,Bayern München,2-2,0-1
25,1971-03-20,Hertha BSC,MSV Duisburg,3-1,2-1
25,1971-03-20,Arminia Bielefeld,1. FC Kaiserslautern,2-1,1-1
25,1971-03-20,VfB Stuttgart,Kickers Offenbach,1-0,1-0
25,1971-03-20,Rot-Weiss Essen,Werder Bremen,2-2,1-1
26,1971-03-26,Rot-Weiss Oberhausen,Hannover 96,4-3,2-1
26,1971-03-27,Werder Bremen,Eintracht Frankfurt,1-0,0-0
26,1971-03-27,FC Schalke 04,Hamburger SV,3-1,1-0
26,1971-03-27,Eintracht Braunschweig,Rot-Weiss Essen,1-0,1-0
26,1971-03-27,1. FC Köln,Bor. Mönchengladbach,3-2,3-1
26,1971-03-27,MSV Duisburg,Borussia Dortmund,4-3,2-1
26,1971-03-27,Bayern München,Arminia Bielefeld,2-0,1-0
26,1971-03-27,VfB Stuttgart,Hertha BSC,1-1,0-1
26,1971-03-27,Kickers Offenbach,1. FC Kaiserslautern,2-2,1-1
27,1971-04-02,Arminia Bielefeld,Rot-Weiss Oberhausen,2-1,1-0
27,1971-04-02,Hamburger SV,1. FC Köln,2-0,1-0
27,1971-04-03,Rot-Weiss Essen,MSV Duisburg,1-1,1-1
27,1971-04-03,Borussia Dortmund,VfB Stuttgart,3-1,1-1
27,1971-04-03,Bor. Mönchengladbach,Werder Bremen,0-2,1-1
27,1971-04-03,Hannover 96,FC Schalke 04,3-0,1-0
27,1971-04-03,1. FC Kaiserslautern,Bayern München,2-1,0-0
27,1971-04-03,Eintracht Frankfurt,Eintracht Braunschweig,5-2,3-1
27,1971-04-03,Hertha BSC,Kickers Offenbach,3-1,3-1
28,1971-04-17,MSV Duisburg,Eintracht Frankfurt,3-1,2-0
28,1971-04-17,Werder Bremen,Hamburger SV,2-2,1-0
28,1971-04-17,Eintracht Braunschweig,Bor. Mönchengladbach,1-1,1-1
28,1971-04-17,Rot-Weiss Oberhausen,1. FC Kaiserslautern,4-2,2-0
28,1971-04-17,Hertha BSC,Borussia Dortmund,5-2,2-0
28,1971-04-17,Kickers Offenbach,Bayern München,1-1,0-0
28,1971-04-17,1. FC Köln,Hannover 96,0-1,0-1
28,1971-04-17,FC Schalke 04,Arminia Bielefeld,0-1,0-0
28,1971-04-17,VfB Stuttgart,Rot-Weiss Essen,5-1,3-0
29,1971-04-30,Hannover 96,Werder Bremen,0-3,0-2
29,1971-04-30,1. FC Kaiserslautern,FC Schalke 04,2-0,0-0
29,1971-05-01,Bayern München,Rot-Weiss Oberhausen,4-2,1-0
29,1971-05-01,Bor. Mönchengladbach,MSV Duisburg,1-0,1-0
29,1971-05-01,Arminia Bielefeld,1. FC Köln,1-0,0-0
29,1971-05-01,Borussia Dortmund,Kickers Offenbach,1-1,1-1
29,1971-05-01,Eintracht Frankfurt,VfB Stuttgart,1-0,1-0
29,1971-05-01,Hamburger SV,Eintracht Braunschweig,2-1,1-1
29,1971-05-01,Rot-Weiss Essen,Hertha BSC,0-3,0-1
30,1971-05-07,MSV Duisburg,Hamburger SV,2-2,1-1
30,1971-05-08,FC Schalke 04,Bayern München,1-3,1-1
30,1971-05-08,VfB Stuttgart,Bor. Mönchengladbach,1-1,1-1
30,1971-05-08,Borussia Dortmund,Rot-Weiss Essen,7-2,4-0
30,1971-05-08,Kickers Offenbach,Rot-Weiss Oberhausen,3-2,1-1
30,1971-05-08,Hertha BSC,Eintracht Frankfurt,6-2,3-2
30,1971-05-08,Werder Bremen,Arminia Bielefeld,4-1,2-0
30,1971-05-08,Eintracht Braunschweig,Hannover 96,0-4,0-2
30,1971-05-08,1. FC Köln,1. FC Kaiserslautern,1-2,1-1
31,1971-05-14,Hannover 96,MSV Duisburg,3-3,1-1
31,1971-05-14,Bor. Mönchengladbach,Hertha BSC,4-0,2-0
31,1971-05-14,1. FC Kaiserslautern,Werder Bremen,2-1,0-0
31,1971-05-15,Rot-Weiss Oberhausen,FC Schalke 04,4-1,1-1
31,1971-05-15,Rot-Weiss Essen,Kickers Offenbach,2-3,0-1
31,1971-05-15,Hamburger SV,VfB Stuttgart,1-0,1-0
31,1971-05-15,Arminia Bielefeld,Eintracht Braunschweig,0-1,0-1
31,1971-05-15,Bayern München,1. FC Köln,7-0,2-0
31,1971-05-15,Eintracht Frankfurt,Borussia Dortmund,2-0,0-0
32,1971-05-22,Borussia Dortmund,Bor. Mönchengladbach,3-4,2-1
32,1971-05-22,Werder Bremen,Bayern München,0-1,0-0
32,1971-05-22,FC Schalke 04,Kickers Offenbach,1-2,0-2
32,1971-05-22,Hertha BSC,Hamburger SV,2-0,0-0
32,1971-05-22,Eintracht Braunschweig,1. FC Kaiserslautern,2-0,0-0
32,1971-05-22,VfB Stuttgart,Hannover 96,1-2,1-2
32,1971-05-22,MSV Duisburg,Arminia Bielefeld,4-1,2-1
32,1971-05-22,Eintracht Frankfurt,Rot-Weiss Essen,3-2,0-1
32,1971-05-22,1. FC Köln,Rot-Weiss Oberhausen,2-4,2-2
33,1971-05-29,Hamburger SV,Borussia Dortmund,2-1,2-1
33,1971-05-29,Rot-Weiss Oberhausen,Werder Bremen,3-0,1-0
33,1971-05-29,FC Schalke 04,1. FC Köln,2-2,0-0
33,1971-05-29,Bayern München,Eintracht Braunschweig,4-1,2-0
33,1971-05-29,Hannover 96,Hertha BSC,1-1,1-0
33,1971-05-29,1. FC Kaiserslautern,MSV Duisburg,3-0,1-0
33,1971-05-29,Arminia Bielefeld,VfB Stuttgart,1-0,0-0
33,1971-05-29,Kickers Offenbach,Eintracht Frankfurt,0-2,0-1
33,1971-05-29,Bor. Mönchengladbach,Rot-Weiss Essen,4-3,2-1
34,1971-06-05,Hertha BSC,Arminia Bielefeld,0-1,0-0
34,1971-06-05,Eintracht Frankfurt,Bor. Mönchengladbach,1-4,1-1
34,1971-06-05,Borussia Dortmund,Hannover 96,2-2,2-1
34,1971-06-05,MSV Duisburg,Bayern München,2-0,0-0
34,1971-06-05,Werder Bremen,FC Schalke 04,0-1,0-0
34,1971-06-05,Rot-Weiss Essen,Hamburger SV,1-3,0-0
34,1971-06-05,Eintracht Braunschweig,Rot-Weiss Oberhausen,1-1,1-0
34,1971-06-05,VfB Stuttgart,1. FC Kaiserslautern,2-0,1-0
34,1971-06-05,1. FC Köln,Kickers Offenbach,4-2,1-2
