Matchday,Date,Team 1,FT,Team 2
1,Sat Aug 15 1970,Rot-Weiss Essen,2-0,Hannover 96
1,Sat Aug 15 1970,Werder Bremen,1-1,1. FC Köln
1,Sat Aug 15 1970,VfB Stuttgart,1-1,Bayern München
1,Sat Aug 15 1970,Hertha BSC,5-3,1. FC Kaiserslautern
1,Sat Aug 15 1970,Bor. Mönchengladbach,2-0,Kickers Offenbach
1,Sat Aug 15 1970,MSV Duisburg,2-2,Rot-Weiß Oberhausen
1,Sat Aug 15 1970,Borussia Dortmund,3-0,Arminia Bielefeld
1,Sat Aug 15 1970,Eintracht Braunschweig,3-3,FC Schalke 04
1,Sat Aug 15 1970,Eintracht Frankfurt,0-0,Hamburger SV
2,Sat Aug 22 1970,1. FC Köln,3-1,Eintracht Braunschweig
2,Sat Aug 22 1970,FC Schalke 04,1-0,MSV Duisburg
2,Sat Aug 22 1970,Arminia Bielefeld,0-0,Rot-Weiss Essen
2,Sat Aug 22 1970,Rot-Weiß Oberhausen,1-2,VfB Stuttgart
2,Sat Aug 22 1970,1. FC Kaiserslautern,1-0,Borussia Dortmund
2,Sat Aug 22 1970,Hamburger SV,2-2,Bor. Mönchengladbach
2,Sat Aug 22 1970,Kickers Offenbach,2-1,Werder Bremen
2,Sat Aug 22 1970,Bayern München,1-0,Hertha BSC
2,Sat Aug 22 1970,Hannover 96,1-2,Eintracht Frankfurt
3,Fri Aug 28 1970,Borussia Dortmund,0-0,Bayern München
3,Fri Aug 28 1970,Eintracht Frankfurt,1-1,Arminia Bielefeld
3,Fri Aug 28 1970,Eintracht Braunschweig,1-0,Werder Bremen
3,Fri Aug 28 1970,Bor. Mönchengladbach,0-0,Hannover 96
3,Fri Aug 28 1970,Rot-Weiss Essen,4-0,1. FC Kaiserslautern
3,Fri Aug 28 1970,VfB Stuttgart,1-1,FC Schalke 04
3,Fri Aug 28 1970,Hertha BSC,3-1,Rot-Weiß Oberhausen
4,Sat Sep 5 1970,Bayern München,2-2,Rot-Weiss Essen
4,Sat Sep 5 1970,Hannover 96,0-3,Hamburger SV
4,Sat Sep 5 1970,1. FC Köln,2-1,VfB Stuttgart
4,Sat Sep 5 1970,Rot-Weiß Oberhausen,0-1,Borussia Dortmund
4,Sat Sep 5 1970,1. FC Kaiserslautern,2-0,Eintracht Frankfurt
4,Sat Sep 5 1970,Arminia Bielefeld,0-2,Bor. Mönchengladbach
4,Sat Sep 5 1970,Werder Bremen,0-2,MSV Duisburg
4,Sat Sep 5 1970,FC Schalke 04,0-1,Hertha BSC
4,Sat Sep 5 1970,Kickers Offenbach,0-2,Eintracht Braunschweig
5,Fri Sep 11 1970,VfB Stuttgart,3-0,Werder Bremen
5,Fri Sep 11 1970,MSV Duisburg,0-0,Eintracht Braunschweig
5,Sat Sep 12 1970,Hannover 96,1-1,Kickers Offenbach
