Date,Team 1,Team 2,FT,HT
1994-08-20,FC Köln,Chemnitz,3-0,
1994-08-20,Hannover,Meppen,1-0,
1994-08-20,Hertha,Hansa Rostock,0-1,
1994-08-20,Mainz,Homburg,4-1,
1994-08-20,Saarbrücken,Dusseldorf,1-2,
1994-08-20,St Pauli,Wolfsburg,0-0,
1994-08-20,Wattenscheid,Leipzig,4-2,
1994-08-20,Zwickau,FSV Frankfurt,2-2,
1994-08-21,Nürnberg,Mannheim,0-0,
1994-08-24,Chemnitz,Saarbrücken,1-1,
1994-08-24,Dusseldorf,Wattenscheid,1-1,
1994-08-24,FSV Frankfurt,FC Köln,0-5,
1994-08-24,Hansa Rostock,St Pauli,3-0,
1994-08-24,Homburg,Zwickau,3-1,
1994-08-24,Leipzig,Hannover,3-1,
1994-08-24,Mannheim,Hertha,3-0,
1994-08-24,Meppen,Nürnberg,1-2,
1994-08-24,Wolfsburg,Mainz,2-0,
1994-08-27,FSV Frankfurt,Homburg,1-2,
1994-08-27,Hannover,Dusseldorf,0-3,
1994-08-27,Hertha,Meppen,5-1,
1994-08-27,Mainz,Hansa Rostock,2-2,
1994-08-27,Nürnberg,Leipzig,3-1,
1994-08-27,Wattenscheid,Chemnitz,2-2,
1994-08-27,Zwickau,Wolfsburg,1-3,
1994-08-29,St Pauli,Mannheim,1-1,
1994-08-31,FC Köln,Saarbrücken,4-0,
1994-09-03,Chemnitz,Hannover,1-1,
1994-09-03,Dusseldorf,Nürnberg,1-1,
1994-09-03,Hansa Rostock,Zwickau,2-0,
1994-09-03,Homburg,FC Köln,0-0,
1994-09-03,Leipzig,Hertha,0-1,
1994-09-03,Mannheim,Mainz,4-0,
1994-09-03,Meppen,St Pauli,3-2,
1994-09-03,Wolfsburg,FSV Frankfurt,4-1,
1994-09-04,Saarbrücken,Wattenscheid,2-0,
1994-09-17,FSV Frankfurt,Hansa Rostock,1-1,
1994-09-17,Hannover,Saarbrücken,0-0,
1994-09-17,Homburg,Wolfsburg,1-1,
1994-09-17,Mainz,Meppen,1-1,
1994-09-17,Nürnberg,Chemnitz,2-1,
1994-09-17,St Pauli,Leipzig,2-2,
1994-09-17,Zwickau,Mannheim,1-1,
1994-09-18,FC Köln,Wattenscheid,0-0,
1994-09-24,Chemnitz,Hertha,2-0,
1994-09-24,Dusseldorf,St Pauli,0-1,
1994-09-24,Hansa Rostock,Homburg,2-3,
1994-09-24,Leipzig,Mainz,0-2,
1994-09-24,Mannheim,FSV Frankfurt,3-2,
1994-09-24,Meppen,Zwickau,2-2,
1994-09-24,Saarbrücken,Nürnberg,2-1,
1994-09-24,Wattenscheid,Hannover,2-1,
1994-09-24,Wolfsburg,FC Köln,3-0,
1994-10-01,FC Köln,Hannover,1-3,
1994-10-01,FSV Frankfurt,Meppen,1-3,
1994-10-01,Hertha,Saarbrücken,2-1,
1994-10-01,Homburg,Mannheim,1-1,
1994-10-01,Mainz,Dusseldorf,0-2,
1994-10-01,Nürnberg,Wattenscheid,1-1,
1994-10-01,St Pauli,Chemnitz,0-0,
1994-10-01,Wolfsburg,Hansa Rostock,0-1,
1994-10-01,Zwickau,Leipzig,3-0,
1994-10-04,Hertha,Dusseldorf,0-0,
1994-10-09,Chemnitz,Mainz,1-1,
1994-10-09,Dusseldorf,Zwickau,1-1,
1994-10-09,Hannover,Nürnberg,6-3,
1994-10-09,Leipzig,FSV Frankfurt,3-0,
1994-10-09,Mannheim,Wolfsburg,2-2,
1994-10-09,Meppen,Homburg,1-0,
1994-10-09,Saarbrücken,St Pauli,1-2,
1994-10-09,Wattenscheid,Hertha,0-1,
1994-10-10,Hansa Rostock,FC Köln,2-0,
1994-10-15,FC Köln,Nürnberg,1-1,
1994-10-15,Hansa Rostock,Mannheim,0-1,
1994-10-15,Mainz,Saarbrücken,1-1,
1994-10-15,St Pauli,Wattenscheid,4-1,
1994-10-15,Zwickau,Chemnitz,0-0,
1994-10-16,FSV Frankfurt,Dusseldorf,1-2,
1994-10-16,Hertha,Hannover,2-0,
1994-10-16,Homburg,Leipzig,2-1,
1994-10-16,Wolfsburg,Meppen,0-0,
1994-10-22,Chemnitz,FSV Frankfurt,4-2,
1994-10-22,Dusseldorf,Homburg,2-0,
1994-10-22,Hannover,St Pauli,0-1,
1994-10-22,Leipzig,Wolfsburg,2-3,
1994-10-22,Saarbrücken,Zwickau,1-1,
1994-10-22,Wattenscheid,Mainz,3-2,
1994-10-23,Meppen,Hansa Rostock,2-1,
1994-10-23,Nürnberg,Hertha,1-1,
1994-10-24,Mannheim,FC Köln,0-3,
1994-10-29,FC Köln,Hertha,0-0,
1994-10-29,Mainz,Hannover,3-2,
1994-10-29,Mannheim,Meppen,0-0,
1994-10-29,St Pauli,Nürnberg,3-2,
1994-10-29,Wolfsburg,Dusseldorf,3-1,
1994-10-29,Zwickau,Wattenscheid,2-1,
1994-10-30,FSV Frankfurt,Saarbrücken,0-3,
1994-10-30,Hansa Rostock,Leipzig,1-0,
1994-10-30,Homburg,Chemnitz,5-1,
1994-11-05,Dusseldorf,Hansa Rostock,2-0,
1994-11-05,Hannover,Zwickau,1-1,
1994-11-05,Leipzig,Mannheim,1-0,
1994-11-05,Meppen,FC Köln,3-1,
1994-11-05,Wattenscheid,FSV Frankfurt,6-2,
1994-11-06,Chemnitz,Wolfsburg,1-1,
1994-11-06,Hertha,St Pauli,1-1,
1994-11-06,Nürnberg,Mainz,1-1,
1994-11-06,Saarbrücken,Homburg,1-1,
1994-11-13,FC Köln,St Pauli,2-2,
1994-11-13,FSV Frankfurt,Hannover,1-1,
1994-11-13,Homburg,Wattenscheid,0-1,
1994-11-13,Mainz,Hertha,1-1,
1994-11-13,Mannheim,Dusseldorf,1-0,
1994-11-13,Meppen,Leipzig,1-0,
1994-11-13,Wolfsburg,Saarbrücken,2-1,
1994-11-13,Zwickau,Nürnberg,2-0,
1994-11-14,Hansa Rostock,Chemnitz,5-0,
1994-11-20,Chemnitz,Mannheim,1-1,
1994-11-20,Dusseldorf,Meppen,2-1,
1994-11-20,Hannover,Homburg,4-3,
1994-11-20,Hertha,Zwickau,2-1,
1994-11-20,Leipzig,FC Köln,2-0,
1994-11-20,Nürnberg,FSV Frankfurt,3-1,
1994-11-20,Saarbrücken,Hansa Rostock,2-2,
1994-11-20,St Pauli,Mainz,3-1,
1994-11-20,Wattenscheid,Wolfsburg,2-2,
1994-11-25,Mannheim,Saarbrücken,2-2,
1994-11-27,FSV Frankfurt,Hertha,1-3,
1994-11-27,Hansa Rostock,Wattenscheid,3-0,
1994-11-27,Homburg,Nürnberg,3-0,
1994-11-27,Mainz,FC Köln,4-2,
1994-11-27,Meppen,Chemnitz,3-0,
1994-11-27,Wolfsburg,Hannover,2-1,
1994-11-27,Zwickau,St Pauli,0-0,
1994-11-28,Dusseldorf,Leipzig,4-2,
1994-12-02,Hannover,Hansa Rostock,2-1,
1994-12-03,Hertha,Homburg,2-2,
1994-12-03,Mainz,Zwickau,2-2,
1994-12-03,Saarbrücken,Meppen,2-1,
1994-12-03,Wattenscheid,Mannheim,2-2,
1994-12-04,Chemnitz,Leipzig,2-0,
1994-12-04,FC Köln,Dusseldorf,0-1,
1994-12-04,St Pauli,FSV Frankfurt,3-0,
1994-12-05,Nürnberg,Wolfsburg,0-0,
1994-12-09,Dusseldorf,Chemnitz,1-2,
1994-12-09,Homburg,St Pauli,1-4,
1994-12-09,Leipzig,Saarbrücken,2-0,
1994-12-10,Mannheim,Hannover,2-1,
1994-12-10,Wolfsburg,Hertha,1-0,
1994-12-10,Zwickau,FC Köln,1-1,
1994-12-11,FSV Frankfurt,Mainz,1-4,
1994-12-11,Hansa Rostock,Nürnberg,5-0,
1994-12-11,Meppen,Wattenscheid,2-2,
1995-02-18,Chemnitz,FC Köln,0-1,
1995-02-18,FSV Frankfurt,Zwickau,3-0,
1995-02-18,Hansa Rostock,Hertha,2-1,
1995-02-18,Homburg,Mainz,1-2,
1995-02-18,Leipzig,Wattenscheid,0-2,
1995-02-18,Mannheim,Nürnberg,2-1,
1995-02-18,Meppen,Hannover,1-0,
1995-02-18,Wolfsburg,St Pauli,1-1,
1995-02-20,Dusseldorf,Saarbrücken,0-0,
1995-02-25,FC Köln,FSV Frankfurt,6-2,
1995-02-25,Hertha,Mannheim,0-0,
1995-02-25,Nürnberg,Meppen,0-2,
1995-02-25,St Pauli,Hansa Rostock,2-0,
1995-02-25,Wattenscheid,Dusseldorf,0-0,
1995-02-26,Hannover,Leipzig,1-1,
1995-02-26,Saarbrücken,Chemnitz,1-1,
1995-02-26,Zwickau,Homburg,2-0,
1995-03-03,Hansa Rostock,Mainz,1-0,
1995-03-03,Saarbrücken,FC Köln,1-2,
1995-03-04,Leipzig,Nürnberg,0-0,
1995-03-04,Mannheim,St Pauli,2-1,
1995-03-04,Wolfsburg,Zwickau,0-1,
1995-03-05,Chemnitz,Wattenscheid,3-0,
1995-03-05,Homburg,FSV Frankfurt,4-1,
1995-03-06,Dusseldorf,Hannover,1-1,
1995-03-10,Nürnberg,Dusseldorf,4-1,
1995-03-10,Wattenscheid,Saarbrücken,4-1,
