Matchday,Date,Team 1,FT,Team 2
1,Fri Jul 28 2017,VfL Bochum,0-1,FC St. Pauli
1,Sat Jul 29 2017,FC Ingolstadt 04,0-1,1. FC Union Berlin
1,Sat Jul 29 2017,SV Darmstadt 98,1-0,SpVgg Greuther Fürth
1,Sat Jul 29 2017,Arminia Bielefeld,2-1,SSV Jahn Regensburg
1,Sun Jul 30 2017,1. FC Nürnberg,3-0,1. FC Kaiserslautern
1,Sun Jul 30 2017,Holstein Kiel,2-2,SV Sandhausen
1,Sun Jul 30 2017,Dynamo Dresden,1-0,MSV Duisburg
1,Mon Jul 31 2017,Fortuna Düsseldorf,2-2,Eintracht Braunschweig
2,Fri Aug 4 2017,SV Sandhausen,1-0,FC Ingolstadt 04
2,Fri Aug 4 2017,1. FC Union Berlin,4-3,Holstein Kiel
2,Fri Aug 4 2017,1. FC Kaiserslautern,1-1,SV Darmstadt 98
2,Sat Aug 5 2017,Eintracht Braunschweig,2-0,1. FC Heidenheim
2,Sat Aug 5 2017,MSV Duisburg,1-1,VfL Bochum
2,Sun Aug 6 2017,FC Erzgebirge Aue,0-2,Fortuna Düsseldorf
2,Sun Aug 6 2017,SpVgg Greuther Fürth,1-2,Arminia Bielefeld
2,Sun Aug 6 2017,SSV Jahn Regensburg,0-1,1. FC Nürnberg
2,Mon Aug 7 2017,FC St. Pauli,2-2,Dynamo Dresden
1,Wed Aug 9 2017,1. FC Heidenheim,2-1,FC Erzgebirge Aue
3,Fri Aug 18 2017,Eintracht Braunschweig,1-1,FC Erzgebirge Aue
3,Fri Aug 18 2017,SV Darmstadt 98,3-0,FC St. Pauli
3,Sat Aug 19 2017,Fortuna Düsseldorf,2-0,1. FC Kaiserslautern
3,Sat Aug 19 2017,1. FC Heidenheim,1-2,MSV Duisburg
3,Sat Aug 19 2017,Dynamo Dresden,0-4,SV Sandhausen
3,Sun Aug 20 2017,Holstein Kiel,3-1,SpVgg Greuther Fürth
3,Sun Aug 20 2017,FC Ingolstadt 04,2-4,SSV Jahn Regensburg
3,Sun Aug 20 2017,1. FC Nürnberg,2-2,1. FC Union Berlin
3,Mon Aug 21 2017,Arminia Bielefeld,2-0,VfL Bochum
4,Fri Aug 25 2017,SpVgg Greuther Fürth,0-1,FC Ingolstadt 04
4,Fri Aug 25 2017,MSV Duisburg,1-2,SV Darmstadt 98
4,Sat Aug 26 2017,SSV Jahn Regensburg,1-2,Holstein Kiel
4,Sat Aug 26 2017,FC St. Pauli,1-0,1. FC Heidenheim
4,Sat Aug 26 2017,FC Erzgebirge Aue,3-1,1. FC Nürnberg
4,Sun Aug 27 2017,1. FC Union Berlin,1-1,Arminia Bielefeld
4,Sun Aug 27 2017,VfL Bochum,3-2,Dynamo Dresden
4,Sun Aug 27 2017,SV Sandhausen,1-2,Fortuna Düsseldorf
4,Mon Aug 28 2017,1. FC Kaiserslautern,1-1,Eintracht Braunschweig
5,Fri Sep 8 2017,1. FC Heidenheim,1-3,SSV Jahn Regensburg
5,Fri Sep 8 2017,Dynamo Dresden,1-1,SpVgg Greuther Fürth
5,Sat Sep 9 2017,Arminia Bielefeld,0-4,MSV Duisburg
5,Sat Sep 9 2017,Holstein Kiel,2-1,1. FC Kaiserslautern
5,Sat Sep 9 2017,FC Ingolstadt 04,1-2,FC Erzgebirge Aue
5,Sun Sep 10 2017,Eintracht Braunschweig,1-1,SV Sandhausen
5,Sun Sep 10 2017,SV Darmstadt 98,1-2,VfL Bochum
5,Sun Sep 10 2017,Fortuna Düsseldorf,3-2,1. FC Union Berlin
5,Mon Sep 11 2017,1. FC Nürnberg,0-1,FC St. Pauli
6,Fri Sep 15 2017,1. FC Union Berlin,1-1,Eintracht Braunschweig
6,Fri Sep 15 2017,FC Erzgebirge Aue,0-3,Holstein Kiel
6,Sat Sep 16 2017,FC St. Pauli,0-4,FC Ingolstadt 04
6,Sat Sep 16 2017,MSV Duisburg,1-6,1. FC Nürnberg
6,Sat Sep 16 2017,SV Sandhausen,1-0,1. FC Kaiserslautern
6,Sun Sep 17 2017,SSV Jahn Regensburg,0-2,Dynamo Dresden
6,Sun Sep 17 2017,SV Darmstadt 98,4-3,Arminia Bielefeld
6,Sun Sep 17 2017,SpVgg Greuther Fürth,3-1,Fortuna Düsseldorf
6,Sun Sep 17 2017,VfL Bochum,1-2,1. FC Heidenheim
7,Tue Sep 19 2017,Holstein Kiel,0-1,FC St. Pauli
7,Tue Sep 19 2017,FC Ingolstadt 04,2-2,MSV Duisburg
7,Tue Sep 19 2017,1. FC Kaiserslautern,0-2,FC Erzgebirge Aue
7,Tue Sep 19 2017,SV Sandhausen,1-0,1. FC Union Berlin
7,Wed Sep 20 2017,Fortuna Düsseldorf,1-0,SSV Jahn Regensburg
7,Wed Sep 20 2017,Eintracht Braunschweig,3-0,SpVgg Greuther Fürth
7,Wed Sep 20 2017,1. FC Heidenheim,2-2,SV Darmstadt 98
7,Wed Sep 20 2017,Dynamo Dresden,0-2,Arminia Bielefeld
7,Thu Sep 21 2017,1. FC Nürnberg,3-1,VfL Bochum
8,Fri Sep 22 2017,MSV Duisburg,1-3,Holstein Kiel
8,Fri Sep 22 2017,FC Erzgebirge Aue,1-0,SV Sandhausen
8,Sat Sep 23 2017,SSV Jahn Regensburg,2-1,Eintracht Braunschweig
8,Sat Sep 23 2017,Arminia Bielefeld,1-1,1. FC Heidenheim
8,Sat Sep 23 2017,FC St. Pauli,1-2,Fortuna Düsseldorf
8,Sun Sep 24 2017,SpVgg Greuther Fürth,1-3,1. FC Nürnberg
8,Sun Sep 24 2017,VfL Bochum,2-0,FC Ingolstadt 04
8,Sun Sep 24 2017,SV Darmstadt 98,3-3,Dynamo Dresden
8,Mon Sep 25 2017,1. FC Union Berlin,5-0,1. FC Kaiserslautern
9,Fri Sep 29 2017,FC Ingolstadt 04,3-0,SV Darmstadt 98
9,Fri Sep 29 2017,1. FC Kaiserslautern,3-0,SpVgg Greuther Fürth
9,Sat Sep 30 2017,Holstein Kiel,3-0,VfL Bochum
9,Sat Sep 30 2017,1. FC Nürnberg,1-2,Arminia Bielefeld
9,Sat Sep 30 2017,FC Erzgebirge Aue,1-2,1. FC Union Berlin
9,Sun Oct 1 2017,SV Sandhausen,2-0,SSV Jahn Regensburg
9,Sun Oct 1 2017,Eintracht Braunschweig,0-2,FC St. Pauli
9,Sun Oct 1 2017,1. FC Heidenheim,0-2,Dynamo Dresden
9,Mon Oct 2 2017,Fortuna Düsseldorf,3-1,MSV Duisburg
10,Fri Oct 13 2017,MSV Duisburg,0-0,Eintracht Braunschweig
10,Fri Oct 13 2017,FC St. Pauli,1-1,1. FC Kaiserslautern
10,Sat Oct 14 2017,Arminia Bielefeld,0-2,Fortuna Düsseldorf
10,Sat Oct 14 2017,Dynamo Dresden,2-2,FC Ingolstadt 04
10,Sat Oct 14 2017,VfL Bochum,2-0,SV Sandhausen
10,Sun Oct 15 2017,1. FC Heidenheim,3-5,Holstein Kiel
10,Sun Oct 15 2017,SSV Jahn Regensburg,0-2,1. FC Union Berlin
10,Sun Oct 15 2017,SpVgg Greuther Fürth,2-1,FC Erzgebirge Aue
10,Mon Oct 16 2017,SV Darmstadt 98,3-4,1. FC Nürnberg
