Date,Team 1,Team 2,FT,HT
2003-08-03,Ahlen,Osnabruck,0-1,0-1
2003-08-03,Bielefeld,Oberhausen,1-3,0-1
2003-08-03,Burghausen,Aachen,1-1,1-1
2003-08-03,Cottbus,Ein Trier,2-3,2-1
2003-08-03,Duisburg,Lubeck,2-1,0-0
2003-08-03,Erzgebirge Aue,Regensburg,0-1,0-1
2003-08-03,Greuther Fürth,Unterhaching,2-4,1-2
2003-08-03,Mainz,Union Berlin,2-1,1-1
2003-08-04,Karlsruhe,Nürnberg,2-3,0-0
2003-08-08,Ein Trier,Erzgebirge Aue,2-1,2-0
2003-08-08,Lubeck,Bielefeld,0-0,0-0
2003-08-08,Regensburg,Greuther Fürth,0-0,0-0
2003-08-10,Nürnberg,Burghausen,2-0,1-0
2003-08-10,Oberhausen,Ahlen,1-3,1-0
2003-08-10,Osnabruck,Karlsruhe,1-2,0-1
2003-08-10,Union Berlin,Cottbus,0-1,0-1
2003-08-10,Unterhaching,Duisburg,1-0,0-0
2003-08-11,Aachen,Mainz,2-2,1-1
2003-08-15,Erzgebirge Aue,Union Berlin,2-1,2-1
2003-08-15,Karlsruhe,Oberhausen,1-2,0-2
2003-08-15,Lubeck,Unterhaching,0-2,0-0
2003-08-17,Bielefeld,Ahlen,3-0,2-0
2003-08-17,Burghausen,Osnabruck,4-1,2-0
2003-08-17,Cottbus,Aachen,3-1,1-0
2003-08-17,Duisburg,Regensburg,2-2,1-1
2003-08-17,Greuther Fürth,Ein Trier,4-2,2-1
2003-08-18,Mainz,Nürnberg,2-1,1-0
2003-08-22,Ahlen,Karlsruhe,1-2,1-1
2003-08-22,Ein Trier,Duisburg,1-1,1-1
2003-08-22,Regensburg,Lubeck,0-4,0-2
2003-08-24,Aachen,Erzgebirge Aue,1-0,1-0
2003-08-24,Oberhausen,Burghausen,1-2,0-0
2003-08-24,Osnabruck,Mainz,2-2,2-1
2003-08-24,Union Berlin,Greuther Fürth,3-0,1-0
2003-08-24,Unterhaching,Bielefeld,1-0,1-0
2003-08-25,Nürnberg,Cottbus,2-2,1-2
2003-09-12,Burghausen,Ahlen,0-1,0-0
2003-09-12,Duisburg,Union Berlin,1-0,1-0
2003-09-12,Mainz,Oberhausen,2-0,1-0
2003-09-14,Cottbus,Osnabruck,3-0,2-0
2003-09-14,Erzgebirge Aue,Nürnberg,3-3,1-2
2003-09-14,Greuther Fürth,Aachen,7-1,4-1
2003-09-14,Lubeck,Ein Trier,2-2,0-1
2003-09-14,Unterhaching,Regensburg,2-2,1-2
2003-09-15,Bielefeld,Karlsruhe,3-1,2-0
2003-09-19,Aachen,Duisburg,2-1,2-0
2003-09-19,Regensburg,Bielefeld,1-2,1-2
2003-09-19,Union Berlin,Lubeck,1-2,0-0
2003-09-21,Ahlen,Mainz,1-3,0-1
2003-09-21,Ein Trier,Unterhaching,2-1,1-0
2003-09-21,Karlsruhe,Burghausen,0-0,0-0
2003-09-21,Oberhausen,Cottbus,0-0,0-0
2003-09-21,Osnabruck,Erzgebirge Aue,0-1,0-0
2003-09-22,Nürnberg,Greuther Fürth,1-1,1-0
2003-09-26,Cottbus,Ahlen,3-2,2-0
2003-09-26,Lubeck,Aachen,3-5,1-3
2003-09-26,Unterhaching,Union Berlin,1-1,1-0
2003-09-28,Bielefeld,Burghausen,3-1,1-1
2003-09-28,Duisburg,Nürnberg,2-1,1-0
2003-09-28,Erzgebirge Aue,Oberhausen,1-1,1-1
2003-09-28,Greuther Fürth,Osnabruck,1-1,0-0
2003-09-28,Regensburg,Ein Trier,2-1,1-1
2003-09-29,Mainz,Karlsruhe,1-1,0-0
2003-10-03,Ein Trier,Bielefeld,2-3,1-2
2003-10-03,Karlsruhe,Cottbus,3-1,0-1
2003-10-03,Osnabruck,Duisburg,2-2,1-1
2003-10-05,Ahlen,Erzgebirge Aue,1-0,0-0
2003-10-05,Burghausen,Mainz,2-0,1-0
2003-10-05,Nürnberg,Lubeck,1-2,1-0
2003-10-05,Oberhausen,Greuther Fürth,3-1,2-0
2003-10-05,Union Berlin,Regensburg,2-2,1-0
2003-10-06,Aachen,Unterhaching,5-1,2-1
2003-10-17,Duisburg,Oberhausen,1-1,0-1
2003-10-17,Ein Trier,Union Berlin,1-1,0-1
2003-10-17,Lubeck,Osnabruck,1-1,1-1
2003-10-19,Bielefeld,Mainz,1-0,1-0
2003-10-19,Cottbus,Burghausen,2-1,0-1
2003-10-19,Erzgebirge Aue,Karlsruhe,2-0,1-0
2003-10-19,Greuther Fürth,Ahlen,2-0,2-0
2003-10-19,Regensburg,Aachen,1-2,1-1
2003-10-20,Unterhaching,Nürnberg,1-1,0-0
2003-10-24,Burghausen,Erzgebirge Aue,2-0,0-0
2003-10-24,Nürnberg,Regensburg,3-2,2-0
2003-10-24,Oberhausen,Lubeck,3-3,2-2
2003-10-26,Aachen,Ein Trier,2-0,1-0
2003-10-26,Ahlen,Duisburg,2-3,1-0
2003-10-26,Karlsruhe,Greuther Fürth,1-0,0-0
2003-10-26,Osnabruck,Unterhaching,2-1,1-1
