Date,Team 1,Team 2,FT,HT
2003-08-01,Bayern München,Ein Frankfurt,3-1,3-0
2003-08-02,Hamburg,Hannover,0-3,0-1
2003-08-02,Hertha,Werder Bremen,0-3,0-2
2003-08-02,Kaiserslautern,München 1860,0-1,0-1
2003-08-02,Leverkusen,Freiburg,4-1,3-1
2003-08-02,Schalke 04,Dortmund,2-2,1-0
2003-08-02,Wolfsburg,Bochum,3-2,2-2
2003-08-03,Hansa Rostock,Stuttgart,0-2,0-0
2003-08-03,M'gladbach,FC Köln,1-0,0-0
2003-08-09,Bochum,Hamburg,1-1,1-1
2003-08-09,Dortmund,Wolfsburg,4-0,1-0
2003-08-09,FC Köln,Kaiserslautern,1-2,1-1
2003-08-09,Freiburg,Hansa Rostock,2-2,0-2
2003-08-09,Hannover,Bayern München,3-3,3-1
2003-08-09,München 1860,Schalke 04,1-1,1-0
2003-08-09,Werder Bremen,M'gladbach,1-1,0-0
2003-08-10,Ein Frankfurt,Leverkusen,1-2,1-0
2003-08-10,Stuttgart,Hertha,0-0,0-0
2003-08-16,Bayern München,Bochum,2-0,2-0
2003-08-16,Dortmund,München 1860,3-1,0-0
2003-08-16,Hansa Rostock,Ein Frankfurt,3-0,1-0
2003-08-16,Hertha,Freiburg,0-0,0-0
2003-08-16,Kaiserslautern,Werder Bremen,0-1,0-0
2003-08-16,Leverkusen,Hannover,4-0,2-0
2003-08-16,M'gladbach,Stuttgart,0-1,0-1
2003-08-17,Schalke 04,FC Köln,2-1,1-0
2003-08-17,Wolfsburg,Hamburg,5-1,0-0
2003-08-23,Bochum,Leverkusen,1-0,0-0
2003-08-23,Ein Frankfurt,Hertha,0-0,0-0
2003-08-23,FC Köln,Dortmund,1-0,0-0
2003-08-23,Freiburg,M'gladbach,4-1,3-0
2003-08-23,München 1860,Wolfsburg,1-0,0-0
2003-08-23,Stuttgart,Kaiserslautern,2-0,2-0
2003-08-23,Werder Bremen,Schalke 04,4-1,3-0
2003-08-24,Hamburg,Bayern München,0-2,0-1
2003-08-27,Hannover,Hansa Rostock,3-3,1-1
2003-09-13,Dortmund,Werder Bremen,2-1,1-1
2003-09-13,Hansa Rostock,Bochum,0-2,0-0
2003-09-13,Hertha,Hannover,2-3,2-1
2003-09-13,Leverkusen,Hamburg,1-0,1-0
2003-09-13,München 1860,FC Köln,2-1,1-0
2003-09-13,Schalke 04,Stuttgart,0-0,0-0
2003-09-13,Wolfsburg,Bayern München,3-2,1-0
2003-09-14,Kaiserslautern,Freiburg,2-2,2-2
2003-09-14,M'gladbach,Ein Frankfurt,0-2,0-1
2003-09-20,Bayern München,Leverkusen,3-3,1-2
2003-09-20,Bochum,Hertha,2-2,1-1
2003-09-20,FC Köln,Wolfsburg,2-3,1-2
2003-09-20,Freiburg,Schalke 04,2-1,2-1
2003-09-20,Hannover,M'gladbach,2-0,1-0
2003-09-20,Stuttgart,Dortmund,1-0,0-0
2003-09-20,Werder Bremen,München 1860,2-1,0-0
2003-09-21,Ein Frankfurt,Kaiserslautern,1-3,0-1
2003-09-21,Hamburg,Hansa Rostock,2-1,0-1
2003-09-27,Dortmund,Freiburg,1-0,0-0
2003-09-27,FC Köln,Werder Bremen,1-4,0-2
