Matchday,Date,Team 1,FT,Team 2
11,Tue Nov 7 2006,Borussia Dortmund,0-0,Alemannia Aachen
11,Tue Nov 7 2006,1. FSV Mainz 05,1-2,VfL Wolfsburg
11,Tue Nov 7 2006,1. FC Nürnberg,1-2,Werder Bremen
11,Tue Nov 7 2006,VfB Stuttgart,2-0,Hamburger SV
11,Wed Nov 8 2006,Bayern München,0-1,Hannover 96
11,Wed Nov 8 2006,Arminia Bielefeld,2-2,Hertha BSC
11,Wed Nov 8 2006,VfL Bochum,1-3,Bayer 04 Leverkusen
11,Wed Nov 8 2006,Energie Cottbus,0-1,Eintracht Frankfurt
11,Wed Nov 8 2006,Bor. Mönchengladbach,0-2,FC Schalke 04
12,Fri Nov 10 2006,Werder Bremen,1-3,Borussia Dortmund
12,Sat Nov 11 2006,Eintracht Frankfurt,0-3,Arminia Bielefeld
12,Sat Nov 11 2006,Hamburger SV,1-1,Bor. Mönchengladbach
12,Sat Nov 11 2006,Hertha BSC,3-3,VfL Bochum
12,Sat Nov 11 2006,Bayer 04 Leverkusen,2-3,Bayern München
12,Sat Nov 11 2006,FC Schalke 04,4-0,1. FSV Mainz 05
12,Sat Nov 11 2006,VfL Wolfsburg,0-0,Energie Cottbus
12,Sun Nov 12 2006,Alemannia Aachen,1-1,1. FC Nürnberg
12,Sun Nov 12 2006,Hannover 96,1-2,VfB Stuttgart
13,Fri Nov 17 2006,VfL Bochum,4-3,Eintracht Frankfurt
13,Sat Nov 18 2006,Alemannia Aachen,2-2,Werder Bremen
13,Sat Nov 18 2006,Bayern München,2-1,VfB Stuttgart
13,Sat Nov 18 2006,Energie Cottbus,2-4,FC Schalke 04
13,Sat Nov 18 2006,Borussia Dortmund,1-2,Hertha BSC
13,Sat Nov 18 2006,1. FSV Mainz 05,0-0,Hamburger SV
13,Sat Nov 18 2006,1. FC Nürnberg,3-2,Bayer 04 Leverkusen
13,Sun Nov 19 2006,Arminia Bielefeld,0-0,VfL Wolfsburg
13,Sun Nov 19 2006,Bor. Mönchengladbach,0-1,Hannover 96
14,Fri Nov 24 2006,FC Schalke 04,2-1,VfL Bochum
14,Sat Nov 25 2006,Eintracht Frankfurt,1-1,Borussia Dortmund
14,Sat Nov 25 2006,Hamburger SV,1-2,Bayern München
14,Sat Nov 25 2006,Hannover 96,1-0,1. FSV Mainz 05
14,Sat Nov 25 2006,Hertha BSC,2-1,Alemannia Aachen
14,Sat Nov 25 2006,Werder Bremen,3-0,Arminia Bielefeld
14,Sat Nov 25 2006,VfL Wolfsburg,1-1,1. FC Nürnberg
14,Sun Nov 26 2006,Bayer 04 Leverkusen,3-1,Energie Cottbus
14,Sun Nov 26 2006,VfB Stuttgart,1-0,Bor. Mönchengladbach
15,Fri Dec 1 2006,1. FSV Mainz 05,0-0,VfB Stuttgart
15,Sat Dec 2 2006,Bayern München,1-1,Bor. Mönchengladbach
15,Sat Dec 2 2006,Arminia Bielefeld,0-0,Bayer 04 Leverkusen
15,Sat Dec 2 2006,VfL Bochum,2-1,Hamburger SV
15,Sat Dec 2 2006,Energie Cottbus,0-1,Hannover 96
15,Sat Dec 2 2006,Borussia Dortmund,1-0,VfL Wolfsburg
15,Sat Dec 2 2006,Werder Bremen,3-1,Hertha BSC
15,Sun Dec 3 2006,Alemannia Aachen,2-3,Eintracht Frankfurt
15,Sun Dec 3 2006,1. FC Nürnberg,0-0,FC Schalke 04
16,Fri Dec 8 2006,Bayer 04 Leverkusen,2-1,Hertha BSC
16,Sat Dec 9 2006,Bayern München,2-1,Energie Cottbus
16,Sat Dec 9 2006,Eintracht Frankfurt,2-6,Werder Bremen
16,Sat Dec 9 2006,Hamburger SV,0-0,1. FC Nürnberg
16,Sat Dec 9 2006,Hannover 96,1-1,Arminia Bielefeld
16,Sat Dec 9 2006,Bor. Mönchengladbach,1-1,1. FSV Mainz 05
16,Sat Dec 9 2006,VfB Stuttgart,1-0,VfL Bochum
16,Sun Dec 10 2006,FC Schalke 04,3-1,Borussia Dortmund
16,Sun Dec 10 2006,VfL Wolfsburg,1-2,Alemannia Aachen
17,Fri Dec 15 2006,VfL Bochum,2-0,Bor. Mönchengladbach
17,Sat Dec 16 2006,Alemannia Aachen,3-3,Hamburger SV
17,Sat Dec 16 2006,Arminia Bielefeld,0-1,FC Schalke 04
17,Sat Dec 16 2006,Energie Cottbus,0-0,VfB Stuttgart
17,Sat Dec 16 2006,Hertha BSC,1-0,Eintracht Frankfurt
17,Sat Dec 16 2006,1. FSV Mainz 05,0-4,Bayern München
17,Sat Dec 16 2006,1. FC Nürnberg,3-1,Hannover 96
17,Sun Dec 17 2006,Borussia Dortmund,1-2,Bayer 04 Leverkusen
17,Sun Dec 17 2006,Werder Bremen,2-1,VfL Wolfsburg
18,Fri Jan 26 2007,Borussia Dortmund,3-2,Bayern München
18,Sat Jan 27 2007,Arminia Bielefeld,1-1,Hamburger SV
18,Sat Jan 27 2007,VfL Bochum,0-1,1. FSV Mainz 05
18,Sat Jan 27 2007,Energie Cottbus,3-1,Bor. Mönchengladbach
18,Sat Jan 27 2007,Eintracht Frankfurt,1-3,FC Schalke 04
18,Sat Jan 27 2007,Hertha BSC,2-1,VfL Wolfsburg
18,Sat Jan 27 2007,1. FC Nürnberg,4-1,VfB Stuttgart
18,Sun Jan 28 2007,Alemannia Aachen,2-3,Bayer 04 Leverkusen
18,Sun Jan 28 2007,Werder Bremen,3-0,Hannover 96
19,Tue Jan 30 2007,Bayern München,0-0,VfL Bochum
19,Tue Jan 30 2007,Bor. Mönchengladbach,0-0,1. FC Nürnberg
19,Tue Jan 30 2007,VfB Stuttgart,3-2,Arminia Bielefeld
19,Tue Jan 30 2007,VfL Wolfsburg,2-2,Eintracht Frankfurt
19,Wed Jan 31 2007,Hamburger SV,1-1,Energie Cottbus
19,Wed Jan 31 2007,Hannover 96,5-0,Hertha BSC
19,Wed Jan 31 2007,Bayer 04 Leverkusen,0-2,Werder Bremen
19,Wed Jan 31 2007,1. FSV Mainz 05,1-0,Borussia Dortmund
19,Wed Jan 31 2007,FC Schalke 04,2-1,Alemannia Aachen
20,Fri Feb 2 2007,1. FC Nürnberg,3-0,Bayern München
20,Sat Feb 3 2007,Alemannia Aachen,1-4,Hannover 96
20,Sat Feb 3 2007,Arminia Bielefeld,0-2,Bor. Mönchengladbach
20,Sat Feb 3 2007,Energie Cottbus,0-0,VfL Bochum
20,Sat Feb 3 2007,Eintracht Frankfurt,0-0,1. FSV Mainz 05
20,Sat Feb 3 2007,Hertha BSC,2-1,Hamburger SV
20,Sat Feb 3 2007,VfL Wolfsburg,3-2,Bayer 04 Leverkusen
20,Sun Feb 4 2007,Borussia Dortmund,0-1,VfB Stuttgart
20,Sun Feb 4 2007,Werder Bremen,0-2,FC Schalke 04
21,Fri Feb 9 2007,Hannover 96,2-2,VfL Wolfsburg
21,Sat Feb 10 2007,Hamburger SV,3-0,Borussia Dortmund
21,Sat Feb 10 2007,Bayer 04 Leverkusen,2-2,Eintracht Frankfurt
21,Sat Feb 10 2007,1. FSV Mainz 05,4-1,Energie Cottbus
21,Sat Feb 10 2007,Bor. Mönchengladbach,0-0,Alemannia Aachen
21,Sat Feb 10 2007,FC Schalke 04,2-0,Hertha BSC
21,Sat Feb 10 2007,VfB Stuttgart,4-1,Werder Bremen
21,Sun Feb 11 2007,Bayern München,1-0,Arminia Bielefeld
21,Sun Feb 11 2007,VfL Bochum,0-2,1. FC Nürnberg
22,Fri Feb 16 2007,Eintracht Frankfurt,0-4,VfB Stuttgart
22,Sat Feb 17 2007,Alemannia Aachen,1-0,Bayern München
22,Sat Feb 17 2007,Borussia Dortmund,1-0,Bor. Mönchengladbach
22,Sat Feb 17 2007,Hertha BSC,1-2,1. FSV Mainz 05
22,Sat Feb 17 2007,Bayer 04 Leverkusen,0-1,Hannover 96
22,Sat Feb 17 2007,Werder Bremen,0-2,Hamburger SV
22,Sat Feb 17 2007,VfL Wolfsburg,2-2,FC Schalke 04
22,Sun Feb 18 2007,Arminia Bielefeld,1-3,VfL Bochum
22,Sun Feb 18 2007,1. FC Nürnberg,1-0,Energie Cottbus
23,Fri Feb 23 2007,VfB Stuttgart,0-0,Hertha BSC
23,Sat Feb 24 2007,Bayern München,2-1,VfL Wolfsburg
23,Sat Feb 24 2007,VfL Bochum,2-2,Alemannia Aachen
23,Sat Feb 24 2007,Energie Cottbus,2-1,Arminia Bielefeld
23,Sat Feb 24 2007,Hamburger SV,3-1,Eintracht Frankfurt
23,Sat Feb 24 2007,Hannover 96,4-2,Borussia Dortmund
23,Sat Feb 24 2007,1. FSV Mainz 05,2-1,1. FC Nürnberg
23,Sun Feb 25 2007,Bor. Mönchengladbach,2-2,Werder Bremen
23,Sun Feb 25 2007,FC Schalke 04,0-1,Bayer 04 Leverkusen
24,Fri Mar 2 2007,FC Schalke 04,0-2,Hamburger SV
24,Sat Mar 3 2007,Arminia Bielefeld,3-2,1. FC Nürnberg
24,Sat Mar 3 2007,Eintracht Frankfurt,2-0,Hannover 96
24,Sat Mar 3 2007,Hertha BSC,2-3,Bayern München
24,Sat Mar 3 2007,Bayer 04 Leverkusen,3-1,VfB Stuttgart
24,Sat Mar 3 2007,Werder Bremen,3-0,VfL Bochum
24,Sat Mar 3 2007,VfL Wolfsburg,1-0,Bor. Mönchengladbach
24,Sun Mar 4 2007,Alemannia Aachen,2-1,1. FSV Mainz 05
24,Sun Mar 4 2007,Borussia Dortmund,2-3,Energie Cottbus
25,Fri Mar 9 2007,1. FC Nürnberg,2-2,Eintracht Frankfurt
25,Sat Mar 10 2007,VfL Bochum,2-0,Borussia Dortmund
25,Sat Mar 10 2007,Energie Cottbus,0-2,Alemannia Aachen
25,Sat Mar 10 2007,Hannover 96,1-1,FC Schalke 04
25,Sat Mar 10 2007,1. FSV Mainz 05,1-0,Arminia Bielefeld
25,Sat Mar 10 2007,Bor. Mönchengladbach,3-1,Hertha BSC
25,Sat Mar 10 2007,VfB Stuttgart,0-0,VfL Wolfsburg
25,Sun Mar 11 2007,Bayern München,1-1,Werder Bremen
25,Sun Mar 11 2007,Hamburger SV,0-0,Bayer 04 Leverkusen
26,Fri Mar 16 2007,Hertha BSC,0-1,Energie Cottbus
26,Sat Mar 17 2007,Alemannia Aachen,2-0,Arminia Bielefeld
26,Sat Mar 17 2007,Borussia Dortmund,0-0,1. FC Nürnberg
26,Sat Mar 17 2007,Eintracht Frankfurt,1-0,Bayern München
26,Sat Mar 17 2007,Hannover 96,0-0,Hamburger SV
26,Sat Mar 17 2007,FC Schalke 04,1-0,VfB Stuttgart
26,Sat Mar 17 2007,VfL Wolfsburg,3-1,VfL Bochum
26,Sun Mar 18 2007,Bayer 04 Leverkusen,1-0,Bor. Mönchengladbach
26,Sun Mar 18 2007,Werder Bremen,2-0,1. FSV Mainz 05
27,Fri Mar 30 2007,Arminia Bielefeld,1-0,Borussia Dortmund
27,Sat Mar 31 2007,Bayern München,2-0,FC Schalke 04
27,Sat Mar 31 2007,Energie Cottbus,0-0,Werder Bremen
27,Sat Mar 31 2007,1. FSV Mainz 05,1-3,Bayer 04 Leverkusen
27,Sat Mar 31 2007,Bor. Mönchengladbach,1-1,Eintracht Frankfurt
27,Sat Mar 31 2007,1. FC Nürnberg,2-1,Hertha BSC
27,Sat Mar 31 2007,VfB Stuttgart,3-1,Alemannia Aachen
27,Sun Apr 1 2007,VfL Bochum,2-0,Hannover 96
27,Sun Apr 1 2007,Hamburger SV,1-0,VfL Wolfsburg
28,Sat Apr 7 2007,Alemannia Aachen,1-4,Borussia Dortmund
28,Sat Apr 7 2007,Eintracht Frankfurt,1-3,Energie Cottbus
28,Sat Apr 7 2007,Hamburger SV,2-4,VfB Stuttgart
28,Sat Apr 7 2007,Hannover 96,1-2,Bayern München
28,Sat Apr 7 2007,Hertha BSC,1-1,Arminia Bielefeld
28,Sat Apr 7 2007,FC Schalke 04,2-0,Bor. Mönchengladbach
28,Sat Apr 7 2007,VfL Wolfsburg,3-2,1. FSV Mainz 05
28,Sun Apr 8 2007,Bayer 04 Leverkusen,1-4,VfL Bochum
28,Sun Apr 8 2007,Werder Bremen,1-0,1. FC Nürnberg
29,Fri Apr 13 2007,Bor. Mönchengladbach,0-1,Hamburger SV
29,Sat Apr 14 2007,Arminia Bielefeld,2-4,Eintracht Frankfurt
29,Sat Apr 14 2007,VfL Bochum,1-3,Hertha BSC
29,Sat Apr 14 2007,Energie Cottbus,3-2,VfL Wolfsburg
29,Sat Apr 14 2007,1. FSV Mainz 05,0-3,FC Schalke 04
29,Sat Apr 14 2007,1. FC Nürnberg,1-0,Alemannia Aachen
29,Sat Apr 14 2007,VfB Stuttgart,2-1,Hannover 96
29,Sun Apr 15 2007,Bayern München,2-1,Bayer 04 Leverkusen
29,Sun Apr 15 2007,Borussia Dortmund,0-2,Werder Bremen
30,Fri Apr 20 2007,Werder Bremen,3-1,Alemannia Aachen
30,Sat Apr 21 2007,Eintracht Frankfurt,0-3,VfL Bochum
30,Sat Apr 21 2007,Hertha BSC,0-1,Borussia Dortmund
30,Sat Apr 21 2007,Bayer 04 Leverkusen,2-0,1. FC Nürnberg
30,Sat Apr 21 2007,FC Schalke 04,2-0,Energie Cottbus
30,Sat Apr 21 2007,VfB Stuttgart,2-0,Bayern München
30,Sat Apr 21 2007,VfL Wolfsburg,2-3,Arminia Bielefeld
30,Sun Apr 22 2007,Hamburger SV,2-2,1. FSV Mainz 05
30,Sun Apr 22 2007,Hannover 96,1-0,Bor. Mönchengladbach
31,Fri Apr 27 2007,VfL Bochum,2-1,FC Schalke 04
31,Sat Apr 28 2007,Alemannia Aachen,0-4,Hertha BSC
31,Sat Apr 28 2007,Bayern München,1-2,Hamburger SV
31,Sat Apr 28 2007,Borussia Dortmund,2-0,Eintracht Frankfurt
31,Sat Apr 28 2007,1. FSV Mainz 05,1-2,Hannover 96
31,Sat Apr 28 2007,Bor. Mönchengladbach,0-1,VfB Stuttgart
31,Sat Apr 28 2007,1. FC Nürnberg,1-1,VfL Wolfsburg
31,Sun Apr 29 2007,Arminia Bielefeld,3-2,Werder Bremen
31,Sun Apr 29 2007,Energie Cottbus,2-1,Bayer 04 Leverkusen
32,Fri May 4 2007,Hannover 96,2-0,Energie Cottbus
32,Sat May 5 2007,Eintracht Frankfurt,4-0,Alemannia Aachen
32,Sat May 5 2007,Hamburger SV,0-3,VfL Bochum
32,Sat May 5 2007,Bor. Mönchengladbach,1-1,Bayern München
32,Sat May 5 2007,FC Schalke 04,1-0,1. FC Nürnberg
32,Sat May 5 2007,VfB Stuttgart,2-0,1. FSV Mainz 05
32,Sat May 5 2007,VfL Wolfsburg,0-2,Borussia Dortmund
32,Sun May 6 2007,Hertha BSC,1-4,Werder Bremen
32,Sun May 6 2007,Bayer 04 Leverkusen,1-2,Arminia Bielefeld
33,Sat May 12 2007,Alemannia Aachen,2-2,VfL Wolfsburg
33,Sat May 12 2007,Arminia Bielefeld,3-1,Hannover 96
33,Sat May 12 2007,VfL Bochum,2-3,VfB Stuttgart
33,Sat May 12 2007,Energie Cottbus,0-3,Bayern München
33,Sat May 12 2007,Borussia Dortmund,2-0,FC Schalke 04
33,Sat May 12 2007,Hertha BSC,2-3,Bayer 04 Leverkusen
33,Sat May 12 2007,1. FSV Mainz 05,3-0,Bor. Mönchengladbach
33,Sat May 12 2007,1. FC Nürnberg,0-2,Hamburger SV
33,Sat May 12 2007,Werder Bremen,1-2,Eintracht Frankfurt
34,Sat May 19 2007,Bayern München,5-2,1. FSV Mainz 05
34,Sat May 19 2007,Eintracht Frankfurt,1-2,Hertha BSC
34,Sat May 19 2007,Hamburger SV,4-0,Alemannia Aachen
34,Sat May 19 2007,Hannover 96,0-3,1. FC Nürnberg
34,Sat May 19 2007,Bayer 04 Leverkusen,2-1,Borussia Dortmund
34,Sat May 19 2007,Bor. Mönchengladbach,0-2,VfL Bochum
34,Sat May 19 2007,FC Schalke 04,2-1,Arminia Bielefeld
34,Sat May 19 2007,VfB Stuttgart,2-1,Energie Cottbus
34,Sat May 19 2007,VfL Wolfsburg,0-2,Werder Bremen
