Matchday,Date,Team 1,FT,Team 2
1,Sat Jul 26 2014,1. FSV Mainz 05 II,1-2,Arminia Bielefeld
1,Sat Jul 26 2014,FC Rot-Weiß Erfurt,1-2,Borussia Dortmund II
1,Sat Jul 26 2014,SV Wehen Wiesbaden,2-1,Stuttgarter Kickers
1,Sat Jul 26 2014,SSV Jahn Regensburg,3-1,MSV Duisburg
1,Sat Jul 26 2014,VfL Osnabrück,1-3,Energie Cottbus
1,Sat Jul 26 2014,Dynamo Dresden,2-1,VfB Stuttgart II
1,Sat Jul 26 2014,Hallescher FC,0-3,Chemnitzer FC
1,Sat Jul 26 2014,Holstein Kiel,0-0,SpVgg Unterhaching
1,Sun Jul 27 2014,SG Großaspach,2-1,Fortuna Köln
1,Sun Jul 27 2014,Preußen Münster,3-4,Hansa Rostock
2,Sat Aug 2 2014,Arminia Bielefeld,1-5,Hallescher FC
2,Sat Aug 2 2014,Hansa Rostock,1-1,FC Rot-Weiß Erfurt
2,Sat Aug 2 2014,VfB Stuttgart II,0-3,Preußen Münster
2,Sat Aug 2 2014,SpVgg Unterhaching,3-3,SV Wehen Wiesbaden
2,Sat Aug 2 2014,Chemnitzer FC,2-0,VfL Osnabrück
2,Sat Aug 2 2014,MSV Duisburg,1-1,SG Großaspach
2,Sat Aug 2 2014,Borussia Dortmund II,2-2,Holstein Kiel
2,Sat Aug 2 2014,Fortuna Köln,2-2,1. FSV Mainz 05 II
2,Sat Aug 2 2014,Stuttgarter Kickers,3-1,SSV Jahn Regensburg
2,Sun Aug 3 2014,Energie Cottbus,1-3,Dynamo Dresden
3,Tue Aug 5 2014,Chemnitzer FC,0-0,Arminia Bielefeld
3,Tue Aug 5 2014,SSV Jahn Regensburg,0-2,SpVgg Unterhaching
3,Tue Aug 5 2014,SG Großaspach,1-1,Stuttgarter Kickers
3,Tue Aug 5 2014,SV Wehen Wiesbaden,1-0,Borussia Dortmund II
3,Tue Aug 5 2014,FC Rot-Weiß Erfurt,3-1,VfB Stuttgart II
3,Wed Aug 6 2014,VfL Osnabrück,2-2,Dynamo Dresden
3,Wed Aug 6 2014,1. FSV Mainz 05 II,3-4,MSV Duisburg
3,Wed Aug 6 2014,Hallescher FC,0-2,Fortuna Köln
3,Wed Aug 6 2014,Preußen Münster,0-0,Energie Cottbus
3,Wed Aug 6 2014,Holstein Kiel,2-0,Hansa Rostock
4,Sat Aug 9 2014,Energie Cottbus,0-0,FC Rot-Weiß Erfurt
4,Sat Aug 9 2014,SpVgg Unterhaching,3-1,SG Großaspach
4,Sat Aug 9 2014,MSV Duisburg,1-1,Hallescher FC
