Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 22 2014,Bayern München,2-1,VfL Wolfsburg
1,Sat Aug 23 2014,1. FC Köln,0-0,Hamburger SV
1,Sat Aug 23 2014,TSG 1899 Hoffenheim,2-0,FC Augsburg
1,Sat Aug 23 2014,Hertha BSC,2-2,Werder Bremen
1,Sat Aug 23 2014,Hannover 96,2-1,FC Schalke 04
1,Sat Aug 23 2014,Eintracht Frankfurt,1-0,SC Freiburg
1,Sat Aug 23 2014,Borussia Dortmund,0-2,Bayer 04 Leverkusen
1,Sun Aug 24 2014,SC Paderborn 07,2-2,1. FSV Mainz 05
1,Sun Aug 24 2014,Bor. Mönchengladbach,1-1,VfB Stuttgart
2,Fri Aug 29 2014,FC Augsburg,2-3,Borussia Dortmund
2,Sat Aug 30 2014,Bayer 04 Leverkusen,4-2,Hertha BSC
2,Sat Aug 30 2014,Hamburger SV,0-3,SC Paderborn 07
2,Sat Aug 30 2014,VfB Stuttgart,0-2,1. FC Köln
2,Sat Aug 30 2014,VfL Wolfsburg,2-2,Eintracht Frankfurt
2,Sat Aug 30 2014,Werder Bremen,1-1,TSG 1899 Hoffenheim
2,Sat Aug 30 2014,FC Schalke 04,1-1,Bayern München
2,Sun Aug 31 2014,1. FSV Mainz 05,0-0,Hannover 96
2,Sun Aug 31 2014,SC Freiburg,0-0,Bor. Mönchengladbach
3,Fri Sep 12 2014,Bayer 04 Leverkusen,3-3,Werder Bremen
3,Sat Sep 13 2014,Borussia Dortmund,3-1,SC Freiburg
3,Sat Sep 13 2014,TSG 1899 Hoffenheim,1-1,VfL Wolfsburg
3,Sat Sep 13 2014,SC Paderborn 07,0-0,1. FC Köln
3,Sat Sep 13 2014,Hertha BSC,1-3,1. FSV Mainz 05
3,Sat Sep 13 2014,Bayern München,2-0,VfB Stuttgart
3,Sat Sep 13 2014,Bor. Mönchengladbach,4-1,FC Schalke 04
3,Sun Sep 14 2014,Eintracht Frankfurt,0-1,FC Augsburg
3,Sun Sep 14 2014,Hannover 96,2-0,Hamburger SV
4,Fri Sep 19 2014,SC Freiburg,2-2,Hertha BSC
4,Sat Sep 20 2014,VfB Stuttgart,0-2,TSG 1899 Hoffenheim
4,Sat Sep 20 2014,SC Paderborn 07,2-0,Hannover 96
4,Sat Sep 20 2014,FC Schalke 04,2-2,Eintracht Frankfurt
4,Sat Sep 20 2014,FC Augsburg,4-2,Werder Bremen
4,Sat Sep 20 2014,Hamburger SV,0-0,Bayern München
4,Sat Sep 20 2014,1. FSV Mainz 05,2-0,Borussia Dortmund
4,Sun Sep 21 2014,VfL Wolfsburg,4-1,Bayer 04 Leverkusen
4,Sun Sep 21 2014,1. FC Köln,0-0,Bor. Mönchengladbach
5,Tue Sep 23 2014,Bayern München,4-0,SC Paderborn 07
5,Tue Sep 23 2014,TSG 1899 Hoffenheim,3-3,SC Freiburg
5,Tue Sep 23 2014,Eintracht Frankfurt,2-2,1. FSV Mainz 05
5,Tue Sep 23 2014,Werder Bremen,0-3,FC Schalke 04
5,Wed Sep 24 2014,Hannover 96,1-0,1. FC Köln
5,Wed Sep 24 2014,Borussia Dortmund,2-2,VfB Stuttgart
5,Wed Sep 24 2014,Bayer 04 Leverkusen,1-0,FC Augsburg
5,Wed Sep 24 2014,Bor. Mönchengladbach,1-0,Hamburger SV
5,Wed Sep 24 2014,Hertha BSC,1-0,VfL Wolfsburg
6,Fri Sep 26 2014,1. FSV Mainz 05,0-0,TSG 1899 Hoffenheim
6,Sat Sep 27 2014,SC Freiburg,0-0,Bayer 04 Leverkusen
6,Sat Sep 27 2014,VfB Stuttgart,1-0,Hannover 96
6,Sat Sep 27 2014,FC Schalke 04,2-1,Borussia Dortmund
6,Sat Sep 27 2014,1. FC Köln,0-2,Bayern München
6,Sat Sep 27 2014,SC Paderborn 07,1-2,Bor. Mönchengladbach
6,Sat Sep 27 2014,VfL Wolfsburg,2-1,Werder Bremen
6,Sun Sep 28 2014,FC Augsburg,1-0,Hertha BSC
6,Sun Sep 28 2014,Hamburger SV,1-2,Eintracht Frankfurt
7,Fri Oct 3 2014,Hertha BSC,3-2,VfB Stuttgart
7,Sat Oct 4 2014,Bayern München,4-0,Hannover 96
7,Sat Oct 4 2014,Werder Bremen,1-1,SC Freiburg
7,Sat Oct 4 2014,TSG 1899 Hoffenheim,2-1,FC Schalke 04
7,Sat Oct 4 2014,Bayer 04 Leverkusen,2-2,SC Paderborn 07
7,Sat Oct 4 2014,Borussia Dortmund,0-1,Hamburger SV
7,Sat Oct 4 2014,Eintracht Frankfurt,3-2,1. FC Köln
7,Sun Oct 5 2014,VfL Wolfsburg,1-0,FC Augsburg
7,Sun Oct 5 2014,Bor. Mönchengladbach,1-1,1. FSV Mainz 05
8,Sat Oct 18 2014,1. FC Köln,2-1,Borussia Dortmund
8,Sat Oct 18 2014,VfB Stuttgart,3-3,Bayer 04 Leverkusen
8,Sat Oct 18 2014,Bayern München,6-0,Werder Bremen
8,Sat Oct 18 2014,1. FSV Mainz 05,2-1,FC Augsburg
8,Sat Oct 18 2014,SC Freiburg,1-2,VfL Wolfsburg
8,Sat Oct 18 2014,Hannover 96,0-3,Bor. Mönchengladbach
8,Sat Oct 18 2014,FC Schalke 04,2-0,Hertha BSC
8,Sun Oct 19 2014,Hamburger SV,1-1,TSG 1899 Hoffenheim
8,Sun Oct 19 2014,SC Paderborn 07,3-1,Eintracht Frankfurt
9,Fri Oct 24 2014,Werder Bremen,0-1,1. FC Köln
9,Sat Oct 25 2014,Hertha BSC,3-0,Hamburger SV
9,Sat Oct 25 2014,FC Augsburg,2-0,SC Freiburg
9,Sat Oct 25 2014,Borussia Dortmund,0-1,Hannover 96
9,Sat Oct 25 2014,TSG 1899 Hoffenheim,1-0,SC Paderborn 07
9,Sat Oct 25 2014,Eintracht Frankfurt,4-5,VfB Stuttgart
9,Sat Oct 25 2014,Bayer 04 Leverkusen,1-0,FC Schalke 04
9,Sun Oct 26 2014,VfL Wolfsburg,3-0,1. FSV Mainz 05
9,Sun Oct 26 2014,Bor. Mönchengladbach,0-0,Bayern München
10,Fri Oct 31 2014,FC Schalke 04,1-0,FC Augsburg
10,Sat Nov 1 2014,Hannover 96,1-0,Eintracht Frankfurt
10,Sat Nov 1 2014,1. FSV Mainz 05,1-2,Werder Bremen
10,Sat Nov 1 2014,VfB Stuttgart,0-4,VfL Wolfsburg
10,Sat Nov 1 2014,Hamburger SV,1-0,Bayer 04 Leverkusen
10,Sat Nov 1 2014,Bayern München,2-1,Borussia Dortmund
10,Sun Nov 2 2014,Bor. Mönchengladbach,3-1,TSG 1899 Hoffenheim
10,Sun Nov 2 2014,SC Paderborn 07,3-1,Hertha BSC
10,Sun Nov 2 2014,1. FC Köln,0-1,SC Freiburg
11,Fri Nov 7 2014,Hertha BSC,0-2,Hannover 96
11,Sat Nov 8 2014,TSG 1899 Hoffenheim,3-4,1. FC Köln
11,Sat Nov 8 2014,Eintracht Frankfurt,0-4,Bayern München
11,Sat Nov 8 2014,SC Freiburg,2-0,FC Schalke 04
11,Sat Nov 8 2014,FC Augsburg,3-0,SC Paderborn 07
11,Sat Nov 8 2014,Bayer 04 Leverkusen,0-0,1. FSV Mainz 05
11,Sat Nov 8 2014,Werder Bremen,2-0,VfB Stuttgart
11,Sun Nov 9 2014,VfL Wolfsburg,2-0,Hamburger SV
11,Sun Nov 9 2014,Borussia Dortmund,1-0,Bor. Mönchengladbach
12,Sat Nov 22 2014,SC Paderborn 07,2-2,Borussia Dortmund
12,Sat Nov 22 2014,Hannover 96,1-3,Bayer 04 Leverkusen
12,Sat Nov 22 2014,1. FSV Mainz 05,2-2,SC Freiburg
12,Sat Nov 22 2014,Bayern München,4-0,TSG 1899 Hoffenheim
12,Sat Nov 22 2014,Bor. Mönchengladbach,1-3,Eintracht Frankfurt
12,Sat Nov 22 2014,FC Schalke 04,3-2,VfL Wolfsburg
12,Sat Nov 22 2014,1. FC Köln,1-2,Hertha BSC
12,Sun Nov 23 2014,Hamburger SV,2-0,Werder Bremen
12,Sun Nov 23 2014,VfB Stuttgart,0-1,FC Augsburg
13,Fri Nov 28 2014,SC Freiburg,1-4,VfB Stuttgart
13,Sat Nov 29 2014,Hertha BSC,0-1,Bayern München
13,Sat Nov 29 2014,FC Augsburg,3-1,Hamburger SV
13,Sat Nov 29 2014,Werder Bremen,4-0,SC Paderborn 07
13,Sat Nov 29 2014,Bayer 04 Leverkusen,5-1,1. FC Köln
13,Sat Nov 29 2014,FC Schalke 04,4-1,1. FSV Mainz 05
13,Sat Nov 29 2014,TSG 1899 Hoffenheim,4-3,Hannover 96
13,Sun Nov 30 2014,VfL Wolfsburg,1-0,Bor. Mönchengladbach
13,Sun Nov 30 2014,Eintracht Frankfurt,2-0,Borussia Dortmund
14,Fri Dec 5 2014,Borussia Dortmund,1-0,TSG 1899 Hoffenheim
14,Sat Dec 6 2014,SC Paderborn 07,1-1,SC Freiburg
14,Sat Dec 6 2014,Hannover 96,1-3,VfL Wolfsburg
14,Sat Dec 6 2014,VfB Stuttgart,0-4,FC Schalke 04
14,Sat Dec 6 2014,1. FC Köln,1-2,FC Augsburg
14,Sat Dec 6 2014,Bor. Mönchengladbach,3-2,Hertha BSC
14,Sat Dec 6 2014,Bayern München,1-0,Bayer 04 Leverkusen
14,Sun Dec 7 2014,Hamburger SV,2-1,1. FSV Mainz 05
14,Sun Dec 7 2014,Eintracht Frankfurt,5-2,Werder Bremen
15,Fri Dec 12 2014,TSG 1899 Hoffenheim,3-2,Eintracht Frankfurt
15,Sat Dec 13 2014,FC Augsburg,0-4,Bayern München
15,Sat Dec 13 2014,Werder Bremen,3-3,Hannover 96
15,Sat Dec 13 2014,SC Freiburg,0-0,Hamburger SV
15,Sat Dec 13 2014,Hertha BSC,1-0,Borussia Dortmund
15,Sat Dec 13 2014,FC Schalke 04,1-2,1. FC Köln
15,Sat Dec 13 2014,1. FSV Mainz 05,1-1,VfB Stuttgart
15,Sun Dec 14 2014,Bayer 04 Leverkusen,1-1,Bor. Mönchengladbach
15,Sun Dec 14 2014,VfL Wolfsburg,1-1,SC Paderborn 07
16,Tue Dec 16 2014,Hamburger SV,0-1,VfB Stuttgart
