Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 1 2014,Fortuna Düsseldorf,2-2,Eintracht Braunschweig
1,Sat Aug 2 2014,RB Leipzig,0-0,VfR Aalen
1,Sat Aug 2 2014,FC St. Pauli,1-1,FC Ingolstadt 04
1,Sat Aug 2 2014,VfL Bochum,1-1,SpVgg Greuther Fürth
1,Sun Aug 3 2014,1. FC Heidenheim,2-1,FSV Frankfurt
1,Sun Aug 3 2014,Karlsruher SC,0-0,1. FC Union Berlin
1,Sun Aug 3 2014,1. FC Nürnberg,1-0,FC Erzgebirge Aue
1,Sun Aug 3 2014,SV Darmstadt 98,1-0,SV Sandhausen
1,Mon Aug 4 2014,1. FC Kaiserslautern,3-2,TSV 1860 München
2,Fri Aug 8 2014,FSV Frankfurt,2-3,Karlsruher SC
2,Fri Aug 8 2014,VfR Aalen,2-0,FC St. Pauli
2,Fri Aug 8 2014,1. FC Union Berlin,1-1,Fortuna Düsseldorf
2,Sat Aug 9 2014,FC Erzgebirge Aue,1-5,VfL Bochum
2,Sat Aug 9 2014,Eintracht Braunschweig,3-0,1. FC Heidenheim
2,Sun Aug 10 2014,FC Ingolstadt 04,2-2,SV Darmstadt 98
2,Sun Aug 10 2014,SV Sandhausen,1-1,1. FC Kaiserslautern
2,Sun Aug 10 2014,TSV 1860 München,0-3,RB Leipzig
2,Mon Aug 11 2014,SpVgg Greuther Fürth,5-1,1. FC Nürnberg
3,Fri Aug 22 2014,FC St. Pauli,2-1,SV Sandhausen
3,Fri Aug 22 2014,1. FC Heidenheim,2-2,TSV 1860 München
3,Fri Aug 22 2014,RB Leipzig,1-0,FC Erzgebirge Aue
3,Sat Aug 23 2014,1. FC Nürnberg,0-1,FSV Frankfurt
3,Sat Aug 23 2014,Fortuna Düsseldorf,0-2,Karlsruher SC
3,Sun Aug 24 2014,FC Ingolstadt 04,2-0,SpVgg Greuther Fürth
3,Sun Aug 24 2014,SV Darmstadt 98,2-0,VfR Aalen
3,Sun Aug 24 2014,1. FC Kaiserslautern,2-1,Eintracht Braunschweig
3,Mon Aug 25 2014,VfL Bochum,1-1,1. FC Union Berlin
4,Fri Aug 29 2014,VfR Aalen,2-2,1. FC Kaiserslautern
4,Fri Aug 29 2014,1. FC Union Berlin,0-4,1. FC Nürnberg
4,Fri Aug 29 2014,FSV Frankfurt,0-0,RB Leipzig
4,Sat Aug 30 2014,Karlsruher SC,1-1,1. FC Heidenheim
4,Sat Aug 30 2014,FC Erzgebirge Aue,0-3,Fortuna Düsseldorf
4,Sun Aug 31 2014,Eintracht Braunschweig,1-2,VfL Bochum
4,Sun Aug 31 2014,SV Sandhausen,0-3,FC Ingolstadt 04
4,Sun Aug 31 2014,TSV 1860 München,1-1,SV Darmstadt 98
4,Mon Sep 1 2014,SpVgg Greuther Fürth,3-0,FC St. Pauli
5,Fri Sep 12 2014,FC Ingolstadt 04,4-1,VfR Aalen
5,Fri Sep 12 2014,VfL Bochum,1-1,Karlsruher SC
5,Fri Sep 12 2014,1. FC Kaiserslautern,1-0,FSV Frankfurt
5,Sat Sep 13 2014,SV Darmstadt 98,2-0,FC Erzgebirge Aue
5,Sat Sep 13 2014,RB Leipzig,3-1,Eintracht Braunschweig
5,Sun Sep 14 2014,SV Sandhausen,1-0,SpVgg Greuther Fürth
5,Sun Sep 14 2014,1. FC Heidenheim,3-1,1. FC Union Berlin
5,Sun Sep 14 2014,FC St. Pauli,1-2,TSV 1860 München
5,Mon Sep 15 2014,1. FC Nürnberg,0-2,Fortuna Düsseldorf
6,Fri Sep 19 2014,FC Erzgebirge Aue,3-0,FC St. Pauli
6,Fri Sep 19 2014,Eintracht Braunschweig,2-0,SV Darmstadt 98
6,Fri Sep 19 2014,VfR Aalen,0-1,SV Sandhausen
6,Sat Sep 20 2014,TSV 1860 München,1-1,FC Ingolstadt 04
6,Sat Sep 20 2014,SpVgg Greuther Fürth,2-1,1. FC Kaiserslautern
6,Sat Sep 20 2014,FSV Frankfurt,1-5,VfL Bochum
6,Sun Sep 21 2014,Fortuna Düsseldorf,3-2,1. FC Heidenheim
6,Sun Sep 21 2014,Karlsruher SC,3-0,1. FC Nürnberg
6,Sun Sep 21 2014,1. FC Union Berlin,2-1,RB Leipzig
7,Tue Sep 23 2014,SV Sandhausen,1-0,TSV 1860 München
7,Tue Sep 23 2014,FC Ingolstadt 04,1-1,FC Erzgebirge Aue
7,Tue Sep 23 2014,FC St. Pauli,1-0,Eintracht Braunschweig
7,Tue Sep 23 2014,SpVgg Greuther Fürth,1-1,VfR Aalen
7,Wed Sep 24 2014,1. FC Kaiserslautern,1-0,1. FC Union Berlin
7,Wed Sep 24 2014,RB Leipzig,3-1,Karlsruher SC
7,Wed Sep 24 2014,1. FC Heidenheim,3-0,1. FC Nürnberg
7,Wed Sep 24 2014,SV Darmstadt 98,4-0,FSV Frankfurt
7,Thu Sep 25 2014,VfL Bochum,1-1,Fortuna Düsseldorf
8,Fri Sep 26 2014,TSV 1860 München,2-0,SpVgg Greuther Fürth
8,Fri Sep 26 2014,Eintracht Braunschweig,2-1,SV Sandhausen
8,Fri Sep 26 2014,FC Erzgebirge Aue,1-0,VfR Aalen
8,Sat Sep 27 2014,Karlsruher SC,0-1,FC Ingolstadt 04
8,Sat Sep 27 2014,1. FC Union Berlin,1-1,SV Darmstadt 98
8,Sun Sep 28 2014,Fortuna Düsseldorf,2-2,RB Leipzig
8,Sun Sep 28 2014,FSV Frankfurt,3-3,FC St. Pauli
8,Sun Sep 28 2014,1. FC Heidenheim,5-0,VfL Bochum
8,Mon Sep 29 2014,1. FC Nürnberg,3-2,1. FC Kaiserslautern
9,Fri Oct 3 2014,VfR Aalen,2-0,TSV 1860 München
9,Fri Oct 3 2014,SpVgg Greuther Fürth,2-0,FC Erzgebirge Aue
9,Fri Oct 3 2014,VfL Bochum,1-1,1. FC Nürnberg
9,Sat Oct 4 2014,FC St. Pauli,3-0,1. FC Union Berlin
9,Sat Oct 4 2014,1. FC Kaiserslautern,2-0,Karlsruher SC
9,Sun Oct 5 2014,FC Ingolstadt 04,1-0,Eintracht Braunschweig
9,Sun Oct 5 2014,SV Sandhausen,0-3,FSV Frankfurt
9,Sun Oct 5 2014,SV Darmstadt 98,1-4,Fortuna Düsseldorf
9,Mon Oct 6 2014,RB Leipzig,1-1,1. FC Heidenheim
10,Fri Oct 17 2014,VfL Bochum,1-1,SV Darmstadt 98
10,Fri Oct 17 2014,1. FC Heidenheim,1-1,1. FC Kaiserslautern
10,Fri Oct 17 2014,1. FC Nürnberg,1-0,RB Leipzig
10,Sat Oct 18 2014,Eintracht Braunschweig,2-2,SpVgg Greuther Fürth
10,Sat Oct 18 2014,1. FC Union Berlin,3-1,SV Sandhausen
10,Sun Oct 19 2014,FSV Frankfurt,0-1,FC Ingolstadt 04
10,Sun Oct 19 2014,Karlsruher SC,0-0,VfR Aalen
10,Sun Oct 19 2014,FC Erzgebirge Aue,4-1,TSV 1860 München
10,Mon Oct 20 2014,Fortuna Düsseldorf,1-0,FC St. Pauli
11,Fri Oct 24 2014,RB Leipzig,2-0,VfL Bochum
11,Fri Oct 24 2014,VfR Aalen,1-2,1. FC Union Berlin
11,Fri Oct 24 2014,SpVgg Greuther Fürth,2-5,FSV Frankfurt
11,Sat Oct 25 2014,1. FC Kaiserslautern,1-1,Fortuna Düsseldorf
11,Sat Oct 25 2014,FC St. Pauli,0-4,Karlsruher SC
11,Sun Oct 26 2014,TSV 1860 München,1-2,Eintracht Braunschweig
11,Sun Oct 26 2014,SV Sandhausen,1-1,FC Erzgebirge Aue
11,Sun Oct 26 2014,FC Ingolstadt 04,1-0,1. FC Heidenheim
11,Mon Oct 27 2014,SV Darmstadt 98,3-0,1. FC Nürnberg
12,Fri Oct 31 2014,Karlsruher SC,1-1,SV Sandhausen
12,Fri Oct 31 2014,1. FC Union Berlin,0-1,SpVgg Greuther Fürth
12,Fri Oct 31 2014,Fortuna Düsseldorf,0-0,FC Ingolstadt 04
12,Sat Nov 1 2014,1. FC Heidenheim,1-1,SV Darmstadt 98
12,Sat Nov 1 2014,1. FC Nürnberg,2-2,FC St. Pauli
12,Sun Nov 2 2014,FSV Frankfurt,1-1,FC Erzgebirge Aue
12,Sun Nov 2 2014,VfL Bochum,0-3,TSV 1860 München
12,Sun Nov 2 2014,Eintracht Braunschweig,2-1,VfR Aalen
12,Mon Nov 3 2014,RB Leipzig,0-0,1. FC Kaiserslautern
13,Fri Nov 7 2014,1. FC Kaiserslautern,2-2,VfL Bochum
13,Fri Nov 7 2014,VfR Aalen,0-1,FSV Frankfurt
13,Fri Nov 7 2014,SV Sandhausen,2-1,1. FC Nürnberg
13,Sat Nov 8 2014,SV Darmstadt 98,1-0,RB Leipzig
13,Sat Nov 8 2014,FC St. Pauli,0-3,1. FC Heidenheim
13,Sun Nov 9 2014,FC Ingolstadt 04,3-3,1. FC Union Berlin
13,Sun Nov 9 2014,SpVgg Greuther Fürth,0-3,Karlsruher SC
13,Sun Nov 9 2014,FC Erzgebirge Aue,1-2,Eintracht Braunschweig
13,Mon Nov 10 2014,TSV 1860 München,0-1,Fortuna Düsseldorf
14,Fri Nov 21 2014,1. FC Heidenheim,3-0,SV Sandhausen
14,Fri Nov 21 2014,VfL Bochum,4-0,VfR Aalen
14,Fri Nov 21 2014,1. FC Kaiserslautern,0-0,SV Darmstadt 98
14,Sat Nov 22 2014,1. FC Union Berlin,1-4,TSV 1860 München
14,Sat Nov 22 2014,FSV Frankfurt,0-3,Eintracht Braunschweig
14,Sun Nov 23 2014,Karlsruher SC,1-0,FC Erzgebirge Aue
14,Sun Nov 23 2014,1. FC Nürnberg,2-1,FC Ingolstadt 04
14,Sun Nov 23 2014,RB Leipzig,4-1,FC St. Pauli
14,Mon Nov 24 2014,Fortuna Düsseldorf,3-3,SpVgg Greuther Fürth
15,Fri Nov 28 2014,FC Erzgebirge Aue,1-2,1. FC Union Berlin
15,Fri Nov 28 2014,SpVgg Greuther Fürth,0-0,1. FC Heidenheim
15,Fri Nov 28 2014,SV Darmstadt 98,0-0,Karlsruher SC
15,Sat Nov 29 2014,FC Ingolstadt 04,3-0,VfL Bochum
15,Sat Nov 29 2014,VfR Aalen,2-0,Fortuna Düsseldorf
15,Sun Nov 30 2014,TSV 1860 München,0-2,FSV Frankfurt
15,Sun Nov 30 2014,FC St. Pauli,1-3,1. FC Kaiserslautern
15,Sun Nov 30 2014,SV Sandhausen,0-0,RB Leipzig
15,Mon Dec 1 2014,Eintracht Braunschweig,1-0,1. FC Nürnberg
16,Fri Dec 5 2014,VfL Bochum,3-3,FC St. Pauli
16,Fri Dec 5 2014,1. FC Heidenheim,0-1,VfR Aalen
16,Fri Dec 5 2014,Fortuna Düsseldorf,1-3,SV Sandhausen
16,Sat Dec 6 2014,SV Darmstadt 98,0-0,SpVgg Greuther Fürth
16,Sat Dec 6 2014,1. FC Kaiserslautern,3-0,FC Erzgebirge Aue
16,Sun Dec 7 2014,1. FC Union Berlin,2-1,FSV Frankfurt
16,Sun Dec 7 2014,RB Leipzig,0-1,FC Ingolstadt 04
16,Sun Dec 7 2014,Karlsruher SC,1-0,Eintracht Braunschweig
16,Mon Dec 8 2014,1. FC Nürnberg,2-1,TSV 1860 München
17,Fri Dec 12 2014,FC Erzgebirge Aue,1-1,1. FC Heidenheim
17,Fri Dec 12 2014,SV Sandhausen,0-0,VfL Bochum
17,Fri Dec 12 2014,SpVgg Greuther Fürth,0-1,RB Leipzig
17,Sat Dec 13 2014,TSV 1860 München,2-3,Karlsruher SC
17,Sat Dec 13 2014,FSV Frankfurt,0-2,Fortuna Düsseldorf
17,Sat Dec 13 2014,Eintracht Braunschweig,1-1,1. FC Union Berlin
17,Sun Dec 14 2014,FC St. Pauli,0-1,SV Darmstadt 98
17,Sun Dec 14 2014,FC Ingolstadt 04,2-0,1. FC Kaiserslautern
17,Sun Dec 14 2014,VfR Aalen,1-2,1. FC Nürnberg
18,Tue Dec 16 2014,Eintracht Braunschweig,2-1,Fortuna Düsseldorf
18,Tue Dec 16 2014,1. FC Union Berlin,2-0,Karlsruher SC
18,Tue Dec 16 2014,SpVgg Greuther Fürth,0-0,VfL Bochum
18,Tue Dec 16 2014,FSV Frankfurt,2-0,1. FC Heidenheim
18,Wed Dec 17 2014,TSV 1860 München,1-1,1. FC Kaiserslautern
18,Wed Dec 17 2014,SV Sandhausen,1-2,SV Darmstadt 98
18,Wed Dec 17 2014,VfR Aalen,0-0,RB Leipzig
18,Wed Dec 17 2014,FC Erzgebirge Aue,0-1,1. FC Nürnberg
18,Wed Dec 17 2014,FC Ingolstadt 04,2-1,FC St. Pauli
19,Fri Dec 19 2014,Fortuna Düsseldorf,1-0,1. FC Union Berlin
19,Fri Dec 19 2014,1. FC Heidenheim,0-1,Eintracht Braunschweig
19,Fri Dec 19 2014,Karlsruher SC,4-1,FSV Frankfurt
19,Sat Dec 20 2014,1. FC Nürnberg,0-0,SpVgg Greuther Fürth
19,Sat Dec 20 2014,FC St. Pauli,3-1,VfR Aalen
19,Sun Dec 21 2014,VfL Bochum,1-1,FC Erzgebirge Aue
19,Sun Dec 21 2014,SV Darmstadt 98,2-2,FC Ingolstadt 04
19,Sun Dec 21 2014,1. FC Kaiserslautern,1-0,SV Sandhausen
19,Mon Dec 22 2014,RB Leipzig,1-1,TSV 1860 München
20,Fri Feb 6 2015,SpVgg Greuther Fürth,0-1,FC Ingolstadt 04
20,Fri Feb 6 2015,VfR Aalen,0-0,SV Darmstadt 98
20,Fri Feb 6 2015,FC Erzgebirge Aue,2-0,RB Leipzig
20,Sat Feb 7 2015,1. FC Union Berlin,2-1,VfL Bochum
20,Sat Feb 7 2015,SV Sandhausen,0-0,FC St. Pauli
20,Sun Feb 8 2015,Karlsruher SC,1-1,Fortuna Düsseldorf
20,Sun Feb 8 2015,FSV Frankfurt,2-1,1. FC Nürnberg
20,Sun Feb 8 2015,Eintracht Braunschweig,0-2,1. FC Kaiserslautern
20,Mon Feb 9 2015,TSV 1860 München,1-2,1. FC Heidenheim
21,Fri Feb 13 2015,1. FC Heidenheim,0-1,Karlsruher SC
21,Fri Feb 13 2015,Fortuna Düsseldorf,2-3,FC Erzgebirge Aue
21,Fri Feb 13 2015,VfL Bochum,3-2,Eintracht Braunschweig
21,Sat Feb 14 2015,1. FC Kaiserslautern,1-0,VfR Aalen
21,Sat Feb 14 2015,FC Ingolstadt 04,1-3,SV Sandhausen
21,Sun Feb 15 2015,RB Leipzig,0-1,FSV Frankfurt
