Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 22 Aug 2014 (W34),Bayern München (1),2-1,1-0,VfL Wolfsburg (1)
?,(Sat) 23 Aug 2014 (W34),Borussia Dortmund (1),0-2,0-1,Bayer 04 Leverkusen (1)
?,(Sat) 23 Aug 2014 (W34),Eintracht Frankfurt (1),1-0,1-0,SC Freiburg (1)
?,(Sat) 23 Aug 2014 (W34),1. FC Köln (1),0-0,0-0,Hamburger SV (1)
?,(Sat) 23 Aug 2014 (W34),Hannover 96 (1),2-1,0-0,FC Schalke 04 (1)
?,(Sat) 23 Aug 2014 (W34),Hertha BSC (1),2-2,1-0,Werder Bremen (1)
?,(Sat) 23 Aug 2014 (W34),TSG 1899 Hoffenheim (1),2-0,2-0,FC Augsburg (1)
?,(Sun) 24 Aug 2014 (W34),Bor. Mönchengladbach (1),1-1,0-0,VfB Stuttgart (1)
?,(Sun) 24 Aug 2014 (W34),SC Paderborn 07 (1),2-2,1-1,1. FSV Mainz 05 (1)
?,(Fri) 29 Aug 2014 (W35),FC Augsburg (2),2-3,0-2,Borussia Dortmund (2)
?,(Sat) 30 Aug 2014 (W35),Hamburger SV (2),0-3,0-1,SC Paderborn 07 (2)
?,(Sat) 30 Aug 2014 (W35),Bayer 04 Leverkusen (2),4-2,0-1,Hertha BSC (2)
?,(Sat) 30 Aug 2014 (W35),FC Schalke 04 (2),1-1,0-1,Bayern München (2)
?,(Sat) 30 Aug 2014 (W35),VfB Stuttgart (2),0-2,0-2,1. FC Köln (2)
?,(Sat) 30 Aug 2014 (W35),Werder Bremen (2),1-1,0-1,TSG 1899 Hoffenheim (2)
?,(Sat) 30 Aug 2014 (W35),VfL Wolfsburg (2),2-2,1-1,Eintracht Frankfurt (2)
?,(Sun) 31 Aug 2014 (W35),SC Freiburg (2),0-0,0-0,Bor. Mönchengladbach (2)
?,(Sun) 31 Aug 2014 (W35),1. FSV Mainz 05 (2),0-0,0-0,Hannover 96 (2)
?,(Fri) 12 Sep 2014 (W37),Bayer 04 Leverkusen (3),3-3,1-1,Werder Bremen (3)
?,(Sat) 13 Sep 2014 (W37),Bayern München (3),2-0,1-0,VfB Stuttgart (3)
?,(Sat) 13 Sep 2014 (W37),Borussia Dortmund (3),3-1,2-0,SC Freiburg (3)
?,(Sat) 13 Sep 2014 (W37),Hertha BSC (3),1-3,0-1,1. FSV Mainz 05 (3)
?,(Sat) 13 Sep 2014 (W37),TSG 1899 Hoffenheim (3),1-1,0-0,VfL Wolfsburg (3)
?,(Sat) 13 Sep 2014 (W37),Bor. Mönchengladbach (3),4-1,1-0,FC Schalke 04 (3)
?,(Sat) 13 Sep 2014 (W37),SC Paderborn 07 (3),0-0,0-0,1. FC Köln (3)
?,(Sun) 14 Sep 2014 (W37),Eintracht Frankfurt (3),0-1,0-0,FC Augsburg (3)
?,(Sun) 14 Sep 2014 (W37),Hannover 96 (3),2-0,2-0,Hamburger SV (3)
?,(Fri) 19 Sep 2014 (W38),SC Freiburg (4),2-2,1-1,Hertha BSC (4)
?,(Sat) 20 Sep 2014 (W38),FC Augsburg (4),4-2,2-1,Werder Bremen (4)
?,(Sat) 20 Sep 2014 (W38),Hamburger SV (4),0-0,0-0,Bayern München (4)
?,(Sat) 20 Sep 2014 (W38),1. FSV Mainz 05 (4),2-0,0-0,Borussia Dortmund (4)
?,(Sat) 20 Sep 2014 (W38),SC Paderborn 07 (4),2-0,0-0,Hannover 96 (4)
?,(Sat) 20 Sep 2014 (W38),FC Schalke 04 (4),2-2,1-2,Eintracht Frankfurt (4)
?,(Sat) 20 Sep 2014 (W38),VfB Stuttgart (4),0-2,0-1,TSG 1899 Hoffenheim (4)
?,(Sun) 21 Sep 2014 (W38),1. FC Köln (4),0-0,0-0,Bor. Mönchengladbach (4)
?,(Sun) 21 Sep 2014 (W38),VfL Wolfsburg (4),4-1,2-1,Bayer 04 Leverkusen (4)
?,(Tue) 23 Sep 2014 (W39),Bayern München (5),4-0,2-0,SC Paderborn 07 (5)
?,(Tue) 23 Sep 2014 (W39),Eintracht Frankfurt (5),2-2,1-2,1. FSV Mainz 05 (5)
?,(Tue) 23 Sep 2014 (W39),TSG 1899 Hoffenheim (5),3-3,1-2,SC Freiburg (5)
?,(Tue) 23 Sep 2014 (W39),Werder Bremen (5),0-3,0-0,FC Schalke 04 (5)
?,(Wed) 24 Sep 2014 (W39),Borussia Dortmund (5),2-2,0-0,VfB Stuttgart (5)
?,(Wed) 24 Sep 2014 (W39),Hannover 96 (5),1-0,1-0,1. FC Köln (5)
?,(Wed) 24 Sep 2014 (W39),Hertha BSC (5),1-0,1-0,VfL Wolfsburg (5)
?,(Wed) 24 Sep 2014 (W39),Bayer 04 Leverkusen (5),1-0,1-0,FC Augsburg (5)
?,(Wed) 24 Sep 2014 (W39),Bor. Mönchengladbach (5),1-0,1-0,Hamburger SV (5)
?,(Fri) 26 Sep 2014 (W39),1. FSV Mainz 05 (6),0-0,0-0,TSG 1899 Hoffenheim (6)
?,(Sat) 27 Sep 2014 (W39),1. FC Köln (6),0-2,0-1,Bayern München (6)
?,(Sat) 27 Sep 2014 (W39),SC Freiburg (6),0-0,0-0,Bayer 04 Leverkusen (6)
?,(Sat) 27 Sep 2014 (W39),SC Paderborn 07 (6),1-2,0-2,Bor. Mönchengladbach (6)
?,(Sat) 27 Sep 2014 (W39),FC Schalke 04 (6),2-1,2-1,Borussia Dortmund (6)
?,(Sat) 27 Sep 2014 (W39),VfB Stuttgart (6),1-0,0-0,Hannover 96 (6)
?,(Sat) 27 Sep 2014 (W39),VfL Wolfsburg (6),2-1,1-1,Werder Bremen (6)
?,(Sun) 28 Sep 2014 (W39),FC Augsburg (6),1-0,1-0,Hertha BSC (6)
?,(Sun) 28 Sep 2014 (W39),Hamburger SV (6),1-2,0-1,Eintracht Frankfurt (6)
?,(Fri) 3 Oct 2014 (W40),Hertha BSC (7),3-2,1-1,VfB Stuttgart (7)
?,(Sat) 4 Oct 2014 (W40),Bayern München (7),4-0,3-0,Hannover 96 (7)
?,(Sat) 4 Oct 2014 (W40),Borussia Dortmund (7),0-1,0-1,Hamburger SV (7)
?,(Sat) 4 Oct 2014 (W40),Eintracht Frankfurt (7),3-2,1-1,1. FC Köln (7)
?,(Sat) 4 Oct 2014 (W40),TSG 1899 Hoffenheim (7),2-1,2-0,FC Schalke 04 (7)
?,(Sat) 4 Oct 2014 (W40),Bayer 04 Leverkusen (7),2-2,1-1,SC Paderborn 07 (7)
?,(Sat) 4 Oct 2014 (W40),Werder Bremen (7),1-1,1-1,SC Freiburg (7)
?,(Sun) 5 Oct 2014 (W40),Bor. Mönchengladbach (7),1-1,1-1,1. FSV Mainz 05 (7)
?,(Sun) 5 Oct 2014 (W40),VfL Wolfsburg (7),1-0,0-0,FC Augsburg (7)
?,(Sat) 18 Oct 2014 (W42),Bayern München (8),6-0,4-0,Werder Bremen (8)
?,(Sat) 18 Oct 2014 (W42),1. FC Köln (8),2-1,1-0,Borussia Dortmund (8)
?,(Sat) 18 Oct 2014 (W42),SC Freiburg (8),1-2,0-1,VfL Wolfsburg (8)
?,(Sat) 18 Oct 2014 (W42),Hannover 96 (8),0-3,0-1,Bor. Mönchengladbach (8)
?,(Sat) 18 Oct 2014 (W42),1. FSV Mainz 05 (8),2-1,2-0,FC Augsburg (8)
?,(Sat) 18 Oct 2014 (W42),FC Schalke 04 (8),2-0,1-0,Hertha BSC (8)
?,(Sat) 18 Oct 2014 (W42),VfB Stuttgart (8),3-3,0-3,Bayer 04 Leverkusen (8)
?,(Sun) 19 Oct 2014 (W42),Hamburger SV (8),1-1,1-1,TSG 1899 Hoffenheim (8)
?,(Sun) 19 Oct 2014 (W42),SC Paderborn 07 (8),3-1,0-0,Eintracht Frankfurt (8)
?,(Fri) 24 Oct 2014 (W43),Werder Bremen (9),0-1,0-0,1. FC Köln (9)
?,(Sat) 25 Oct 2014 (W43),FC Augsburg (9),2-0,1-0,SC Freiburg (9)
?,(Sat) 25 Oct 2014 (W43),Borussia Dortmund (9),0-1,0-0,Hannover 96 (9)
?,(Sat) 25 Oct 2014 (W43),Eintracht Frankfurt (9),4-5,1-2,VfB Stuttgart (9)
?,(Sat) 25 Oct 2014 (W43),Hertha BSC (9),3-0,0-0,Hamburger SV (9)
?,(Sat) 25 Oct 2014 (W43),TSG 1899 Hoffenheim (9),1-0,0-0,SC Paderborn 07 (9)
?,(Sat) 25 Oct 2014 (W43),Bayer 04 Leverkusen (9),1-0,0-0,FC Schalke 04 (9)
?,(Sun) 26 Oct 2014 (W43),Bor. Mönchengladbach (9),0-0,0-0,Bayern München (9)
?,(Sun) 26 Oct 2014 (W43),VfL Wolfsburg (9),3-0,1-0,1. FSV Mainz 05 (9)
?,(Fri) 31 Oct 2014 (W44),FC Schalke 04 (10),1-0,1-0,FC Augsburg (10)
?,(Sat) 1 Nov 2014 (W44),Bayern München (10),2-1,0-1,Borussia Dortmund (10)
?,(Sat) 1 Nov 2014 (W44),Hamburger SV (10),1-0,1-0,Bayer 04 Leverkusen (10)
?,(Sat) 1 Nov 2014 (W44),Hannover 96 (10),1-0,0-0,Eintracht Frankfurt (10)
?,(Sat) 1 Nov 2014 (W44),1. FSV Mainz 05 (10),1-2,1-1,Werder Bremen (10)
?,(Sat) 1 Nov 2014 (W44),VfB Stuttgart (10),0-4,0-2,VfL Wolfsburg (10)
?,(Sun) 2 Nov 2014 (W44),1. FC Köln (10),0-1,0-0,SC Freiburg (10)
?,(Sun) 2 Nov 2014 (W44),Bor. Mönchengladbach (10),3-1,2-1,TSG 1899 Hoffenheim (10)
?,(Sun) 2 Nov 2014 (W44),SC Paderborn 07 (10),3-1,1-1,Hertha BSC (10)
?,(Fri) 7 Nov 2014 (W45),Hertha BSC (11),0-2,0-1,Hannover 96 (11)
?,(Sat) 8 Nov 2014 (W45),FC Augsburg (11),3-0,1-0,SC Paderborn 07 (11)
?,(Sat) 8 Nov 2014 (W45),Eintracht Frankfurt (11),0-4,0-1,Bayern München (11)
?,(Sat) 8 Nov 2014 (W45),SC Freiburg (11),2-0,1-0,FC Schalke 04 (11)
?,(Sat) 8 Nov 2014 (W45),TSG 1899 Hoffenheim (11),3-4,3-3,1. FC Köln (11)
?,(Sat) 8 Nov 2014 (W45),Bayer 04 Leverkusen (11),0-0,0-0,1. FSV Mainz 05 (11)
?,(Sat) 8 Nov 2014 (W45),Werder Bremen (11),2-0,1-0,VfB Stuttgart (11)
?,(Sun) 9 Nov 2014 (W45),Borussia Dortmund (11),1-0,0-0,Bor. Mönchengladbach (11)
?,(Sun) 9 Nov 2014 (W45),VfL Wolfsburg (11),2-0,1-0,Hamburger SV (11)
?,(Sat) 22 Nov 2014 (W47),Bayern München (12),4-0,2-0,TSG 1899 Hoffenheim (12)
?,(Sat) 22 Nov 2014 (W47),1. FC Köln (12),1-2,0-1,Hertha BSC (12)
?,(Sat) 22 Nov 2014 (W47),Hannover 96 (12),1-3,0-0,Bayer 04 Leverkusen (12)
?,(Sat) 22 Nov 2014 (W47),1. FSV Mainz 05 (12),2-2,1-1,SC Freiburg (12)
?,(Sat) 22 Nov 2014 (W47),Bor. Mönchengladbach (12),1-3,1-0,Eintracht Frankfurt (12)
?,(Sat) 22 Nov 2014 (W47),SC Paderborn 07 (12),2-2,0-2,Borussia Dortmund (12)
?,(Sat) 22 Nov 2014 (W47),FC Schalke 04 (12),3-2,3-1,VfL Wolfsburg (12)
?,(Sun) 23 Nov 2014 (W47),Hamburger SV (12),2-0,0-0,Werder Bremen (12)
?,(Sun) 23 Nov 2014 (W47),VfB Stuttgart (12),0-1,0-0,FC Augsburg (12)
?,(Fri) 28 Nov 2014 (W48),SC Freiburg (13),1-4,1-1,VfB Stuttgart (13)
?,(Sat) 29 Nov 2014 (W48),FC Augsburg (13),3-1,0-1,Hamburger SV (13)
?,(Sat) 29 Nov 2014 (W48),Hertha BSC (13),0-1,0-1,Bayern München (13)
?,(Sat) 29 Nov 2014 (W48),TSG 1899 Hoffenheim (13),4-3,2-1,Hannover 96 (13)
?,(Sat) 29 Nov 2014 (W48),Bayer 04 Leverkusen (13),5-1,1-1,1. FC Köln (13)
?,(Sat) 29 Nov 2014 (W48),FC Schalke 04 (13),4-1,2-1,1. FSV Mainz 05 (13)
?,(Sat) 29 Nov 2014 (W48),Werder Bremen (13),4-0,1-0,SC Paderborn 07 (13)
?,(Sun) 30 Nov 2014 (W48),Eintracht Frankfurt (13),2-0,1-0,Borussia Dortmund (13)
?,(Sun) 30 Nov 2014 (W48),VfL Wolfsburg (13),1-0,1-0,Bor. Mönchengladbach (13)
?,(Fri) 5 Dec 2014 (W49),Borussia Dortmund (14),1-0,1-0,TSG 1899 Hoffenheim (14)
?,(Sat) 6 Dec 2014 (W49),Bayern München (14),1-0,0-0,Bayer 04 Leverkusen (14)
?,(Sat) 6 Dec 2014 (W49),1. FC Köln (14),1-2,1-0,FC Augsburg (14)
?,(Sat) 6 Dec 2014 (W49),Hannover 96 (14),1-3,1-1,VfL Wolfsburg (14)
?,(Sat) 6 Dec 2014 (W49),Bor. Mönchengladbach (14),3-2,1-1,Hertha BSC (14)
?,(Sat) 6 Dec 2014 (W49),SC Paderborn 07 (14),1-1,0-1,SC Freiburg (14)
?,(Sat) 6 Dec 2014 (W49),VfB Stuttgart (14),0-4,0-3,FC Schalke 04 (14)
?,(Sun) 7 Dec 2014 (W49),Eintracht Frankfurt (14),5-2,1-1,Werder Bremen (14)
?,(Sun) 7 Dec 2014 (W49),Hamburger SV (14),2-1,1-0,1. FSV Mainz 05 (14)
?,(Fri) 12 Dec 2014 (W50),TSG 1899 Hoffenheim (15),3-2,1-0,Eintracht Frankfurt (15)
?,(Sat) 13 Dec 2014 (W50),FC Augsburg (15),0-4,0-0,Bayern München (15)
?,(Sat) 13 Dec 2014 (W50),SC Freiburg (15),0-0,0-0,Hamburger SV (15)
?,(Sat) 13 Dec 2014 (W50),Hertha BSC (15),1-0,1-0,Borussia Dortmund (15)
?,(Sat) 13 Dec 2014 (W50),1. FSV Mainz 05 (15),1-1,1-0,VfB Stuttgart (15)
?,(Sat) 13 Dec 2014 (W50),FC Schalke 04 (15),1-2,0-0,1. FC Köln (15)
?,(Sat) 13 Dec 2014 (W50),Werder Bremen (15),3-3,1-1,Hannover 96 (15)
?,(Sun) 14 Dec 2014 (W50),Bayer 04 Leverkusen (15),1-1,1-1,Bor. Mönchengladbach (15)
?,(Sun) 14 Dec 2014 (W50),VfL Wolfsburg (15),1-1,1-0,SC Paderborn 07 (15)
?,(Tue) 16 Dec 2014 (W51),Bayern München (16),2-0,1-0,SC Freiburg (16)
?,(Tue) 16 Dec 2014 (W51),1. FC Köln (16),0-0,0-0,1. FSV Mainz 05 (16)
?,(Tue) 16 Dec 2014 (W51),Hamburger SV (16),0-1,0-1,VfB Stuttgart (16)
?,(Tue) 16 Dec 2014 (W51),Hannover 96 (16),2-0,1-0,FC Augsburg (16)
?,(Wed) 17 Dec 2014 (W51),Borussia Dortmund (16),2-2,1-1,VfL Wolfsburg (16)
?,(Wed) 17 Dec 2014 (W51),Eintracht Frankfurt (16),4-4,1-3,Hertha BSC (16)
?,(Wed) 17 Dec 2014 (W51),TSG 1899 Hoffenheim (16),0-1,0-0,Bayer 04 Leverkusen (16)
?,(Wed) 17 Dec 2014 (W51),Bor. Mönchengladbach (16),4-1,2-0,Werder Bremen (16)
?,(Wed) 17 Dec 2014 (W51),SC Paderborn 07 (16),1-2,1-1,FC Schalke 04 (16)
?,(Fri) 19 Dec 2014 (W51),1. FSV Mainz 05 (17),1-2,1-1,Bayern München (17)
?,(Sat) 20 Dec 2014 (W51),FC Augsburg (17),2-1,1-1,Bor. Mönchengladbach (17)
?,(Sat) 20 Dec 2014 (W51),Bayer 04 Leverkusen (17),1-1,0-1,Eintracht Frankfurt (17)
?,(Sat) 20 Dec 2014 (W51),FC Schalke 04 (17),0-0,0-0,Hamburger SV (17)
?,(Sat) 20 Dec 2014 (W51),VfB Stuttgart (17),0-0,0-0,SC Paderborn 07 (17)
?,(Sat) 20 Dec 2014 (W51),Werder Bremen (17),2-1,1-0,Borussia Dortmund (17)
?,(Sat) 20 Dec 2014 (W51),VfL Wolfsburg (17),2-1,1-1,1. FC Köln (17)
?,(Sun) 21 Dec 2014 (W51),SC Freiburg (17),2-2,1-0,Hannover 96 (17)
?,(Sun) 21 Dec 2014 (W51),Hertha BSC (17),0-5,0-3,TSG 1899 Hoffenheim (17)
?,(Fri) 30 Jan 2015 (W5),VfL Wolfsburg (18),4-1,2-0,Bayern München (18)
?,(Sat) 31 Jan 2015 (W5),SC Freiburg (18),4-1,0-1,Eintracht Frankfurt (18)
?,(Sat) 31 Jan 2015 (W5),Hamburger SV (18),0-2,0-0,1. FC Köln (18)
?,(Sat) 31 Jan 2015 (W5),Bayer 04 Leverkusen (18),0-0,0-0,Borussia Dortmund (18)
?,(Sat) 31 Jan 2015 (W5),1. FSV Mainz 05 (18),5-0,1-0,SC Paderborn 07 (18)
?,(Sat) 31 Jan 2015 (W5),FC Schalke 04 (18),1-0,1-0,Hannover 96 (18)
?,(Sat) 31 Jan 2015 (W5),VfB Stuttgart (18),0-1,0-0,Bor. Mönchengladbach (18)
?,(Sun) 1 Feb 2015 (W5),FC Augsburg (18),3-1,2-1,TSG 1899 Hoffenheim (18)
?,(Sun) 1 Feb 2015 (W5),Werder Bremen (18),2-0,1-0,Hertha BSC (18)
?,(Tue) 3 Feb 2015 (W6),Bayern München (19),1-1,0-0,FC Schalke 04 (19)
?,(Tue) 3 Feb 2015 (W6),Eintracht Frankfurt (19),1-1,0-0,VfL Wolfsburg (19)
?,(Tue) 3 Feb 2015 (W6),Hannover 96 (19),1-1,1-0,1. FSV Mainz 05 (19)
?,(Tue) 3 Feb 2015 (W6),Bor. Mönchengladbach (19),1-0,1-0,SC Freiburg (19)
?,(Wed) 4 Feb 2015 (W6),Borussia Dortmund (19),0-1,0-0,FC Augsburg (19)
?,(Wed) 4 Feb 2015 (W6),1. FC Köln (19),0-0,0-0,VfB Stuttgart (19)
?,(Wed) 4 Feb 2015 (W6),Hertha BSC (19),0-1,0-0,Bayer 04 Leverkusen (19)
?,(Wed) 4 Feb 2015 (W6),TSG 1899 Hoffenheim (19),1-2,1-1,Werder Bremen (19)
?,(Wed) 4 Feb 2015 (W6),SC Paderborn 07 (19),0-3,0-1,Hamburger SV (19)
?,(Fri) 6 Feb 2015 (W6),FC Schalke 04 (20),1-0,1-0,Bor. Mönchengladbach (20)
?,(Sat) 7 Feb 2015 (W6),1. FC Köln (20),0-0,0-0,SC Paderborn 07 (20)
?,(Sat) 7 Feb 2015 (W6),SC Freiburg (20),0-3,0-1,Borussia Dortmund (20)
?,(Sat) 7 Feb 2015 (W6),Hamburger SV (20),2-1,1-0,Hannover 96 (20)
?,(Sat) 7 Feb 2015 (W6),1. FSV Mainz 05 (20),0-2,0-2,Hertha BSC (20)
?,(Sat) 7 Feb 2015 (W6),VfB Stuttgart (20),0-2,0-1,Bayern München (20)
?,(Sat) 7 Feb 2015 (W6),VfL Wolfsburg (20),3-0,2-0,TSG 1899 Hoffenheim (20)
?,(Sun) 8 Feb 2015 (W6),FC Augsburg (20),2-2,2-1,Eintracht Frankfurt (20)
?,(Sun) 8 Feb 2015 (W6),Werder Bremen (20),2-1,2-1,Bayer 04 Leverkusen (20)
?,(Fri) 13 Feb 2015 (W7),Borussia Dortmund (21),4-2,0-1,1. FSV Mainz 05 (21)
?,(Sat) 14 Feb 2015 (W7),Bayern München (21),8-0,3-0,Hamburger SV (21)
?,(Sat) 14 Feb 2015 (W7),Eintracht Frankfurt (21),1-0,0-0,FC Schalke 04 (21)
?,(Sat) 14 Feb 2015 (W7),TSG 1899 Hoffenheim (21),2-1,1-1,VfB Stuttgart (21)
?,(Sat) 14 Feb 2015 (W7),Bayer 04 Leverkusen (21),4-5,0-3,VfL Wolfsburg (21)
?,(Sat) 14 Feb 2015 (W7),Bor. Mönchengladbach (21),1-0,0-0,1. FC Köln (21)
?,(Sat) 14 Feb 2015 (W7),Werder Bremen (21),3-2,3-1,FC Augsburg (21)
?,(Sun) 15 Feb 2015 (W7),Hannover 96 (21),1-2,0-0,SC Paderborn 07 (21)
?,(Sun) 15 Feb 2015 (W7),Hertha BSC (21),0-2,0-1,SC Freiburg (21)
?,(Fri) 20 Feb 2015 (W8),VfB Stuttgart (22),2-3,1-2,Borussia Dortmund (22)
?,(Sat) 21 Feb 2015 (W8),FC Augsburg (22),2-2,0-1,Bayer 04 Leverkusen (22)
?,(Sat) 21 Feb 2015 (W8),1. FC Köln (22),1-1,1-1,Hannover 96 (22)
?,(Sat) 21 Feb 2015 (W8),SC Freiburg (22),1-1,1-1,TSG 1899 Hoffenheim (22)
?,(Sat) 21 Feb 2015 (W8),1. FSV Mainz 05 (22),3-1,1-1,Eintracht Frankfurt (22)
?,(Sat) 21 Feb 2015 (W8),SC Paderborn 07 (22),0-6,0-2,Bayern München (22)
?,(Sat) 21 Feb 2015 (W8),FC Schalke 04 (22),1-1,0-0,Werder Bremen (22)
?,(Sun) 22 Feb 2015 (W8),Hamburger SV (22),1-1,0-0,Bor. Mönchengladbach (22)
?,(Sun) 22 Feb 2015 (W8),VfL Wolfsburg (22),2-1,1-1,Hertha BSC (22)
?,(Fri) 27 Feb 2015 (W9),Bayern München (23),4-1,2-1,1. FC Köln (23)
