Matchday,Date,Team 1,FT,Team 2
5,Sat Aug 24 1991,Karlsruher SC,0-0,Bayer 04 Leverkusen
5,Sat Aug 24 1991,1. FC Kaiserslautern,0-0,Hamburger SV
5,Sat Aug 24 1991,1. FC Köln,1-1,Eintracht Frankfurt
5,Sun Aug 25 1991,VfL Bochum,0-3,1. FC Nürnberg
6,Tue Aug 27 1991,Bayer 04 Leverkusen,0-0,Werder Bremen
6,Tue Aug 27 1991,VfB Stuttgart,1-0,FC Schalke 04
6,Tue Aug 27 1991,SG Wattenscheid 09,0-0,Hansa Rostock
6,Tue Aug 27 1991,MSV Duisburg,6-2,Karlsruher SC
6,Tue Aug 27 1991,Bor. Mönchengladbach,3-1,Fortuna Düsseldorf
6,Wed Aug 28 1991,Eintracht Frankfurt,2-0,1. FC Kaiserslautern
6,Wed Aug 28 1991,Hamburger SV,0-3,Stuttgarter Kickers
6,Wed Aug 28 1991,Borussia Dortmund,4-0,Dynamo Dresden
6,Wed Aug 28 1991,Bayern München,0-2,VfL Bochum
6,Wed Aug 28 1991,1. FC Nürnberg,4-0,1. FC Köln
7,Fri Aug 30 1991,FC Schalke 04,3-1,Bor. Mönchengladbach
7,Fri Aug 30 1991,Fortuna Düsseldorf,4-3,SG Wattenscheid 09
7,Fri Aug 30 1991,Werder Bremen,5-1,MSV Duisburg
7,Sat Aug 31 1991,VfL Bochum,0-0,Borussia Dortmund
7,Sat Aug 31 1991,Dynamo Dresden,1-0,VfB Stuttgart
7,Sat Aug 31 1991,1. FC Köln,1-1,Bayern München
7,Sat Aug 31 1991,Stuttgarter Kickers,1-1,Karlsruher SC
7,Sat Aug 31 1991,Hansa Rostock,2-2,Bayer 04 Leverkusen
7,Sat Aug 31 1991,Hamburger SV,2-1,Eintracht Frankfurt
7,Sat Aug 31 1991,1. FC Kaiserslautern,3-0,1. FC Nürnberg
8,Fri Sep 6 1991,Borussia Dortmund,3-1,1. FC Köln
8,Fri Sep 6 1991,Eintracht Frankfurt,6-1,Stuttgarter Kickers
8,Sat Sep 7 1991,SG Wattenscheid 09,1-2,FC Schalke 04
8,Sat Sep 7 1991,Bor. Mönchengladbach,1-0,Dynamo Dresden
8,Sat Sep 7 1991,Karlsruher SC,2-1,Werder Bremen
8,Sat Sep 7 1991,VfB Stuttgart,4-1,VfL Bochum
8,Sat Sep 7 1991,Bayern München,1-0,1. FC Kaiserslautern
8,Sat Sep 7 1991,Bayer 04 Leverkusen,1-1,Fortuna Düsseldorf
8,Sat Sep 7 1991,1. FC Nürnberg,1-1,Hamburger SV
8,Sun Sep 8 1991,MSV Duisburg,2-0,Hansa Rostock
9,Fri Sep 13 1991,VfL Bochum,3-1,Bor. Mönchengladbach
9,Fri Sep 13 1991,Fortuna Düsseldorf,1-1,MSV Duisburg
9,Fri Sep 13 1991,Hansa Rostock,1-2,Karlsruher SC
9,Sat Sep 14 1991,1. FC Kaiserslautern,4-0,Borussia Dortmund
9,Sat Sep 14 1991,1. FC Köln,1-1,VfB Stuttgart
9,Sat Sep 14 1991,Dynamo Dresden,3-0,SG Wattenscheid 09
9,Sat Sep 14 1991,Hamburger SV,1-0,Bayern München
9,Sat Sep 14 1991,Stuttgarter Kickers,2-1,Werder Bremen
9,Sat Sep 14 1991,FC Schalke 04,0-0,Bayer 04 Leverkusen
9,Sun Sep 15 1991,Eintracht Frankfurt,2-2,1. FC Nürnberg
10,Fri Sep 20 1991,Bor. Mönchengladbach,2-2,1. FC Köln
10,Fri Sep 20 1991,Karlsruher SC,1-5,Fortuna Düsseldorf
10,Fri Sep 20 1991,SG Wattenscheid 09,1-2,VfL Bochum
10,Sat Sep 21 1991,1. FC Nürnberg,2-0,Stuttgarter Kickers
10,Sat Sep 21 1991,VfB Stuttgart,4-1,1. FC Kaiserslautern
10,Sat Sep 21 1991,Borussia Dortmund,2-2,Hamburger SV
10,Sat Sep 21 1991,Werder Bremen,1-0,Hansa Rostock
10,Sat Sep 21 1991,Bayer 04 Leverkusen,4-0,Dynamo Dresden
10,Sat Sep 21 1991,Bayern München,3-3,Eintracht Frankfurt
10,Sun Sep 22 1991,MSV Duisburg,2-0,FC Schalke 04
11,Fri Sep 27 1991,VfL Bochum,0-2,Bayer 04 Leverkusen
11,Fri Sep 27 1991,1. FC Nürnberg,1-1,Bayern München
11,Fri Sep 27 1991,1. FC Köln,1-1,SG Wattenscheid 09
11,Sat Sep 28 1991,Dynamo Dresden,0-0,MSV Duisburg
11,Sat Sep 28 1991,Hamburger SV,1-1,VfB Stuttgart
11,Sat Sep 28 1991,1. FC Kaiserslautern,4-2,Bor. Mönchengladbach
11,Sat Sep 28 1991,Fortuna Düsseldorf,0-0,Werder Bremen
11,Sat Sep 28 1991,Stuttgarter Kickers,1-1,Hansa Rostock
11,Sat Sep 28 1991,Eintracht Frankfurt,3-0,Borussia Dortmund
11,Sat Sep 28 1991,FC Schalke 04,3-1,Karlsruher SC
12,Fri Oct 4 1991,Borussia Dortmund,3-2,1. FC Nürnberg
12,Fri Oct 4 1991,Karlsruher SC,1-0,Dynamo Dresden
12,Fri Oct 4 1991,MSV Duisburg,1-1,VfL Bochum
12,Sat Oct 5 1991,SG Wattenscheid 09,1-0,1. FC Kaiserslautern
12,Sat Oct 5 1991,Bayer 04 Leverkusen,1-1,1. FC Köln
12,Sat Oct 5 1991,VfB Stuttgart,1-2,Eintracht Frankfurt
12,Sat Oct 5 1991,Bor. Mönchengladbach,1-0,Hamburger SV
12,Sat Oct 5 1991,Bayern München,1-4,Stuttgarter Kickers
12,Sat Oct 5 1991,Hansa Rostock,3-1,Fortuna Düsseldorf
12,Sat Oct 5 1991,Werder Bremen,2-1,FC Schalke 04
5,Wed Oct 9 1991,Stuttgarter Kickers,0-1,MSV Duisburg
13,Fri Oct 11 1991,VfL Bochum,1-3,Karlsruher SC
13,Fri Oct 11 1991,1. FC Nürnberg,4-3,VfB Stuttgart
13,Fri Oct 11 1991,Eintracht Frankfurt,0-0,Bor. Mönchengladbach
13,Sat Oct 12 1991,Stuttgarter Kickers,0-1,Fortuna Düsseldorf
13,Sat Oct 12 1991,Dynamo Dresden,2-1,Werder Bremen
13,Sat Oct 12 1991,Bayern München,0-3,Borussia Dortmund
13,Sat Oct 12 1991,Hamburger SV,0-1,SG Wattenscheid 09
13,Sat Oct 12 1991,1. FC Kaiserslautern,2-1,Bayer 04 Leverkusen
13,Sat Oct 12 1991,1. FC Köln,1-1,MSV Duisburg
13,Sat Oct 12 1991,FC Schalke 04,5-0,Hansa Rostock
14,Fri Oct 18 1991,MSV Duisburg,1-1,1. FC Kaiserslautern
14,Fri Oct 18 1991,Bor. Mönchengladbach,1-0,1. FC Nürnberg
14,Fri Oct 18 1991,Werder Bremen,3-0,VfL Bochum
14,Sat Oct 19 1991,SG Wattenscheid 09,2-4,Eintracht Frankfurt
14,Sat Oct 19 1991,Fortuna Düsseldorf,1-1,FC Schalke 04
14,Sat Oct 19 1991,Hansa Rostock,3-0,Dynamo Dresden
14,Sat Oct 19 1991,Karlsruher SC,0-1,1. FC Köln
14,Sat Oct 19 1991,Bayer 04 Leverkusen,1-1,Hamburger SV
14,Sat Oct 19 1991,VfB Stuttgart,3-2,Bayern München
14,Sun Oct 20 1991,Borussia Dortmund,3-1,Stuttgarter Kickers
15,Fri Oct 25 1991,VfL Bochum,3-2,Hansa Rostock
15,Fri Oct 25 1991,Dynamo Dresden,2-0,Fortuna Düsseldorf
15,Fri Oct 25 1991,1. FC Nürnberg,3-1,SG Wattenscheid 09
15,Sat Oct 26 1991,Bayern München,3-0,Bor. Mönchengladbach
15,Sat Oct 26 1991,Stuttgarter Kickers,1-1,FC Schalke 04
15,Sat Oct 26 1991,Eintracht Frankfurt,0-1,Bayer 04 Leverkusen
15,Sat Oct 26 1991,Hamburger SV,1-1,MSV Duisburg
15,Sat Oct 26 1991,1. FC Kaiserslautern,3-0,Karlsruher SC
15,Sat Oct 26 1991,1. FC Köln,5-0,Werder Bremen
15,Sat Oct 26 1991,Borussia Dortmund,0-0,VfB Stuttgart
16,Fri Nov 1 1991,MSV Duisburg,3-6,Eintracht Frankfurt
16,Fri Nov 1 1991,SG Wattenscheid 09,0-0,Bayern München
16,Fri Nov 1 1991,Werder Bremen,0-2,1. FC Kaiserslautern
16,Sat Nov 2 1991,Bor. Mönchengladbach,1-1,Borussia Dortmund
16,Sat Nov 2 1991,FC Schalke 04,1-1,Dynamo Dresden
16,Sat Nov 2 1991,Fortuna Düsseldorf,3-0,VfL Bochum
16,Sat Nov 2 1991,Hansa Rostock,1-1,1. FC Köln
16,Sat Nov 2 1991,Karlsruher SC,4-1,Hamburger SV
16,Sat Nov 2 1991,Bayer 04 Leverkusen,0-1,1. FC Nürnberg
16,Sat Nov 2 1991,VfB Stuttgart,3-1,Stuttgarter Kickers
17,Fri Nov 8 1991,Borussia Dortmund,1-1,SG Wattenscheid 09
17,Fri Nov 8 1991,1. FC Nürnberg,1-1,MSV Duisburg
17,Sat Nov 9 1991,VfL Bochum,1-0,FC Schalke 04
17,Sat Nov 9 1991,Dynamo Dresden,2-2,Stuttgarter Kickers
17,Sat Nov 9 1991,Bayern München,2-2,Bayer 04 Leverkusen
17,Sat Nov 9 1991,Eintracht Frankfurt,1-1,Karlsruher SC
17,Sat Nov 9 1991,1. FC Kaiserslautern,3-0,Hansa Rostock
17,Sat Nov 9 1991,1. FC Köln,4-1,Fortuna Düsseldorf
17,Sat Nov 9 1991,VfB Stuttgart,0-1,Bor. Mönchengladbach
17,Sun Nov 10 1991,Hamburger SV,0-1,Werder Bremen
18,Fri Nov 15 1991,MSV Duisburg,1-1,Bayern München
18,Fri Nov 15 1991,SG Wattenscheid 09,1-3,VfB Stuttgart
18,Fri Nov 15 1991,Werder Bremen,1-0,Eintracht Frankfurt
18,Sat Nov 16 1991,Dynamo Dresden,0-0,VfL Bochum
18,Sat Nov 16 1991,FC Schalke 04,3-0,1. FC Köln
18,Sat Nov 16 1991,Fortuna Düsseldorf,1-0,1. FC Kaiserslautern
18,Sat Nov 16 1991,Hansa Rostock,1-2,Hamburger SV
18,Sat Nov 16 1991,Karlsruher SC,1-0,1. FC Nürnberg
18,Sat Nov 16 1991,Bayer 04 Leverkusen,0-2,Borussia Dortmund
18,Sat Nov 16 1991,Stuttgarter Kickers,3-0,Bor. Mönchengladbach
19,Fri Nov 22 1991,VfL Bochum,2-2,Stuttgarter Kickers
19,Fri Nov 22 1991,Bor. Mönchengladbach,1-0,SG Wattenscheid 09
19,Sat Nov 23 1991,Borussia Dortmund,2-1,MSV Duisburg
19,Sat Nov 23 1991,Bayern München,1-0,Karlsruher SC
19,Sat Nov 23 1991,1. FC Nürnberg,1-0,Werder Bremen
19,Sat Nov 23 1991,Eintracht Frankfurt,2-0,Hansa Rostock
19,Sat Nov 23 1991,Hamburger SV,1-1,Fortuna Düsseldorf
19,Sat Nov 23 1991,1. FC Kaiserslautern,1-1,FC Schalke 04
19,Sat Nov 23 1991,VfB Stuttgart,2-0,Bayer 04 Leverkusen
20,Fri Nov 29 1991,Borussia Dortmund,1-0,Karlsruher SC
20,Fri Nov 29 1991,Bor. Mönchengladbach,2-2,Bayer 04 Leverkusen
20,Fri Nov 29 1991,SG Wattenscheid 09,4-1,Stuttgarter Kickers
20,Sat Nov 30 1991,Eintracht Frankfurt,1-1,Fortuna Düsseldorf
20,Sat Nov 30 1991,1. FC Nürnberg,0-0,Hansa Rostock
20,Sat Nov 30 1991,1. FC Köln,1-0,VfL Bochum
20,Sat Nov 30 1991,1. FC Kaiserslautern,4-1,Dynamo Dresden
20,Sat Nov 30 1991,Hamburger SV,2-1,FC Schalke 04
20,Sat Nov 30 1991,Bayern München,3-4,Werder Bremen
20,Sat Nov 30 1991,VfB Stuttgart,2-0,MSV Duisburg
21,Thu Dec 5 1991,FC Schalke 04,1-1,Eintracht Frankfurt
21,Fri Dec 6 1991,Werder Bremen,0-1,Borussia Dortmund
21,Fri Dec 6 1991,Fortuna Düsseldorf,1-2,1. FC Nürnberg
21,Sat Dec 7 1991,Hansa Rostock,2-1,Bayern München
21,Sat Dec 7 1991,Dynamo Dresden,3-0,Hamburger SV
21,Sat Dec 7 1991,Bayer 04 Leverkusen,6-1,SG Wattenscheid 09
21,Sat Dec 7 1991,VfL Bochum,0-0,1. FC Kaiserslautern
21,Sat Dec 7 1991,Stuttgarter Kickers,0-3,1. FC Köln
21,Sat Dec 7 1991,Karlsruher SC,0-0,VfB Stuttgart
21,Sun Dec 8 1991,MSV Duisburg,1-1,Bor. Mönchengladbach
19,Tue Dec 10 1991,1. FC Köln,1-1,Dynamo Dresden
22,Fri Dec 13 1991,Hamburger SV,0-0,VfL Bochum
22,Fri Dec 13 1991,Borussia Dortmund,4-1,Hansa Rostock
22,Fri Dec 13 1991,Bor. Mönchengladbach,1-0,Karlsruher SC
22,Sat Dec 14 1991,Eintracht Frankfurt,3-0,Dynamo Dresden
22,Sat Dec 14 1991,1. FC Nürnberg,0-1,FC Schalke 04
22,Sat Dec 14 1991,Bayern München,3-1,Fortuna Düsseldorf
22,Sat Dec 14 1991,VfB Stuttgart,1-1,Werder Bremen
22,Sat Dec 14 1991,SG Wattenscheid 09,2-0,MSV Duisburg
22,Sat Dec 14 1991,1. FC Kaiserslautern,2-1,1. FC Köln
22,Sat Dec 14 1991,Bayer 04 Leverkusen,3-1,Stuttgarter Kickers
23,Fri Feb 7 1992,Karlsruher SC,1-2,SG Wattenscheid 09
23,Fri Feb 7 1992,Dynamo Dresden,1-2,1. FC Nürnberg
23,Fri Feb 7 1992,VfL Bochum,0-0,Eintracht Frankfurt
23,Sat Feb 8 1992,Werder Bremen,0-0,Bor. Mönchengladbach
23,Sat Feb 8 1992,Fortuna Düsseldorf,1-1,Borussia Dortmund
23,Sat Feb 8 1992,FC Schalke 04,1-1,Bayern München
23,Sat Feb 8 1992,1. FC Köln,0-0,Hamburger SV
23,Sat Feb 8 1992,Stuttgarter Kickers,1-1,1. FC Kaiserslautern
23,Sat Feb 8 1992,Hansa Rostock,2-0,VfB Stuttgart
23,Sun Feb 9 1992,MSV Duisburg,1-2,Bayer 04 Leverkusen
24,Fri Feb 14 1992,MSV Duisburg,1-1,Stuttgarter Kickers
24,Fri Feb 14 1992,1. FC Nürnberg,1-0,VfL Bochum
24,Fri Feb 14 1992,SG Wattenscheid 09,0-1,Werder Bremen
24,Sat Feb 15 1992,Bayern München,1-2,Dynamo Dresden
24,Sat Feb 15 1992,Borussia Dortmund,2-0,FC Schalke 04
24,Sat Feb 15 1992,VfB Stuttgart,3-1,Fortuna Düsseldorf
24,Sat Feb 15 1992,Bor. Mönchengladbach,1-1,Hansa Rostock
24,Sat Feb 15 1992,Bayer 04 Leverkusen,2-0,Karlsruher SC
24,Sat Feb 15 1992,Eintracht Frankfurt,1-2,1. FC Köln
24,Sun Feb 16 1992,Hamburger SV,0-1,1. FC Kaiserslautern
25,Thu Feb 20 1992,VfL Bochum,0-5,Bayern München
25,Fri Feb 21 1992,Karlsruher SC,2-2,MSV Duisburg
25,Fri Feb 21 1992,Werder Bremen,1-1,Bayer 04 Leverkusen
25,Sat Feb 22 1992,Hansa Rostock,1-1,SG Wattenscheid 09
25,Sat Feb 22 1992,Fortuna Düsseldorf,1-1,Bor. Mönchengladbach
25,Sat Feb 22 1992,Dynamo Dresden,0-0,Borussia Dortmund
25,Sat Feb 22 1992,1. FC Köln,4-0,1. FC Nürnberg
25,Sat Feb 22 1992,1. FC Kaiserslautern,1-1,Eintracht Frankfurt
25,Sat Feb 22 1992,Stuttgarter Kickers,1-1,Hamburger SV
25,Sat Feb 22 1992,FC Schalke 04,0-1,VfB Stuttgart
26,Fri Feb 28 1992,MSV Duisburg,0-0,Werder Bremen
26,Fri Feb 28 1992,SG Wattenscheid 09,4-1,Fortuna Düsseldorf
26,Fri Feb 28 1992,Bayer 04 Leverkusen,3-0,Hansa Rostock
26,Sat Feb 29 1992,Borussia Dortmund,1-1,VfL Bochum
26,Sat Feb 29 1992,VfB Stuttgart,1-1,Dynamo Dresden
26,Sat Feb 29 1992,Bor. Mönchengladbach,1-1,FC Schalke 04
26,Sat Feb 29 1992,Eintracht Frankfurt,2-1,Hamburger SV
26,Sat Feb 29 1992,1. FC Nürnberg,3-2,1. FC Kaiserslautern
26,Sat Feb 29 1992,Bayern München,0-0,1. FC Köln
26,Sat Feb 29 1992,Karlsruher SC,3-1,Stuttgarter Kickers
27,Fri Mar 6 1992,FC Schalke 04,1-1,SG Wattenscheid 09
27,Fri Mar 6 1992,Dynamo Dresden,1-2,Bor. Mönchengladbach
27,Fri Mar 6 1992,Hansa Rostock,0-0,MSV Duisburg
27,Sat Mar 7 1992,1. FC Kaiserslautern,4-0,Bayern München
27,Sat Mar 7 1992,VfL Bochum,0-2,VfB Stuttgart
27,Sat Mar 7 1992,Stuttgarter Kickers,0-2,Eintracht Frankfurt
27,Sat Mar 7 1992,Werder Bremen,0-0,Karlsruher SC
27,Sat Mar 7 1992,Fortuna Düsseldorf,1-1,Bayer 04 Leverkusen
27,Sat Mar 7 1992,1. FC Köln,1-2,Borussia Dortmund
27,Sun Mar 8 1992,Hamburger SV,0-2,1. FC Nürnberg
28,Fri Mar 13 1992,Bor. Mönchengladbach,1-2,VfL Bochum
28,Fri Mar 13 1992,1. FC Nürnberg,1-3,Eintracht Frankfurt
28,Fri Mar 13 1992,Werder Bremen,1-3,Stuttgarter Kickers
28,Sat Mar 14 1992,Bayer 04 Leverkusen,2-1,FC Schalke 04
28,Sat Mar 14 1992,Karlsruher SC,2-1,Hansa Rostock
28,Sat Mar 14 1992,Bayern München,2-0,Hamburger SV
28,Sat Mar 14 1992,Borussia Dortmund,3-1,1. FC Kaiserslautern
28,Sat Mar 14 1992,VfB Stuttgart,1-0,1. FC Köln
28,Tue Mar 17 1992,MSV Duisburg,2-2,Fortuna Düsseldorf
29,Fri Mar 20 1992,VfL Bochum,1-1,SG Wattenscheid 09
29,Fri Mar 20 1992,Hamburger SV,1-1,Borussia Dortmund
29,Fri Mar 20 1992,Dynamo Dresden,1-0,Bayer 04 Leverkusen
29,Sat Mar 21 1992,1. FC Köln,1-1,Bor. Mönchengladbach
29,Sat Mar 21 1992,Hansa Rostock,0-0,Werder Bremen
29,Sat Mar 21 1992,1. FC Kaiserslautern,0-0,VfB Stuttgart
29,Sat Mar 21 1992,Eintracht Frankfurt,3-2,Bayern München
29,Sat Mar 21 1992,Fortuna Düsseldorf,2-3,Karlsruher SC
29,Sat Mar 21 1992,FC Schalke 04,3-0,MSV Duisburg
29,Sat Mar 21 1992,Stuttgarter Kickers,3-1,1. FC Nürnberg
30,Fri Mar 27 1992,MSV Duisburg,3-0,Dynamo Dresden
30,Fri Mar 27 1992,Werder Bremen,2-1,Fortuna Düsseldorf
30,Fri Mar 27 1992,SG Wattenscheid 09,1-2,1. FC Köln
30,Sat Mar 28 1992,Bayer 04 Leverkusen,2-0,VfL Bochum
30,Sat Mar 28 1992,Karlsruher SC,1-0,FC Schalke 04
30,Sat Mar 28 1992,Bor. Mönchengladbach,1-0,1. FC Kaiserslautern
30,Sat Mar 28 1992,Hansa Rostock,2-2,Stuttgarter Kickers
30,Sat Mar 28 1992,Bayern München,1-3,1. FC Nürnberg
30,Sat Mar 28 1992,Borussia Dortmund,2-2,Eintracht Frankfurt
30,Sat Mar 28 1992,VfB Stuttgart,3-2,Hamburger SV
28,Tue Mar 31 1992,SG Wattenscheid 09,3-0,Dynamo Dresden
31,Fri Apr 3 1992,1. FC Nürnberg,2-1,Borussia Dortmund
31,Fri Apr 3 1992,Dynamo Dresden,2-0,Karlsruher SC
31,Fri Apr 3 1992,VfL Bochum,2-1,MSV Duisburg
31,Sat Apr 4 1992,Hamburger SV,1-0,Bor. Mönchengladbach
31,Sat Apr 4 1992,Eintracht Frankfurt,1-1,VfB Stuttgart
31,Sat Apr 4 1992,Stuttgarter Kickers,2-4,Bayern München
31,Sat Apr 4 1992,Fortuna Düsseldorf,0-0,Hansa Rostock
31,Sat Apr 4 1992,FC Schalke 04,0-0,Werder Bremen
31,Sat Apr 4 1992,1. FC Köln,1-1,Bayer 04 Leverkusen
31,Sat Apr 4 1992,1. FC Kaiserslautern,3-2,SG Wattenscheid 09
32,Fri Apr 10 1992,Hansa Rostock,2-0,FC Schalke 04
32,Fri Apr 10 1992,Borussia Dortmund,3-0,Bayern München
32,Fri Apr 10 1992,Fortuna Düsseldorf,1-3,Stuttgarter Kickers
32,Sat Apr 11 1992,Werder Bremen,2-0,Dynamo Dresden
32,Sat Apr 11 1992,MSV Duisburg,1-3,1. FC Köln
32,Sat Apr 11 1992,VfB Stuttgart,2-0,1. FC Nürnberg
32,Sat Apr 11 1992,Bor. Mönchengladbach,1-1,Eintracht Frankfurt
32,Sat Apr 11 1992,SG Wattenscheid 09,1-1,Hamburger SV
32,Sat Apr 11 1992,Bayer 04 Leverkusen,3-0,1. FC Kaiserslautern
32,Sat Apr 11 1992,Karlsruher SC,1-1,VfL Bochum
33,Thu Apr 16 1992,Stuttgarter Kickers,0-1,Borussia Dortmund
33,Thu Apr 16 1992,Dynamo Dresden,2-1,Hansa Rostock
33,Sat Apr 18 1992,Eintracht Frankfurt,1-1,SG Wattenscheid 09
33,Sat Apr 18 1992,1. FC Nürnberg,2-1,Bor. Mönchengladbach
33,Sat Apr 18 1992,FC Schalke 04,0-0,Fortuna Düsseldorf
33,Sat Apr 18 1992,VfL Bochum,2-2,Werder Bremen
33,Sat Apr 18 1992,1. FC Köln,2-3,Karlsruher SC
33,Sat Apr 18 1992,1. FC Kaiserslautern,2-1,MSV Duisburg
33,Sat Apr 18 1992,Hamburger SV,1-1,Bayer 04 Leverkusen
33,Sat Apr 18 1992,Bayern München,1-0,VfB Stuttgart
34,Fri Apr 24 1992,Hansa Rostock,0-2,VfL Bochum
34,Fri Apr 24 1992,Fortuna Düsseldorf,1-3,Dynamo Dresden
34,Fri Apr 24 1992,SG Wattenscheid 09,1-1,1. FC Nürnberg
34,Sat Apr 25 1992,Bor. Mönchengladbach,1-1,Bayern München
34,Sat Apr 25 1992,FC Schalke 04,1-2,Stuttgarter Kickers
34,Sat Apr 25 1992,Bayer 04 Leverkusen,1-3,Eintracht Frankfurt
34,Sat Apr 25 1992,MSV Duisburg,0-1,Hamburger SV
34,Sat Apr 25 1992,Karlsruher SC,2-1,1. FC Kaiserslautern
34,Sat Apr 25 1992,Werder Bremen,1-3,1. FC Köln
34,Sat Apr 25 1992,VfB Stuttgart,4-2,Borussia Dortmund
36,Tue Apr 28 1992,Werder Bremen,1-1,Hamburger SV
35,Fri May 1 1992,Bayern München,5-2,SG Wattenscheid 09
35,Fri May 1 1992,1. FC Kaiserslautern,2-2,Werder Bremen
35,Fri May 1 1992,1. FC Nürnberg,1-0,Bayer 04 Leverkusen
35,Sat May 2 1992,Eintracht Frankfurt,3-0,MSV Duisburg
35,Sat May 2 1992,Stuttgarter Kickers,1-3,VfB Stuttgart
35,Sat May 2 1992,1. FC Köln,3-1,Hansa Rostock
35,Sat May 2 1992,Dynamo Dresden,2-1,FC Schalke 04
35,Sat May 2 1992,VfL Bochum,3-0,Fortuna Düsseldorf
35,Sat May 2 1992,Hamburger SV,0-1,Karlsruher SC
35,Sat May 2 1992,Borussia Dortmund,2-2,Bor. Mönchengladbach
36,Tue May 5 1992,SG Wattenscheid 09,0-1,Borussia Dortmund
36,Tue May 5 1992,Fortuna Düsseldorf,1-3,1. FC Köln
36,Tue May 5 1992,Hansa Rostock,0-1,1. FC Kaiserslautern
36,Tue May 5 1992,Karlsruher SC,0-2,Eintracht Frankfurt
36,Tue May 5 1992,Bayer 04 Leverkusen,2-1,Bayern München
36,Tue May 5 1992,Bor. Mönchengladbach,0-1,VfB Stuttgart
36,Tue May 5 1992,Stuttgarter Kickers,0-0,Dynamo Dresden
36,Tue May 5 1992,FC Schalke 04,2-1,VfL Bochum
36,Tue May 5 1992,MSV Duisburg,3-0,1. FC Nürnberg
37,Sat May 9 1992,VfB Stuttgart,1-1,SG Wattenscheid 09
37,Sat May 9 1992,VfL Bochum,1-0,Dynamo Dresden
37,Sat May 9 1992,1. FC Köln,3-0,FC Schalke 04
37,Sat May 9 1992,1. FC Kaiserslautern,2-0,Fortuna Düsseldorf
