Round,Date,Team 1,Team 2,FT,HT
13,1991-10-11,VfL Bochum,Karlsruher SC,1-3,0-2
13,1991-10-11,1. FC Nürnberg,VfB Stuttgart,4-3,2-1
13,1991-10-11,Eintracht Frankfurt,Bor. Mönchengladbach,0-0,0-0
13,1991-10-12,Dynamo Dresden,Werder Bremen,2-1,2-0
13,1991-10-12,FC Schalke 04,Hansa Rostock,5-0,2-0
13,1991-10-12,Bayern München,Borussia Dortmund,0-3,0-1
13,1991-10-12,Hamburger SV,SG Wattenscheid 09,0-1,0-0
13,1991-10-12,1. FC Kaiserslautern,Bayer Leverkusen,2-1,0-0
13,1991-10-12,1. FC Köln,MSV Duisburg,1-1,0-1
13,1991-10-12,Stuttgarter Kickers,Fortuna Düsseldorf,0-1,0-0
14,1991-10-18,MSV Duisburg,1. FC Kaiserslautern,1-1,0-0
14,1991-10-18,Bor. Mönchengladbach,1. FC Nürnberg,1-0,1-0
14,1991-10-18,Werder Bremen,VfL Bochum,3-0,2-0
14,1991-10-19,SG Wattenscheid 09,Eintracht Frankfurt,2-4,0-1
14,1991-10-19,Fortuna Düsseldorf,FC Schalke 04,1-1,1-1
14,1991-10-19,Hansa Rostock,Dynamo Dresden,3-0,0-0
14,1991-10-19,Karlsruher SC,1. FC Köln,0-1,0-0
14,1991-10-19,Bayer Leverkusen,Hamburger SV,1-1,0-0
14,1991-10-19,VfB Stuttgart,Bayern München,3-2,2-1
14,1991-10-20,Borussia Dortmund,Stuttgarter Kickers,3-1,0-0
15,1991-10-25,VfL Bochum,Hansa Rostock,3-2,3-0
15,1991-10-25,Dynamo Dresden,Fortuna Düsseldorf,2-0,0-0
15,1991-10-25,1. FC Nürnberg,SG Wattenscheid 09,3-1,2-0
15,1991-10-26,Borussia Dortmund,VfB Stuttgart,0-0,0-0
15,1991-10-26,Bayern München,Bor. Mönchengladbach,3-0,1-0
15,1991-10-26,Eintracht Frankfurt,Bayer Leverkusen,0-1,0-1
15,1991-10-26,Hamburger SV,MSV Duisburg,1-1,0-0
15,1991-10-26,1. FC Kaiserslautern,Karlsruher SC,3-0,2-0
15,1991-10-26,1. FC Köln,Werder Bremen,5-0,3-0
15,1991-10-26,Stuttgarter Kickers,FC Schalke 04,1-1,0-1
16,1991-11-01,MSV Duisburg,Eintracht Frankfurt,3-6,1-3
16,1991-11-01,SG Wattenscheid 09,Bayern München,0-0,0-0
16,1991-11-01,Werder Bremen,1. FC Kaiserslautern,0-2,0-0
16,1991-11-02,Bor. Mönchengladbach,Borussia Dortmund,1-1,0-0
16,1991-11-02,FC Schalke 04,Dynamo Dresden,1-1,0-1
16,1991-11-02,Fortuna Düsseldorf,VfL Bochum,3-0,2-0
16,1991-11-02,Hansa Rostock,1. FC Köln,1-1,0-1
16,1991-11-02,Karlsruher SC,Hamburger SV,4-1,2-0
16,1991-11-02,Bayer Leverkusen,1. FC Nürnberg,0-1,0-0
16,1991-11-02,VfB Stuttgart,Stuttgarter Kickers,3-1,1-1
17,1991-11-08,Borussia Dortmund,SG Wattenscheid 09,1-1,0-0
17,1991-11-08,1. FC Nürnberg,MSV Duisburg,1-1,1-0
17,1991-11-09,VfL Bochum,FC Schalke 04,1-0,0-0
17,1991-11-09,Dynamo Dresden,Stuttgarter Kickers,2-2,2-1
17,1991-11-09,Bayern München,Bayer Leverkusen,2-2,2-0
17,1991-11-09,Eintracht Frankfurt,Karlsruher SC,1-1,0-0
17,1991-11-09,1. FC Kaiserslautern,Hansa Rostock,3-0,1-0
17,1991-11-09,1. FC Köln,Fortuna Düsseldorf,4-1,2-1
17,1991-11-09,VfB Stuttgart,Bor. Mönchengladbach,0-1,0-1
17,1991-11-10,Hamburger SV,Werder Bremen,0-1,0-1
18,1991-11-15,MSV Duisburg,Bayern München,1-1,1-0
18,1991-11-15,SG Wattenscheid 09,VfB Stuttgart,1-3,0-3
18,1991-11-15,Werder Bremen,Eintracht Frankfurt,1-0,0-0
18,1991-11-16,Dynamo Dresden,VfL Bochum,0-0,0-0
18,1991-11-16,FC Schalke 04,1. FC Köln,3-0,1-0
18,1991-11-16,Fortuna Düsseldorf,1. FC Kaiserslautern,1-0,0-0
18,1991-11-16,Hansa Rostock,Hamburger SV,1-2,0-1
18,1991-11-16,Karlsruher SC,1. FC Nürnberg,1-0,0-0
18,1991-11-16,Bayer Leverkusen,Borussia Dortmund,0-2,0-0
18,1991-11-16,Stuttgarter Kickers,Bor. Mönchengladbach,3-0,1-0
19,1991-11-22,VfL Bochum,Stuttgarter Kickers,2-2,1-0
19,1991-11-22,Bor. Mönchengladbach,SG Wattenscheid 09,1-0,1-0
19,1991-11-23,Borussia Dortmund,MSV Duisburg,2-1,1-1
19,1991-11-23,Bayern München,Karlsruher SC,1-0,1-0
19,1991-11-23,1. FC Nürnberg,Werder Bremen,1-0,1-0
19,1991-11-23,Eintracht Frankfurt,Hansa Rostock,2-0,0-0
19,1991-11-23,Hamburger SV,Fortuna Düsseldorf,1-1,0-0
19,1991-11-23,1. FC Kaiserslautern,FC Schalke 04,1-1,1-1
19,1991-11-23,VfB Stuttgart,Bayer Leverkusen,2-0,0-0
19,1991-12-10,1. FC Köln,Dynamo Dresden,1-1,1-1
20,1991-11-29,Borussia Dortmund,Karlsruher SC,1-0,1-0
20,1991-11-29,Bor. Mönchengladbach,Bayer Leverkusen,2-2,0-1
20,1991-11-29,SG Wattenscheid 09,Stuttgarter Kickers,4-1,0-1
20,1991-11-30,1. FC Köln,VfL Bochum,1-0,1-0
20,1991-11-30,1. FC Kaiserslautern,Dynamo Dresden,4-1,2-1
20,1991-11-30,Hamburger SV,FC Schalke 04,2-1,0-0
20,1991-11-30,Eintracht Frankfurt,Fortuna Düsseldorf,1-1,0-0
20,1991-11-30,1. FC Nürnberg,Hansa Rostock,0-0,0-0
20,1991-11-30,Bayern München,Werder Bremen,3-4,0-2
20,1991-11-30,VfB Stuttgart,MSV Duisburg,2-0,1-0
21,1991-12-05,FC Schalke 04,Eintracht Frankfurt,1-1,0-1
21,1991-12-06,Werder Bremen,Borussia Dortmund,0-1,0-1
21,1991-12-06,Fortuna Düsseldorf,1. FC Nürnberg,1-2,0-1
21,1991-12-07,Bayer Leverkusen,SG Wattenscheid 09,6-1,3-1
21,1991-12-07,Hansa Rostock,Bayern München,2-1,0-0
21,1991-12-07,Dynamo Dresden,Hamburger SV,3-0,2-0
21,1991-12-07,VfL Bochum,1. FC Kaiserslautern,0-0,0-0
21,1991-12-07,Stuttgarter Kickers,1. FC Köln,0-3,0-1
21,1991-12-07,Karlsruher SC,VfB Stuttgart,0-0,0-0
21,1991-12-08,MSV Duisburg,Bor. Mönchengladbach,1-1,1-0
22,1991-12-13,Hamburger SV,VfL Bochum,0-0,0-0
22,1991-12-13,Borussia Dortmund,Hansa Rostock,4-1,2-0
22,1991-12-13,Bor. Mönchengladbach,Karlsruher SC,1-0,1-0
22,1991-12-14,Eintracht Frankfurt,Dynamo Dresden,3-0,2-0
22,1991-12-14,1. FC Nürnberg,FC Schalke 04,0-1,0-0
22,1991-12-14,Bayern München,Fortuna Düsseldorf,3-1,0-1
22,1991-12-14,VfB Stuttgart,Werder Bremen,1-1,0-0
22,1991-12-14,SG Wattenscheid 09,MSV Duisburg,2-0,1-0
22,1991-12-14,1. FC Kaiserslautern,1. FC Köln,2-1,2-0
22,1991-12-14,Bayer Leverkusen,Stuttgarter Kickers,3-1,0-1
23,1992-02-07,Karlsruher SC,SG Wattenscheid 09,1-2,0-1
23,1992-02-07,Dynamo Dresden,1. FC Nürnberg,1-2,1-0
23,1992-02-07,VfL Bochum,Eintracht Frankfurt,0-0,0-0
23,1992-02-08,Werder Bremen,Bor. Mönchengladbach,0-0,0-0
23,1992-02-08,Fortuna Düsseldorf,Borussia Dortmund,1-1,0-1
23,1992-02-08,FC Schalke 04,Bayern München,1-1,0-0
23,1992-02-08,1. FC Köln,Hamburger SV,0-0,0-0
23,1992-02-08,Stuttgarter Kickers,1. FC Kaiserslautern,1-1,0-1
23,1992-02-08,Hansa Rostock,VfB Stuttgart,2-0,1-0
23,1992-02-09,MSV Duisburg,Bayer Leverkusen,1-2,0-1
24,1992-02-14,MSV Duisburg,Stuttgarter Kickers,1-1,1-1
24,1992-02-14,1. FC Nürnberg,VfL Bochum,1-0,0-0
24,1992-02-14,SG Wattenscheid 09,Werder Bremen,0-1,0-0
24,1992-02-15,Bayern München,Dynamo Dresden,1-2,0-1
24,1992-02-15,Borussia Dortmund,FC Schalke 04,2-0,1-0
24,1992-02-15,VfB Stuttgart,Fortuna Düsseldorf,3-1,1-0
24,1992-02-15,Bor. Mönchengladbach,Hansa Rostock,1-1,1-0
24,1992-02-15,Bayer Leverkusen,Karlsruher SC,2-0,0-0
24,1992-02-15,Eintracht Frankfurt,1. FC Köln,1-2,0-2
24,1992-02-16,Hamburger SV,1. FC Kaiserslautern,0-1,0-0
25,1992-02-20,VfL Bochum,Bayern München,0-5,0-3
25,1992-02-21,Karlsruher SC,MSV Duisburg,2-2,1-0
25,1992-02-21,Werder Bremen,Bayer Leverkusen,1-1,1-1
25,1992-02-22,Hansa Rostock,SG Wattenscheid 09,1-1,1-1
25,1992-02-22,Fortuna Düsseldorf,Bor. Mönchengladbach,1-1,1-1
25,1992-02-22,Dynamo Dresden,Borussia Dortmund,0-0,0-0
25,1992-02-22,1. FC Köln,1. FC Nürnberg,4-0,3-0
25,1992-02-22,1. FC Kaiserslautern,Eintracht Frankfurt,1-1,0-1
25,1992-02-22,Stuttgarter Kickers,Hamburger SV,1-1,0-1
25,1992-02-22,FC Schalke 04,VfB Stuttgart,0-1,0-0
26,1992-02-28,MSV Duisburg,Werder Bremen,0-0,0-0
26,1992-02-28,SG Wattenscheid 09,Fortuna Düsseldorf,4-1,1-1
26,1992-02-28,Bayer Leverkusen,Hansa Rostock,3-0,1-0
26,1992-02-29,Borussia Dortmund,VfL Bochum,1-1,0-0
26,1992-02-29,VfB Stuttgart,Dynamo Dresden,1-1,1-0
26,1992-02-29,Bor. Mönchengladbach,FC Schalke 04,1-1,0-0
26,1992-02-29,Eintracht Frankfurt,Hamburger SV,2-1,1-0
26,1992-02-29,1. FC Nürnberg,1. FC Kaiserslautern,3-2,2-0
26,1992-02-29,Bayern München,1. FC Köln,0-0,0-0
26,1992-02-29,Karlsruher SC,Stuttgarter Kickers,3-1,3-0
27,1992-03-06,FC Schalke 04,SG Wattenscheid 09,1-1,1-0
27,1992-03-06,Dynamo Dresden,Bor. Mönchengladbach,1-2,0-1
27,1992-03-06,Hansa Rostock,MSV Duisburg,0-0,0-0
27,1992-03-07,1. FC Köln,Borussia Dortmund,1-2,0-0
27,1992-03-07,1. FC Kaiserslautern,Bayern München,4-0,1-0
27,1992-03-07,Stuttgarter Kickers,Eintracht Frankfurt,0-2,0-0
27,1992-03-07,Werder Bremen,Karlsruher SC,0-0,0-0
27,1992-03-07,Fortuna Düsseldorf,Bayer Leverkusen,1-1,0-0
27,1992-03-07,VfL Bochum,VfB Stuttgart,0-2,0-0
27,1992-03-08,Hamburger SV,1. FC Nürnberg,0-2,0-1
28,1992-03-13,Bor. Mönchengladbach,VfL Bochum,1-2,0-1
28,1992-03-13,1. FC Nürnberg,Eintracht Frankfurt,1-3,1-0
28,1992-03-13,Werder Bremen,Stuttgarter Kickers,1-3,0-2
28,1992-03-14,Bayer Leverkusen,FC Schalke 04,2-1,2-1
28,1992-03-14,Karlsruher SC,Hansa Rostock,2-1,1-1
28,1992-03-14,Bayern München,Hamburger SV,2-0,0-0
28,1992-03-14,Borussia Dortmund,1. FC Kaiserslautern,3-1,2-0
28,1992-03-14,VfB Stuttgart,1. FC Köln,1-0,0-0
28,1992-03-17,MSV Duisburg,Fortuna Düsseldorf,2-2,0-1
28,1992-03-31,SG Wattenscheid 09,Dynamo Dresden,3-0,3-0
29,1992-03-20,VfL Bochum,SG Wattenscheid 09,1-1,1-1
29,1992-03-20,Hamburger SV,Borussia Dortmund,1-1,1-1
29,1992-03-20,Dynamo Dresden,Bayer Leverkusen,1-0,0-0
29,1992-03-21,1. FC Köln,Bor. Mönchengladbach,1-1,1-1
29,1992-03-21,Eintracht Frankfurt,Bayern München,3-2,1-1
29,1992-03-21,Stuttgarter Kickers,1. FC Nürnberg,3-1,1-0
29,1992-03-21,Hansa Rostock,Werder Bremen,0-0,0-0
29,1992-03-21,Fortuna Düsseldorf,Karlsruher SC,2-3,1-1
29,1992-03-21,FC Schalke 04,MSV Duisburg,3-0,2-0
29,1992-03-21,1. FC Kaiserslautern,VfB Stuttgart,0-0,0-0
30,1992-03-27,MSV Duisburg,Dynamo Dresden,3-0,1-0
30,1992-03-27,Werder Bremen,Fortuna Düsseldorf,2-1,1-0
30,1992-03-27,SG Wattenscheid 09,1. FC Köln,1-2,0-2
30,1992-03-28,Bayer Leverkusen,VfL Bochum,2-0,1-0
30,1992-03-28,Karlsruher SC,FC Schalke 04,1-0,1-0
30,1992-03-28,Bayern München,1. FC Nürnberg,1-3,1-2
30,1992-03-28,Borussia Dortmund,Eintracht Frankfurt,2-2,1-1
30,1992-03-28,VfB Stuttgart,Hamburger SV,3-2,1-1
30,1992-03-28,Bor. Mönchengladbach,1. FC Kaiserslautern,1-0,1-0
30,1992-03-28,Hansa Rostock,Stuttgarter Kickers,2-2,1-0
31,1992-04-03,1. FC Nürnberg,Borussia Dortmund,2-1,2-1
31,1992-04-03,Dynamo Dresden,Karlsruher SC,2-0,0-0
31,1992-04-03,VfL Bochum,MSV Duisburg,2-1,2-0
31,1992-04-04,1. FC Kaiserslautern,SG Wattenscheid 09,3-2,3-1
31,1992-04-04,Hamburger SV,Bor. Mönchengladbach,1-0,1-0
31,1992-04-04,Stuttgarter Kickers,Bayern München,2-4,1-2
31,1992-04-04,Fortuna Düsseldorf,Hansa Rostock,0-0,0-0
31,1992-04-04,FC Schalke 04,Werder Bremen,0-0,0-0
31,1992-04-04,1. FC Köln,Bayer Leverkusen,1-1,1-0
31,1992-04-04,Eintracht Frankfurt,VfB Stuttgart,1-1,0-1
32,1992-04-10,Hansa Rostock,FC Schalke 04,2-0,1-0
32,1992-04-10,Borussia Dortmund,Bayern München,3-0,1-0
32,1992-04-10,Fortuna Düsseldorf,Stuttgarter Kickers,1-3,1-2
32,1992-04-11,Karlsruher SC,VfL Bochum,1-1,1-1
32,1992-04-11,Werder Bremen,Dynamo Dresden,2-0,1-0
32,1992-04-11,VfB Stuttgart,1. FC Nürnberg,2-0,2-0
32,1992-04-11,Bor. Mönchengladbach,Eintracht Frankfurt,1-1,1-0
32,1992-04-11,SG Wattenscheid 09,Hamburger SV,1-1,0-1
32,1992-04-11,Bayer Leverkusen,1. FC Kaiserslautern,3-0,2-0
32,1992-04-11,MSV Duisburg,1. FC Köln,1-3,0-0
33,1992-04-16,Stuttgarter Kickers,Borussia Dortmund,0-1,0-0
33,1992-04-16,Dynamo Dresden,Hansa Rostock,2-1,0-0
33,1992-04-18,Eintracht Frankfurt,SG Wattenscheid 09,1-1,1-0
33,1992-04-18,1. FC Nürnberg,Bor. Mönchengladbach,2-1,1-0
33,1992-04-18,FC Schalke 04,Fortuna Düsseldorf,0-0,0-0
33,1992-04-18,VfL Bochum,Werder Bremen,2-2,0-0
33,1992-04-18,1. FC Köln,Karlsruher SC,2-3,0-2
33,1992-04-18,1. FC Kaiserslautern,MSV Duisburg,2-1,0-1
33,1992-04-18,Hamburger SV,Bayer Leverkusen,1-1,0-0
33,1992-04-18,Bayern München,VfB Stuttgart,1-0,1-0
34,1992-04-24,Hansa Rostock,VfL Bochum,0-2,0-1
34,1992-04-24,Fortuna Düsseldorf,Dynamo Dresden,1-3,1-1
34,1992-04-24,SG Wattenscheid 09,1. FC Nürnberg,1-1,0-1
34,1992-04-25,VfB Stuttgart,Borussia Dortmund,4-2,2-1
34,1992-04-25,Bor. Mönchengladbach,Bayern München,1-1,0-0
34,1992-04-25,Bayer Leverkusen,Eintracht Frankfurt,1-3,0-1
34,1992-04-25,MSV Duisburg,Hamburger SV,0-1,0-0
34,1992-04-25,Karlsruher SC,1. FC Kaiserslautern,2-1,1-0
34,1992-04-25,Werder Bremen,1. FC Köln,1-3,0-1
34,1992-04-25,FC Schalke 04,Stuttgarter Kickers,1-2,0-2
35,1992-05-01,Bayern München,SG Wattenscheid 09,5-2,3-1
35,1992-05-01,1. FC Kaiserslautern,Werder Bremen,2-2,1-1
35,1992-05-01,1. FC Nürnberg,Bayer Leverkusen,1-0,0-0
35,1992-05-02,Borussia Dortmund,Bor. Mönchengladbach,2-2,0-1
35,1992-05-02,Dynamo Dresden,FC Schalke 04,2-1,1-0
35,1992-05-02,1. FC Köln,Hansa Rostock,3-1,1-1
35,1992-05-02,Hamburger SV,Karlsruher SC,0-1,0-1
35,1992-05-02,Eintracht Frankfurt,MSV Duisburg,3-0,0-0
35,1992-05-02,Stuttgarter Kickers,VfB Stuttgart,1-3,0-0
35,1992-05-02,VfL Bochum,Fortuna Düsseldorf,3-0,1-0
36,1992-04-28,Werder Bremen,Hamburger SV,1-1,1-0
36,1992-05-05,MSV Duisburg,1. FC Nürnberg,3-0,1-0
36,1992-05-05,FC Schalke 04,VfL Bochum,2-1,2-0
36,1992-05-05,Stuttgarter Kickers,Dynamo Dresden,0-0,0-0
36,1992-05-05,SG Wattenscheid 09,Borussia Dortmund,0-1,0-0
36,1992-05-05,Bayer Leverkusen,Bayern München,2-1,1-0
36,1992-05-05,Karlsruher SC,Eintracht Frankfurt,0-2,0-1
36,1992-05-05,Hansa Rostock,1. FC Kaiserslautern,0-1,0-0
36,1992-05-05,Fortuna Düsseldorf,1. FC Köln,1-3,1-1
36,1992-05-05,Bor. Mönchengladbach,VfB Stuttgart,0-1,0-1
37,1992-05-09,VfB Stuttgart,SG Wattenscheid 09,1-1,1-1
37,1992-05-09,VfL Bochum,Dynamo Dresden,1-0,0-0
37,1992-05-09,1. FC Köln,FC Schalke 04,3-0,1-0
37,1992-05-09,1. FC Kaiserslautern,Fortuna Düsseldorf,2-0,2-0
37,1992-05-09,Hamburger SV,Hansa Rostock,1-0,0-0
37,1992-05-09,Eintracht Frankfurt,Werder Bremen,2-2,1-0
37,1992-05-09,1. FC Nürnberg,Karlsruher SC,1-2,0-0
37,1992-05-09,Bayern München,MSV Duisburg,4-2,1-2
37,1992-05-09,Borussia Dortmund,Bayer Leverkusen,3-1,1-0
37,1992-05-09,Bor. Mönchengladbach,Stuttgarter Kickers,2-1,0-1
38,1992-05-16,Stuttgarter Kickers,VfL Bochum,2-0,0-0
38,1992-05-16,SG Wattenscheid 09,Bor. Mönchengladbach,3-2,1-2
38,1992-05-16,MSV Duisburg,Borussia Dortmund,0-1,0-1
38,1992-05-16,Karlsruher SC,Bayern München,3-0,0-0
38,1992-05-16,Werder Bremen,1. FC Nürnberg,1-3,1-0
38,1992-05-16,Hansa Rostock,Eintracht Frankfurt,2-1,0-0
