Matchday,Date,Team 1,FT,Team 2
1,Sat Aug 22 1964,Eintracht Frankfurt,2-2,FC Schalke 04
1,Sat Aug 22 1964,1. FC Kaiserslautern,2-1,Werder Bremen
1,Sat Aug 22 1964,Hamburger SV,2-2,VfB Stuttgart
1,Sat Aug 22 1964,Borussia Dortmund,0-2,Hannover 96
1,Sat Aug 22 1964,Eintracht Braunschweig,1-1,TSV 1860 München
1,Sat Aug 22 1964,Karlsruher SC,2-1,MSV Duisburg
1,Sat Aug 22 1964,1. FC Nürnberg,2-0,VfB Borussia Neunkirchen
1,Sat Aug 22 1964,1. FC Köln,2-3,Hertha BSC
2,Sat Aug 29 1964,VfB Stuttgart,3-1,1. FC Nürnberg
2,Sat Aug 29 1964,Hannover 96,2-0,1. FC Köln
2,Sat Aug 29 1964,Hertha BSC,0-0,Hamburger SV
2,Sat Aug 29 1964,FC Schalke 04,1-1,Karlsruher SC
2,Sat Aug 29 1964,VfB Borussia Neunkirchen,1-2,Borussia Dortmund
2,Sat Aug 29 1964,MSV Duisburg,3-1,1. FC Kaiserslautern
2,Sat Aug 29 1964,Werder Bremen,5-1,Eintracht Braunschweig
2,Sat Aug 29 1964,TSV 1860 München,0-1,Eintracht Frankfurt
3,Sat Sep 5 1964,Hamburger SV,3-0,Hannover 96
3,Sat Sep 5 1964,1. FC Köln,4-3,VfB Borussia Neunkirchen
3,Sat Sep 5 1964,1. FC Nürnberg,2-0,Hertha BSC
3,Sat Sep 5 1964,Karlsruher SC,1-5,TSV 1860 München
3,Sat Sep 5 1964,Eintracht Frankfurt,0-2,Werder Bremen
3,Sat Sep 5 1964,1. FC Kaiserslautern,3-0,FC Schalke 04
3,Sat Sep 5 1964,Eintracht Braunschweig,0-1,MSV Duisburg
3,Fri Sep 11 1964,Borussia Dortmund,1-0,VfB Stuttgart
4,Sat Sep 12 1964,VfB Stuttgart,3-3,1. FC Köln
4,Sat Sep 12 1964,Hannover 96,2-2,1. FC Nürnberg
4,Sat Sep 12 1964,MSV Duisburg,1-3,Eintracht Frankfurt
4,Sat Sep 12 1964,TSV 1860 München,2-2,1. FC Kaiserslautern
4,Sat Sep 12 1964,FC Schalke 04,0-3,Eintracht Braunschweig
4,Sat Sep 12 1964,Werder Bremen,1-0,Karlsruher SC
4,Sat Sep 12 1964,VfB Borussia Neunkirchen,3-1,Hamburger SV
