Date,Team 1,Team 2,FT,HT
2000-08-11,Hannover,Nürnberg,1-1,0-0
2000-08-11,Stuttgarter K,Oberhausen,1-0,1-0
2000-08-12,Ahlen,St Pauli,3-6,2-2
2000-08-12,M'gladbach,Saarbrücken,0-0,0-0
2000-08-13,Bielefeld,Osnabruck,3-1,1-1
2000-08-13,Greuther Fürth,Chemnitz,4-1,1-0
2000-08-13,Mannheim,Aachen,3-0,1-0
2000-08-13,Reutlingen,Mainz,3-2,1-1
2000-08-14,Duisburg,Ulm,1-2,0-1
2000-08-18,Chemnitz,Hannover,0-2,0-0
2000-08-18,St Pauli,Mannheim,5-0,4-0
2000-08-19,Aachen,Reutlingen,4-1,1-0
2000-08-19,Osnabruck,M'gladbach,1-3,1-0
2000-08-20,Mainz,Stuttgarter K,2-2,1-2
2000-08-20,Nürnberg,Ahlen,2-0,2-0
2000-08-20,Oberhausen,Duisburg,1-0,1-0
2000-08-20,Saarbrücken,Greuther Fürth,2-1,1-1
2000-08-21,Ulm,Bielefeld,0-1,0-1
2000-09-04,M'gladbach,Ulm,5-0,2-0
2000-09-05,Bielefeld,Oberhausen,2-0,2-0
2000-09-05,Chemnitz,Saarbrücken,1-3,0-2
2000-09-05,Duisburg,Mainz,0-0,0-0
2000-09-05,Hannover,Ahlen,1-1,0-1
2000-09-05,Reutlingen,St Pauli,2-0,0-0
2000-09-06,Greuther Fürth,Osnabruck,2-0,1-0
2000-09-06,Mannheim,Nürnberg,1-4,0-2
2000-09-06,Stuttgarter K,Aachen,0-3,0-0
2000-09-08,Mainz,Bielefeld,2-4,2-4
2000-09-08,Saarbrücken,Hannover,2-1,1-0
2000-09-09,Ahlen,Mannheim,1-2,1-0
2000-09-09,Nürnberg,Reutlingen,2-0,2-0
2000-09-10,Oberhausen,M'gladbach,1-1,0-1
2000-09-10,Osnabruck,Chemnitz,1-1,1-0
2000-09-10,St Pauli,Stuttgarter K,4-0,2-0
2000-09-10,Ulm,Greuther Fürth,2-2,0-0
2000-09-11,Aachen,Duisburg,1-0,0-0
2000-09-15,Duisburg,St Pauli,4-1,3-1
2000-09-15,Hannover,Mannheim,3-0,0-0
2000-09-16,M'gladbach,Mainz,1-1,1-1
2000-09-16,Reutlingen,Ahlen,5-1,1-1
2000-09-17,Chemnitz,Ulm,1-0,1-0
2000-09-17,Greuther Fürth,Oberhausen,1-2,1-0
2000-09-17,Saarbrücken,Osnabruck,2-1,1-1
2000-09-17,Stuttgarter K,Nürnberg,0-2,0-0
2000-09-18,Bielefeld,Aachen,1-1,1-1
2000-09-22,Nürnberg,Duisburg,3-1,1-1
2000-09-22,Ulm,Saarbrücken,3-1,1-0
2000-09-23,Mannheim,Reutlingen,1-1,0-1
2000-09-23,St Pauli,Bielefeld,2-0,0-0
2000-09-24,Ahlen,Stuttgarter K,1-1,0-0
2000-09-24,Mainz,Greuther Fürth,1-0,1-0
2000-09-24,Oberhausen,Chemnitz,4-1,2-0
2000-09-24,Osnabruck,Hannover,0-1,0-0
2000-09-25,Aachen,M'gladbach,1-1,1-1
2000-09-29,Duisburg,Ahlen,3-3,1-2
2000-09-29,Saarbrücken,Oberhausen,3-2,2-0
2000-09-30,M'gladbach,St Pauli,4-2,1-1
2000-09-30,Stuttgarter K,Mannheim,2-2,1-1
2000-10-01,Chemnitz,Mainz,0-2,0-0
2000-10-01,Greuther Fürth,Aachen,3-0,1-0
2000-10-01,Hannover,Reutlingen,5-1,2-1
2000-10-01,Osnabruck,Ulm,2-1,2-0
2000-10-02,Bielefeld,Nürnberg,1-2,1-0
2000-10-13,Aachen,Chemnitz,1-2,0-1
2000-10-13,Mannheim,Duisburg,1-0,1-0
2000-10-14,Ahlen,Bielefeld,1-1,1-0
2000-10-14,Mainz,Saarbrücken,1-0,1-0
2000-10-15,Oberhausen,Osnabruck,5-2,1-0
2000-10-15,Reutlingen,Stuttgarter K,1-0,0-0
2000-10-15,St Pauli,Greuther Fürth,3-3,3-0
2000-10-15,Ulm,Hannover,3-3,1-0
2000-10-16,Nürnberg,M'gladbach,2-1,1-0
2000-10-20,Bielefeld,Mannheim,0-0,0-0
2000-10-20,Chemnitz,St Pauli,1-3,1-0
2000-10-21,Greuther Fürth,Nürnberg,0-0,0-0
2000-10-21,Hannover,Stuttgarter K,1-0,0-0
2000-10-22,Duisburg,Reutlingen,4-3,2-1
2000-10-22,Osnabruck,Mainz,2-1,1-0
2000-10-22,Saarbrücken,Aachen,1-3,1-0
2000-10-22,Ulm,Oberhausen,0-1,0-0
2000-10-23,M'gladbach,Ahlen,1-2,0-0
2000-10-27,Nürnberg,Chemnitz,3-1,2-0
2000-10-27,Reutlingen,Bielefeld,3-2,2-1
2000-10-28,Aachen,Osnabruck,0-0,0-0
2000-10-28,Mainz,Ulm,0-3,0-0
2000-10-29,Ahlen,Greuther Fürth,2-0,1-0
2000-10-29,Mannheim,M'gladbach,4-0,1-0
2000-10-29,Oberhausen,Hannover,0-0,0-0
2000-10-29,St Pauli,Saarbrücken,2-2,2-0
2000-10-29,Stuttgarter K,Duisburg,0-0,0-0
2000-11-03,Bielefeld,Stuttgarter K,0-0,0-0
2000-11-03,Chemnitz,Ahlen,2-2,2-1
2000-11-04,Hannover,Duisburg,0-2,0-0
2000-11-04,Oberhausen,Mainz,1-0,0-0
2000-11-05,Greuther Fürth,Mannheim,2-1,1-1
2000-11-05,M'gladbach,Reutlingen,1-1,1-1
2000-11-05,Osnabruck,St Pauli,0-0,0-0
2000-11-05,Ulm,Aachen,3-1,0-0
2000-11-06,Saarbrücken,Nürnberg,2-2,1-0
2000-11-10,Duisburg,Bielefeld,2-1,1-0
2000-11-10,Mannheim,Chemnitz,0-0,0-0
2000-11-11,Mainz,Hannover,0-2,0-0
2000-11-11,St Pauli,Ulm,1-0,1-0
2000-11-12,Aachen,Oberhausen,3-1,3-0
2000-11-12,Ahlen,Saarbrücken,2-0,1-0
2000-11-12,Reutlingen,Greuther Fürth,2-2,1-1
2000-11-12,Stuttgarter K,M'gladbach,1-1,0-0
2000-11-13,Nürnberg,Osnabruck,3-1,2-0
2000-11-17,Mainz,Aachen,1-1,0-0
2000-11-17,Ulm,Nürnberg,0-1,0-1
2000-11-18,Osnabruck,Ahlen,1-1,0-1
2000-11-19,Chemnitz,Reutlingen,1-3,1-2
2000-11-19,Greuther Fürth,Stuttgarter K,2-0,0-0
2000-11-19,M'gladbach,Duisburg,1-1,0-1
2000-11-19,Oberhausen,St Pauli,2-3,2-1
2000-11-20,Hannover,Bielefeld,4-2,3-1
2000-11-20,Saarbrücken,Mannheim,3-3,2-2
2000-11-24,Aachen,Hannover,0-4,0-3
2000-11-24,Duisburg,Greuther Fürth,0-0,0-0
2000-11-25,Ahlen,Ulm,1-0,1-0
2000-11-25,Bielefeld,M'gladbach,1-2,1-0
2000-11-26,Mannheim,Osnabruck,2-0,0-0
2000-11-26,Nürnberg,Oberhausen,2-1,1-0
2000-11-26,Reutlingen,Saarbrücken,8-2,3-0
2000-11-26,Stuttgarter K,Chemnitz,4-0,1-0
2000-11-27,St Pauli,Mainz,2-2,0-0
2000-12-01,Chemnitz,Duisburg,1-3,1-1
2000-12-01,Greuther Fürth,Bielefeld,1-0,0-0
2000-12-02,Osnabruck,Reutlingen,0-2,0-1
2000-12-02,Saarbrücken,Stuttgarter K,1-0,0-0
2000-12-03,Mainz,Nürnberg,2-0,1-0
2000-12-03,Oberhausen,Ahlen,1-0,0-0
2000-12-03,St Pauli,Aachen,3-3,1-2
2000-12-03,Ulm,Mannheim,1-0,1-0
2000-12-04,M'gladbach,Hannover,2-0,1-0
2000-12-08,Duisburg,Saarbrücken,2-1,1-1
2000-12-08,Reutlingen,Ulm,2-2,1-1
2000-12-09,Bielefeld,Chemnitz,5-1,2-0
2000-12-09,Stuttgarter K,Osnabruck,2-1,1-0
2000-12-10,Ahlen,Mainz,1-0,1-0
2000-12-10,M'gladbach,Greuther Fürth,3-1,1-0
2000-12-10,Mannheim,Oberhausen,5-0,1-0
2000-12-10,Nürnberg,Aachen,6-1,3-1
2000-12-11,Hannover,St Pauli,1-1,1-0
2000-12-12,Osnabruck,Duisburg,1-3,1-1
2000-12-12,Saarbrücken,Bielefeld,1-0,1-0
2000-12-12,Ulm,Stuttgarter K,1-1,0-1
2000-12-13,Aachen,Ahlen,4-3,1-1
2000-12-13,Chemnitz,M'gladbach,0-3,0-1
2000-12-13,Mainz,Mannheim,0-1,0-0
2000-12-13,Oberhausen,Reutlingen,2-0,1-0
2000-12-14,Greuther Fürth,Hannover,2-1,1-0
2000-12-14,St Pauli,Nürnberg,1-0,0-0
2000-12-15,Osnabruck,Bielefeld,1-0,0-0
2000-12-15,Ulm,Duisburg,1-3,1-2
2000-12-16,Mainz,Reutlingen,1-1,0-0
2000-12-16,Oberhausen,Stuttgarter K,1-3,1-1
2000-12-17,Chemnitz,Greuther Fürth,0-2,0-1
2000-12-17,Nürnberg,Hannover,4-2,2-1
2000-12-17,Saarbrücken,M'gladbach,0-4,0-1
2000-12-17,St Pauli,Ahlen,3-2,1-1
2000-12-18,Aachen,Mannheim,0-1,0-0
2001-01-26,Hannover,Chemnitz,0-0,0-0
2001-01-26,Mannheim,St Pauli,2-1,1-0
2001-01-27,M'gladbach,Osnabruck,0-0,0-0
2001-01-27,Reutlingen,Aachen,3-1,1-1
2001-01-28,Ahlen,Nürnberg,0-1,0-1
2001-01-28,Duisburg,Oberhausen,1-2,0-0
2001-01-28,Greuther Fürth,Saarbrücken,0-1,0-1
2001-01-28,Stuttgarter K,Mainz,0-0,0-0
2001-01-29,Bielefeld,Ulm,1-1,1-1
2001-02-02,Ahlen,Hannover,2-1,0-0
2001-02-02,Nürnberg,Mannheim,1-0,0-0
2001-02-04,Osnabruck,Greuther Fürth,2-1,1-0
2001-02-09,Hannover,Saarbrücken,3-0,1-0
2001-02-09,Stuttgarter K,St Pauli,0-2,0-1
2001-02-10,Chemnitz,Osnabruck,1-2,0-0
2001-02-10,M'gladbach,Oberhausen,1-0,1-0
2001-02-11,Bielefeld,Mainz,4-1,2-0
2001-02-11,Greuther Fürth,Ulm,1-0,0-0
2001-02-11,Mannheim,Ahlen,0-3,0-0
2001-02-11,Reutlingen,Nürnberg,3-2,0-1
2001-02-12,Duisburg,Aachen,4-0,0-0
2001-02-14,Oberhausen,Bielefeld,0-0,0-0
2001-02-14,Saarbrücken,Chemnitz,4-1,1-1
2001-02-14,Ulm,M'gladbach,2-4,0-1
2001-02-16,Mannheim,Hannover,2-1,1-0
2001-02-16,Nürnberg,Stuttgarter K,2-1,1-1
2001-02-17,Mainz,M'gladbach,0-1,0-0
2001-02-17,Oberhausen,Greuther Fürth,2-2,0-1
2001-02-18,Ahlen,Reutlingen,3-1,3-1
2001-02-18,Osnabruck,Saarbrücken,2-2,1-1
2001-02-18,St Pauli,Duisburg,1-0,1-0
2001-02-18,Ulm,Chemnitz,3-0,2-0
2001-02-19,Aachen,Bielefeld,1-0,1-0
2001-02-23,Duisburg,Nürnberg,3-2,1-2
2001-02-23,Saarbrücken,Ulm,1-1,0-1
2001-02-24,Bielefeld,St Pauli,3-3,1-0
2001-02-24,M'gladbach,Aachen,6-1,0-0
2001-02-25,Greuther Fürth,Mainz,3-1,1-0
2001-02-25,Reutlingen,Mannheim,1-1,0-1
2001-02-26,Hannover,Osnabruck,1-1,0-0
2001-02-28,Aachen,Stuttgarter K,3-0,0-0
2001-02-28,Mainz,Duisburg,1-0,1-0
2001-03-01,St Pauli,Reutlingen,1-0,1-0
2001-03-02,Ulm,Osnabruck,1-1,0-1
2001-03-03,Mainz,Chemnitz,3-1,1-1
2001-03-03,Nürnberg,Bielefeld,2-1,2-0
2001-03-04,Aachen,Greuther Fürth,0-0,0-0
2001-03-04,Ahlen,Duisburg,3-2,1-1
2001-03-04,Mannheim,Stuttgarter K,4-2,2-1
2001-03-04,Reutlingen,Hannover,3-0,2-0
2001-03-05,St Pauli,M'gladbach,0-2,0-1
2001-03-09,Duisburg,Mannheim,0-1,0-0
2001-03-09,Osnabruck,Oberhausen,0-0,0-0
2001-03-10,Bielefeld,Ahlen,1-1,0-0
2001-03-10,Saarbrücken,Mainz,1-1,1-1
2001-03-11,Chemnitz,Aachen,2-3,0-1
2001-03-11,Greuther Fürth,St Pauli,5-1,2-0
2001-03-11,Hannover,Ulm,2-0,1-0
2001-03-11,Stuttgarter K,Reutlingen,1-0,1-0
2001-03-12,M'gladbach,Nürnberg,1-1,1-0
2001-03-16,Aachen,Saarbrücken,1-0,1-0
2001-03-16,Stuttgarter K,Hannover,2-0,1-0
2001-03-17,Nürnberg,Greuther Fürth,0-1,0-1
2001-03-17,Oberhausen,Ulm,3-1,2-1
2001-03-18,Ahlen,M'gladbach,2-1,2-1
2001-03-18,Mainz,Osnabruck,2-0,1-0
2001-03-18,Reutlingen,Duisburg,0-1,0-1
2001-03-18,St Pauli,Chemnitz,3-0,1-0
2001-03-19,Mannheim,Bielefeld,3-3,1-2
2001-03-21,Chemnitz,Oberhausen,0-1,0-0
2001-03-21,Stuttgarter K,Ahlen,1-1,0-0
2001-03-30,Chemnitz,Nürnberg,1-1,0-1
2001-03-30,Saarbrücken,St Pauli,1-0,1-0
2001-03-31,Bielefeld,Reutlingen,3-1,3-0
2001-03-31,Hannover,Oberhausen,3-0,0-0
2001-04-01,Duisburg,Stuttgarter K,0-0,0-0
2001-04-01,Greuther Fürth,Ahlen,2-4,0-0
2001-04-01,Osnabruck,Aachen,5-1,4-1
2001-04-01,Ulm,Mainz,0-2,0-0
2001-04-02,M'gladbach,Mannheim,3-0,0-0
2001-04-06,Duisburg,Hannover,2-1,2-1
2001-04-06,Nürnberg,Saarbrücken,0-1,0-0
2001-04-07,Ahlen,Chemnitz,5-2,3-2
2001-04-07,Mannheim,Greuther Fürth,2-1,1-1
2001-04-08,Aachen,Ulm,1-0,0-0
2001-04-08,Mainz,Oberhausen,1-0,0-0
2001-04-08,St Pauli,Osnabruck,2-4,0-3
2001-04-08,Stuttgarter K,Bielefeld,2-1,1-1
2001-04-09,Reutlingen,M'gladbach,3-1,2-0
2001-04-11,Oberhausen,Saarbrücken,4-1,1-0
2001-04-12,Bielefeld,Duisburg,1-1,0-0
2001-04-12,Chemnitz,Mannheim,0-0,0-0
2001-04-14,Hannover,Mainz,2-4,2-2
2001-04-14,Oberhausen,Aachen,3-0,0-0
2001-04-15,Greuther Fürth,Reutlingen,1-0,0-0
2001-04-15,M'gladbach,Stuttgarter K,1-0,0-0
2001-04-15,Ulm,St Pauli,1-4,0-3
2001-04-16,Osnabruck,Nürnberg,2-1,1-1
2001-04-20,Aachen,Mainz,1-0,1-0
2001-04-20,Mannheim,Saarbrücken,2-3,2-1
2001-04-21,St Pauli,Oberhausen,4-1,3-1
2001-04-22,Ahlen,Osnabruck,1-0,1-0
2001-04-22,Bielefeld,Hannover,5-2,2-0
2001-04-22,Nürnberg,Ulm,1-2,0-2
2001-04-22,Stuttgarter K,Greuther Fürth,0-5,0-2
2001-04-23,Duisburg,M'gladbach,0-2,0-1
2001-04-25,Reutlingen,Chemnitz,2-0,2-0
2001-04-25,Saarbrücken,Ahlen,1-2,1-0
2001-04-27,Hannover,Aachen,0-0,0-0
2001-04-27,M'gladbach,Bielefeld,0-1,0-0
2001-04-28,Chemnitz,Stuttgarter K,0-2,0-0
2001-04-28,Mainz,St Pauli,1-1,0-1
2001-04-29,Oberhausen,Nürnberg,1-2,0-2
2001-04-29,Osnabruck,Mannheim,0-2,0-1
2001-04-29,Saarbrücken,Reutlingen,2-2,1-1
2001-04-29,Ulm,Ahlen,2-0,0-0
2001-04-30,Greuther Fürth,Duisburg,1-0,0-0
2001-05-04,Duisburg,Chemnitz,1-1,1-0
2001-05-04,Stuttgarter K,Saarbrücken,0-1,0-1
2001-05-05,Aachen,St Pauli,0-1,0-1
2001-05-06,Bielefeld,Greuther Fürth,1-1,1-0
2001-05-06,Nürnberg,Mainz,1-0,0-0
2001-05-06,Reutlingen,Osnabruck,2-0,1-0
2001-05-07,Hannover,M'gladbach,0-0,0-0
2001-05-09,Ahlen,Oberhausen,4-1,1-0
2001-05-09,Mannheim,Ulm,5-0,3-0
2001-05-13,Aachen,Nürnberg,0-1,0-0
2001-05-13,Chemnitz,Bielefeld,1-0,1-0
2001-05-13,Greuther Fürth,M'gladbach,2-2,0-2
2001-05-13,Mainz,Ahlen,2-2,2-2
2001-05-13,Oberhausen,Mannheim,1-2,0-1
2001-05-13,Osnabruck,Stuttgarter K,4-1,2-0
2001-05-13,Saarbrücken,Duisburg,1-0,0-0
2001-05-13,St Pauli,Hannover,2-2,0-2
2001-05-13,Ulm,Reutlingen,2-3,0-0
2001-05-20,Ahlen,Aachen,1-2,0-0
2001-05-20,Bielefeld,Saarbrücken,4-2,3-1
2001-05-20,Duisburg,Osnabruck,2-2,1-1
2001-05-20,Hannover,Greuther Fürth,2-1,1-0
2001-05-20,M'gladbach,Chemnitz,3-0,2-0
2001-05-20,Mannheim,Mainz,4-0,1-0
2001-05-20,Nürnberg,St Pauli,1-2,1-1
2001-05-20,Reutlingen,Oberhausen,1-1,0-0
2001-05-20,Stuttgarter K,Ulm,2-4,2-3
