Matchday,Date,Team 1,FT,Team 2
8,Sun Oct 5 2003,Bayer 04 Leverkusen,3-0,Hansa Rostock
8,Sun Oct 5 2003,Werder Bremen,5-3,VfL Wolfsburg
9,Sat Oct 18 2003,Borussia Dortmund,6-2,Hannover 96
9,Sat Oct 18 2003,1. FC Köln,1-0,SC Freiburg
9,Sat Oct 18 2003,Hertha BSC,1-4,Bayer 04 Leverkusen
9,Sat Oct 18 2003,Bor. Mönchengladbach,0-0,Bayern München
9,Sat Oct 18 2003,TSV 1860 München,1-0,Eintracht Frankfurt
9,Sat Oct 18 2003,Werder Bremen,1-3,VfB Stuttgart
9,Sat Oct 18 2003,VfL Wolfsburg,3-1,Hansa Rostock
9,Sun Oct 19 2003,1. FC Kaiserslautern,4-0,Hamburger SV
9,Sun Oct 19 2003,FC Schalke 04,0-2,VfL Bochum
10,Sat Oct 25 2003,Bayern München,4-1,1. FC Kaiserslautern
10,Sat Oct 25 2003,Eintracht Frankfurt,2-0,1. FC Köln
10,Sat Oct 25 2003,SC Freiburg,2-4,Werder Bremen
10,Sat Oct 25 2003,Hamburger SV,2-2,FC Schalke 04
10,Sat Oct 25 2003,Hannover 96,1-1,TSV 1860 München
10,Sat Oct 25 2003,Hansa Rostock,0-1,Hertha BSC
10,Sat Oct 25 2003,VfB Stuttgart,1-0,VfL Wolfsburg
10,Sun Oct 26 2003,VfL Bochum,3-0,Borussia Dortmund
10,Sun Oct 26 2003,Bayer 04 Leverkusen,1-0,Bor. Mönchengladbach
11,Sat Nov 1 2003,1. FC Köln,1-2,Hannover 96
11,Sat Nov 1 2003,Bor. Mönchengladbach,1-1,Hansa Rostock
11,Sat Nov 1 2003,TSV 1860 München,3-1,VfL Bochum
11,Sat Nov 1 2003,FC Schalke 04,2-0,Bayern München
11,Sat Nov 1 2003,VfB Stuttgart,4-1,SC Freiburg
11,Sat Nov 1 2003,Werder Bremen,3-1,Eintracht Frankfurt
11,Sat Nov 1 2003,VfL Wolfsburg,3-0,Hertha BSC
11,Sun Nov 2 2003,Borussia Dortmund,3-2,Hamburger SV
11,Sun Nov 2 2003,1. FC Kaiserslautern,0-0,Bayer 04 Leverkusen
12,Sat Nov 8 2003,VfL Bochum,4-0,1. FC Köln
12,Sat Nov 8 2003,Eintracht Frankfurt,0-2,VfB Stuttgart
12,Sat Nov 8 2003,SC Freiburg,3-2,VfL Wolfsburg
12,Sat Nov 8 2003,Hamburger SV,3-1,TSV 1860 München
12,Sat Nov 8 2003,Hannover 96,1-5,Werder Bremen
12,Sat Nov 8 2003,Hansa Rostock,4-0,1. FC Kaiserslautern
12,Sat Nov 8 2003,Hertha BSC,2-1,Bor. Mönchengladbach
12,Sun Nov 9 2003,Bayern München,4-1,Borussia Dortmund
12,Sun Nov 9 2003,Bayer 04 Leverkusen,3-1,FC Schalke 04
13,Sat Nov 22 2003,Borussia Dortmund,2-2,Bayer 04 Leverkusen
13,Sat Nov 22 2003,1. FC Köln,0-1,Hamburger SV
13,Sat Nov 22 2003,TSV 1860 München,0-1,Bayern München
13,Sat Nov 22 2003,FC Schalke 04,0-1,Hansa Rostock
13,Sat Nov 22 2003,VfB Stuttgart,3-1,Hannover 96
13,Sat Nov 22 2003,Werder Bremen,3-1,VfL Bochum
13,Sat Nov 22 2003,VfL Wolfsburg,1-3,Bor. Mönchengladbach
13,Sun Nov 23 2003,SC Freiburg,1-0,Eintracht Frankfurt
13,Sun Nov 23 2003,1. FC Kaiserslautern,4-2,Hertha BSC
14,Sat Nov 29 2003,Bayern München,2-2,1. FC Köln
14,Sat Nov 29 2003,VfL Bochum,0-0,VfB Stuttgart
14,Sat Nov 29 2003,Eintracht Frankfurt,3-2,VfL Wolfsburg
14,Sat Nov 29 2003,Hamburger SV,1-1,Werder Bremen
14,Sat Nov 29 2003,Hannover 96,3-0,SC Freiburg
14,Sat Nov 29 2003,Bayer 04 Leverkusen,2-2,TSV 1860 München
14,Sat Nov 29 2003,Bor. Mönchengladbach,2-1,1. FC Kaiserslautern
14,Sun Nov 30 2003,Hansa Rostock,2-1,Borussia Dortmund
14,Sun Nov 30 2003,Hertha BSC,1-3,FC Schalke 04
15,Sat Dec 6 2003,Borussia Dortmund,1-1,Hertha BSC
15,Sat Dec 6 2003,Eintracht Frankfurt,2-2,Hannover 96
15,Sat Dec 6 2003,SC Freiburg,4-2,VfL Bochum
15,Sat Dec 6 2003,TSV 1860 München,1-4,Hansa Rostock
15,Sat Dec 6 2003,VfB Stuttgart,0-0,Hamburger SV
15,Sat Dec 6 2003,Werder Bremen,1-1,Bayern München
15,Sat Dec 6 2003,VfL Wolfsburg,4-1,1. FC Kaiserslautern
15,Sun Dec 7 2003,1. FC Köln,0-0,Bayer 04 Leverkusen
15,Sun Dec 7 2003,FC Schalke 04,2-1,Bor. Mönchengladbach
16,Sat Dec 13 2003,Bayern München,1-0,VfB Stuttgart
16,Sat Dec 13 2003,VfL Bochum,1-0,Eintracht Frankfurt
16,Sat Dec 13 2003,Hamburger SV,4-1,SC Freiburg
16,Sat Dec 13 2003,Hansa Rostock,1-1,1. FC Köln
16,Sat Dec 13 2003,Hertha BSC,1-1,TSV 1860 München
16,Sat Dec 13 2003,1. FC Kaiserslautern,0-2,FC Schalke 04
16,Sat Dec 13 2003,Bayer 04 Leverkusen,1-3,Werder Bremen
16,Sun Dec 14 2003,Bor. Mönchengladbach,2-1,Borussia Dortmund
16,Sun Dec 14 2003,VfL Wolfsburg,2-1,Hannover 96
17,Tue Dec 16 2003,Eintracht Frankfurt,2-3,Hamburger SV
17,Tue Dec 16 2003,1. FC Köln,3-0,Hertha BSC
17,Tue Dec 16 2003,SC Freiburg,0-6,Bayern München
17,Tue Dec 16 2003,Werder Bremen,3-0,Hansa Rostock
17,Wed Dec 17 2003,Borussia Dortmund,1-1,1. FC Kaiserslautern
17,Wed Dec 17 2003,Hannover 96,2-2,VfL Bochum
17,Wed Dec 17 2003,TSV 1860 München,1-2,Bor. Mönchengladbach
17,Wed Dec 17 2003,FC Schalke 04,1-1,VfL Wolfsburg
17,Wed Dec 17 2003,VfB Stuttgart,2-3,Bayer 04 Leverkusen
18,Fri Jan 30 2004,Borussia Dortmund,0-1,FC Schalke 04
18,Sat Jan 31 2004,VfL Bochum,1-0,VfL Wolfsburg
18,Sat Jan 31 2004,Eintracht Frankfurt,1-1,Bayern München
18,Sat Jan 31 2004,1. FC Köln,1-0,Bor. Mönchengladbach
18,Sat Jan 31 2004,TSV 1860 München,2-1,1. FC Kaiserslautern
18,Sat Jan 31 2004,VfB Stuttgart,2-0,Hansa Rostock
18,Sat Jan 31 2004,Werder Bremen,4-0,Hertha BSC
18,Sun Feb 1 2004,SC Freiburg,1-0,Bayer 04 Leverkusen
18,Sun Feb 1 2004,Hannover 96,3-2,Hamburger SV
19,Sat Feb 7 2004,Hamburger SV,1-1,VfL Bochum
19,Sat Feb 7 2004,Hansa Rostock,4-1,SC Freiburg
19,Sat Feb 7 2004,1. FC Kaiserslautern,1-0,1. FC Köln
19,Sat Feb 7 2004,Bayer 04 Leverkusen,1-2,Eintracht Frankfurt
19,Sat Feb 7 2004,Bor. Mönchengladbach,1-2,Werder Bremen
19,Sat Feb 7 2004,FC Schalke 04,0-0,TSV 1860 München
19,Sat Feb 7 2004,VfL Wolfsburg,2-4,Borussia Dortmund
19,Sun Feb 8 2004,Bayern München,3-1,Hannover 96
19,Sun Feb 8 2004,Hertha BSC,1-0,VfB Stuttgart
20,Sat Feb 14 2004,VfL Bochum,1-0,Bayern München
20,Sat Feb 14 2004,Eintracht Frankfurt,1-1,Hansa Rostock
20,Sat Feb 14 2004,1. FC Köln,0-2,FC Schalke 04
20,Sat Feb 14 2004,SC Freiburg,2-3,Hertha BSC
20,Sat Feb 14 2004,Hamburger SV,2-0,VfL Wolfsburg
20,Sat Feb 14 2004,Hannover 96,2-2,Bayer 04 Leverkusen
20,Sat Feb 14 2004,VfB Stuttgart,1-1,Bor. Mönchengladbach
20,Sun Feb 15 2004,TSV 1860 München,0-2,Borussia Dortmund
20,Sun Feb 15 2004,Werder Bremen,1-0,1. FC Kaiserslautern
21,Sat Feb 21 2004,Bayern München,1-0,Hamburger SV
21,Sat Feb 21 2004,Hansa Rostock,3-1,Hannover 96
21,Sat Feb 21 2004,1. FC Kaiserslautern,1-0,VfB Stuttgart
21,Sat Feb 21 2004,Bayer 04 Leverkusen,1-3,VfL Bochum
21,Sat Feb 21 2004,Bor. Mönchengladbach,2-2,SC Freiburg
21,Sat Feb 21 2004,FC Schalke 04,0-0,Werder Bremen
21,Sat Feb 21 2004,VfL Wolfsburg,3-1,TSV 1860 München
21,Sun Feb 22 2004,Borussia Dortmund,1-0,1. FC Köln
21,Sun Feb 22 2004,Hertha BSC,1-2,Eintracht Frankfurt
22,Sat Feb 28 2004,Bayern München,2-0,VfL Wolfsburg
22,Sat Feb 28 2004,VfL Bochum,0-0,Hansa Rostock
22,Sat Feb 28 2004,Eintracht Frankfurt,3-1,Bor. Mönchengladbach
22,Sat Feb 28 2004,1. FC Köln,1-3,TSV 1860 München
22,Sat Feb 28 2004,Hamburger SV,3-1,Bayer 04 Leverkusen
22,Sat Feb 28 2004,VfB Stuttgart,0-0,FC Schalke 04
22,Sat Feb 28 2004,Werder Bremen,2-0,Borussia Dortmund
22,Sun Feb 29 2004,SC Freiburg,1-0,1. FC Kaiserslautern
22,Sun Feb 29 2004,Hannover 96,1-3,Hertha BSC
23,Sat Mar 6 2004,Borussia Dortmund,0-2,VfB Stuttgart
23,Sat Mar 6 2004,Hansa Rostock,3-0,Hamburger SV
23,Sat Mar 6 2004,Hertha BSC,1-1,VfL Bochum
23,Sat Mar 6 2004,1. FC Kaiserslautern,1-0,Eintracht Frankfurt
23,Sat Mar 6 2004,Bayer 04 Leverkusen,1-3,Bayern München
23,Sat Mar 6 2004,Bor. Mönchengladbach,1-0,Hannover 96
23,Sat Mar 6 2004,FC Schalke 04,3-0,SC Freiburg
23,Sun Mar 7 2004,TSV 1860 München,0-2,Werder Bremen
23,Sun Mar 7 2004,VfL Wolfsburg,2-0,1. FC Köln
24,Sat Mar 13 2004,Bayern München,3-3,Hansa Rostock
24,Sat Mar 13 2004,Eintracht Frankfurt,3-0,FC Schalke 04
24,Sat Mar 13 2004,SC Freiburg,2-2,Borussia Dortmund
24,Sat Mar 13 2004,Hamburger SV,2-0,Hertha BSC
24,Sat Mar 13 2004,Hannover 96,0-1,1. FC Kaiserslautern
24,Sat Mar 13 2004,Bayer 04 Leverkusen,4-2,VfL Wolfsburg
24,Sat Mar 13 2004,Werder Bremen,3-2,1. FC Köln
24,Sun Mar 14 2004,VfL Bochum,1-0,Bor. Mönchengladbach
24,Sun Mar 14 2004,VfB Stuttgart,2-0,TSV 1860 München
25,Sat Mar 20 2004,Borussia Dortmund,2-0,Eintracht Frankfurt
25,Sat Mar 20 2004,1. FC Köln,2-2,VfB Stuttgart
25,Sat Mar 20 2004,Hansa Rostock,0-2,Bayer 04 Leverkusen
25,Sat Mar 20 2004,Hertha BSC,1-1,Bayern München
25,Sat Mar 20 2004,1. FC Kaiserslautern,2-2,VfL Bochum
25,Sat Mar 20 2004,Bor. Mönchengladbach,3-0,Hamburger SV
25,Sat Mar 20 2004,FC Schalke 04,2-2,Hannover 96
25,Sun Mar 21 2004,TSV 1860 München,1-1,SC Freiburg
25,Sun Mar 21 2004,VfL Wolfsburg,0-2,Werder Bremen
26,Sat Mar 27 2004,Bayern München,5-2,Bor. Mönchengladbach
26,Sat Mar 27 2004,VfL Bochum,1-2,FC Schalke 04
26,Sat Mar 27 2004,Eintracht Frankfurt,0-3,TSV 1860 München
26,Sat Mar 27 2004,SC Freiburg,3-0,1. FC Köln
26,Sat Mar 27 2004,Hannover 96,1-1,Borussia Dortmund
26,Sat Mar 27 2004,Hansa Rostock,3-1,VfL Wolfsburg
26,Sat Mar 27 2004,Bayer 04 Leverkusen,4-1,Hertha BSC
26,Sun Mar 28 2004,Hamburger SV,3-2,1. FC Kaiserslautern
26,Sun Mar 28 2004,VfB Stuttgart,4-4,Werder Bremen
27,Sat Apr 3 2004,1. FC Köln,2-0,Eintracht Frankfurt
27,Sat Apr 3 2004,Hertha BSC,1-1,Hansa Rostock
27,Sat Apr 3 2004,1. FC Kaiserslautern,0-2,Bayern München
27,Sat Apr 3 2004,Bor. Mönchengladbach,0-0,Bayer 04 Leverkusen
27,Sat Apr 3 2004,TSV 1860 München,0-2,Hannover 96
27,Sat Apr 3 2004,FC Schalke 04,4-1,Hamburger SV
27,Sat Apr 3 2004,VfL Wolfsburg,1-5,VfB Stuttgart
27,Sun Apr 4 2004,Borussia Dortmund,4-1,VfL Bochum
27,Sun Apr 4 2004,Werder Bremen,1-1,SC Freiburg
28,Sat Apr 10 2004,Bayern München,2-1,FC Schalke 04
28,Sat Apr 10 2004,VfL Bochum,4-0,TSV 1860 München
28,Sat Apr 10 2004,Eintracht Frankfurt,0-1,Werder Bremen
28,Sat Apr 10 2004,Hamburger SV,0-2,Borussia Dortmund
28,Sat Apr 10 2004,Hansa Rostock,1-2,Bor. Mönchengladbach
28,Sat Apr 10 2004,Hertha BSC,1-0,VfL Wolfsburg
28,Sat Apr 10 2004,Bayer 04 Leverkusen,6-0,1. FC Kaiserslautern
28,Sun Apr 11 2004,SC Freiburg,0-1,VfB Stuttgart
28,Sun Apr 11 2004,Hannover 96,1-0,1. FC Köln
29,Sat Apr 17 2004,Borussia Dortmund,2-0,Bayern München
29,Sat Apr 17 2004,1. FC Kaiserslautern,3-2,Hansa Rostock
29,Sat Apr 17 2004,Bor. Mönchengladbach,1-1,Hertha BSC
29,Sat Apr 17 2004,TSV 1860 München,1-2,Hamburger SV
29,Sat Apr 17 2004,FC Schalke 04,2-3,Bayer 04 Leverkusen
29,Sat Apr 17 2004,VfB Stuttgart,3-1,Eintracht Frankfurt
29,Sat Apr 17 2004,VfL Wolfsburg,4-0,SC Freiburg
29,Sun Apr 18 2004,1. FC Köln,1-2,VfL Bochum
29,Sun Apr 18 2004,Werder Bremen,0-0,Hannover 96
30,Sat Apr 24 2004,Eintracht Frankfurt,3-0,SC Freiburg
30,Sat Apr 24 2004,Hamburger SV,4-2,1. FC Köln
30,Sat Apr 24 2004,Hannover 96,0-1,VfB Stuttgart
30,Sat Apr 24 2004,Hansa Rostock,3-1,FC Schalke 04
30,Sat Apr 24 2004,Hertha BSC,3-0,1. FC Kaiserslautern
30,Sat Apr 24 2004,Bayer 04 Leverkusen,3-0,Borussia Dortmund
30,Sat Apr 24 2004,Bor. Mönchengladbach,0-2,VfL Wolfsburg
30,Sun Apr 25 2004,Bayern München,1-0,TSV 1860 München
30,Sun Apr 25 2004,VfL Bochum,0-0,Werder Bremen
31,Sat May 1 2004,Borussia Dortmund,4-1,Hansa Rostock
31,Sat May 1 2004,1. FC Köln,1-2,Bayern München
31,Sat May 1 2004,SC Freiburg,4-1,Hannover 96
31,Sat May 1 2004,1. FC Kaiserslautern,2-2,Bor. Mönchengladbach
31,Sat May 1 2004,TSV 1860 München,1-1,Bayer 04 Leverkusen
31,Sat May 1 2004,Werder Bremen,6-0,Hamburger SV
31,Sat May 1 2004,VfL Wolfsburg,1-0,Eintracht Frankfurt
31,Sun May 2 2004,FC Schalke 04,3-0,Hertha BSC
31,Sun May 2 2004,VfB Stuttgart,1-1,VfL Bochum
32,Sat May 8 2004,Bayern München,1-3,Werder Bremen
32,Sat May 8 2004,Hamburger SV,2-1,VfB Stuttgart
32,Sat May 8 2004,Hannover 96,3-0,Eintracht Frankfurt
32,Sat May 8 2004,Hertha BSC,6-2,Borussia Dortmund
32,Sat May 8 2004,1. FC Kaiserslautern,3-2,VfL Wolfsburg
32,Sat May 8 2004,Bayer 04 Leverkusen,2-0,1. FC Köln
32,Sat May 8 2004,Bor. Mönchengladbach,2-0,FC Schalke 04
32,Sun May 9 2004,VfL Bochum,3-0,SC Freiburg
32,Sun May 9 2004,Hansa Rostock,3-0,TSV 1860 München
33,Sat May 15 2004,Borussia Dortmund,3-1,Bor. Mönchengladbach
33,Sat May 15 2004,Eintracht Frankfurt,3-2,VfL Bochum
33,Sat May 15 2004,1. FC Köln,4-0,Hansa Rostock
33,Sat May 15 2004,SC Freiburg,0-0,Hamburger SV
33,Sat May 15 2004,Hannover 96,0-0,VfL Wolfsburg
33,Sat May 15 2004,TSV 1860 München,1-1,Hertha BSC
33,Sat May 15 2004,FC Schalke 04,4-1,1. FC Kaiserslautern
33,Sat May 15 2004,VfB Stuttgart,3-1,Bayern München
33,Sat May 15 2004,Werder Bremen,2-6,Bayer 04 Leverkusen
34,Sat May 22 2004,Bayern München,2-0,SC Freiburg
34,Sat May 22 2004,VfL Bochum,3-1,Hannover 96
34,Sat May 22 2004,Hamburger SV,2-1,Eintracht Frankfurt
34,Sat May 22 2004,Hansa Rostock,3-1,Werder Bremen
34,Sat May 22 2004,Hertha BSC,3-1,1. FC Köln
34,Sat May 22 2004,1. FC Kaiserslautern,1-1,Borussia Dortmund
34,Sat May 22 2004,Bayer 04 Leverkusen,2-0,VfB Stuttgart
34,Sat May 22 2004,Bor. Mönchengladbach,3-1,TSV 1860 München
34,Sat May 22 2004,VfL Wolfsburg,1-1,FC Schalke 04
