Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 5 2016,1. FC Kaiserslautern,0-4,Hannover 96
1,Sat Aug 6 2016,VfL Bochum,2-1,1. FC Union Berlin
1,Sat Aug 6 2016,SV Sandhausen,2-2,Fortuna Düsseldorf
1,Sat Aug 6 2016,Dynamo Dresden,1-1,1. FC Nürnberg
1,Sun Aug 7 2016,SpVgg Greuther Fürth,1-0,TSV 1860 München
1,Sun Aug 7 2016,Arminia Bielefeld,0-0,Karlsruher SC
1,Sun Aug 7 2016,Eintracht Braunschweig,2-1,Würzburger Kickers
1,Sun Aug 7 2016,1. FC Heidenheim,1-0,FC Erzgebirge Aue
1,Mon Aug 8 2016,VfB Stuttgart,2-1,FC St. Pauli
2,Fri Aug 12 2016,1. FC Nürnberg,1-1,1. FC Heidenheim
2,Fri Aug 12 2016,FC Erzgebirge Aue,2-0,SV Sandhausen
2,Fri Aug 12 2016,Fortuna Düsseldorf,1-0,VfB Stuttgart
2,Sat Aug 13 2016,Karlsruher SC,1-1,VfL Bochum
2,Sat Aug 13 2016,FC St. Pauli,0-2,Eintracht Braunschweig
2,Sun Aug 14 2016,Hannover 96,3-1,SpVgg Greuther Fürth
2,Sun Aug 14 2016,TSV 1860 München,1-0,Arminia Bielefeld
2,Sun Aug 14 2016,Würzburger Kickers,1-1,1. FC Kaiserslautern
2,Mon Aug 15 2016,1. FC Union Berlin,2-2,Dynamo Dresden
3,Fri Aug 26 2016,1. FC Heidenheim,1-2,Würzburger Kickers
3,Fri Aug 26 2016,VfL Bochum,1-1,Hannover 96
3,Fri Aug 26 2016,SV Sandhausen,1-2,VfB Stuttgart
3,Sat Aug 27 2016,SpVgg Greuther Fürth,3-2,FC Erzgebirge Aue
3,Sat Aug 27 2016,Karlsruher SC,0-0,TSV 1860 München
3,Sun Aug 28 2016,Dynamo Dresden,1-0,FC St. Pauli
3,Sun Aug 28 2016,Eintracht Braunschweig,6-1,1. FC Nürnberg
3,Sun Aug 28 2016,Arminia Bielefeld,4-4,1. FC Union Berlin
3,Mon Aug 29 2016,1. FC Kaiserslautern,0-0,Fortuna Düsseldorf
4,Fri Sep 9 2016,Würzburger Kickers,2-0,VfL Bochum
4,Fri Sep 9 2016,VfB Stuttgart,1-2,1. FC Heidenheim
4,Fri Sep 9 2016,FC Erzgebirge Aue,0-2,Eintracht Braunschweig
4,Sat Sep 10 2016,1. FC Union Berlin,4-0,Karlsruher SC
4,Sat Sep 10 2016,FC St. Pauli,2-1,Arminia Bielefeld
4,Sun Sep 11 2016,SV Sandhausen,2-0,1. FC Kaiserslautern
4,Sun Sep 11 2016,Hannover 96,0-2,Dynamo Dresden
4,Sun Sep 11 2016,Fortuna Düsseldorf,1-1,SpVgg Greuther Fürth
4,Mon Sep 12 2016,1. FC Nürnberg,1-2,TSV 1860 München
5,Fri Sep 16 2016,VfL Bochum,5-4,1. FC Nürnberg
5,Fri Sep 16 2016,TSV 1860 München,1-2,1. FC Union Berlin
5,Fri Sep 16 2016,SpVgg Greuther Fürth,0-3,Würzburger Kickers
5,Sat Sep 17 2016,Eintracht Braunschweig,2-1,SV Sandhausen
5,Sat Sep 17 2016,1. FC Heidenheim,2-0,Fortuna Düsseldorf
5,Sat Sep 17 2016,1. FC Kaiserslautern,0-1,VfB Stuttgart
5,Sun Sep 18 2016,Karlsruher SC,1-1,FC St. Pauli
5,Sun Sep 18 2016,Arminia Bielefeld,3-3,Hannover 96
5,Sun Sep 18 2016,Dynamo Dresden,0-3,FC Erzgebirge Aue
6,Tue Sep 20 2016,SV Sandhausen,0-0,1. FC Heidenheim
6,Tue Sep 20 2016,VfB Stuttgart,2-0,Eintracht Braunschweig
6,Tue Sep 20 2016,1. FC Nürnberg,1-2,SpVgg Greuther Fürth
6,Tue Sep 20 2016,Fortuna Düsseldorf,3-0,VfL Bochum
6,Wed Sep 21 2016,Hannover 96,1-0,Karlsruher SC
6,Wed Sep 21 2016,FC Erzgebirge Aue,1-1,Arminia Bielefeld
6,Wed Sep 21 2016,1. FC Kaiserslautern,3-0,Dynamo Dresden
6,Wed Sep 21 2016,Würzburger Kickers,0-1,1. FC Union Berlin
6,Thu Sep 22 2016,FC St. Pauli,2-2,TSV 1860 München
7,Fri Sep 23 2016,VfL Bochum,1-1,VfB Stuttgart
7,Fri Sep 23 2016,Eintracht Braunschweig,2-1,Fortuna Düsseldorf
7,Fri Sep 23 2016,SpVgg Greuther Fürth,1-1,SV Sandhausen
7,Sat Sep 24 2016,1. FC Heidenheim,3-0,1. FC Kaiserslautern
7,Sat Sep 24 2016,Karlsruher SC,2-0,FC Erzgebirge Aue
7,Sun Sep 25 2016,Arminia Bielefeld,1-3,1. FC Nürnberg
7,Sun Sep 25 2016,Dynamo Dresden,2-2,Würzburger Kickers
7,Sun Sep 25 2016,TSV 1860 München,0-2,Hannover 96
7,Mon Sep 26 2016,1. FC Union Berlin,2-0,FC St. Pauli
8,Fri Sep 30 2016,SV Sandhausen,2-0,Dynamo Dresden
8,Fri Sep 30 2016,FC Erzgebirge Aue,2-4,VfL Bochum
8,Fri Sep 30 2016,1. FC Nürnberg,2-0,1. FC Union Berlin
8,Sat Oct 1 2016,Hannover 96,2-0,FC St. Pauli
8,Sat Oct 1 2016,Fortuna Düsseldorf,1-1,Karlsruher SC
8,Sun Oct 2 2016,Würzburger Kickers,2-0,TSV 1860 München
8,Sun Oct 2 2016,1. FC Heidenheim,1-1,Eintracht Braunschweig
8,Sun Oct 2 2016,1. FC Kaiserslautern,0-0,Arminia Bielefeld
8,Mon Oct 3 2016,VfB Stuttgart,4-0,SpVgg Greuther Fürth
9,Fri Oct 14 2016,Arminia Bielefeld,0-1,Würzburger Kickers
9,Fri Oct 14 2016,VfL Bochum,2-2,SV Sandhausen
9,Fri Oct 14 2016,FC St. Pauli,1-2,FC Erzgebirge Aue
9,Sat Oct 15 2016,SpVgg Greuther Fürth,0-2,1. FC Heidenheim
9,Sat Oct 15 2016,Dynamo Dresden,5-0,VfB Stuttgart
9,Sun Oct 16 2016,1. FC Union Berlin,2-1,Hannover 96
