Matchday,Date,Team 1,FT,Team 2
1,Fri Jul 29 2016,MSV Duisburg,1-0,SC Paderborn 07
1,Sat Jul 30 2016,SSV Jahn Regensburg,2-0,Hansa Rostock
1,Sat Jul 30 2016,FC Rot-Weiß Erfurt,0-3,Hallescher FC
1,Sat Jul 30 2016,Holstein Kiel,1-1,FSV Frankfurt
1,Sat Jul 30 2016,1. FSV Mainz 05 II,2-2,FSV Zwickau
1,Sat Jul 30 2016,SV Wehen Wiesbaden,1-2,VfR Aalen
1,Sat Jul 30 2016,Chemnitzer FC,0-0,SG Großaspach
1,Sun Jul 31 2016,Werder Bremen II,0-3,SF Lotte
1,Sun Jul 31 2016,1. FC Magdeburg,0-3,Fortuna Köln
1,Sun Jul 31 2016,Preußen Münster,0-1,VfL Osnabrück
2,Fri Aug 5 2016,Hansa Rostock,1-0,Preußen Münster
2,Fri Aug 5 2016,Fortuna Köln,2-0,Werder Bremen II
2,Sat Aug 6 2016,SF Lotte,0-0,SV Wehen Wiesbaden
2,Sat Aug 6 2016,FSV Frankfurt,0-1,FC Rot-Weiß Erfurt
2,Sat Aug 6 2016,Hallescher FC,1-1,Chemnitzer FC
2,Sat Aug 6 2016,VfR Aalen,1-0,Holstein Kiel
2,Sat Aug 6 2016,SC Paderborn 07,3-1,1. FSV Mainz 05 II
2,Sun Aug 7 2016,VfL Osnabrück,1-1,MSV Duisburg
2,Sun Aug 7 2016,SG Großaspach,3-4,SSV Jahn Regensburg
3,Tue Aug 9 2016,1. FC Magdeburg,3-0,SC Paderborn 07
3,Tue Aug 9 2016,FC Rot-Weiß Erfurt,0-0,VfR Aalen
3,Tue Aug 9 2016,Holstein Kiel,3-1,SF Lotte
3,Tue Aug 9 2016,SV Wehen Wiesbaden,3-0,Fortuna Köln
3,Wed Aug 10 2016,SSV Jahn Regensburg,2-0,Hallescher FC
3,Wed Aug 10 2016,Hansa Rostock,0-0,SG Großaspach
3,Wed Aug 10 2016,Chemnitzer FC,2-1,FSV Frankfurt
3,Wed Aug 10 2016,1. FSV Mainz 05 II,2-2,VfL Osnabrück
3,Wed Aug 10 2016,Preußen Münster,1-1,MSV Duisburg
3,Wed Aug 10 2016,Werder Bremen II,1-3,FSV Zwickau
4,Fri Aug 12 2016,SF Lotte,2-2,FC Rot-Weiß Erfurt
4,Sat Aug 13 2016,FSV Zwickau,0-3,SV Wehen Wiesbaden
4,Sat Aug 13 2016,VfL Osnabrück,3-2,1. FC Magdeburg
4,Sat Aug 13 2016,FSV Frankfurt,1-1,SSV Jahn Regensburg
4,Sat Aug 13 2016,SC Paderborn 07,1-2,Werder Bremen II
4,Sat Aug 13 2016,SG Großaspach,2-0,Preußen Münster
4,Sat Aug 13 2016,MSV Duisburg,4-0,1. FSV Mainz 05 II
4,Sat Aug 13 2016,Fortuna Köln,1-0,Holstein Kiel
4,Sat Aug 13 2016,Hallescher FC,0-0,Hansa Rostock
4,Sun Aug 14 2016,VfR Aalen,2-2,Chemnitzer FC
5,Fri Aug 26 2016,Werder Bremen II,4-2,VfL Osnabrück
5,Fri Aug 26 2016,1. FC Magdeburg,1-2,MSV Duisburg
5,Sat Aug 27 2016,Preußen Münster,1-0,1. FSV Mainz 05 II
5,Sat Aug 27 2016,SG Großaspach,3-0,Hallescher FC
5,Sat Aug 27 2016,Chemnitzer FC,0-1,SF Lotte
5,Sat Aug 27 2016,SV Wehen Wiesbaden,1-2,SC Paderborn 07
5,Sat Aug 27 2016,FC Rot-Weiß Erfurt,3-0,Fortuna Köln
5,Sat Aug 27 2016,SSV Jahn Regensburg,0-2,VfR Aalen
5,Sat Aug 27 2016,Holstein Kiel,3-0,FSV Zwickau
5,Sat Aug 27 2016,Hansa Rostock,1-1,FSV Frankfurt
2,Thu Sep 1 2016,FSV Zwickau,0-0,1. FC Magdeburg
6,Fri Sep 9 2016,Hallescher FC,2-1,Preußen Münster
6,Fri Sep 9 2016,VfR Aalen,1-1,Hansa Rostock
6,Fri Sep 9 2016,VfL Osnabrück,1-0,SV Wehen Wiesbaden
6,Sat Sep 10 2016,Fortuna Köln,1-0,Chemnitzer FC
6,Sat Sep 10 2016,FSV Frankfurt,1-3,SG Großaspach
6,Sat Sep 10 2016,1. FSV Mainz 05 II,1-0,1. FC Magdeburg
6,Sat Sep 10 2016,SF Lotte,3-2,SSV Jahn Regensburg
6,Sat Sep 10 2016,MSV Duisburg,1-0,Werder Bremen II
6,Sun Sep 11 2016,FSV Zwickau,1-2,FC Rot-Weiß Erfurt
6,Sun Sep 11 2016,SC Paderborn 07,1-3,Holstein Kiel
7,Fri Sep 16 2016,Chemnitzer FC,1-0,FSV Zwickau
7,Fri Sep 16 2016,SV Wehen Wiesbaden,3-0,MSV Duisburg
7,Fri Sep 16 2016,Holstein Kiel,0-1,VfL Osnabrück
7,Sat Sep 17 2016,Werder Bremen II,2-1,1. FSV Mainz 05 II
7,Sat Sep 17 2016,Preußen Münster,2-3,1. FC Magdeburg
7,Sat Sep 17 2016,SSV Jahn Regensburg,2-2,Fortuna Köln
7,Sat Sep 17 2016,Hansa Rostock,1-3,SF Lotte
7,Sat Sep 17 2016,FC Rot-Weiß Erfurt,1-3,SC Paderborn 07
7,Sat Sep 17 2016,Hallescher FC,1-1,FSV Frankfurt
7,Sat Sep 17 2016,SG Großaspach,2-2,VfR Aalen
8,Tue Sep 20 2016,VfL Osnabrück,3-0,FC Rot-Weiß Erfurt
8,Tue Sep 20 2016,VfR Aalen,1-1,Hallescher FC
8,Tue Sep 20 2016,FSV Zwickau,4-0,SSV Jahn Regensburg
8,Tue Sep 20 2016,MSV Duisburg,0-0,Holstein Kiel
8,Wed Sep 21 2016,1. FSV Mainz 05 II,1-2,SV Wehen Wiesbaden
8,Wed Sep 21 2016,SC Paderborn 07,4-2,Chemnitzer FC
8,Wed Sep 21 2016,FSV Frankfurt,4-1,Preußen Münster
8,Wed Sep 21 2016,Fortuna Köln,0-2,Hansa Rostock
8,Wed Sep 21 2016,SF Lotte,2-1,SG Großaspach
8,Wed Sep 21 2016,1. FC Magdeburg,2-0,Werder Bremen II
9,Sat Sep 24 2016,SG Großaspach,2-3,Fortuna Köln
9,Sat Sep 24 2016,Holstein Kiel,3-0,1. FSV Mainz 05 II
9,Sat Sep 24 2016,FSV Frankfurt,2-1,VfR Aalen
9,Sat Sep 24 2016,Chemnitzer FC,3-0,VfL Osnabrück
9,Sat Sep 24 2016,Preußen Münster,4-0,Werder Bremen II
9,Sat Sep 24 2016,SSV Jahn Regensburg,3-0,SC Paderborn 07
9,Sat Sep 24 2016,Hallescher FC,2-0,SF Lotte
9,Sun Sep 25 2016,FC Rot-Weiß Erfurt,0-1,MSV Duisburg
9,Sun Sep 25 2016,Hansa Rostock,5-0,FSV Zwickau
9,Sun Sep 25 2016,SV Wehen Wiesbaden,0-3,1. FC Magdeburg
10,Fri Sep 30 2016,SC Paderborn 07,0-3,Hansa Rostock
10,Fri Sep 30 2016,FSV Zwickau,0-2,SG Großaspach
10,Sat Oct 1 2016,1. FC Magdeburg,1-0,Holstein Kiel
10,Sat Oct 1 2016,VfR Aalen,1-0,Preußen Münster
10,Sat Oct 1 2016,MSV Duisburg,1-0,Chemnitzer FC
10,Sat Oct 1 2016,VfL Osnabrück,1-2,SSV Jahn Regensburg
