Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 26 2016,Bayern München,6-0,Werder Bremen
1,Sat Aug 27 2016,FC Augsburg,0-2,VfL Wolfsburg
1,Sat Aug 27 2016,1. FC Köln,2-0,SV Darmstadt 98
1,Sat Aug 27 2016,Hamburger SV,1-1,FC Ingolstadt 04
1,Sat Aug 27 2016,Borussia Dortmund,2-1,1. FSV Mainz 05
1,Sat Aug 27 2016,Eintracht Frankfurt,1-0,FC Schalke 04
1,Sat Aug 27 2016,Bor. Mönchengladbach,2-1,Bayer 04 Leverkusen
1,Sun Aug 28 2016,Hertha BSC,2-1,SC Freiburg
1,Sun Aug 28 2016,TSG 1899 Hoffenheim,2-2,RB Leipzig
2,Fri Sep 9 2016,FC Schalke 04,0-2,Bayern München
2,Sat Sep 10 2016,SV Darmstadt 98,1-0,Eintracht Frankfurt
2,Sat Sep 10 2016,SC Freiburg,3-1,Bor. Mönchengladbach
2,Sat Sep 10 2016,FC Ingolstadt 04,0-2,Hertha BSC
2,Sat Sep 10 2016,Bayer 04 Leverkusen,3-1,Hamburger SV
2,Sat Sep 10 2016,VfL Wolfsburg,0-0,1. FC Köln
2,Sat Sep 10 2016,RB Leipzig,1-0,Borussia Dortmund
2,Sun Sep 11 2016,Werder Bremen,1-2,FC Augsburg
2,Sun Sep 11 2016,1. FSV Mainz 05,4-4,TSG 1899 Hoffenheim
3,Fri Sep 16 2016,1. FC Köln,3-0,SC Freiburg
3,Sat Sep 17 2016,Hamburger SV,0-4,RB Leipzig
3,Sat Sep 17 2016,Bayern München,3-1,FC Ingolstadt 04
3,Sat Sep 17 2016,Eintracht Frankfurt,2-1,Bayer 04 Leverkusen
3,Sat Sep 17 2016,Borussia Dortmund,6-0,SV Darmstadt 98
3,Sat Sep 17 2016,TSG 1899 Hoffenheim,0-0,VfL Wolfsburg
3,Sat Sep 17 2016,Bor. Mönchengladbach,4-1,Werder Bremen
3,Sun Sep 18 2016,FC Augsburg,1-3,1. FSV Mainz 05
3,Sun Sep 18 2016,Hertha BSC,2-0,FC Schalke 04
4,Tue Sep 20 2016,VfL Wolfsburg,1-5,Borussia Dortmund
4,Tue Sep 20 2016,FC Ingolstadt 04,0-2,Eintracht Frankfurt
4,Tue Sep 20 2016,SC Freiburg,1-0,Hamburger SV
4,Tue Sep 20 2016,SV Darmstadt 98,1-1,TSG 1899 Hoffenheim
4,Wed Sep 21 2016,RB Leipzig,1-1,Bor. Mönchengladbach
4,Wed Sep 21 2016,Bayer 04 Leverkusen,0-0,FC Augsburg
4,Wed Sep 21 2016,Werder Bremen,1-2,1. FSV Mainz 05
4,Wed Sep 21 2016,Bayern München,3-0,Hertha BSC
4,Wed Sep 21 2016,FC Schalke 04,1-3,1. FC Köln
5,Fri Sep 23 2016,Borussia Dortmund,3-1,SC Freiburg
5,Sat Sep 24 2016,FC Augsburg,1-0,SV Darmstadt 98
5,Sat Sep 24 2016,Eintracht Frankfurt,3-3,Hertha BSC
5,Sat Sep 24 2016,Hamburger SV,0-1,Bayern München
5,Sat Sep 24 2016,Bor. Mönchengladbach,2-0,FC Ingolstadt 04
5,Sat Sep 24 2016,1. FSV Mainz 05,2-3,Bayer 04 Leverkusen
5,Sat Sep 24 2016,Werder Bremen,2-1,VfL Wolfsburg
5,Sun Sep 25 2016,TSG 1899 Hoffenheim,2-1,FC Schalke 04
5,Sun Sep 25 2016,1. FC Köln,1-1,RB Leipzig
6,Fri Sep 30 2016,RB Leipzig,2-1,FC Augsburg
6,Sat Oct 1 2016,SC Freiburg,1-0,Eintracht Frankfurt
6,Sat Oct 1 2016,FC Ingolstadt 04,1-2,TSG 1899 Hoffenheim
6,Sat Oct 1 2016,Bayern München,1-1,1. FC Köln
6,Sat Oct 1 2016,SV Darmstadt 98,2-2,Werder Bremen
6,Sat Oct 1 2016,Hertha BSC,2-0,Hamburger SV
6,Sat Oct 1 2016,Bayer 04 Leverkusen,2-0,Borussia Dortmund
