Matchday,Date,Team 1,FT,Team 2
4,Sat Aug 20 1988,Bor. Mönchengladbach,4-1,Werder Bremen
4,Sat Aug 20 1988,VfB Stuttgart,4-0,Stuttgarter Kickers
4,Sat Aug 20 1988,VfL Bochum,1-1,KFC Uerdingen
4,Sat Aug 20 1988,Bayer 04 Leverkusen,2-0,Borussia Dortmund
5,Fri Aug 26 1988,FC St. Pauli,2-1,VfB Stuttgart
5,Fri Aug 26 1988,KFC Uerdingen,4-1,Eintracht Frankfurt
5,Sat Aug 27 1988,1. FC Köln,6-1,Karlsruher SC
5,Sat Aug 27 1988,Stuttgarter Kickers,2-0,Hamburger SV
5,Sat Aug 27 1988,Bayern München,5-1,1. FC Kaiserslautern
5,Sat Aug 27 1988,Borussia Dortmund,0-0,Bor. Mönchengladbach
5,Sat Aug 27 1988,1. FC Nürnberg,3-1,VfL Bochum
5,Sat Aug 27 1988,Hannover 96,2-2,Bayer 04 Leverkusen
5,Sat Aug 27 1988,SV Waldhof Mannheim,1-1,Werder Bremen
6,Fri Sep 2 1988,Bor. Mönchengladbach,2-0,Hannover 96
6,Sat Sep 3 1988,Bayer 04 Leverkusen,1-1,Bayern München
6,Sat Sep 3 1988,Hamburger SV,1-1,FC St. Pauli
6,Sat Sep 3 1988,Karlsruher SC,0-1,KFC Uerdingen
6,Sat Sep 3 1988,1. FC Kaiserslautern,6-0,Stuttgarter Kickers
6,Sat Sep 3 1988,Eintracht Frankfurt,1-0,1. FC Nürnberg
6,Sat Sep 3 1988,VfL Bochum,2-2,SV Waldhof Mannheim
6,Sat Sep 3 1988,VfB Stuttgart,2-0,1. FC Köln
7,Fri Sep 9 1988,FC St. Pauli,1-1,1. FC Kaiserslautern
7,Sat Sep 10 1988,VfL Bochum,1-0,Eintracht Frankfurt
7,Sat Sep 10 1988,1. FC Nürnberg,1-3,Karlsruher SC
7,Sat Sep 10 1988,SV Waldhof Mannheim,0-3,Borussia Dortmund
7,Sat Sep 10 1988,KFC Uerdingen,0-0,VfB Stuttgart
7,Sat Sep 10 1988,1. FC Köln,1-2,Hamburger SV
7,Sat Sep 10 1988,Stuttgarter Kickers,1-3,Bayer 04 Leverkusen
7,Sat Sep 10 1988,Hannover 96,2-2,Werder Bremen
7,Sat Sep 10 1988,Bayern München,3-0,Bor. Mönchengladbach
8,Tue Sep 13 1988,Werder Bremen,2-2,Bayern München
8,Tue Sep 13 1988,Eintracht Frankfurt,0-0,SV Waldhof Mannheim
8,Tue Sep 13 1988,1. FC Kaiserslautern,1-1,1. FC Köln
8,Tue Sep 13 1988,Bayer 04 Leverkusen,2-2,FC St. Pauli
8,Tue Sep 13 1988,Hamburger SV,3-0,KFC Uerdingen
8,Tue Sep 13 1988,Borussia Dortmund,4-0,Hannover 96
8,Tue Sep 13 1988,Karlsruher SC,1-3,VfL Bochum
8,Tue Sep 13 1988,Bor. Mönchengladbach,1-1,Stuttgarter Kickers
8,Tue Sep 13 1988,VfB Stuttgart,4-0,1. FC Nürnberg
9,Mon Oct 3 1988,1. FC Nürnberg,1-4,Hamburger SV
10,Fri Oct 7 1988,Borussia Dortmund,1-1,Stuttgarter Kickers
10,Sat Oct 8 1988,Karlsruher SC,2-1,SV Waldhof Mannheim
10,Sat Oct 8 1988,Hamburger SV,3-1,VfL Bochum
10,Sat Oct 8 1988,VfB Stuttgart,2-0,Eintracht Frankfurt
10,Sat Oct 8 1988,Bayer 04 Leverkusen,2-2,KFC Uerdingen
10,Sat Oct 8 1988,Hannover 96,0-0,Bayern München
10,Sat Oct 8 1988,Werder Bremen,0-0,FC St. Pauli
10,Sat Oct 8 1988,1. FC Kaiserslautern,2-1,1. FC Nürnberg
10,Sat Oct 8 1988,Bor. Mönchengladbach,1-0,1. FC Köln
9,Wed Oct 12 1988,Bayern München,1-1,Borussia Dortmund
9,Sat Oct 15 1988,FC St. Pauli,1-1,Bor. Mönchengladbach
11,Fri Oct 21 1988,Stuttgarter Kickers,0-1,Hannover 96
11,Sat Oct 22 1988,1. FC Nürnberg,1-1,Bayer 04 Leverkusen
11,Sat Oct 22 1988,KFC Uerdingen,0-0,Bor. Mönchengladbach
11,Sat Oct 22 1988,FC St. Pauli,1-0,Borussia Dortmund
11,Sat Oct 22 1988,VfL Bochum,2-0,1. FC Kaiserslautern
11,Sat Oct 22 1988,1. FC Köln,2-0,Werder Bremen
11,Sat Oct 22 1988,Eintracht Frankfurt,0-1,Hamburger SV
11,Sat Oct 22 1988,SV Waldhof Mannheim,0-3,Bayern München
11,Sat Oct 22 1988,Karlsruher SC,2-0,VfB Stuttgart
12,Thu Oct 27 1988,Bayer 04 Leverkusen,1-1,VfL Bochum
12,Sat Oct 29 1988,Werder Bremen,3-1,KFC Uerdingen
12,Sat Oct 29 1988,VfB Stuttgart,2-0,SV Waldhof Mannheim
12,Sat Oct 29 1988,1. FC Kaiserslautern,3-0,Eintracht Frankfurt
12,Sat Oct 29 1988,Hannover 96,2-2,FC St. Pauli
12,Sat Oct 29 1988,Borussia Dortmund,0-4,1. FC Köln
12,Sat Oct 29 1988,Bor. Mönchengladbach,1-1,1. FC Nürnberg
12,Sat Oct 29 1988,Bayern München,3-0,Stuttgarter Kickers
12,Sat Oct 29 1988,Hamburger SV,1-1,Karlsruher SC
9,Tue Nov 1 1988,VfL Bochum,1-0,VfB Stuttgart
13,Fri Nov 4 1988,VfL Bochum,1-2,Bor. Mönchengladbach
13,Sat Nov 5 1988,SV Waldhof Mannheim,2-2,Stuttgarter Kickers
13,Sat Nov 5 1988,1. FC Köln,1-0,Hannover 96
13,Sat Nov 5 1988,FC St. Pauli,0-0,Bayern München
13,Sat Nov 5 1988,Karlsruher SC,4-1,1. FC Kaiserslautern
13,Sat Nov 5 1988,Eintracht Frankfurt,1-1,Bayer 04 Leverkusen
13,Sat Nov 5 1988,1. FC Nürnberg,0-1,Werder Bremen
13,Sat Nov 5 1988,KFC Uerdingen,0-0,Borussia Dortmund
13,Sat Nov 5 1988,VfB Stuttgart,4-2,Hamburger SV
14,Sat Nov 12 1988,Bayer 04 Leverkusen,1-0,Karlsruher SC
14,Sat Nov 12 1988,Bayern München,2-0,1. FC Köln
14,Sat Nov 12 1988,Hannover 96,0-5,KFC Uerdingen
14,Sat Nov 12 1988,Borussia Dortmund,4-0,1. FC Nürnberg
14,Sat Nov 12 1988,Werder Bremen,2-0,VfL Bochum
14,Sat Nov 12 1988,1. FC Kaiserslautern,6-1,VfB Stuttgart
14,Sat Nov 12 1988,Hamburger SV,5-1,SV Waldhof Mannheim
14,Sat Nov 12 1988,Bor. Mönchengladbach,2-1,Eintracht Frankfurt
14,Sat Nov 12 1988,Stuttgarter Kickers,2-2,FC St. Pauli
3,Tue Nov 15 1988,Bayern München,3-3,VfB Stuttgart
9,Wed Nov 16 1988,KFC Uerdingen,3-1,1. FC Kaiserslautern
9,Wed Nov 16 1988,Stuttgarter Kickers,0-6,Werder Bremen
9,Wed Nov 16 1988,Eintracht Frankfurt,1-0,Karlsruher SC
9,Wed Nov 16 1988,SV Waldhof Mannheim,1-1,Hannover 96
9,Wed Nov 16 1988,1. FC Köln,3-0,Bayer 04 Leverkusen
15,Sat Nov 19 1988,FC St. Pauli,2-1,SV Waldhof Mannheim
15,Sat Nov 19 1988,VfL Bochum,2-2,Borussia Dortmund
15,Sat Nov 19 1988,1. FC Köln,5-1,Stuttgarter Kickers
15,Sat Nov 19 1988,VfB Stuttgart,0-0,Bayer 04 Leverkusen
15,Sat Nov 19 1988,KFC Uerdingen,1-3,Bayern München
15,Sat Nov 19 1988,1. FC Kaiserslautern,0-0,Hamburger SV
15,Sat Nov 19 1988,1. FC Nürnberg,1-0,Hannover 96
15,Sat Nov 19 1988,Eintracht Frankfurt,0-0,Werder Bremen
16,Fri Nov 25 1988,Werder Bremen,3-1,Karlsruher SC
16,Sat Nov 26 1988,FC St. Pauli,0-1,1. FC Köln
16,Sat Nov 26 1988,Stuttgarter Kickers,3-1,KFC Uerdingen
16,Sat Nov 26 1988,Bayern München,1-0,1. FC Nürnberg
16,Sat Nov 26 1988,Bor. Mönchengladbach,2-2,VfB Stuttgart
16,Sat Nov 26 1988,Hannover 96,3-2,VfL Bochum
16,Sat Nov 26 1988,Bayer 04 Leverkusen,1-2,Hamburger SV
16,Sat Nov 26 1988,Borussia Dortmund,6-0,Eintracht Frankfurt
16,Sun Nov 27 1988,SV Waldhof Mannheim,0-4,1. FC Kaiserslautern
6,Tue Nov 29 1988,Werder Bremen,2-0,Borussia Dortmund
17,Fri Dec 2 1988,1. FC Köln,1-0,SV Waldhof Mannheim
17,Fri Dec 2 1988,1. FC Kaiserslautern,0-0,Bayer 04 Leverkusen
17,Sat Dec 3 1988,VfB Stuttgart,3-3,Werder Bremen
17,Sat Dec 3 1988,Eintracht Frankfurt,1-0,Hannover 96
17,Sat Dec 3 1988,VfL Bochum,0-0,Bayern München
17,Sat Dec 3 1988,Karlsruher SC,0-0,Borussia Dortmund
17,Sat Dec 3 1988,1. FC Nürnberg,3-3,Stuttgarter Kickers
17,Sat Dec 3 1988,KFC Uerdingen,0-0,FC St. Pauli
18,Sat Feb 18 1989,Karlsruher SC,2-0,Hannover 96
18,Sat Feb 18 1989,VfB Stuttgart,1-3,Borussia Dortmund
18,Sat Feb 18 1989,Eintracht Frankfurt,2-2,Bayern München
18,Sat Feb 18 1989,1. FC Kaiserslautern,0-0,Bor. Mönchengladbach
18,Sat Feb 18 1989,Hamburger SV,2-0,Werder Bremen
18,Sat Feb 18 1989,KFC Uerdingen,1-1,1. FC Köln
18,Sat Feb 18 1989,1. FC Nürnberg,5-3,FC St. Pauli
18,Sat Feb 18 1989,Bayer 04 Leverkusen,3-0,SV Waldhof Mannheim
15,Wed Feb 22 1989,Karlsruher SC,2-2,Bor. Mönchengladbach
19,Sat Feb 25 1989,Bor. Mönchengladbach,2-0,Bayer 04 Leverkusen
19,Sat Feb 25 1989,SV Waldhof Mannheim,3-3,KFC Uerdingen
19,Sat Feb 25 1989,Hannover 96,2-0,VfB Stuttgart
19,Sat Feb 25 1989,Werder Bremen,1-0,1. FC Kaiserslautern
19,Sat Feb 25 1989,Stuttgarter Kickers,0-1,Eintracht Frankfurt
19,Sat Feb 25 1989,Borussia Dortmund,2-2,Hamburger SV
19,Sat Feb 25 1989,1. FC Köln,1-1,1. FC Nürnberg
19,Sat Feb 25 1989,Bayern München,3-2,Karlsruher SC
19,Sat Feb 25 1989,FC St. Pauli,1-0,VfL Bochum
20,Sat Mar 4 1989,VfB Stuttgart,1-2,Bayern München
20,Sat Mar 4 1989,Karlsruher SC,1-0,Stuttgarter Kickers
20,Sat Mar 4 1989,1. FC Kaiserslautern,3-2,Borussia Dortmund
20,Sat Mar 4 1989,Bor. Mönchengladbach,1-1,SV Waldhof Mannheim
20,Sat Mar 4 1989,Hamburger SV,4-1,Hannover 96
20,Sat Mar 4 1989,Eintracht Frankfurt,1-1,FC St. Pauli
20,Sat Mar 4 1989,Bayer 04 Leverkusen,1-0,Werder Bremen
20,Sat Mar 4 1989,1. FC Nürnberg,1-0,KFC Uerdingen
20,Sat Mar 4 1989,VfL Bochum,1-3,1. FC Köln
21,Fri Mar 10 1989,Werder Bremen,2-0,Bor. Mönchengladbach
21,Fri Mar 10 1989,Hannover 96,0-0,1. FC Kaiserslautern
21,Sat Mar 11 1989,Borussia Dortmund,2-1,Bayer 04 Leverkusen
21,Sat Mar 11 1989,FC St. Pauli,1-0,Karlsruher SC
21,Sat Mar 11 1989,Bayern München,1-0,Hamburger SV
21,Sat Mar 11 1989,Stuttgarter Kickers,0-2,VfB Stuttgart
21,Sat Mar 11 1989,SV Waldhof Mannheim,2-1,1. FC Nürnberg
21,Sat Mar 11 1989,1. FC Köln,3-2,Eintracht Frankfurt
21,Sat Mar 11 1989,KFC Uerdingen,3-1,VfL Bochum
22,Fri Mar 17 1989,Hamburger SV,3-0,Stuttgarter Kickers
22,Sat Mar 18 1989,Bor. Mönchengladbach,1-1,Borussia Dortmund
22,Sat Mar 18 1989,VfL Bochum,1-0,1. FC Nürnberg
22,Sat Mar 18 1989,Werder Bremen,2-1,SV Waldhof Mannheim
22,Sat Mar 18 1989,Eintracht Frankfurt,0-2,KFC Uerdingen
22,Sat Mar 18 1989,Karlsruher SC,0-0,1. FC Köln
22,Sat Mar 18 1989,Bayer 04 Leverkusen,3-1,Hannover 96
22,Sat Mar 18 1989,1. FC Kaiserslautern,1-1,Bayern München
22,Sun Mar 19 1989,VfB Stuttgart,2-1,FC St. Pauli
18,Tue Mar 21 1989,VfL Bochum,2-1,Stuttgarter Kickers
23,Thu Mar 23 1989,FC St. Pauli,1-2,Hamburger SV
23,Sat Mar 25 1989,Bayern München,2-0,Bayer 04 Leverkusen
23,Sat Mar 25 1989,1. FC Köln,3-0,VfB Stuttgart
23,Sat Mar 25 1989,Borussia Dortmund,3-1,Werder Bremen
23,Sat Mar 25 1989,Stuttgarter Kickers,2-0,1. FC Kaiserslautern
23,Sat Mar 25 1989,KFC Uerdingen,0-3,Karlsruher SC
23,Sat Mar 25 1989,1. FC Nürnberg,1-1,Eintracht Frankfurt
23,Sat Mar 25 1989,Hannover 96,0-1,Bor. Mönchengladbach
23,Sat Mar 25 1989,SV Waldhof Mannheim,2-2,VfL Bochum
24,Fri Mar 31 1989,Eintracht Frankfurt,1-1,VfL Bochum
24,Sat Apr 1 1989,1. FC Kaiserslautern,1-0,FC St. Pauli
24,Sat Apr 1 1989,Bayer 04 Leverkusen,1-3,Stuttgarter Kickers
24,Sat Apr 1 1989,Hamburger SV,0-1,1. FC Köln
24,Sat Apr 1 1989,Bor. Mönchengladbach,2-1,Bayern München
24,Sat Apr 1 1989,Karlsruher SC,1-1,1. FC Nürnberg
24,Sat Apr 1 1989,VfB Stuttgart,2-2,KFC Uerdingen
24,Sat Apr 1 1989,Werder Bremen,1-0,Hannover 96
24,Sat Apr 1 1989,Borussia Dortmund,1-2,SV Waldhof Mannheim
25,Fri Apr 7 1989,FC St. Pauli,2-0,Bayer 04 Leverkusen
25,Fri Apr 7 1989,Hannover 96,1-5,Borussia Dortmund
25,Sat Apr 8 1989,1. FC Nürnberg,1-0,VfB Stuttgart
25,Sat Apr 8 1989,VfL Bochum,2-0,Karlsruher SC
25,Sat Apr 8 1989,KFC Uerdingen,0-2,Hamburger SV
25,Sat Apr 8 1989,SV Waldhof Mannheim,1-0,Eintracht Frankfurt
25,Sat Apr 8 1989,Bayern München,0-0,Werder Bremen
25,Sat Apr 8 1989,Stuttgarter Kickers,3-0,Bor. Mönchengladbach
25,Sat Apr 8 1989,1. FC Köln,2-2,1. FC Kaiserslautern
26,Thu Apr 13 1989,Hannover 96,0-2,SV Waldhof Mannheim
26,Fri Apr 14 1989,VfB Stuttgart,3-1,VfL Bochum
26,Fri Apr 14 1989,1. FC Kaiserslautern,2-0,KFC Uerdingen
26,Sat Apr 15 1989,Borussia Dortmund,1-1,Bayern München
26,Sat Apr 15 1989,Karlsruher SC,1-3,Eintracht Frankfurt
26,Sat Apr 15 1989,Bayer 04 Leverkusen,0-0,1. FC Köln
26,Sat Apr 15 1989,Bor. Mönchengladbach,2-2,FC St. Pauli
26,Sat Apr 15 1989,Werder Bremen,4-0,Stuttgarter Kickers
26,Sat Apr 15 1989,Hamburger SV,3-2,1. FC Nürnberg
17,Thu Apr 20 1989,Hamburger SV,1-2,Bor. Mönchengladbach
27,Sat Apr 29 1989,KFC Uerdingen,3-1,Bayer 04 Leverkusen
27,Sat Apr 29 1989,VfL Bochum,2-1,Hamburger SV
27,Sat Apr 29 1989,Eintracht Frankfurt,1-3,VfB Stuttgart
27,Sat Apr 29 1989,SV Waldhof Mannheim,2-0,Karlsruher SC
27,Sat Apr 29 1989,Bayern München,4-0,Hannover 96
27,Sat Apr 29 1989,Stuttgarter Kickers,1-2,Borussia Dortmund
27,Sat Apr 29 1989,FC St. Pauli,1-3,Werder Bremen
27,Sat Apr 29 1989,1. FC Köln,3-1,Bor. Mönchengladbach
27,Sat Apr 29 1989,1. FC Nürnberg,1-1,1. FC Kaiserslautern
28,Fri May 5 1989,1. FC Kaiserslautern,3-0,VfL Bochum
28,Fri May 5 1989,Bayer 04 Leverkusen,3-0,1. FC Nürnberg
28,Sat May 6 1989,Werder Bremen,1-2,1. FC Köln
28,Sat May 6 1989,Borussia Dortmund,0-0,FC St. Pauli
28,Sat May 6 1989,Hannover 96,3-4,Stuttgarter Kickers
28,Sat May 6 1989,VfB Stuttgart,2-0,Karlsruher SC
28,Sat May 6 1989,Hamburger SV,2-1,Eintracht Frankfurt
28,Sat May 6 1989,Bor. Mönchengladbach,3-0,KFC Uerdingen
28,Sat May 6 1989,Bayern München,1-0,SV Waldhof Mannheim
29,Fri May 12 1989,SV Waldhof Mannheim,3-4,VfB Stuttgart
29,Fri May 12 1989,Eintracht Frankfurt,3-2,1. FC Kaiserslautern
29,Sat May 13 1989,Karlsruher SC,2-2,Hamburger SV
29,Sat May 13 1989,Stuttgarter Kickers,2-0,Bayern München
29,Sat May 13 1989,FC St. Pauli,1-1,Hannover 96
29,Sat May 13 1989,1. FC Köln,2-0,Borussia Dortmund
29,Sat May 13 1989,KFC Uerdingen,2-1,Werder Bremen
29,Sat May 13 1989,1. FC Nürnberg,0-0,Bor. Mönchengladbach
29,Tue May 16 1989,VfL Bochum,2-4,Bayer 04 Leverkusen
30,Fri May 19 1989,Werder Bremen,2-1,1. FC Nürnberg
30,Fri May 19 1989,Stuttgarter Kickers,1-3,SV Waldhof Mannheim
30,Sat May 20 1989,Hannover 96,2-2,1. FC Köln
30,Sat May 20 1989,Bayern München,2-1,FC St. Pauli
30,Sat May 20 1989,Hamburger SV,2-1,VfB Stuttgart
30,Sat May 20 1989,1. FC Kaiserslautern,1-2,Karlsruher SC
30,Sat May 20 1989,Bayer 04 Leverkusen,2-2,Eintracht Frankfurt
30,Sat May 20 1989,Bor. Mönchengladbach,2-0,VfL Bochum
30,Sat May 20 1989,Borussia Dortmund,4-2,KFC Uerdingen
31,Tue May 23 1989,VfB Stuttgart,3-1,1. FC Kaiserslautern
31,Thu May 25 1989,1. FC Nürnberg,1-1,Borussia Dortmund
31,Thu May 25 1989,Eintracht Frankfurt,1-1,Bor. Mönchengladbach
31,Thu May 25 1989,FC St. Pauli,1-0,Stuttgarter Kickers
31,Thu May 25 1989,Karlsruher SC,2-3,Bayer 04 Leverkusen
31,Thu May 25 1989,SV Waldhof Mannheim,0-0,Hamburger SV
31,Thu May 25 1989,1. FC Köln,1-3,Bayern München
31,Thu May 25 1989,KFC Uerdingen,7-3,Hannover 96
31,Thu May 25 1989,VfL Bochum,0-1,Werder Bremen
32,Fri Jun 2 1989,SV Waldhof Mannheim,2-1,FC St. Pauli
32,Sat Jun 3 1989,Bayer 04 Leverkusen,0-0,VfB Stuttgart
32,Sat Jun 3 1989,Bor. Mönchengladbach,1-1,Karlsruher SC
32,Sat Jun 3 1989,Werder Bremen,2-0,Eintracht Frankfurt
32,Sat Jun 3 1989,Borussia Dortmund,2-1,VfL Bochum
32,Sat Jun 3 1989,Hannover 96,2-2,1. FC Nürnberg
32,Sat Jun 3 1989,Bayern München,5-0,KFC Uerdingen
32,Sat Jun 3 1989,Hamburger SV,1-1,1. FC Kaiserslautern
32,Tue Jun 6 1989,Stuttgarter Kickers,0-0,1. FC Köln
33,Sat Jun 10 1989,1. FC Kaiserslautern,0-3,SV Waldhof Mannheim
33,Sat Jun 10 1989,1. FC Köln,4-2,FC St. Pauli
33,Sat Jun 10 1989,KFC Uerdingen,1-3,Stuttgarter Kickers
33,Sat Jun 10 1989,Hamburger SV,1-1,Bayer 04 Leverkusen
33,Sat Jun 10 1989,VfL Bochum,1-3,Hannover 96
33,Sat Jun 10 1989,Eintracht Frankfurt,2-1,Borussia Dortmund
33,Sat Jun 10 1989,Karlsruher SC,1-0,Werder Bremen
33,Sat Jun 10 1989,VfB Stuttgart,2-1,Bor. Mönchengladbach
33,Sat Jun 10 1989,1. FC Nürnberg,2-1,Bayern München
34,Sat Jun 17 1989,SV Waldhof Mannheim,2-1,1. FC Köln
34,Sat Jun 17 1989,Bor. Mönchengladbach,0-4,Hamburger SV
34,Sat Jun 17 1989,Werder Bremen,3-0,VfB Stuttgart
34,Sat Jun 17 1989,Borussia Dortmund,3-2,Karlsruher SC
34,Sat Jun 17 1989,Hannover 96,1-1,Eintracht Frankfurt
34,Sat Jun 17 1989,Bayern München,5-0,VfL Bochum
34,Sat Jun 17 1989,Stuttgarter Kickers,1-0,1. FC Nürnberg
34,Sat Jun 17 1989,FC St. Pauli,5-1,KFC Uerdingen
34,Sat Jun 17 1989,Bayer 04 Leverkusen,0-1,1. FC Kaiserslautern
