Matchday,Date,Team 1,FT,Team 2
1,Sat Sep 16 1972,Bor. Mönchengladbach,4-3,MSV Duisburg
1,Sat Sep 16 1972,Rot-Weiß Oberhausen,0-5,Bayern München
1,Sat Sep 16 1972,Eintracht Frankfurt,2-1,Hamburger SV
1,Sat Sep 16 1972,Eintracht Braunschweig,0-2,VfL Bochum
1,Sat Sep 16 1972,FC Schalke 04,3-1,Hannover 96
1,Sat Sep 16 1972,Hertha BSC,2-3,Fortuna Düsseldorf
1,Sat Sep 16 1972,Wuppertaler SV,2-0,1. FC Kaiserslautern
1,Sat Sep 16 1972,VfB Stuttgart,3-1,1. FC Köln
1,Sat Sep 16 1972,Werder Bremen,0-0,Kickers Offenbach
2,Wed Sep 20 1972,VfL Bochum,2-1,Hertha BSC
2,Wed Sep 20 1972,1. FC Köln,3-1,Rot-Weiß Oberhausen
2,Wed Sep 20 1972,Bayern München,2-1,Werder Bremen
2,Wed Sep 20 1972,1. FC Kaiserslautern,2-0,FC Schalke 04
2,Wed Sep 20 1972,Hamburger SV,1-3,Bor. Mönchengladbach
2,Wed Sep 20 1972,Kickers Offenbach,1-0,Eintracht Braunschweig
2,Wed Sep 20 1972,Hannover 96,2-1,Eintracht Frankfurt
2,Wed Sep 20 1972,Fortuna Düsseldorf,2-1,Wuppertaler SV
2,Wed Sep 20 1972,MSV Duisburg,0-1,VfB Stuttgart
3,Sat Sep 23 1972,Eintracht Frankfurt,3-1,1. FC Kaiserslautern
3,Sat Sep 23 1972,Wuppertaler SV,3-0,VfL Bochum
3,Sat Sep 23 1972,FC Schalke 04,3-1,Fortuna Düsseldorf
3,Sat Sep 23 1972,Bor. Mönchengladbach,3-1,Hannover 96
3,Sat Sep 23 1972,Werder Bremen,1-0,Rot-Weiß Oberhausen
3,Sat Sep 23 1972,Hertha BSC,2-5,Kickers Offenbach
3,Sat Sep 23 1972,Eintracht Braunschweig,0-2,Bayern München
3,Sat Sep 23 1972,VfB Stuttgart,2-1,Hamburger SV
3,Sat Sep 23 1972,MSV Duisburg,1-1,1. FC Köln
4,Fri Sep 29 1972,Rot-Weiß Oberhausen,0-1,Eintracht Braunschweig
4,Sat Sep 30 1972,Fortuna Düsseldorf,2-2,Eintracht Frankfurt
4,Sat Sep 30 1972,1. FC Köln,1-0,Werder Bremen
4,Sat Sep 30 1972,VfL Bochum,2-0,FC Schalke 04
4,Sat Sep 30 1972,Kickers Offenbach,3-1,Wuppertaler SV
4,Sat Sep 30 1972,1. FC Kaiserslautern,3-1,Bor. Mönchengladbach
4,Sat Sep 30 1972,Hannover 96,3-1,VfB Stuttgart
4,Sat Sep 30 1972,Bayern München,4-0,Hertha BSC
4,Sat Sep 30 1972,Hamburger SV,1-2,MSV Duisburg
5,Tue Oct 3 1972,Eintracht Frankfurt,4-1,VfL Bochum
5,Wed Oct 4 1972,Hertha BSC,3-1,Rot-Weiß Oberhausen
5,Wed Oct 4 1972,Wuppertaler SV,1-1,Bayern München
5,Wed Oct 4 1972,Bor. Mönchengladbach,2-3,Fortuna Düsseldorf
5,Wed Oct 4 1972,VfB Stuttgart,3-1,1. FC Kaiserslautern
5,Wed Oct 4 1972,MSV Duisburg,3-1,Hannover 96
5,Wed Oct 4 1972,Eintracht Braunschweig,1-0,Werder Bremen
5,Wed Oct 4 1972,FC Schalke 04,6-1,Kickers Offenbach
5,Wed Oct 4 1972,Hamburger SV,0-0,1. FC Köln
6,Sat Oct 7 1972,1. FC Köln,4-3,Eintracht Braunschweig
6,Sat Oct 7 1972,Werder Bremen,1-1,Hertha BSC
6,Sat Oct 7 1972,1. FC Kaiserslautern,0-0,MSV Duisburg
6,Sat Oct 7 1972,Rot-Weiß Oberhausen,2-1,Wuppertaler SV
6,Sat Oct 7 1972,VfL Bochum,3-0,Bor. Mönchengladbach
6,Sat Oct 7 1972,Kickers Offenbach,3-2,Eintracht Frankfurt
6,Sat Oct 7 1972,Fortuna Düsseldorf,6-1,VfB Stuttgart
6,Sat Oct 7 1972,Bayern München,5-0,FC Schalke 04
6,Sat Oct 7 1972,Hannover 96,3-2,Hamburger SV
7,Sat Oct 14 1972,Eintracht Frankfurt,2-1,Bayern München
7,Sat Oct 14 1972,MSV Duisburg,0-0,Fortuna Düsseldorf
7,Sat Oct 14 1972,VfB Stuttgart,4-0,VfL Bochum
7,Sat Oct 14 1972,Bor. Mönchengladbach,3-2,Kickers Offenbach
7,Sat Oct 14 1972,FC Schalke 04,3-0,Rot-Weiß Oberhausen
7,Sat Oct 14 1972,Wuppertaler SV,1-1,Werder Bremen
7,Sat Oct 14 1972,Hamburger SV,2-2,1. FC Kaiserslautern
7,Sat Oct 14 1972,Hertha BSC,3-0,Eintracht Braunschweig
7,Sat Oct 14 1972,Hannover 96,0-0,1. FC Köln
8,Sat Oct 21 1972,Kickers Offenbach,1-3,VfB Stuttgart
8,Sat Oct 21 1972,Rot-Weiß Oberhausen,1-0,Eintracht Frankfurt
8,Sat Oct 21 1972,Bayern München,3-0,Bor. Mönchengladbach
8,Sat Oct 21 1972,VfL Bochum,2-1,MSV Duisburg
8,Sat Oct 21 1972,Werder Bremen,2-0,FC Schalke 04
8,Sat Oct 21 1972,1. FC Kaiserslautern,2-1,Hannover 96
8,Sat Oct 21 1972,1. FC Köln,4-0,Hertha BSC
8,Sat Oct 21 1972,Fortuna Düsseldorf,2-2,Hamburger SV
8,Sat Oct 21 1972,Eintracht Braunschweig,0-1,Wuppertaler SV
9,Fri Oct 27 1972,MSV Duisburg,4-0,Kickers Offenbach
9,Sat Oct 28 1972,1. FC Kaiserslautern,2-1,1. FC Köln
9,Sat Oct 28 1972,Bor. Mönchengladbach,4-1,Rot-Weiß Oberhausen
9,Sat Oct 28 1972,Hannover 96,2-2,Fortuna Düsseldorf
9,Sat Oct 28 1972,FC Schalke 04,0-1,Eintracht Braunschweig
9,Sat Oct 28 1972,Hamburger SV,2-1,VfL Bochum
9,Sat Oct 28 1972,Eintracht Frankfurt,2-2,Werder Bremen
9,Sat Oct 28 1972,Wuppertaler SV,4-1,Hertha BSC
9,Sat Oct 28 1972,VfB Stuttgart,0-1,Bayern München
10,Tue Oct 31 1972,1. FC Köln,1-1,Wuppertaler SV
10,Tue Oct 31 1972,Rot-Weiß Oberhausen,2-2,VfB Stuttgart
10,Tue Oct 31 1972,Kickers Offenbach,2-1,Hamburger SV
10,Tue Oct 31 1972,Fortuna Düsseldorf,2-1,1. FC Kaiserslautern
10,Tue Oct 31 1972,Bayern München,2-0,MSV Duisburg
10,Tue Oct 31 1972,VfL Bochum,2-0,Hannover 96
10,Wed Nov 1 1972,Hertha BSC,3-0,FC Schalke 04
11,Sat Nov 4 1972,1. FC Kaiserslautern,2-2,VfL Bochum
11,Sat Nov 4 1972,Hannover 96,1-1,Kickers Offenbach
11,Sat Nov 4 1972,MSV Duisburg,4-1,Rot-Weiß Oberhausen
11,Sat Nov 4 1972,Hamburger SV,0-2,Bayern München
11,Sat Nov 4 1972,Bor. Mönchengladbach,4-0,Eintracht Braunschweig
11,Sat Nov 4 1972,Eintracht Frankfurt,2-2,Hertha BSC
11,Sat Nov 4 1972,FC Schalke 04,1-2,Wuppertaler SV
11,Sat Nov 4 1972,VfB Stuttgart,2-1,Werder Bremen
11,Sat Nov 4 1972,Fortuna Düsseldorf,3-2,1. FC Köln
12,Sat Nov 11 1972,Rot-Weiß Oberhausen,3-1,Hamburger SV
12,Sat Nov 11 1972,Eintracht Braunschweig,1-0,VfB Stuttgart
12,Sat Nov 11 1972,1. FC Köln,3-0,FC Schalke 04
12,Sat Nov 11 1972,Wuppertaler SV,1-0,Eintracht Frankfurt
12,Sat Nov 11 1972,Werder Bremen,0-2,MSV Duisburg
12,Sat Nov 11 1972,Hertha BSC,3-1,Bor. Mönchengladbach
