Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 13 1999,MSV Duisburg,0-0,Bayer 04 Leverkusen
1,Fri Aug 13 1999,VfL Wolfsburg,2-1,TSV 1860 München
1,Sat Aug 14 1999,Eintracht Frankfurt,3-0,SpVgg Unterhaching
1,Sat Aug 14 1999,Bayern München,2-2,Hamburger SV
1,Sat Aug 14 1999,VfB Stuttgart,0-0,Werder Bremen
1,Sat Aug 14 1999,FC Schalke 04,1-1,Arminia Bielefeld
1,Sat Aug 14 1999,1. FC Kaiserslautern,1-0,Borussia Dortmund
1,Sun Aug 15 1999,SSV Ulm 1846,1-1,SC Freiburg
1,Sun Aug 15 1999,Hertha BSC,5-2,Hansa Rostock
2,Fri Aug 20 1999,Arminia Bielefeld,1-1,Hertha BSC
2,Fri Aug 20 1999,SpVgg Unterhaching,2-0,MSV Duisburg
2,Sat Aug 21 1999,Werder Bremen,0-1,FC Schalke 04
2,Sat Aug 21 1999,Borussia Dortmund,2-1,VfL Wolfsburg
2,Sat Aug 21 1999,Hamburger SV,3-0,VfB Stuttgart
2,Sat Aug 21 1999,TSV 1860 München,4-1,SSV Ulm 1846
2,Sat Aug 21 1999,SC Freiburg,2-3,Eintracht Frankfurt
2,Sun Aug 22 1999,Hansa Rostock,4-2,1. FC Kaiserslautern
2,Sun Aug 22 1999,Bayer 04 Leverkusen,2-0,Bayern München
3,Fri Aug 27 1999,1. FC Kaiserslautern,0-2,Arminia Bielefeld
3,Fri Aug 27 1999,FC Schalke 04,1-3,Hamburger SV
3,Sat Aug 28 1999,Bayern München,1-0,SpVgg Unterhaching
3,Sat Aug 28 1999,VfL Wolfsburg,2-0,Hansa Rostock
3,Sat Aug 28 1999,Hertha BSC,1-1,Werder Bremen
3,Sat Aug 28 1999,VfB Stuttgart,1-2,Bayer 04 Leverkusen
3,Sat Aug 28 1999,SC Freiburg,3-0,TSV 1860 München
3,Sun Aug 29 1999,Eintracht Frankfurt,2-2,MSV Duisburg
3,Sun Aug 29 1999,SSV Ulm 1846,0-1,Borussia Dortmund
4,Fri Sep 10 1999,Arminia Bielefeld,0-0,VfL Wolfsburg
4,Fri Sep 10 1999,Hansa Rostock,2-1,SSV Ulm 1846
4,Sat Sep 11 1999,Borussia Dortmund,1-1,SC Freiburg
4,Sat Sep 11 1999,MSV Duisburg,1-2,Bayern München
4,Sat Sep 11 1999,Hamburger SV,5-1,Hertha BSC
4,Sat Sep 11 1999,Bayer 04 Leverkusen,3-2,FC Schalke 04
4,Sat Sep 11 1999,SpVgg Unterhaching,2-0,VfB Stuttgart
4,Sun Sep 12 1999,TSV 1860 München,2-0,Eintracht Frankfurt
4,Sun Sep 12 1999,Werder Bremen,5-0,1. FC Kaiserslautern
5,Fri Sep 17 1999,SC Freiburg,5-0,Hansa Rostock
5,Fri Sep 17 1999,TSV 1860 München,0-3,Borussia Dortmund
5,Sat Sep 18 1999,Eintracht Frankfurt,1-2,Bayern München
5,Sat Sep 18 1999,SSV Ulm 1846,2-0,Arminia Bielefeld
5,Sat Sep 18 1999,FC Schalke 04,1-0,SpVgg Unterhaching
5,Sat Sep 18 1999,VfB Stuttgart,4-2,MSV Duisburg
5,Sat Sep 18 1999,Hertha BSC,0-0,Bayer 04 Leverkusen
5,Sun Sep 19 1999,1. FC Kaiserslautern,2-0,Hamburger SV
5,Sun Sep 19 1999,VfL Wolfsburg,2-7,Werder Bremen
6,Fri Sep 24 1999,Bayern München,0-1,VfB Stuttgart
6,Fri Sep 24 1999,Hamburger SV,2-2,VfL Wolfsburg
6,Sat Sep 25 1999,Borussia Dortmund,1-0,Eintracht Frankfurt
6,Sat Sep 25 1999,MSV Duisburg,1-1,FC Schalke 04
6,Sat Sep 25 1999,Hansa Rostock,0-0,TSV 1860 München
6,Sat Sep 25 1999,SpVgg Unterhaching,1-1,Hertha BSC
6,Sat Sep 25 1999,Werder Bremen,2-2,SSV Ulm 1846
6,Sun Sep 26 1999,Arminia Bielefeld,2-1,SC Freiburg
6,Sun Sep 26 1999,Bayer 04 Leverkusen,3-1,1. FC Kaiserslautern
7,Fri Oct 1 1999,Eintracht Frankfurt,0-1,VfB Stuttgart
7,Fri Oct 1 1999,TSV 1860 München,5-0,Arminia Bielefeld
7,Sat Oct 2 1999,Borussia Dortmund,3-0,Hansa Rostock
7,Sat Oct 2 1999,Hertha BSC,2-1,MSV Duisburg
7,Sat Oct 2 1999,FC Schalke 04,1-1,Bayern München
7,Sat Oct 2 1999,SSV Ulm 1846,1-2,Hamburger SV
7,Sat Oct 2 1999,VfL Wolfsburg,3-1,Bayer 04 Leverkusen
7,Sun Oct 3 1999,SC Freiburg,2-1,Werder Bremen
7,Sun Oct 3 1999,1. FC Kaiserslautern,4-2,SpVgg Unterhaching
8,Fri Oct 15 1999,Arminia Bielefeld,0-2,Borussia Dortmund
8,Fri Oct 15 1999,Bayer 04 Leverkusen,4-1,SSV Ulm 1846
8,Sat Oct 16 1999,Bayern München,3-1,Hertha BSC
8,Sat Oct 16 1999,MSV Duisburg,2-2,1. FC Kaiserslautern
8,Sat Oct 16 1999,Hamburger SV,2-0,SC Freiburg
