Date,Team 1,Team 2,FT,HT
1995-08-04,Bielefeld,Lubeck,2-1,
1995-08-04,Chemnitz,Leipzig,1-2,
1995-08-04,CZ Jena,Zwickau,2-0,
1995-08-04,Duisburg,Bochum,0-0,
1995-08-05,Mainz,Hannover,0-2,
1995-08-05,Mannheim,FC Köln,2-0,
1995-08-05,Unterhaching,Meppen,1-1,
1995-08-05,Wattenscheid,Nürnberg,1-2,
1995-08-05,Wolfsburg,Hertha,1-4,
1995-08-08,Hannover,Duisburg,2-2,
1995-08-08,Hertha,Unterhaching,1-0,
1995-08-08,Lubeck,Mainz,3-0,
1995-08-08,Meppen,CZ Jena,1-1,
1995-08-09,Bochum,Mannheim,3-1,
1995-08-09,FC Köln,Wattenscheid,2-0,
1995-08-09,Leipzig,Bielefeld,0-0,
1995-08-09,Nürnberg,Wolfsburg,0-0,
1995-08-09,Zwickau,Chemnitz,1-0,
1995-08-11,CZ Jena,Hertha,0-3,
1995-08-11,Duisburg,Lubeck,2-1,
1995-08-12,Bielefeld,Zwickau,4-0,
1995-08-12,Chemnitz,Meppen,2-0,
1995-08-13,Mainz,Leipzig,0-1,
1995-08-13,Mannheim,Wattenscheid,5-2,
1995-08-13,Unterhaching,Nürnberg,0-0,
1995-08-13,Wolfsburg,FC Köln,1-3,
1995-08-14,Bochum,Hannover,1-0,
1995-08-18,Hannover,Mannheim,1-0,
1995-08-18,Leipzig,Duisburg,2-2,
1995-08-19,FC Köln,Unterhaching,0-2,
1995-08-19,Zwickau,Mainz,3-0,
1995-08-20,Lubeck,Bochum,3-0,
1995-08-20,Meppen,Bielefeld,2-2,
1995-08-20,Wattenscheid,Wolfsburg,1-2,
1995-08-21,Nürnberg,CZ Jena,0-2,
1995-08-29,Bielefeld,Hertha,1-0,
1995-08-29,Bochum,Leipzig,3-0,
1995-08-29,Chemnitz,Nürnberg,1-1,
1995-08-29,CZ Jena,FC Köln,1-0,
1995-08-29,Duisburg,Zwickau,3-0,
1995-08-29,Unterhaching,Wattenscheid,1-0,
1995-08-30,Hannover,Lubeck,0-0,
1995-08-30,Mainz,Meppen,0-0,
1995-08-30,Mannheim,Wolfsburg,3-0,
1995-09-01,FC Köln,Chemnitz,1-2,
1995-09-01,Nürnberg,Bielefeld,0-2,
1995-09-02,Hertha,Mainz,2-0,
1995-09-02,Leipzig,Hannover,1-0,
1995-09-02,Wolfsburg,Unterhaching,3-1,
1995-09-03,Lubeck,Mannheim,3-1,
1995-09-03,Meppen,Duisburg,1-1,
1995-09-03,Wattenscheid,CZ Jena,1-1,
1995-09-08,Bochum,Meppen,4-1,
1995-09-08,Duisburg,Hertha,2-0,
1995-09-09,Chemnitz,Wattenscheid,2-0,
1995-09-09,Mainz,Nürnberg,0-2,
1995-09-09,Mannheim,Unterhaching,0-1,
1995-09-10,CZ Jena,Wolfsburg,1-1,
1995-09-10,Hannover,Zwickau,1-1,
1995-09-10,Lubeck,Leipzig,0-2,
1995-09-11,Bielefeld,FC Köln,2-1,
1995-09-14,Wolfsburg,Chemnitz,1-1,
1995-09-15,Nürnberg,Duisburg,0-0,
1995-09-15,Unterhaching,CZ Jena,2-0,
1995-09-16,Hertha,Bochum,0-2,
1995-09-16,Leipzig,Mannheim,2-0,
1995-09-16,Meppen,Hannover,0-0,
1995-09-16,Wattenscheid,Bielefeld,3-2,
1995-09-17,FC Köln,Mainz,1-0,
1995-09-17,Zwickau,Lubeck,1-0,
1995-09-22,Bochum,Nürnberg,4-0,
1995-09-23,Hannover,Hertha,1-0,
1995-09-23,Leipzig,Zwickau,2-0,
1995-09-23,Mainz,Wattenscheid,2-0,
1995-09-24,Bielefeld,Wolfsburg,1-0,
1995-09-24,Chemnitz,Unterhaching,2-0,
1995-09-24,Lubeck,Meppen,1-1,
1995-09-25,Mannheim,CZ Jena,1-0,
1995-09-26,Zwickau,Bochum,2-1,
1995-09-29,Nürnberg,Hannover,0-2,
1995-09-29,Wattenscheid,Duisburg,0-2,
1995-09-30,FC Köln,Bochum,0-2,
1995-09-30,Wolfsburg,Mainz,2-2,
1995-09-30,Zwickau,Mannheim,2-1,
1995-10-01,CZ Jena,Chemnitz,4-1,
1995-10-01,Meppen,Leipzig,0-2,
1995-10-01,Unterhaching,Bielefeld,3-0,
1995-10-02,Hertha,Lubeck,0-0,
1995-10-06,Duisburg,FC Köln,2-2,
1995-10-13,Duisburg,Wolfsburg,2-1,
1995-10-13,Mannheim,Chemnitz,4-1,
1995-10-14,Hannover,FC Köln,2-0,
1995-10-14,Zwickau,Meppen,4-1,
1995-10-15,Bochum,Wattenscheid,2-2,
1995-10-15,Leipzig,Hertha,2-2,
1995-10-15,Lubeck,Nürnberg,0-0,
1995-10-15,Mainz,Unterhaching,3-1,
1995-10-16,Bielefeld,CZ Jena,1-2,
1995-10-20,CZ Jena,Mainz,6-1,
1995-10-20,Wattenscheid,Hannover,5-1,
1995-10-21,FC Köln,Lubeck,1-3,
1995-10-21,Meppen,Mannheim,2-1,
1995-10-21,Wolfsburg,Bochum,0-5,
1995-10-22,Chemnitz,Bielefeld,5-1,
1995-10-22,Hertha,Zwickau,0-0,
1995-10-22,Unterhaching,Duisburg,1-2,
1995-10-23,Nürnberg,Leipzig,1-0,
1995-10-25,Hertha,Chemnitz,1-1,
1995-10-27,Mannheim,Bielefeld,3-5,
1995-10-28,Meppen,Hertha,1-1,
1995-10-29,Duisburg,CZ Jena,4-1,
1995-10-29,Hannover,Wolfsburg,0-1,
1995-10-29,Leipzig,FC Köln,1-1,
