Matchday,Date,Team 1,FT,Team 2
1,Sat Aug 11 1973,Bor. Mönchengladbach,3-1,Fortuna Köln
1,Sat Aug 11 1973,1. FC Köln,1-1,Eintracht Frankfurt
1,Sat Aug 11 1973,Kickers Offenbach,1-1,Rot-Weiss Essen
1,Sat Aug 11 1973,1. FC Kaiserslautern,2-2,Werder Bremen
1,Sat Aug 11 1973,Hamburger SV,0-2,Hertha BSC
1,Sat Aug 11 1973,VfB Stuttgart,3-0,FC Schalke 04
1,Sat Aug 11 1973,VfL Bochum,2-1,Wuppertaler SV
1,Sat Aug 11 1973,MSV Duisburg,1-1,Hannover 96
1,Sat Aug 11 1973,Bayern München,3-1,Fortuna Düsseldorf
2,Fri Aug 17 1973,Werder Bremen,1-1,VfB Stuttgart
2,Fri Aug 17 1973,FC Schalke 04,3-1,VfL Bochum
2,Sat Aug 18 1973,Fortuna Köln,0-3,Bayern München
2,Sat Aug 18 1973,Rot-Weiss Essen,2-6,Bor. Mönchengladbach
2,Sat Aug 18 1973,Hertha BSC,2-2,Kickers Offenbach
2,Sat Aug 18 1973,Wuppertaler SV,3-0,Hamburger SV
2,Sat Aug 18 1973,Fortuna Düsseldorf,3-0,1. FC Köln
2,Sat Aug 18 1973,Hannover 96,4-2,1. FC Kaiserslautern
2,Sat Aug 18 1973,Eintracht Frankfurt,3-0,MSV Duisburg
3,Tue Aug 21 1973,1. FC Kaiserslautern,1-4,Eintracht Frankfurt
3,Tue Aug 21 1973,MSV Duisburg,5-1,1. FC Köln
3,Tue Aug 21 1973,Kickers Offenbach,0-1,Wuppertaler SV
3,Tue Aug 21 1973,VfB Stuttgart,5-1,Hannover 96
3,Tue Aug 21 1973,Fortuna Köln,1-1,Fortuna Düsseldorf
3,Tue Aug 21 1973,Hamburger SV,5-2,FC Schalke 04
3,Tue Aug 21 1973,VfL Bochum,0-0,Werder Bremen
3,Tue Aug 21 1973,Bayern München,2-0,Rot-Weiss Essen
4,Sat Aug 25 1973,Fortuna Düsseldorf,2-1,MSV Duisburg
4,Sat Aug 25 1973,1. FC Köln,3-1,1. FC Kaiserslautern
4,Sat Aug 25 1973,Eintracht Frankfurt,4-3,VfB Stuttgart
4,Sat Aug 25 1973,Hannover 96,1-2,VfL Bochum
4,Sat Aug 25 1973,FC Schalke 04,0-2,Kickers Offenbach
4,Sat Aug 25 1973,Hertha BSC,2-2,Bayern München
4,Sat Aug 25 1973,Wuppertaler SV,2-4,Bor. Mönchengladbach
4,Sat Aug 25 1973,Rot-Weiss Essen,0-2,Fortuna Köln
4,Sat Aug 25 1973,Werder Bremen,1-1,Hamburger SV
3,Wed Aug 29 1973,Bor. Mönchengladbach,1-1,Hertha BSC
5,Fri Aug 31 1973,VfL Bochum,1-1,Eintracht Frankfurt
5,Fri Aug 31 1973,Kickers Offenbach,4-0,Werder Bremen
5,Fri Aug 31 1973,1. FC Kaiserslautern,2-1,MSV Duisburg
5,Sat Sep 1 1973,Bayern München,3-0,Wuppertaler SV
5,Sat Sep 1 1973,Bor. Mönchengladbach,6-0,FC Schalke 04
5,Sat Sep 1 1973,Fortuna Köln,3-3,Hertha BSC
5,Sat Sep 1 1973,Rot-Weiss Essen,1-4,Fortuna Düsseldorf
5,Sat Sep 1 1973,Hamburger SV,1-4,Hannover 96
5,Sat Sep 1 1973,VfB Stuttgart,2-1,1. FC Köln
6,Fri Sep 7 1973,MSV Duisburg,1-0,VfB Stuttgart
6,Fri Sep 7 1973,Hannover 96,2-3,Kickers Offenbach
6,Sat Sep 8 1973,Werder Bremen,2-3,Bor. Mönchengladbach
6,Sat Sep 8 1973,Fortuna Düsseldorf,2-5,1. FC Kaiserslautern
6,Sat Sep 8 1973,Eintracht Frankfurt,1-0,Hamburger SV
6,Sat Sep 8 1973,FC Schalke 04,5-5,Bayern München
6,Sat Sep 8 1973,Hertha BSC,1-1,Rot-Weiss Essen
6,Sat Sep 8 1973,1. FC Köln,2-2,VfL Bochum
6,Sat Sep 8 1973,Wuppertaler SV,0-0,Fortuna Köln
7,Fri Sep 14 1973,Fortuna Köln,1-1,FC Schalke 04
7,Fri Sep 14 1973,Bor. Mönchengladbach,4-3,Hannover 96
7,Sat Sep 15 1973,VfL Bochum,3-0,MSV Duisburg
7,Sat Sep 15 1973,VfB Stuttgart,3-4,1. FC Kaiserslautern
7,Sat Sep 15 1973,Hertha BSC,2-0,Fortuna Düsseldorf
7,Sat Sep 15 1973,Hamburger SV,3-1,1. FC Köln
7,Sat Sep 15 1973,Bayern München,2-2,Werder Bremen
7,Sat Sep 15 1973,Rot-Weiss Essen,2-1,Wuppertaler SV
8,Fri Sep 21 1973,1. FC Kaiserslautern,0-2,VfL Bochum
8,Fri Sep 21 1973,MSV Duisburg,0-0,Hamburger SV
8,Sat Sep 22 1973,FC Schalke 04,3-1,Rot-Weiss Essen
8,Sat Sep 22 1973,Wuppertaler SV,2-1,Hertha BSC
8,Sat Sep 22 1973,1. FC Köln,2-0,Kickers Offenbach
8,Sat Sep 22 1973,Werder Bremen,2-0,Fortuna Köln
8,Sat Sep 22 1973,Fortuna Düsseldorf,2-0,VfB Stuttgart
8,Sat Sep 22 1973,Hannover 96,3-1,Bayern München
8,Sat Sep 22 1973,Eintracht Frankfurt,1-0,Bor. Mönchengladbach
9,Fri Sep 28 1973,Rot-Weiss Essen,3-1,Werder Bremen
9,Fri Sep 28 1973,Wuppertaler SV,2-2,Fortuna Düsseldorf
9,Sat Sep 29 1973,Fortuna Köln,2-2,Hannover 96
9,Sat Sep 29 1973,Bayern München,2-2,Eintracht Frankfurt
