Matchday,Date,Team 1,FT,Team 2
6,Sat Sep 6 1975,Hannover 96,0-0,Rot-Weiss Essen
6,Sat Sep 6 1975,KFC Uerdingen,0-0,Eintracht Braunschweig
6,Sat Sep 6 1975,1. FC Kaiserslautern,3-0,MSV Duisburg
6,Sat Sep 6 1975,Kickers Offenbach,2-1,Eintracht Frankfurt
6,Sat Sep 6 1975,FC Schalke 04,2-2,Bayern München
7,Fri Sep 12 1975,MSV Duisburg,1-1,Hamburger SV
7,Sat Sep 13 1975,Hertha BSC,2-1,FC Schalke 04
7,Sat Sep 13 1975,Bayern München,3-1,Kickers Offenbach
7,Sat Sep 13 1975,VfL Bochum,2-0,Hannover 96
7,Sat Sep 13 1975,Eintracht Frankfurt,1-1,Bor. Mönchengladbach
7,Sat Sep 13 1975,Rot-Weiss Essen,5-1,1. FC Kaiserslautern
7,Sat Sep 13 1975,Karlsruher SC,1-0,KFC Uerdingen
7,Sat Sep 13 1975,Eintracht Braunschweig,3-1,Fortuna Düsseldorf
7,Sat Sep 13 1975,Werder Bremen,3-2,1. FC Köln
8,Fri Sep 19 1975,1. FC Kaiserslautern,2-1,VfL Bochum
8,Sat Sep 20 1975,Kickers Offenbach,2-1,Hertha BSC
8,Sat Sep 20 1975,Hannover 96,3-2,Eintracht Frankfurt
8,Sat Sep 20 1975,FC Schalke 04,5-1,Eintracht Braunschweig
8,Sat Sep 20 1975,Bor. Mönchengladbach,4-1,Bayern München
8,Sat Sep 20 1975,Fortuna Düsseldorf,0-2,Karlsruher SC
8,Sat Sep 20 1975,Hamburger SV,4-1,Rot-Weiss Essen
8,Sat Sep 20 1975,KFC Uerdingen,2-1,Werder Bremen
8,Sat Sep 20 1975,1. FC Köln,3-2,MSV Duisburg
9,Sat Sep 27 1975,Eintracht Braunschweig,5-1,Kickers Offenbach
9,Sat Sep 27 1975,KFC Uerdingen,1-1,1. FC Köln
9,Sat Sep 27 1975,Bayern München,3-1,Hannover 96
9,Sat Sep 27 1975,Karlsruher SC,2-2,FC Schalke 04
9,Sat Sep 27 1975,Werder Bremen,3-0,Fortuna Düsseldorf
9,Sat Sep 27 1975,Rot-Weiss Essen,5-2,MSV Duisburg
9,Sat Sep 27 1975,Eintracht Frankfurt,1-1,1. FC Kaiserslautern
9,Sat Sep 27 1975,VfL Bochum,0-3,Hamburger SV
9,Sat Sep 27 1975,Hertha BSC,3-0,Bor. Mönchengladbach
10,Sat Oct 4 1975,Bor. Mönchengladbach,0-0,Eintracht Braunschweig
10,Sat Oct 4 1975,Hannover 96,2-6,Hertha BSC
10,Sat Oct 4 1975,Kickers Offenbach,0-0,Karlsruher SC
10,Sat Oct 4 1975,Hamburger SV,4-2,Eintracht Frankfurt
10,Sat Oct 4 1975,FC Schalke 04,4-2,Werder Bremen
10,Sat Oct 4 1975,MSV Duisburg,1-1,VfL Bochum
10,Sat Oct 4 1975,Fortuna Düsseldorf,2-0,KFC Uerdingen
10,Sat Oct 4 1975,1. FC Köln,3-0,Rot-Weiss Essen
10,Sat Oct 4 1975,1. FC Kaiserslautern,2-1,Bayern München
11,Fri Oct 24 1975,VfL Bochum,2-1,Rot-Weiss Essen
11,Sat Oct 25 1975,KFC Uerdingen,3-2,FC Schalke 04
11,Sat Oct 25 1975,Bayern München,1-0,Hamburger SV
11,Sat Oct 25 1975,Eintracht Braunschweig,3-2,Hannover 96
11,Sat Oct 25 1975,Werder Bremen,3-1,Kickers Offenbach
11,Sat Oct 25 1975,Fortuna Düsseldorf,0-0,1. FC Köln
11,Sat Oct 25 1975,Hertha BSC,3-0,1. FC Kaiserslautern
11,Sat Oct 25 1975,Eintracht Frankfurt,1-1,MSV Duisburg
11,Sun Oct 26 1975,Karlsruher SC,2-4,Bor. Mönchengladbach
12,Fri Oct 31 1975,1. FC Köln,1-0,VfL Bochum
12,Fri Oct 31 1975,MSV Duisburg,1-1,Bayern München
12,Fri Oct 31 1975,Rot-Weiss Essen,4-3,Eintracht Frankfurt
12,Fri Oct 31 1975,FC Schalke 04,2-0,Fortuna Düsseldorf
12,Fri Oct 31 1975,Bor. Mönchengladbach,3-0,Werder Bremen
12,Sat Nov 1 1975,Kickers Offenbach,2-3,KFC Uerdingen
12,Sat Nov 1 1975,Hamburger SV,2-1,Hertha BSC
12,Sat Nov 1 1975,Hannover 96,2-0,Karlsruher SC
12,Sat Nov 1 1975,1. FC Kaiserslautern,3-1,Eintracht Braunschweig
13,Sat Nov 8 1975,KFC Uerdingen,1-1,Bor. Mönchengladbach
13,Sat Nov 8 1975,Hertha BSC,1-2,MSV Duisburg
13,Sat Nov 8 1975,Fortuna Düsseldorf,0-0,Kickers Offenbach
13,Sat Nov 8 1975,Eintracht Frankfurt,6-0,VfL Bochum
13,Sat Nov 8 1975,FC Schalke 04,3-1,1. FC Köln
13,Sat Nov 8 1975,Bayern München,5-1,Rot-Weiss Essen
13,Sat Nov 8 1975,Werder Bremen,0-0,Hannover 96
13,Sat Nov 8 1975,Eintracht Braunschweig,1-0,Hamburger SV
13,Sat Nov 8 1975,Karlsruher SC,3-5,1. FC Kaiserslautern
14,Fri Nov 14 1975,Kickers Offenbach,1-1,FC Schalke 04
14,Sat Nov 15 1975,Bor. Mönchengladbach,1-0,Fortuna Düsseldorf
14,Sat Nov 15 1975,Rot-Weiss Essen,3-1,Hertha BSC
14,Sat Nov 15 1975,1. FC Köln,3-3,Eintracht Frankfurt
14,Sat Nov 15 1975,VfL Bochum,3-1,Bayern München
14,Sat Nov 15 1975,Hannover 96,3-1,KFC Uerdingen
14,Sat Nov 15 1975,MSV Duisburg,1-0,Eintracht Braunschweig
14,Sat Nov 15 1975,1. FC Kaiserslautern,4-0,Werder Bremen
14,Sat Nov 15 1975,Hamburger SV,3-0,Karlsruher SC
15,Sat Nov 22 1975,KFC Uerdingen,2-2,1. FC Kaiserslautern
15,Sat Nov 22 1975,Eintracht Braunschweig,1-1,Rot-Weiss Essen
15,Sat Nov 22 1975,FC Schalke 04,2-2,Bor. Mönchengladbach
15,Sat Nov 22 1975,Hertha BSC,4-1,VfL Bochum
15,Sat Nov 22 1975,1. FC Köln,4-0,Kickers Offenbach
15,Sat Nov 22 1975,Eintracht Frankfurt,6-0,Bayern München
15,Sat Nov 22 1975,Fortuna Düsseldorf,3-0,Hannover 96
15,Sat Nov 22 1975,Karlsruher SC,2-2,MSV Duisburg
15,Sat Nov 22 1975,Werder Bremen,1-3,Hamburger SV
16,Fri Nov 28 1975,Bor. Mönchengladbach,2-0,Kickers Offenbach
16,Fri Nov 28 1975,VfL Bochum,2-0,Eintracht Braunschweig
16,Sat Nov 29 1975,Eintracht Frankfurt,1-1,Hertha BSC
16,Sat Nov 29 1975,Hannover 96,1-1,FC Schalke 04
16,Sat Nov 29 1975,1. FC Kaiserslautern,2-1,Fortuna Düsseldorf
16,Sat Nov 29 1975,Rot-Weiss Essen,1-0,Karlsruher SC
16,Sat Nov 29 1975,Hamburger SV,0-0,KFC Uerdingen
16,Sat Nov 29 1975,MSV Duisburg,2-0,Werder Bremen
16,Sat Nov 29 1975,Bayern München,1-2,1. FC Köln
17,Sat Dec 6 1975,KFC Uerdingen,0-4,MSV Duisburg
17,Sat Dec 6 1975,1. FC Köln,0-4,Bor. Mönchengladbach
17,Sat Dec 6 1975,Hertha BSC,2-1,Bayern München
17,Sat Dec 6 1975,Kickers Offenbach,1-0,Hannover 96
17,Sat Dec 6 1975,Eintracht Braunschweig,2-0,Eintracht Frankfurt
17,Sat Dec 6 1975,FC Schalke 04,2-2,1. FC Kaiserslautern
17,Sat Dec 6 1975,Karlsruher SC,2-2,VfL Bochum
17,Sat Dec 6 1975,Fortuna Düsseldorf,1-0,Hamburger SV
17,Sat Dec 6 1975,Werder Bremen,3-3,Rot-Weiss Essen
18,Fri Jan 16 1976,Fortuna Düsseldorf,1-3,MSV Duisburg
18,Sat Jan 17 1976,KFC Uerdingen,1-1,Rot-Weiss Essen
18,Sat Jan 17 1976,Bor. Mönchengladbach,2-0,Hannover 96
18,Sat Jan 17 1976,Eintracht Braunschweig,1-1,Bayern München
18,Sat Jan 17 1976,Kickers Offenbach,1-4,1. FC Kaiserslautern
18,Sat Jan 17 1976,FC Schalke 04,0-1,Hamburger SV
18,Sat Jan 17 1976,Werder Bremen,4-1,VfL Bochum
18,Sat Jan 17 1976,1. FC Köln,2-0,Hertha BSC
18,Sat Jan 17 1976,Karlsruher SC,1-0,Eintracht Frankfurt
19,Sat Jan 24 1976,Eintracht Frankfurt,2-0,Werder Bremen
19,Sat Jan 24 1976,Hamburger SV,2-0,Kickers Offenbach
19,Sat Jan 24 1976,Hertha BSC,1-0,Eintracht Braunschweig
19,Sat Jan 24 1976,1. FC Kaiserslautern,0-3,Bor. Mönchengladbach
19,Sat Jan 24 1976,MSV Duisburg,1-3,FC Schalke 04
19,Sat Jan 24 1976,VfL Bochum,3-0,KFC Uerdingen
19,Sat Jan 24 1976,Rot-Weiss Essen,2-2,Fortuna Düsseldorf
19,Sat Jan 24 1976,Hannover 96,3-3,1. FC Köln
19,Sat Jan 24 1976,Bayern München,2-0,Karlsruher SC
20,Sat Feb 7 1976,Hannover 96,2-0,1. FC Kaiserslautern
20,Sat Feb 7 1976,Werder Bremen,0-0,Bayern München
20,Sat Feb 7 1976,Bor. Mönchengladbach,1-1,Hamburger SV
20,Sat Feb 7 1976,Karlsruher SC,3-0,Hertha BSC
20,Sat Feb 7 1976,Kickers Offenbach,2-1,MSV Duisburg
20,Sat Feb 7 1976,KFC Uerdingen,0-5,Eintracht Frankfurt
20,Sat Feb 7 1976,FC Schalke 04,5-1,Rot-Weiss Essen
20,Sat Feb 7 1976,Fortuna Düsseldorf,3-1,VfL Bochum
20,Sat Feb 7 1976,1. FC Köln,1-1,Eintracht Braunschweig
21,Sat Feb 14 1976,MSV Duisburg,2-3,Bor. Mönchengladbach
21,Sat Feb 14 1976,Eintracht Frankfurt,5-2,Fortuna Düsseldorf
21,Sat Feb 14 1976,Bayern München,2-0,KFC Uerdingen
21,Tue Feb 17 1976,Rot-Weiss Essen,2-2,Kickers Offenbach
21,Tue Feb 17 1976,Hamburger SV,3-0,Hannover 96
22,Sat Feb 21 1976,Fortuna Düsseldorf,1-1,Bayern München
22,Sat Feb 21 1976,FC Schalke 04,2-4,Eintracht Frankfurt
22,Sat Feb 21 1976,Kickers Offenbach,1-0,VfL Bochum
22,Sat Feb 21 1976,KFC Uerdingen,1-1,Hertha BSC
22,Sat Feb 21 1976,1. FC Kaiserslautern,2-0,Hamburger SV
22,Sat Feb 21 1976,1. FC Köln,1-3,Karlsruher SC
22,Sat Feb 21 1976,Werder Bremen,0-1,Eintracht Braunschweig
22,Sat Feb 21 1976,Bor. Mönchengladbach,1-2,Rot-Weiss Essen
22,Sat Feb 21 1976,Hannover 96,0-2,MSV Duisburg
23,Sat Mar 6 1976,Rot-Weiss Essen,1-0,Hannover 96
23,Sat Mar 6 1976,Hertha BSC,2-2,Fortuna Düsseldorf
23,Sat Mar 6 1976,Hamburger SV,2-1,1. FC Köln
23,Sat Mar 6 1976,Karlsruher SC,2-0,Werder Bremen
23,Sat Mar 6 1976,Eintracht Braunschweig,1-0,KFC Uerdingen
23,Sat Mar 6 1976,VfL Bochum,2-0,Bor. Mönchengladbach
23,Sat Mar 6 1976,Bayern München,3-2,FC Schalke 04
23,Sat Mar 6 1976,Eintracht Frankfurt,1-0,Kickers Offenbach
23,Sat Mar 6 1976,MSV Duisburg,1-2,1. FC Kaiserslautern
21,Tue Mar 9 1976,1. FC Kaiserslautern,1-1,1. FC Köln
24,Fri Mar 12 1976,Hamburger SV,3-0,MSV Duisburg
24,Sat Mar 13 1976,KFC Uerdingen,1-1,Karlsruher SC
24,Sat Mar 13 1976,Bor. Mönchengladbach,4-2,Eintracht Frankfurt
24,Sat Mar 13 1976,Kickers Offenbach,2-2,Bayern München
24,Sat Mar 13 1976,1. FC Kaiserslautern,5-0,Rot-Weiss Essen
24,Sat Mar 13 1976,Hannover 96,4-1,VfL Bochum
24,Sat Mar 13 1976,1. FC Köln,1-1,Werder Bremen
24,Sat Mar 13 1976,FC Schalke 04,2-2,Hertha BSC
24,Sat Mar 13 1976,Fortuna Düsseldorf,3-3,Eintracht Braunschweig
25,Sat Mar 20 1976,Eintracht Braunschweig,4-1,FC Schalke 04
25,Sat Mar 20 1976,Bayern München,4-0,Bor. Mönchengladbach
25,Sat Mar 20 1976,Karlsruher SC,1-0,Fortuna Düsseldorf
25,Sat Mar 20 1976,MSV Duisburg,0-4,1. FC Köln
25,Sat Mar 20 1976,Werder Bremen,3-0,KFC Uerdingen
25,Sat Mar 20 1976,Rot-Weiss Essen,1-1,Hamburger SV
25,Sat Mar 20 1976,Eintracht Frankfurt,5-1,Hannover 96
25,Sat Mar 20 1976,Hertha BSC,1-0,Kickers Offenbach
25,Sat Mar 20 1976,VfL Bochum,2-0,1. FC Kaiserslautern
21,Tue Mar 23 1976,Hertha BSC,0-0,Werder Bremen
26,Fri Mar 26 1976,MSV Duisburg,4-0,Rot-Weiss Essen
26,Fri Mar 26 1976,1. FC Kaiserslautern,3-1,Eintracht Frankfurt
26,Sat Mar 27 1976,FC Schalke 04,6-2,Karlsruher SC
26,Sat Mar 27 1976,Hannover 96,2-2,Bayern München
26,Sat Mar 27 1976,Fortuna Düsseldorf,3-0,Werder Bremen
26,Sat Mar 27 1976,Hamburger SV,5-3,VfL Bochum
26,Sat Mar 27 1976,Bor. Mönchengladbach,1-1,Hertha BSC
26,Sat Mar 27 1976,1. FC Köln,4-0,KFC Uerdingen
26,Sat Mar 27 1976,Kickers Offenbach,4-2,Eintracht Braunschweig
21,Fri Apr 2 1976,VfL Bochum,1-4,FC Schalke 04
21,Sat Apr 3 1976,Eintracht Braunschweig,2-0,Karlsruher SC
27,Sat Apr 10 1976,Eintracht Braunschweig,0-0,Bor. Mönchengladbach
27,Sat Apr 10 1976,Hertha BSC,1-0,Hannover 96
27,Sat Apr 10 1976,Karlsruher SC,2-1,Kickers Offenbach
27,Sat Apr 10 1976,Eintracht Frankfurt,1-0,Hamburger SV
27,Sat Apr 10 1976,Werder Bremen,1-1,FC Schalke 04
27,Sat Apr 10 1976,VfL Bochum,1-2,MSV Duisburg
27,Sat Apr 10 1976,KFC Uerdingen,2-0,Fortuna Düsseldorf
27,Sat Apr 10 1976,Rot-Weiss Essen,2-3,1. FC Köln
27,Sat Apr 10 1976,Bayern München,3-4,1. FC Kaiserslautern
28,Thu Apr 15 1976,1. FC Kaiserslautern,5-0,Hertha BSC
28,Thu Apr 15 1976,FC Schalke 04,5-1,KFC Uerdingen
28,Sat Apr 17 1976,Rot-Weiss Essen,1-0,VfL Bochum
28,Sat Apr 17 1976,Hamburger SV,0-1,Bayern München
28,Sat Apr 17 1976,Hannover 96,2-0,Eintracht Braunschweig
28,Sat Apr 17 1976,Kickers Offenbach,2-0,Werder Bremen
28,Sat Apr 17 1976,1. FC Köln,4-0,Fortuna Düsseldorf
28,Sat Apr 17 1976,MSV Duisburg,1-1,Eintracht Frankfurt
28,Sat Apr 17 1976,Bor. Mönchengladbach,4-0,Karlsruher SC
29,Fri Apr 23 1976,Karlsruher SC,3-2,Hannover 96
29,Fri Apr 30 1976,Eintracht Frankfurt,1-3,Rot-Weiss Essen
29,Fri Apr 30 1976,Fortuna Düsseldorf,1-2,FC Schalke 04
29,Fri Apr 30 1976,Eintracht Braunschweig,2-0,1. FC Kaiserslautern
29,Sat May 1 1976,Bayern München,3-0,MSV Duisburg
29,Sat May 1 1976,Werder Bremen,2-2,Bor. Mönchengladbach
29,Sat May 1 1976,VfL Bochum,1-0,1. FC Köln
29,Sat May 1 1976,KFC Uerdingen,1-2,Kickers Offenbach
29,Sat May 1 1976,Hertha BSC,1-1,Hamburger SV
30,Fri May 7 1976,Kickers Offenbach,1-1,Fortuna Düsseldorf
30,Sat May 8 1976,Bor. Mönchengladbach,6-1,KFC Uerdingen
30,Sat May 8 1976,MSV Duisburg,2-1,Hertha BSC
30,Sat May 8 1976,VfL Bochum,5-3,Eintracht Frankfurt
30,Sat May 8 1976,Rot-Weiss Essen,3-3,Bayern München
30,Sat May 8 1976,Hannover 96,0-0,Werder Bremen
30,Sat May 8 1976,Hamburger SV,4-0,Eintracht Braunschweig
30,Sat May 8 1976,1. FC Kaiserslautern,3-1,Karlsruher SC
31,Sat May 15 1976,Werder Bremen,3-2,1. FC Kaiserslautern
31,Sat May 15 1976,Karlsruher SC,3-2,Hamburger SV
31,Sat May 15 1976,FC Schalke 04,1-1,Kickers Offenbach
31,Sat May 15 1976,Fortuna Düsseldorf,1-1,Bor. Mönchengladbach
31,Sat May 15 1976,Hertha BSC,2-2,Rot-Weiss Essen
31,Sat May 15 1976,Eintracht Frankfurt,2-2,1. FC Köln
31,Sat May 15 1976,Bayern München,4-0,VfL Bochum
31,Sat May 15 1976,KFC Uerdingen,1-1,Hannover 96
31,Sat May 15 1976,Eintracht Braunschweig,3-1,MSV Duisburg
30,Tue May 25 1976,1. FC Köln,2-1,FC Schalke 04
32,Fri May 28 1976,Rot-Weiss Essen,2-2,Eintracht Braunschweig
32,Sat May 29 1976,Bor. Mönchengladbach,0-2,FC Schalke 04
32,Sat May 29 1976,VfL Bochum,2-0,Hertha BSC
32,Sat May 29 1976,Kickers Offenbach,1-5,1. FC Köln
32,Sat May 29 1976,Bayern München,1-1,Eintracht Frankfurt
32,Sat May 29 1976,Hannover 96,1-2,Fortuna Düsseldorf
32,Sat May 29 1976,1. FC Kaiserslautern,1-2,KFC Uerdingen
32,Sat May 29 1976,MSV Duisburg,1-0,Karlsruher SC
32,Sat May 29 1976,Hamburger SV,1-2,Werder Bremen
33,Fri Jun 4 1976,Kickers Offenbach,1-1,Bor. Mönchengladbach
33,Fri Jun 4 1976,Eintracht Braunschweig,1-1,VfL Bochum
33,Fri Jun 4 1976,Hertha BSC,4-4,Eintracht Frankfurt
33,Fri Jun 4 1976,FC Schalke 04,1-2,Hannover 96
33,Fri Jun 4 1976,Fortuna Düsseldorf,5-1,1. FC Kaiserslautern
33,Fri Jun 4 1976,Karlsruher SC,1-2,Rot-Weiss Essen
33,Fri Jun 4 1976,KFC Uerdingen,0-1,Hamburger SV
33,Fri Jun 4 1976,Werder Bremen,2-0,MSV Duisburg
33,Fri Jun 4 1976,1. FC Köln,1-0,Bayern München
34,Sat Jun 12 1976,Bor. Mönchengladbach,2-1,1. FC Köln
34,Sat Jun 12 1976,Bayern München,7-4,Hertha BSC
34,Sat Jun 12 1976,Hannover 96,4-0,Kickers Offenbach
34,Sat Jun 12 1976,Eintracht Frankfurt,6-1,Eintracht Braunschweig
34,Sat Jun 12 1976,1. FC Kaiserslautern,1-3,FC Schalke 04
34,Sat Jun 12 1976,VfL Bochum,4-2,Karlsruher SC
34,Sat Jun 12 1976,Hamburger SV,3-1,Fortuna Düsseldorf
34,Sat Jun 12 1976,Rot-Weiss Essen,2-0,Werder Bremen
34,Sat Jun 12 1976,MSV Duisburg,2-0,KFC Uerdingen
