Date,Team 1,Team 2,FT,HT
1996-08-16,M'gladbach,Bielefeld,0-0,0-0
1996-08-16,St Pauli,Bayern München,1-2,1-2
1996-08-17,Bochum,Duisburg,1-0,1-0
1996-08-17,Freiburg,Werder Bremen,3-2,2-0
1996-08-17,Hansa Rostock,Karlsruhe,2-2,0-1
1996-08-17,Leverkusen,Dortmund,4-2,2-2
1996-08-17,München 1860,Hamburg,2-1,0-0
1996-08-17,Stuttgart,Schalke 04,4-0,2-0
1996-08-18,Dusseldorf,FC Köln,0-3,0-1
1996-08-20,Bielefeld,St Pauli,1-2,0-1
1996-08-20,Hamburg,Freiburg,5-1,4-0
1996-08-20,Schalke 04,M'gladbach,0-0,0-0
1996-08-20,Werder Bremen,Hansa Rostock,1-1,0-1
1996-08-21,Bayern München,Bochum,1-1,0-0
1996-08-21,Dortmund,Dusseldorf,4-0,2-0
1996-08-21,Duisburg,Leverkusen,1-3,0-0
1996-08-21,FC Köln,München 1860,1-0,1-0
1996-08-23,Hansa Rostock,Hamburg,0-1,0-0
1996-08-23,St Pauli,Schalke 04,4-4,1-3
1996-08-24,Bochum,Bielefeld,1-1,0-0
1996-08-24,Freiburg,FC Köln,1-3,0-1
1996-08-24,Leverkusen,Dusseldorf,0-1,0-0
1996-08-24,M'gladbach,Karlsruhe,1-3,1-2
1996-08-24,München 1860,Dortmund,1-3,1-0
1996-08-24,Stuttgart,Werder Bremen,2-1,0-0
1996-08-25,Duisburg,Bayern München,0-4,0-2
1996-08-27,Dortmund,Freiburg,3-1,2-0
1996-08-27,Hamburg,Stuttgart,0-4,0-1
1996-08-27,Schalke 04,Bochum,1-1,1-0
1996-08-27,Werder Bremen,M'gladbach,1-0,1-0
1996-08-28,Bayern München,Leverkusen,4-2,3-1
1996-08-28,Bielefeld,Duisburg,1-1,0-0
1996-08-28,Dusseldorf,München 1860,0-0,0-0
1996-08-28,FC Köln,Hansa Rostock,0-2,0-1
1996-08-28,Karlsruhe,St Pauli,4-0,1-0
1996-09-06,Freiburg,Dusseldorf,1-2,1-1
1996-09-06,M'gladbach,Hamburg,3-0,3-0
1996-09-07,Bayern München,Bielefeld,1-0,0-0
1996-09-07,Bochum,Karlsruhe,3-1,1-0
1996-09-07,Duisburg,Schalke 04,0-1,0-1
1996-09-07,Hansa Rostock,Dortmund,0-1,0-0
1996-09-07,Leverkusen,München 1860,3-0,2-0
1996-09-07,St Pauli,Werder Bremen,0-3,0-2
1996-09-08,Stuttgart,FC Köln,4-0,0-0
1996-09-13,Dusseldorf,Hansa Rostock,0-2,0-1
1996-09-13,Werder Bremen,Bochum,5-1,3-0
1996-09-14,Bielefeld,Leverkusen,0-1,0-1
