Date,Team 1,Team 2,FT,HT
1993-08-07,Bayern München,Freiburg,3-1,
1993-08-07,Dortmund,Karlsruhe,2-1,
1993-08-07,Duisburg,Leverkusen,2-2,
1993-08-07,FC Köln,Kaiserslautern,0-2,
1993-08-07,Hamburg,Nürnberg,5-2,
1993-08-07,Leipzig,Dresden,3-3,
1993-08-07,M'Gladbach,Ein Frankfurt,0-4,
1993-08-07,Wattenscheid,Schalke 04,3-0,
1993-08-07,Werder Bremen,Stuttgart,5-1,
1993-08-14,Dresden,Duisburg,0-1,
1993-08-14,Ein Frankfurt,Werder Bremen,2-2,
1993-08-14,Freiburg,Wattenscheid,4-1,
1993-08-14,Kaiserslautern,M'Gladbach,4-2,
1993-08-14,Karlsruhe,Hamburg,2-0,
1993-08-14,Leverkusen,Bayern München,2-1,
1993-08-14,Nürnberg,FC Köln,1-0,
1993-08-14,Schalke 04,Dortmund,1-0,
1993-08-14,Stuttgart,Leipzig,0-0,
1993-08-21,Bayern München,Dresden,5-0,
1993-08-21,Dortmund,Freiburg,3-2,
1993-08-21,Duisburg,Stuttgart,2-2,
1993-08-21,Ein Frankfurt,Kaiserslautern,1-0,
1993-08-21,FC Köln,Karlsruhe,2-1,
1993-08-21,Hamburg,Schalke 04,4-1,
1993-08-21,M'Gladbach,Nürnberg,2-0,
1993-08-21,Wattenscheid,Leverkusen,1-2,
1993-08-21,Werder Bremen,Leipzig,3-1,
1993-08-28,Dresden,Wattenscheid,1-1,
1993-08-28,Freiburg,Hamburg,0-1,
1993-08-28,Kaiserslautern,Werder Bremen,2-3,
1993-08-28,Karlsruhe,M'Gladbach,1-0,
1993-08-28,Leipzig,Duisburg,1-1,
1993-08-28,Leverkusen,Dortmund,2-1,
1993-08-28,Nürnberg,Ein Frankfurt,1-5,
1993-08-28,Schalke 04,FC Köln,1-2,
1993-08-28,Stuttgart,Bayern München,2-2,
1993-09-01,Bayern München,Leipzig,3-0,
1993-09-01,Dortmund,Dresden,4-0,
1993-09-01,Ein Frankfurt,Karlsruhe,3-1,
1993-09-01,FC Köln,Freiburg,2-0,
1993-09-01,Hamburg,Leverkusen,2-1,
1993-09-01,Kaiserslautern,Nürnberg,3-1,
