Date,Team 1,Team 2,FT,HT
2002-08-09,Dortmund,Hertha,2-2,2-1
2002-08-10,Cottbus,Leverkusen,1-1,0-0
2002-08-10,M'gladbach,Bayern München,0-0,0-0
2002-08-10,Nürnberg,Bochum,1-3,0-2
2002-08-10,Schalke 04,Wolfsburg,1-0,0-0
2002-08-10,Stuttgart,Kaiserslautern,1-1,1-0
2002-08-11,Bielefeld,Werder Bremen,3-0,1-0
2002-08-11,Hamburg,Hannover,2-1,0-1
2002-08-14,München 1860,Hansa Rostock,0-2,0-1
2002-08-17,Bayern München,Bielefeld,6-2,3-0
2002-08-17,Bochum,Cottbus,5-0,3-0
2002-08-17,Hannover,München 1860,1-3,1-2
2002-08-17,Hansa Rostock,Nürnberg,2-0,1-0
2002-08-17,Hertha,Stuttgart,1-1,0-1
2002-08-17,Kaiserslautern,Schalke 04,1-3,1-0
2002-08-17,Leverkusen,Dortmund,1-1,1-0
2002-08-18,Werder Bremen,Hamburg,2-1,1-1
2002-08-18,Wolfsburg,M'gladbach,1-0,0-0
2002-08-24,Bielefeld,Wolfsburg,1-0,1-0
2002-08-24,Cottbus,Hansa Rostock,0-4,0-2
2002-08-24,Dortmund,Stuttgart,3-1,1-0
2002-08-24,Hamburg,Bayern München,0-3,0-1
2002-08-24,Leverkusen,Bochum,2-4,1-3
2002-08-24,M'gladbach,Kaiserslautern,3-0,2-0
2002-08-24,München 1860,Werder Bremen,3-0,1-0
2002-08-25,Nürnberg,Hannover,3-1,2-0
2002-08-25,Schalke 04,Hertha,0-0,0-0
2002-09-10,Bayern München,München 1860,3-1,1-1
2002-09-10,Bochum,Dortmund,0-0,0-0
2002-09-10,Hertha,M'gladbach,1-2,0-1
2002-09-10,Werder Bremen,Nürnberg,4-1,1-0
2002-09-11,Hannover,Cottbus,1-3,1-1
2002-09-11,Hansa Rostock,Leverkusen,1-3,0-2
2002-09-11,Kaiserslautern,Bielefeld,1-1,0-0
2002-09-11,Stuttgart,Schalke 04,1-1,1-0
2002-09-11,Wolfsburg,Hamburg,2-1,0-0
2002-09-14,Bielefeld,Hertha,0-1,0-0
2002-09-14,Cottbus,Werder Bremen,0-1,0-0
2002-09-14,Dortmund,Schalke 04,1-1,0-0
2002-09-14,Leverkusen,Hannover,1-3,1-1
2002-09-14,M'gladbach,Stuttgart,1-1,0-0
2002-09-14,München 1860,Wolfsburg,2-2,0-0
2002-09-14,Nürnberg,Bayern München,1-2,1-1
2002-09-15,Bochum,Hansa Rostock,0-1,0-1
2002-09-15,Hamburg,Kaiserslautern,2-0,0-0
2002-09-21,Bayern München,Cottbus,3-1,1-1
2002-09-21,Hannover,Bochum,2-2,1-1
2002-09-21,Hansa Rostock,Dortmund,0-1,0-1
2002-09-21,Hertha,Hamburg,2-0,0-0
2002-09-21,Kaiserslautern,München 1860,0-0,0-0
2002-09-21,Werder Bremen,Leverkusen,3-2,3-2
2002-09-21,Wolfsburg,Nürnberg,0-2,0-0
2002-09-22,Schalke 04,M'gladbach,2-1,2-1
2002-09-22,Stuttgart,Bielefeld,3-0,1-0
2002-09-28,Bielefeld,Schalke 04,2-1,1-1
2002-09-28,Cottbus,Wolfsburg,0-1,0-0
2002-09-28,Dortmund,M'gladbach,1-0,0-0
2002-09-28,Hamburg,Stuttgart,3-2,2-2
2002-09-28,Hansa Rostock,Hannover,1-2,1-2
2002-09-28,Leverkusen,Bayern München,2-1,1-0
2002-09-28,München 1860,Hertha,1-0,1-0
2002-09-29,Bochum,Werder Bremen,1-4,1-2
2002-09-29,Nürnberg,Kaiserslautern,1-0,0-0
2002-10-05,Bayern München,Bochum,4-1,2-0
2002-10-05,Hannover,Dortmund,0-3,0-1
2002-10-05,Hertha,Nürnberg,2-1,0-1
2002-10-05,Kaiserslautern,Cottbus,4-0,1-0
2002-10-05,M'gladbach,Bielefeld,3-0,2-0
2002-10-05,Schalke 04,Hamburg,3-0,3-0
2002-10-05,Wolfsburg,Leverkusen,2-0,1-0
2002-10-06,Stuttgart,München 1860,4-1,0-1
2002-10-06,Werder Bremen,Hansa Rostock,0-0,0-0
2002-10-19,Cottbus,Hertha,0-2,0-2
2002-10-19,Dortmund,Bielefeld,0-0,0-0
2002-10-19,Hamburg,M'gladbach,1-0,0-0
2002-10-19,Hannover,Werder Bremen,4-4,2-1
2002-10-19,Hansa Rostock,Bayern München,0-1,0-0
2002-10-19,Leverkusen,Kaiserslautern,1-0,1-0
2002-10-19,München 1860,Schalke 04,3-0,0-0
2002-10-20,Bochum,Wolfsburg,4-2,1-2
2002-10-20,Nürnberg,Stuttgart,1-2,1-0
2002-10-26,Bayern München,Hannover,3-3,1-2
2002-10-26,Bielefeld,Hamburg,2-1,1-0
2002-10-26,Hertha,Leverkusen,1-1,1-0
2002-10-26,M'gladbach,München 1860,0-1,0-0
2002-10-26,Schalke 04,Nürnberg,1-1,0-1
2002-10-26,Stuttgart,Cottbus,0-0,0-0
2002-10-26,Werder Bremen,Dortmund,1-4,1-1
2002-10-27,Wolfsburg,Hansa Rostock,1-0,1-0
2002-11-02,Cottbus,Schalke 04,0-1,0-0
2002-11-02,Dortmund,Hamburg,1-1,0-0
2002-11-02,Hannover,Wolfsburg,3-1,2-0
2002-11-02,Hansa Rostock,Kaiserslautern,2-2,1-1
2002-11-02,Leverkusen,Stuttgart,0-1,0-1
2002-11-02,München 1860,Bielefeld,3-1,3-1
2002-11-02,Nürnberg,M'gladbach,2-1,2-0
2002-11-03,Bochum,Hertha,3-0,0-0
2002-11-03,Werder Bremen,Bayern München,2-0,1-0
2002-11-09,Bayern München,Dortmund,2-1,0-1
2002-11-09,Bielefeld,Nürnberg,0-1,0-0
2002-11-09,Hamburg,München 1860,1-0,1-0
2002-11-09,Kaiserslautern,Hannover,0-1,0-1
2002-11-09,Schalke 04,Leverkusen,0-1,0-0
2002-11-09,Stuttgart,Bochum,3-2,0-0
2002-11-09,Wolfsburg,Werder Bremen,3-1,1-0
2002-11-10,Hertha,Hansa Rostock,3-1,2-1
2002-11-10,M'gladbach,Cottbus,3-0,3-0
2002-11-13,Kaiserslautern,Bochum,0-2,0-2
2002-11-16,Bayern München,Wolfsburg,1-0,1-0
2002-11-16,Cottbus,Bielefeld,2-1,1-0
2002-11-16,Dortmund,München 1860,1-0,1-0
2002-11-16,Hannover,Hertha,0-1,0-1
2002-11-16,Hansa Rostock,Stuttgart,1-1,1-0
2002-11-16,Leverkusen,M'gladbach,2-2,1-1
2002-11-16,Nürnberg,Hamburg,1-3,1-1
2002-11-17,Bochum,Schalke 04,0-2,0-0
2002-11-17,Werder Bremen,Kaiserslautern,5-3,1-2
2002-11-23,Bielefeld,Leverkusen,2-2,1-1
2002-11-23,Hertha,Werder Bremen,0-1,0-1
2002-11-23,Kaiserslautern,Bayern München,0-2,0-2
2002-11-23,M'gladbach,Bochum,2-2,0-0
2002-11-23,Schalke 04,Hansa Rostock,2-2,2-0
2002-11-23,Stuttgart,Hannover,3-0,1-0
2002-11-23,Wolfsburg,Dortmund,2-0,1-0
2002-11-24,Hamburg,Cottbus,1-1,0-0
2002-11-24,München 1860,Nürnberg,2-2,1-2
2002-11-30,Bayern München,Hertha,2-0,1-0
2002-11-30,Bochum,Bielefeld,0-3,0-1
2002-11-30,Cottbus,München 1860,3-4,0-1
2002-11-30,Hansa Rostock,M'gladbach,3-1,1-1
2002-11-30,Kaiserslautern,Wolfsburg,2-0,1-0
2002-11-30,Leverkusen,Hamburg,2-3,2-1
2002-11-30,Nürnberg,Dortmund,1-2,1-0
2002-12-01,Hannover,Schalke 04,0-2,0-2
2002-12-01,Werder Bremen,Stuttgart,3-1,1-0
2002-12-07,Bielefeld,Hansa Rostock,3-0,1-0
2002-12-07,Dortmund,Kaiserslautern,3-1,1-1
2002-12-07,Hertha,Wolfsburg,2-2,1-0
2002-12-07,München 1860,Leverkusen,0-3,0-1
2002-12-07,Nürnberg,Cottbus,2-2,1-1
2002-12-07,Schalke 04,Werder Bremen,1-1,1-1
2002-12-07,Stuttgart,Bayern München,0-3,0-2
2002-12-08,Hamburg,Bochum,1-1,0-0
2002-12-08,M'gladbach,Hannover,1-0,1-0
2002-12-14,Bayern München,Schalke 04,0-0,0-0
2002-12-14,Bochum,München 1860,1-1,0-1
2002-12-14,Cottbus,Dortmund,0-4,0-1
2002-12-14,Hannover,Bielefeld,0-0,0-0
2002-12-14,Hansa Rostock,Hamburg,0-0,0-0
2002-12-14,Leverkusen,Nürnberg,0-2,0-0
2002-12-14,Werder Bremen,M'gladbach,2-0,1-0
2002-12-15,Kaiserslautern,Hertha,2-1,1-0
2002-12-15,Wolfsburg,Stuttgart,1-2,0-1
2003-01-25,Bochum,Nürnberg,2-1,2-1
2003-01-25,Hannover,Hamburg,2-2,1-0
2003-01-25,Hansa Rostock,München 1860,1-4,0-3
2003-01-25,Hertha,Dortmund,2-1,0-0
2003-01-25,Kaiserslautern,Stuttgart,1-2,1-1
2003-01-25,Werder Bremen,Bielefeld,2-2,2-2
2003-01-25,Wolfsburg,Schalke 04,1-2,0-0
