Matchday,Date,Team 1,FT,Team 2
4,Fri Sep 2 1994,MSV Duisburg,0-3,Bayern München
4,Fri Sep 2 1994,Bor. Mönchengladbach,2-0,Dynamo Dresden
4,Sat Sep 3 1994,VfL Bochum,1-3,Bayer 04 Leverkusen
4,Sat Sep 3 1994,Eintracht Frankfurt,4-1,Borussia Dortmund
4,Sat Sep 3 1994,1. FC Köln,2-0,KFC Uerdingen
4,Sat Sep 3 1994,Hamburger SV,3-1,Karlsruher SC
4,Sat Sep 3 1994,1. FC Kaiserslautern,3-2,VfB Stuttgart
4,Sat Sep 3 1994,TSV 1860 München,0-1,FC Schalke 04
5,Sat Sep 17 1994,Bayern München,1-1,Hamburger SV
5,Sat Sep 17 1994,VfL Bochum,1-3,SC Freiburg
5,Sat Sep 17 1994,Dynamo Dresden,4-2,MSV Duisburg
5,Sat Sep 17 1994,Karlsruher SC,3-1,TSV 1860 München
5,Sat Sep 17 1994,Werder Bremen,1-0,Bor. Mönchengladbach
5,Sat Sep 17 1994,FC Schalke 04,3-1,1. FC Köln
5,Sat Sep 17 1994,VfB Stuttgart,4-1,Eintracht Frankfurt
5,Sat Sep 17 1994,KFC Uerdingen,1-3,1. FC Kaiserslautern
5,Sat Sep 17 1994,Bayer 04 Leverkusen,2-2,Borussia Dortmund
6,Wed Sep 21 1994,TSV 1860 München,1-3,Bayern München
6,Fri Sep 23 1994,Eintracht Frankfurt,0-3,KFC Uerdingen
6,Fri Sep 23 1994,1. FC Köln,3-4,Karlsruher SC
6,Sat Sep 24 1994,MSV Duisburg,0-2,Werder Bremen
6,Sat Sep 24 1994,Borussia Dortmund,5-0,VfB Stuttgart
6,Sat Sep 24 1994,Bor. Mönchengladbach,7-1,VfL Bochum
6,Sat Sep 24 1994,Hamburger SV,2-1,Dynamo Dresden
6,Sat Sep 24 1994,1. FC Kaiserslautern,3-1,FC Schalke 04
6,Sat Sep 24 1994,SC Freiburg,1-1,Bayer 04 Leverkusen
7,Fri Sep 30 1994,Dynamo Dresden,1-1,TSV 1860 München
7,Fri Sep 30 1994,VfL Bochum,1-0,MSV Duisburg
7,Sat Oct 1 1994,Bayern München,2-2,1. FC Köln
7,Sat Oct 1 1994,Karlsruher SC,3-3,1. FC Kaiserslautern
7,Sat Oct 1 1994,Bayer 04 Leverkusen,3-1,VfB Stuttgart
7,Sat Oct 1 1994,KFC Uerdingen,0-2,Borussia Dortmund
7,Sat Oct 1 1994,FC Schalke 04,0-0,Eintracht Frankfurt
7,Sun Oct 2 1994,SC Freiburg,1-1,Bor. Mönchengladbach
8,Wed Oct 5 1994,1. FC Kaiserslautern,1-1,Bayern München
7,Thu Oct 6 1994,Werder Bremen,1-4,Hamburger SV
8,Sat Oct 8 1994,Borussia Dortmund,3-2,FC Schalke 04
8,Sat Oct 8 1994,MSV Duisburg,1-2,SC Freiburg
8,Sat Oct 8 1994,Eintracht Frankfurt,1-0,Karlsruher SC
8,Sat Oct 8 1994,1. FC Köln,1-2,Dynamo Dresden
8,Sat Oct 8 1994,Hamburger SV,3-1,VfL Bochum
8,Sat Oct 8 1994,Bor. Mönchengladbach,3-3,Bayer 04 Leverkusen
8,Sat Oct 8 1994,TSV 1860 München,1-2,Werder Bremen
8,Sat Oct 8 1994,VfB Stuttgart,3-1,KFC Uerdingen
9,Sat Oct 15 1994,Bayern München,3-3,Eintracht Frankfurt
9,Sat Oct 15 1994,VfL Bochum,2-2,TSV 1860 München
9,Sat Oct 15 1994,Dynamo Dresden,1-0,1. FC Kaiserslautern
9,Sat Oct 15 1994,SC Freiburg,3-0,Hamburger SV
9,Sat Oct 15 1994,Karlsruher SC,0-0,Borussia Dortmund
9,Sat Oct 15 1994,Werder Bremen,2-2,1. FC Köln
9,Sat Oct 15 1994,Bor. Mönchengladbach,1-0,MSV Duisburg
9,Sat Oct 15 1994,FC Schalke 04,1-1,VfB Stuttgart
9,Sat Oct 15 1994,Bayer 04 Leverkusen,1-1,KFC Uerdingen
10,Sat Oct 22 1994,Borussia Dortmund,1-0,Bayern München
10,Sat Oct 22 1994,MSV Duisburg,0-2,Bayer 04 Leverkusen
10,Sat Oct 22 1994,Eintracht Frankfurt,2-0,Dynamo Dresden
10,Sat Oct 22 1994,1. FC Köln,2-1,VfL Bochum
10,Sat Oct 22 1994,KFC Uerdingen,1-1,FC Schalke 04
10,Sat Oct 22 1994,TSV 1860 München,4-0,SC Freiburg
10,Sat Oct 22 1994,VfB Stuttgart,4-0,Karlsruher SC
10,Sat Oct 22 1994,Hamburger SV,1-2,Bor. Mönchengladbach
10,Sun Oct 23 1994,1. FC Kaiserslautern,1-1,Werder Bremen
11,Fri Oct 28 1994,VfL Bochum,0-2,1. FC Kaiserslautern
11,Sat Oct 29 1994,Bayern München,2-2,VfB Stuttgart
11,Sat Oct 29 1994,Dynamo Dresden,0-1,Borussia Dortmund
11,Sat Oct 29 1994,SC Freiburg,4-2,1. FC Köln
11,Sat Oct 29 1994,Karlsruher SC,2-1,KFC Uerdingen
11,Sat Oct 29 1994,Werder Bremen,2-0,Eintracht Frankfurt
11,Sat Oct 29 1994,Bor. Mönchengladbach,2-0,TSV 1860 München
11,Sat Oct 29 1994,Bayer 04 Leverkusen,2-2,FC Schalke 04
11,Sun Oct 30 1994,MSV Duisburg,0-5,Hamburger SV
12,Fri Nov 4 1994,VfB Stuttgart,4-2,Dynamo Dresden
12,Fri Nov 4 1994,FC Schalke 04,0-0,Karlsruher SC
12,Sat Nov 5 1994,Eintracht Frankfurt,2-1,VfL Bochum
12,Sat Nov 5 1994,1. FC Köln,1-3,Bor. Mönchengladbach
12,Sat Nov 5 1994,Hamburger SV,1-2,Bayer 04 Leverkusen
12,Sat Nov 5 1994,1. FC Kaiserslautern,3-2,SC Freiburg
12,Sat Nov 5 1994,KFC Uerdingen,1-1,Bayern München
12,Sat Nov 5 1994,TSV 1860 München,1-1,MSV Duisburg
12,Sun Nov 6 1994,Borussia Dortmund,2-0,Werder Bremen
13,Fri Nov 11 1994,VfL Bochum,0-2,Borussia Dortmund
13,Fri Nov 11 1994,Bor. Mönchengladbach,4-0,1. FC Kaiserslautern
13,Sat Nov 12 1994,Bayern München,2-0,FC Schalke 04
13,Sat Nov 12 1994,Dynamo Dresden,1-2,KFC Uerdingen
13,Sat Nov 12 1994,MSV Duisburg,1-3,1. FC Köln
13,Sat Nov 12 1994,SC Freiburg,2-0,Eintracht Frankfurt
13,Sat Nov 12 1994,Werder Bremen,4-0,VfB Stuttgart
13,Sat Nov 12 1994,Bayer 04 Leverkusen,0-0,Karlsruher SC
13,Sun Nov 13 1994,Hamburger SV,3-0,TSV 1860 München
14,Fri Nov 18 1994,1. FC Köln,1-1,Hamburger SV
14,Fri Nov 18 1994,FC Schalke 04,4-0,Dynamo Dresden
14,Sat Nov 19 1994,Borussia Dortmund,1-1,SC Freiburg
14,Sat Nov 19 1994,Eintracht Frankfurt,2-1,Bor. Mönchengladbach
14,Sat Nov 19 1994,1. FC Kaiserslautern,1-0,MSV Duisburg
14,Sat Nov 19 1994,Karlsruher SC,2-2,Bayern München
14,Sat Nov 19 1994,KFC Uerdingen,1-3,Werder Bremen
14,Sat Nov 19 1994,VfB Stuttgart,2-2,VfL Bochum
14,Sat Nov 19 1994,TSV 1860 München,1-1,Bayer 04 Leverkusen
15,Fri Nov 25 1994,Werder Bremen,2-1,FC Schalke 04
15,Fri Nov 25 1994,VfL Bochum,2-1,KFC Uerdingen
15,Sat Nov 26 1994,Bor. Mönchengladbach,3-3,Borussia Dortmund
15,Sat Nov 26 1994,Dynamo Dresden,1-1,Karlsruher SC
15,Sat Nov 26 1994,1. FC Köln,2-1,TSV 1860 München
15,Sat Nov 26 1994,SC Freiburg,2-0,VfB Stuttgart
15,Sat Nov 26 1994,Hamburger SV,0-0,1. FC Kaiserslautern
15,Sat Nov 26 1994,Bayern München,2-1,Bayer 04 Leverkusen
15,Sun Nov 27 1994,MSV Duisburg,1-0,Eintracht Frankfurt
17,Tue Nov 29 1994,VfL Bochum,0-1,Karlsruher SC
17,Tue Nov 29 1994,1. FC Köln,0-1,1. FC Kaiserslautern
17,Tue Nov 29 1994,Bor. Mönchengladbach,1-0,KFC Uerdingen
16,Fri Dec 2 1994,1. FC Kaiserslautern,1-1,TSV 1860 München
16,Sat Dec 3 1994,Bayer 04 Leverkusen,3-1,1. FC Köln
16,Sat Dec 3 1994,VfB Stuttgart,2-4,Bor. Mönchengladbach
16,Sat Dec 3 1994,FC Schalke 04,3-2,VfL Bochum
16,Sat Dec 3 1994,KFC Uerdingen,0-2,SC Freiburg
16,Sat Dec 3 1994,Karlsruher SC,3-1,Werder Bremen
16,Sat Dec 3 1994,Borussia Dortmund,1-0,MSV Duisburg
16,Sat Dec 3 1994,Bayern München,2-1,Dynamo Dresden
16,Sat Dec 3 1994,Eintracht Frankfurt,2-0,Hamburger SV
17,Sat Dec 10 1994,Dynamo Dresden,1-1,Bayer 04 Leverkusen
17,Sat Dec 10 1994,Werder Bremen,0-0,Bayern München
17,Sat Dec 10 1994,TSV 1860 München,2-1,Eintracht Frankfurt
17,Sat Dec 10 1994,Hamburger SV,0-4,Borussia Dortmund
17,Sat Dec 10 1994,MSV Duisburg,2-0,VfB Stuttgart
17,Sat Dec 10 1994,SC Freiburg,3-0,FC Schalke 04
18,Fri Feb 17 1995,SC Freiburg,2-1,Karlsruher SC
18,Fri Feb 17 1995,1. FC Köln,3-0,Eintracht Frankfurt
18,Fri Feb 17 1995,MSV Duisburg,2-0,KFC Uerdingen
18,Sat Feb 18 1995,VfL Bochum,1-2,Bayern München
18,Sat Feb 18 1995,Hamburger SV,0-2,VfB Stuttgart
18,Sat Feb 18 1995,1. FC Kaiserslautern,1-0,Bayer 04 Leverkusen
18,Sat Feb 18 1995,Bor. Mönchengladbach,0-1,FC Schalke 04
18,Sat Feb 18 1995,TSV 1860 München,1-5,Borussia Dortmund
18,Sat Feb 18 1995,Werder Bremen,1-0,Dynamo Dresden
19,Sat Feb 25 1995,Bayern München,2-2,SC Freiburg
19,Sat Feb 25 1995,Borussia Dortmund,2-1,1. FC Köln
19,Sat Feb 25 1995,Dynamo Dresden,0-2,VfL Bochum
19,Sat Feb 25 1995,Eintracht Frankfurt,1-3,1. FC Kaiserslautern
19,Sat Feb 25 1995,KFC Uerdingen,4-1,Hamburger SV
19,Sat Feb 25 1995,FC Schalke 04,0-0,MSV Duisburg
19,Sat Feb 25 1995,VfB Stuttgart,1-1,TSV 1860 München
19,Sat Feb 25 1995,Bayer 04 Leverkusen,1-2,Werder Bremen
19,Sun Feb 26 1995,Karlsruher SC,2-4,Bor. Mönchengladbach
20,Sat Mar 4 1995,Eintracht Frankfurt,2-0,Bayer 04 Leverkusen
20,Sat Mar 4 1995,MSV Duisburg,0-0,Karlsruher SC
20,Sat Mar 4 1995,VfL Bochum,1-3,Werder Bremen
20,Sat Mar 4 1995,SC Freiburg,3-1,Dynamo Dresden
20,Sat Mar 4 1995,Bor. Mönchengladbach,2-2,Bayern München
20,Sat Mar 4 1995,1. FC Kaiserslautern,1-0,Borussia Dortmund
20,Sat Mar 4 1995,Hamburger SV,3-0,FC Schalke 04
20,Sun Mar 5 1995,1. FC Köln,1-0,VfB Stuttgart
21,Fri Mar 10 1995,Werder Bremen,5-1,SC Freiburg
21,Fri Mar 10 1995,Bayern München,1-1,MSV Duisburg
21,Sat Mar 11 1995,Borussia Dortmund,1-1,Eintracht Frankfurt
21,Sat Mar 11 1995,KFC Uerdingen,0-0,1. FC Köln
21,Sat Mar 11 1995,Dynamo Dresden,0-3,Bor. Mönchengladbach
21,Sat Mar 11 1995,Karlsruher SC,2-0,Hamburger SV
21,Sat Mar 11 1995,Bayer 04 Leverkusen,1-3,VfL Bochum
21,Sat Mar 11 1995,VfB Stuttgart,2-2,1. FC Kaiserslautern
21,Sun Mar 12 1995,FC Schalke 04,6-2,TSV 1860 München
22,Fri Mar 17 1995,Bor. Mönchengladbach,2-0,Werder Bremen
22,Fri Mar 17 1995,1. FC Kaiserslautern,1-1,KFC Uerdingen
22,Sat Mar 18 1995,Borussia Dortmund,0-3,Bayer 04 Leverkusen
22,Sat Mar 18 1995,TSV 1860 München,1-0,Karlsruher SC
22,Sat Mar 18 1995,Eintracht Frankfurt,2-2,VfB Stuttgart
22,Sat Mar 18 1995,1. FC Köln,5-1,FC Schalke 04
22,Sat Mar 18 1995,Hamburger SV,1-1,Bayern München
22,Sat Mar 18 1995,SC Freiburg,1-2,VfL Bochum
22,Sun Mar 19 1995,MSV Duisburg,1-1,Dynamo Dresden
20,Tue Mar 21 1995,TSV 1860 München,1-1,KFC Uerdingen
23,Sat Mar 25 1995,Karlsruher SC,0-0,1. FC Köln
23,Sat Mar 25 1995,VfL Bochum,0-2,Bor. Mönchengladbach
23,Sat Mar 25 1995,Dynamo Dresden,1-1,Hamburger SV
23,Sat Mar 25 1995,Bayern München,1-0,TSV 1860 München
23,Sat Mar 25 1995,Bayer 04 Leverkusen,2-4,SC Freiburg
23,Sat Mar 25 1995,FC Schalke 04,0-1,1. FC Kaiserslautern
23,Sat Mar 25 1995,VfB Stuttgart,0-0,Borussia Dortmund
23,Sat Mar 25 1995,Werder Bremen,5-1,MSV Duisburg
23,Sat Mar 25 1995,KFC Uerdingen,1-1,Eintracht Frankfurt
24,Fri Mar 31 1995,MSV Duisburg,3-1,VfL Bochum
24,Fri Mar 31 1995,Eintracht Frankfurt,0-3,FC Schalke 04
24,Sat Apr 1 1995,1. FC Köln,3-1,Bayern München
24,Sat Apr 1 1995,Borussia Dortmund,3-1,KFC Uerdingen
24,Sat Apr 1 1995,1. FC Kaiserslautern,0-0,Karlsruher SC
24,Sat Apr 1 1995,Bor. Mönchengladbach,1-2,SC Freiburg
24,Sat Apr 1 1995,TSV 1860 München,3-1,Dynamo Dresden
24,Sat Apr 1 1995,VfB Stuttgart,4-2,Bayer 04 Leverkusen
24,Sun Apr 2 1995,Hamburger SV,0-0,Werder Bremen
25,Fri Apr 7 1995,VfL Bochum,0-0,Hamburger SV
25,Fri Apr 7 1995,KFC Uerdingen,4-1,VfB Stuttgart
25,Sat Apr 8 1995,Dynamo Dresden,1-3,1. FC Köln
25,Sat Apr 8 1995,Bayern München,1-1,1. FC Kaiserslautern
25,Sat Apr 8 1995,SC Freiburg,3-0,MSV Duisburg
25,Sat Apr 8 1995,Karlsruher SC,1-1,Eintracht Frankfurt
25,Sat Apr 8 1995,Bayer 04 Leverkusen,3-1,Bor. Mönchengladbach
25,Sat Apr 8 1995,FC Schalke 04,0-0,Borussia Dortmund
25,Sun Apr 9 1995,Werder Bremen,2-0,TSV 1860 München
26,Thu Apr 13 1995,Hamburger SV,1-2,SC Freiburg
26,Thu Apr 13 1995,Borussia Dortmund,2-1,Karlsruher SC
26,Thu Apr 13 1995,KFC Uerdingen,0-1,Bayer 04 Leverkusen
26,Sat Apr 15 1995,MSV Duisburg,0-2,Bor. Mönchengladbach
26,Sat Apr 15 1995,Eintracht Frankfurt,2-0,Bayern München
26,Sat Apr 15 1995,1. FC Köln,1-1,Werder Bremen
26,Sat Apr 15 1995,VfB Stuttgart,1-1,FC Schalke 04
26,Sat Apr 15 1995,1. FC Kaiserslautern,3-1,Dynamo Dresden
26,Sun Apr 16 1995,TSV 1860 München,4-0,VfL Bochum
27,Fri Apr 21 1995,Karlsruher SC,3-1,VfB Stuttgart
27,Fri Apr 21 1995,VfL Bochum,1-0,1. FC Köln
27,Fri Apr 21 1995,Bor. Mönchengladbach,2-1,Hamburger SV
27,Sat Apr 22 1995,Bayern München,2-1,Borussia Dortmund
27,Sat Apr 22 1995,Dynamo Dresden,1-2,Eintracht Frankfurt
27,Sat Apr 22 1995,SC Freiburg,1-1,TSV 1860 München
27,Sat Apr 22 1995,Bayer 04 Leverkusen,2-0,MSV Duisburg
27,Sat Apr 22 1995,FC Schalke 04,2-0,KFC Uerdingen
27,Sat Apr 22 1995,Werder Bremen,2-2,1. FC Kaiserslautern
28,Fri Apr 28 1995,1. FC Köln,2-0,SC Freiburg
28,Fri Apr 28 1995,Hamburger SV,3-0,MSV Duisburg
28,Sat Apr 29 1995,TSV 1860 München,2-0,Bor. Mönchengladbach
28,Sat Apr 29 1995,1. FC Kaiserslautern,3-1,VfL Bochum
28,Sat Apr 29 1995,Borussia Dortmund,2-0,Dynamo Dresden
28,Sat Apr 29 1995,FC Schalke 04,3-2,Bayer 04 Leverkusen
28,Sat Apr 29 1995,VfB Stuttgart,0-2,Bayern München
28,Sat Apr 29 1995,KFC Uerdingen,0-0,Karlsruher SC
28,Sun Apr 30 1995,Eintracht Frankfurt,0-0,Werder Bremen
29,Fri May 5 1995,MSV Duisburg,1-1,TSV 1860 München
29,Fri May 5 1995,SC Freiburg,4-1,1. FC Kaiserslautern
29,Sat May 6 1995,Dynamo Dresden,1-1,VfB Stuttgart
29,Sat May 6 1995,VfL Bochum,0-1,Eintracht Frankfurt
29,Sat May 6 1995,Bayern München,2-1,KFC Uerdingen
29,Sat May 6 1995,Karlsruher SC,2-2,FC Schalke 04
29,Sat May 6 1995,Bayer 04 Leverkusen,3-1,Hamburger SV
29,Sat May 6 1995,Bor. Mönchengladbach,0-0,1. FC Köln
29,Sun May 7 1995,Werder Bremen,3-1,Borussia Dortmund
30,Fri May 12 1995,Karlsruher SC,2-4,Bayer 04 Leverkusen
30,Fri May 12 1995,KFC Uerdingen,3-1,Dynamo Dresden
30,Sat May 13 1995,1. FC Köln,0-3,MSV Duisburg
30,Sat May 13 1995,Eintracht Frankfurt,1-2,SC Freiburg
30,Sat May 13 1995,Borussia Dortmund,3-1,VfL Bochum
30,Sat May 13 1995,1. FC Kaiserslautern,2-2,Bor. Mönchengladbach
30,Sat May 13 1995,TSV 1860 München,1-1,Hamburger SV
30,Sat May 13 1995,VfB Stuttgart,1-4,Werder Bremen
30,Sun May 14 1995,FC Schalke 04,0-3,Bayern München
31,Fri May 19 1995,Hamburger SV,0-4,1. FC Köln
31,Fri May 19 1995,Bayer 04 Leverkusen,0-2,TSV 1860 München
31,Sat May 20 1995,Dynamo Dresden,2-1,FC Schalke 04
31,Sat May 20 1995,VfL Bochum,4-0,VfB Stuttgart
31,Sat May 20 1995,Bayern München,0-1,Karlsruher SC
31,Sat May 20 1995,MSV Duisburg,3-2,1. FC Kaiserslautern
31,Sat May 20 1995,SC Freiburg,1-1,Borussia Dortmund
31,Sat May 20 1995,Werder Bremen,6-1,KFC Uerdingen
31,Sun May 21 1995,Bor. Mönchengladbach,2-0,Eintracht Frankfurt
32,Fri May 26 1995,1. FC Kaiserslautern,4-1,Hamburger SV
32,Fri May 26 1995,TSV 1860 München,2-1,1. FC Köln
32,Sat May 27 1995,Karlsruher SC,5-3,Dynamo Dresden
32,Sat May 27 1995,Eintracht Frankfurt,4-1,MSV Duisburg
32,Sat May 27 1995,KFC Uerdingen,2-1,VfL Bochum
32,Sat May 27 1995,FC Schalke 04,4-2,Werder Bremen
32,Sat May 27 1995,VfB Stuttgart,1-0,SC Freiburg
32,Sat May 27 1995,Bayer 04 Leverkusen,2-0,Bayern München
32,Sun May 28 1995,Borussia Dortmund,1-1,Bor. Mönchengladbach
33,Sat Jun 10 1995,1. FC Köln,3-3,Bayer 04 Leverkusen
33,Sat Jun 10 1995,Dynamo Dresden,0-1,Bayern München
33,Sat Jun 10 1995,MSV Duisburg,2-3,Borussia Dortmund
33,Sat Jun 10 1995,Werder Bremen,2-1,Karlsruher SC
33,Sat Jun 10 1995,SC Freiburg,1-0,KFC Uerdingen
33,Sat Jun 10 1995,Hamburger SV,3-1,Eintracht Frankfurt
33,Sat Jun 10 1995,Bor. Mönchengladbach,3-1,VfB Stuttgart
33,Sat Jun 10 1995,TSV 1860 München,1-3,1. FC Kaiserslautern
33,Sat Jun 10 1995,VfL Bochum,5-1,FC Schalke 04
34,Sat Jun 17 1995,Bayern München,3-1,Werder Bremen
34,Sat Jun 17 1995,Borussia Dortmund,2-0,Hamburger SV
34,Sat Jun 17 1995,Eintracht Frankfurt,3-1,TSV 1860 München
34,Sat Jun 17 1995,1. FC Kaiserslautern,3-1,1. FC Köln
34,Sat Jun 17 1995,Karlsruher SC,2-2,VfL Bochum
34,Sat Jun 17 1995,Bayer 04 Leverkusen,2-2,Dynamo Dresden
34,Sat Jun 17 1995,FC Schalke 04,1-2,SC Freiburg
34,Sat Jun 17 1995,VfB Stuttgart,3-1,MSV Duisburg
34,Sat Jun 17 1995,KFC Uerdingen,3-2,Bor. Mönchengladbach
