Matchday,Date,Team 1,FT,Team 2
5,Wed Aug 31 1977,Werder Bremen,1-1,Bayern München
5,Wed Aug 31 1977,1. FC Köln,6-0,Eintracht Braunschweig
10,Thu Sep 1 1977,Eintracht Frankfurt,1-3,1. FC Kaiserslautern
10,Thu Sep 1 1977,Hamburger SV,2-2,Bayern München
10,Thu Sep 1 1977,Bor. Mönchengladbach,2-5,1. FC Köln
10,Thu Sep 1 1977,Hertha BSC,0-0,Fortuna Düsseldorf
6,Sat Sep 3 1977,FC Schalke 04,1-0,Fortuna Düsseldorf
6,Sat Sep 3 1977,Eintracht Braunschweig,2-0,Werder Bremen
6,Sat Sep 3 1977,Bor. Mönchengladbach,2-2,1. FC Kaiserslautern
6,Sat Sep 3 1977,Bayern München,1-1,VfL Bochum
6,Sat Sep 3 1977,Hamburger SV,0-2,FC St. Pauli
6,Sat Sep 3 1977,1. FC Saarbrücken,1-0,1. FC Köln
6,Sat Sep 3 1977,Hertha BSC,2-0,Eintracht Frankfurt
6,Sat Sep 3 1977,MSV Duisburg,1-1,TSV 1860 München
6,Sat Sep 3 1977,Borussia Dortmund,4-1,VfB Stuttgart
7,Fri Sep 9 1977,Eintracht Frankfurt,3-1,MSV Duisburg
7,Fri Sep 9 1977,Werder Bremen,1-1,1. FC Saarbrücken
7,Sat Sep 10 1977,Bayern München,3-2,Eintracht Braunschweig
7,Sat Sep 10 1977,1. FC Kaiserslautern,2-0,Hertha BSC
7,Sat Sep 10 1977,VfB Stuttgart,2-0,Bor. Mönchengladbach
7,Sat Sep 10 1977,1. FC Köln,2-4,FC Schalke 04
7,Sat Sep 10 1977,FC St. Pauli,3-6,Borussia Dortmund
7,Sat Sep 10 1977,Fortuna Düsseldorf,3-1,Hamburger SV
7,Sat Sep 10 1977,VfL Bochum,2-0,TSV 1860 München
8,Fri Sep 16 1977,MSV Duisburg,3-2,1. FC Kaiserslautern
8,Sat Sep 17 1977,Eintracht Braunschweig,3-1,VfL Bochum
8,Sat Sep 17 1977,TSV 1860 München,2-4,Eintracht Frankfurt
8,Sat Sep 17 1977,FC Schalke 04,1-0,Werder Bremen
8,Sat Sep 17 1977,Borussia Dortmund,1-2,Fortuna Düsseldorf
8,Sat Sep 17 1977,1. FC Saarbrücken,2-1,Bayern München
8,Sat Sep 17 1977,Bor. Mönchengladbach,2-1,FC St. Pauli
8,Sat Sep 17 1977,Hamburger SV,1-0,1. FC Köln
8,Sat Sep 17 1977,Hertha BSC,1-1,VfB Stuttgart
5,Tue Sep 20 1977,Fortuna Düsseldorf,2-1,1. FC Saarbrücken
9,Fri Sep 23 1977,VfB Stuttgart,1-0,MSV Duisburg
9,Sat Sep 24 1977,VfL Bochum,0-1,Eintracht Frankfurt
9,Sat Sep 24 1977,1. FC Kaiserslautern,1-0,TSV 1860 München
9,Sat Sep 24 1977,FC St. Pauli,3-0,Hertha BSC
9,Sat Sep 24 1977,Eintracht Braunschweig,3-0,1. FC Saarbrücken
9,Sat Sep 24 1977,1. FC Köln,4-1,Borussia Dortmund
9,Sat Sep 24 1977,Fortuna Düsseldorf,1-3,Bor. Mönchengladbach
9,Sat Sep 24 1977,Bayern München,7-1,FC Schalke 04
9,Sat Sep 24 1977,Werder Bremen,1-2,Hamburger SV
2,Tue Sep 27 1977,Borussia Dortmund,2-1,MSV Duisburg
10,Fri Sep 30 1977,MSV Duisburg,4-3,FC St. Pauli
10,Fri Sep 30 1977,1. FC Saarbrücken,0-1,VfL Bochum
10,Fri Sep 30 1977,Borussia Dortmund,4-1,Werder Bremen
10,Sat Oct 1 1977,TSV 1860 München,1-2,VfB Stuttgart
10,Sat Oct 1 1977,FC Schalke 04,1-0,Eintracht Braunschweig
11,Wed Oct 12 1977,1. FC Saarbrücken,2-1,FC Schalke 04
11,Wed Oct 12 1977,Fortuna Düsseldorf,0-0,MSV Duisburg
11,Wed Oct 12 1977,VfB Stuttgart,2-1,Eintracht Frankfurt
11,Wed Oct 12 1977,FC St. Pauli,4-1,TSV 1860 München
11,Wed Oct 12 1977,Eintracht Braunschweig,4-0,Hamburger SV
11,Wed Oct 12 1977,Bayern München,3-0,Borussia Dortmund
11,Wed Oct 12 1977,Werder Bremen,3-2,Bor. Mönchengladbach
11,Wed Oct 12 1977,1. FC Köln,3-1,Hertha BSC
11,Wed Oct 12 1977,VfL Bochum,0-1,1. FC Kaiserslautern
12,Sat Oct 22 1977,Bor. Mönchengladbach,2-0,Bayern München
12,Sat Oct 22 1977,Hamburger SV,1-2,1. FC Saarbrücken
12,Sat Oct 22 1977,FC Schalke 04,3-1,VfL Bochum
12,Sat Oct 22 1977,1. FC Kaiserslautern,0-4,VfB Stuttgart
12,Sat Oct 22 1977,Eintracht Frankfurt,5-2,FC St. Pauli
12,Sat Oct 22 1977,Borussia Dortmund,2-0,Eintracht Braunschweig
12,Sat Oct 22 1977,MSV Duisburg,1-2,1. FC Köln
12,Sat Oct 22 1977,Hertha BSC,2-0,Werder Bremen
12,Sat Oct 22 1977,TSV 1860 München,0-1,Fortuna Düsseldorf
13,Sat Oct 29 1977,Fortuna Düsseldorf,2-1,Eintracht Frankfurt
13,Sat Oct 29 1977,FC Schalke 04,2-2,Hamburger SV
13,Sat Oct 29 1977,FC St. Pauli,0-3,1. FC Kaiserslautern
13,Sat Oct 29 1977,Bayern München,0-2,Hertha BSC
13,Sat Oct 29 1977,1. FC Köln,6-2,TSV 1860 München
13,Sat Oct 29 1977,1. FC Saarbrücken,2-2,Borussia Dortmund
13,Sat Oct 29 1977,Eintracht Braunschweig,0-6,Bor. Mönchengladbach
13,Sat Oct 29 1977,Werder Bremen,4-2,MSV Duisburg
13,Sat Oct 29 1977,VfL Bochum,1-0,VfB Stuttgart
14,Fri Nov 4 1977,1. FC Kaiserslautern,3-2,Fortuna Düsseldorf
14,Sat Nov 5 1977,Eintracht Frankfurt,2-2,1. FC Köln
14,Sat Nov 5 1977,Hamburger SV,3-1,VfL Bochum
14,Sat Nov 5 1977,VfB Stuttgart,1-0,FC St. Pauli
14,Sat Nov 5 1977,Borussia Dortmund,2-1,FC Schalke 04
14,Sat Nov 5 1977,TSV 1860 München,0-0,Werder Bremen
14,Sat Nov 5 1977,MSV Duisburg,6-3,Bayern München
14,Sat Nov 5 1977,Hertha BSC,1-0,Eintracht Braunschweig
14,Sat Nov 5 1977,Bor. Mönchengladbach,6-1,1. FC Saarbrücken
15,Sat Nov 12 1977,Borussia Dortmund,2-1,Hamburger SV
15,Sat Nov 12 1977,FC St. Pauli,1-1,VfL Bochum
15,Sat Nov 12 1977,FC Schalke 04,1-2,Bor. Mönchengladbach
15,Sat Nov 12 1977,1. FC Saarbrücken,2-2,Hertha BSC
15,Sat Nov 12 1977,Eintracht Braunschweig,1-0,MSV Duisburg
15,Sat Nov 12 1977,Bayern München,1-3,TSV 1860 München
15,Sat Nov 12 1977,Werder Bremen,3-0,Eintracht Frankfurt
15,Sat Nov 12 1977,1. FC Köln,4-1,1. FC Kaiserslautern
15,Sat Nov 12 1977,Fortuna Düsseldorf,1-0,VfB Stuttgart
16,Fri Nov 25 1977,1. FC Kaiserslautern,2-1,Werder Bremen
16,Fri Nov 25 1977,MSV Duisburg,5-0,1. FC Saarbrücken
16,Sat Nov 26 1977,VfL Bochum,1-0,Borussia Dortmund
16,Sat Nov 26 1977,VfB Stuttgart,3-0,1. FC Köln
16,Sat Nov 26 1977,Bor. Mönchengladbach,2-1,Hamburger SV
16,Sat Nov 26 1977,TSV 1860 München,1-0,Eintracht Braunschweig
16,Sat Nov 26 1977,FC St. Pauli,2-1,Fortuna Düsseldorf
16,Sat Nov 26 1977,Hertha BSC,2-1,FC Schalke 04
16,Sat Nov 26 1977,Eintracht Frankfurt,4-0,Bayern München
17,Sat Dec 3 1977,Hamburger SV,2-2,Hertha BSC
17,Sat Dec 3 1977,Fortuna Düsseldorf,1-1,VfL Bochum
17,Sat Dec 3 1977,FC Schalke 04,0-1,MSV Duisburg
17,Sat Dec 3 1977,1. FC Saarbrücken,1-1,TSV 1860 München
17,Sat Dec 3 1977,Eintracht Braunschweig,1-1,Eintracht Frankfurt
17,Sat Dec 3 1977,Bayern München,4-2,1. FC Kaiserslautern
17,Sat Dec 3 1977,Werder Bremen,0-1,VfB Stuttgart
17,Sat Dec 3 1977,1. FC Köln,4-1,FC St. Pauli
17,Sat Dec 3 1977,Borussia Dortmund,3-3,Bor. Mönchengladbach
18,Fri Dec 9 1977,Bor. Mönchengladbach,2-2,VfL Bochum
18,Sat Dec 10 1977,1. FC Köln,1-0,Fortuna Düsseldorf
18,Sat Dec 10 1977,Werder Bremen,4-0,FC St. Pauli
18,Sat Dec 10 1977,Bayern München,2-0,VfB Stuttgart
18,Sat Dec 10 1977,Eintracht Braunschweig,3-1,1. FC Kaiserslautern
18,Sat Dec 10 1977,1. FC Saarbrücken,0-0,Eintracht Frankfurt
18,Sat Dec 10 1977,FC Schalke 04,2-1,TSV 1860 München
18,Sat Dec 10 1977,Hamburger SV,4-1,MSV Duisburg
18,Sat Dec 10 1977,Borussia Dortmund,1-1,Hertha BSC
19,Sat Dec 17 1977,Fortuna Düsseldorf,2-0,Werder Bremen
19,Sat Dec 17 1977,Eintracht Frankfurt,3-0,FC Schalke 04
19,Sat Dec 17 1977,TSV 1860 München,2-2,Hamburger SV
19,Sat Dec 17 1977,1. FC Kaiserslautern,2-1,1. FC Saarbrücken
19,Sat Dec 17 1977,VfB Stuttgart,5-0,Eintracht Braunschweig
19,Sat Dec 17 1977,FC St. Pauli,0-0,Bayern München
19,Sat Dec 17 1977,Hertha BSC,2-1,Bor. Mönchengladbach
19,Sat Dec 17 1977,VfL Bochum,0-0,1. FC Köln
19,Sat Dec 17 1977,MSV Duisburg,1-2,Borussia Dortmund
20,Sat Jan 7 1978,FC Schalke 04,3-0,1. FC Kaiserslautern
20,Sat Jan 7 1978,Bayern München,0-0,Fortuna Düsseldorf
20,Sat Jan 7 1978,Eintracht Braunschweig,2-0,FC St. Pauli
20,Sat Jan 7 1978,1. FC Saarbrücken,1-1,VfB Stuttgart
20,Sat Jan 7 1978,Hamburger SV,0-0,Eintracht Frankfurt
20,Sat Jan 7 1978,Borussia Dortmund,1-3,TSV 1860 München
20,Sat Jan 7 1978,Bor. Mönchengladbach,1-3,MSV Duisburg
20,Sat Jan 7 1978,Werder Bremen,0-2,1. FC Köln
20,Sat Jan 7 1978,Hertha BSC,4-3,VfL Bochum
21,Sat Jan 14 1978,VfL Bochum,2-0,Werder Bremen
21,Sat Jan 14 1978,1. FC Kaiserslautern,3-0,Hamburger SV
21,Sat Jan 14 1978,VfB Stuttgart,6-1,FC Schalke 04
21,Sat Jan 14 1978,FC St. Pauli,1-3,1. FC Saarbrücken
21,Sat Jan 14 1978,Fortuna Düsseldorf,2-0,Eintracht Braunschweig
21,Sat Jan 14 1978,TSV 1860 München,1-1,Bor. Mönchengladbach
21,Sat Jan 14 1978,1. FC Köln,2-0,Bayern München
21,Sat Jan 14 1978,MSV Duisburg,2-1,Hertha BSC
21,Sat Jan 14 1978,Eintracht Frankfurt,2-1,Borussia Dortmund
22,Sat Jan 21 1978,Borussia Dortmund,4-0,1. FC Kaiserslautern
22,Sat Jan 21 1978,FC Schalke 04,4-1,FC St. Pauli
22,Sat Jan 21 1978,Hamburger SV,2-0,VfB Stuttgart
22,Sat Jan 21 1978,Bor. Mönchengladbach,2-0,Eintracht Frankfurt
22,Sat Jan 21 1978,Hertha BSC,4-1,TSV 1860 München
22,Sat Jan 21 1978,Bayern München,3-1,Werder Bremen
22,Sat Jan 21 1978,Eintracht Braunschweig,1-0,1. FC Köln
22,Sat Jan 21 1978,MSV Duisburg,0-0,VfL Bochum
22,Sat Jan 21 1978,1. FC Saarbrücken,1-1,Fortuna Düsseldorf
23,Sat Jan 28 1978,1. FC Kaiserslautern,0-3,Bor. Mönchengladbach
23,Sat Jan 28 1978,FC St. Pauli,2-3,Hamburger SV
23,Sat Jan 28 1978,Fortuna Düsseldorf,1-1,FC Schalke 04
23,Sat Jan 28 1978,1. FC Köln,3-1,1. FC Saarbrücken
23,Sat Jan 28 1978,Werder Bremen,2-1,Eintracht Braunschweig
23,Sat Jan 28 1978,VfL Bochum,2-1,Bayern München
23,Sat Jan 28 1978,TSV 1860 München,4-0,MSV Duisburg
23,Sat Jan 28 1978,Eintracht Frankfurt,0-5,Hertha BSC
23,Sat Jan 28 1978,VfB Stuttgart,4-1,Borussia Dortmund
24,Sat Feb 4 1978,1. FC Saarbrücken,1-1,Werder Bremen
24,Sat Feb 4 1978,MSV Duisburg,3-0,Eintracht Frankfurt
24,Sat Feb 4 1978,Hamburger SV,0-3,Fortuna Düsseldorf
24,Sat Feb 4 1978,Borussia Dortmund,1-1,FC St. Pauli
24,Sat Feb 4 1978,Bor. Mönchengladbach,3-1,VfB Stuttgart
24,Sat Feb 4 1978,Hertha BSC,2-1,1. FC Kaiserslautern
24,Sat Feb 4 1978,Eintracht Braunschweig,1-1,Bayern München
24,Sat Feb 4 1978,FC Schalke 04,2-0,1. FC Köln
24,Sat Feb 4 1978,TSV 1860 München,2-0,VfL Bochum
25,Sat Feb 11 1978,1. FC Kaiserslautern,6-1,MSV Duisburg
25,Sat Feb 11 1978,FC St. Pauli,0-1,Bor. Mönchengladbach
25,Sat Feb 11 1978,1. FC Köln,6-1,Hamburger SV
25,Sat Feb 11 1978,Werder Bremen,2-0,FC Schalke 04
25,Sat Feb 11 1978,Bayern München,7-1,1. FC Saarbrücken
25,Sat Feb 11 1978,VfL Bochum,1-1,Eintracht Braunschweig
25,Sat Feb 11 1978,Eintracht Frankfurt,1-0,TSV 1860 München
25,Sat Feb 11 1978,VfB Stuttgart,1-0,Hertha BSC
25,Sat Feb 11 1978,Fortuna Düsseldorf,1-0,Borussia Dortmund
26,Sat Feb 18 1978,Hertha BSC,5-0,FC St. Pauli
26,Sat Feb 18 1978,TSV 1860 München,2-2,1. FC Kaiserslautern
26,Sat Feb 18 1978,FC Schalke 04,3-2,Bayern München
26,Sat Feb 18 1978,Hamburger SV,1-1,Werder Bremen
26,Sat Feb 18 1978,Borussia Dortmund,1-2,1. FC Köln
26,Sat Feb 18 1978,Eintracht Frankfurt,5-3,VfL Bochum
27,Sat Feb 25 1978,Werder Bremen,3-1,Borussia Dortmund
27,Sat Feb 25 1978,Fortuna Düsseldorf,0-0,Hertha BSC
27,Sat Feb 25 1978,VfB Stuttgart,3-1,TSV 1860 München
27,Sat Feb 25 1978,Bayern München,2-0,Hamburger SV
27,Sat Feb 25 1978,1. FC Köln,1-1,Bor. Mönchengladbach
28,Fri Mar 3 1978,1. FC Kaiserslautern,4-1,VfL Bochum
28,Sat Mar 4 1978,Borussia Dortmund,1-1,Bayern München
28,Sat Mar 4 1978,Eintracht Frankfurt,2-0,VfB Stuttgart
28,Sat Mar 4 1978,TSV 1860 München,4-1,FC St. Pauli
28,Sat Mar 4 1978,MSV Duisburg,0-0,Fortuna Düsseldorf
28,Sat Mar 4 1978,Hamburger SV,4-2,Eintracht Braunschweig
28,Sat Mar 4 1978,FC Schalke 04,2-0,1. FC Saarbrücken
28,Sat Mar 4 1978,Hertha BSC,1-1,1. FC Köln
28,Sat Mar 4 1978,Bor. Mönchengladbach,4-0,Werder Bremen
29,Fri Mar 10 1978,Werder Bremen,4-2,Hertha BSC
29,Sat Mar 11 1978,VfB Stuttgart,3-0,1. FC Kaiserslautern
29,Sat Mar 11 1978,1. FC Saarbrücken,3-5,Hamburger SV
29,Sat Mar 11 1978,FC St. Pauli,5-3,Eintracht Frankfurt
29,Sat Mar 11 1978,Fortuna Düsseldorf,2-0,TSV 1860 München
29,Sat Mar 11 1978,1. FC Köln,5-2,MSV Duisburg
29,Sat Mar 11 1978,Eintracht Braunschweig,0-1,Borussia Dortmund
29,Sat Mar 11 1978,Bayern München,1-1,Bor. Mönchengladbach
29,Sat Mar 11 1978,VfL Bochum,1-1,FC Schalke 04
26,Tue Mar 14 1978,1. FC Saarbrücken,0-1,Eintracht Braunschweig
30,Fri Mar 17 1978,1. FC Kaiserslautern,2-1,FC St. Pauli
30,Fri Mar 17 1978,VfB Stuttgart,3-1,VfL Bochum
30,Sat Mar 18 1978,Eintracht Frankfurt,4-0,Fortuna Düsseldorf
30,Sat Mar 18 1978,Borussia Dortmund,2-1,1. FC Saarbrücken
30,Sat Mar 18 1978,MSV Duisburg,2-0,Werder Bremen
30,Sat Mar 18 1978,Bor. Mönchengladbach,3-1,Eintracht Braunschweig
30,Sat Mar 18 1978,Hertha BSC,3-1,Bayern München
30,Sat Mar 18 1978,TSV 1860 München,1-3,1. FC Köln
30,Sat Mar 18 1978,Hamburger SV,2-0,FC Schalke 04
27,Wed Mar 22 1978,Eintracht Braunschweig,3-1,FC Schalke 04
27,Sat Mar 25 1978,VfL Bochum,4-2,1. FC Saarbrücken
27,Sat Mar 25 1978,1. FC Kaiserslautern,2-0,Eintracht Frankfurt
27,Sat Mar 25 1978,FC St. Pauli,2-2,MSV Duisburg
26,Sat Mar 25 1978,Bor. Mönchengladbach,3-2,Fortuna Düsseldorf
26,Tue Mar 28 1978,MSV Duisburg,2-1,VfB Stuttgart
31,Fri Mar 31 1978,VfL Bochum,2-1,Hamburger SV
31,Sat Apr 1 1978,1. FC Saarbrücken,0-1,Bor. Mönchengladbach
31,Sat Apr 1 1978,FC St. Pauli,1-1,VfB Stuttgart
31,Sat Apr 1 1978,Fortuna Düsseldorf,4-1,1. FC Kaiserslautern
31,Sat Apr 1 1978,1. FC Köln,0-1,Eintracht Frankfurt
31,Sat Apr 1 1978,Werder Bremen,2-0,TSV 1860 München
31,Sat Apr 1 1978,Bayern München,3-2,MSV Duisburg
31,Sat Apr 1 1978,Eintracht Braunschweig,1-1,Hertha BSC
31,Sat Apr 1 1978,FC Schalke 04,0-2,Borussia Dortmund
32,Sat Apr 8 1978,VfB Stuttgart,1-1,Fortuna Düsseldorf
32,Sat Apr 8 1978,VfL Bochum,4-0,FC St. Pauli
32,Sat Apr 8 1978,Bor. Mönchengladbach,2-1,FC Schalke 04
32,Sat Apr 8 1978,Hertha BSC,1-1,1. FC Saarbrücken
32,Sat Apr 8 1978,MSV Duisburg,3-1,Eintracht Braunschweig
32,Sat Apr 8 1978,TSV 1860 München,1-1,Bayern München
32,Sat Apr 8 1978,Eintracht Frankfurt,0-2,Werder Bremen
32,Sat Apr 8 1978,1. FC Kaiserslautern,0-2,1. FC Köln
32,Sat Apr 8 1978,Hamburger SV,4-1,Borussia Dortmund
33,Sat Apr 22 1978,1. FC Saarbrücken,1-2,MSV Duisburg
33,Sat Apr 22 1978,Werder Bremen,5-3,1. FC Kaiserslautern
33,Sat Apr 22 1978,Hamburger SV,2-6,Bor. Mönchengladbach
33,Sat Apr 22 1978,1. FC Köln,2-1,VfB Stuttgart
33,Sat Apr 22 1978,Bayern München,2-1,Eintracht Frankfurt
33,Sat Apr 22 1978,Eintracht Braunschweig,2-1,TSV 1860 München
33,Sat Apr 22 1978,Fortuna Düsseldorf,3-1,FC St. Pauli
33,Sat Apr 22 1978,FC Schalke 04,2-0,Hertha BSC
33,Sat Apr 22 1978,Borussia Dortmund,5-3,VfL Bochum
34,Sat Apr 29 1978,VfL Bochum,2-1,Fortuna Düsseldorf
34,Sat Apr 29 1978,Hertha BSC,3-2,Hamburger SV
34,Sat Apr 29 1978,MSV Duisburg,1-0,FC Schalke 04
34,Sat Apr 29 1978,TSV 1860 München,2-0,1. FC Saarbrücken
34,Sat Apr 29 1978,Eintracht Frankfurt,2-0,Eintracht Braunschweig
34,Sat Apr 29 1978,1. FC Kaiserslautern,5-0,Bayern München
34,Sat Apr 29 1978,VfB Stuttgart,2-0,Werder Bremen
34,Sat Apr 29 1978,FC St. Pauli,0-5,1. FC Köln
34,Sat Apr 29 1978,Bor. Mönchengladbach,12-0,Borussia Dortmund
