Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 14 1998,MSV Duisburg,2-1,Eintracht Frankfurt
1,Fri Aug 14 1998,VfB Stuttgart,2-1,Borussia Dortmund
1,Sat Aug 15 1998,Bor. Mönchengladbach,3-0,FC Schalke 04
1,Sat Aug 15 1998,Bayer 04 Leverkusen,3-1,Hansa Rostock
1,Sat Aug 15 1998,VfL Bochum,1-2,SC Freiburg
1,Sat Aug 15 1998,TSV 1860 München,1-2,1. FC Kaiserslautern
1,Sat Aug 15 1998,1. FC Nürnberg,1-1,Hamburger SV
1,Sat Aug 15 1998,VfL Wolfsburg,0-1,Bayern München
1,Sun Aug 16 1998,Hertha BSC,1-0,Werder Bremen
2,Fri Aug 21 1998,Hansa Rostock,3-3,VfL Wolfsburg
2,Fri Aug 21 1998,Werder Bremen,2-3,1. FC Nürnberg
2,Sat Aug 22 1998,Borussia Dortmund,3-0,Hertha BSC
2,Sat Aug 22 1998,FC Schalke 04,1-0,VfB Stuttgart
2,Sat Aug 22 1998,Eintracht Frankfurt,2-3,TSV 1860 München
2,Sat Aug 22 1998,SC Freiburg,1-1,Bayer 04 Leverkusen
2,Sat Aug 22 1998,1. FC Kaiserslautern,2-1,Bor. Mönchengladbach
2,Sat Aug 22 1998,Bayern München,3-1,MSV Duisburg
2,Sun Aug 23 1998,Hamburger SV,1-0,VfL Bochum
3,Tue Sep 8 1998,MSV Duisburg,1-1,TSV 1860 München
3,Tue Sep 8 1998,VfL Bochum,2-0,Werder Bremen
3,Tue Sep 8 1998,Bor. Mönchengladbach,1-1,Eintracht Frankfurt
3,Tue Sep 8 1998,VfL Wolfsburg,1-1,SC Freiburg
3,Tue Sep 8 1998,VfB Stuttgart,4-0,1. FC Kaiserslautern
3,Wed Sep 9 1998,Bayern München,6-1,Hansa Rostock
3,Wed Sep 9 1998,Hertha BSC,2-0,FC Schalke 04
3,Wed Sep 9 1998,1. FC Nürnberg,0-0,Borussia Dortmund
3,Wed Sep 9 1998,Bayer 04 Leverkusen,1-2,Hamburger SV
4,Fri Sep 11 1998,Eintracht Frankfurt,1-1,VfB Stuttgart
4,Fri Sep 11 1998,TSV 1860 München,3-1,Bor. Mönchengladbach
4,Sat Sep 12 1998,SC Freiburg,0-2,Bayern München
4,Sat Sep 12 1998,Hamburger SV,1-1,VfL Wolfsburg
4,Sat Sep 12 1998,Hansa Rostock,3-0,MSV Duisburg
4,Sat Sep 12 1998,Werder Bremen,2-2,Bayer 04 Leverkusen
4,Sat Sep 12 1998,FC Schalke 04,2-2,1. FC Nürnberg
4,Sat Sep 12 1998,1. FC Kaiserslautern,4-3,Hertha BSC
4,Sun Sep 13 1998,Borussia Dortmund,0-1,VfL Bochum
5,Fri Sep 18 1998,Hansa Rostock,0-2,SC Freiburg
5,Fri Sep 18 1998,Hertha BSC,3-1,Eintracht Frankfurt
5,Sat Sep 19 1998,VfL Bochum,1-2,FC Schalke 04
5,Sat Sep 19 1998,VfL Wolfsburg,2-4,Werder Bremen
5,Sat Sep 19 1998,1. FC Nürnberg,1-1,1. FC Kaiserslautern
5,Sat Sep 19 1998,VfB Stuttgart,0-1,TSV 1860 München
5,Sat Sep 19 1998,Bayer 04 Leverkusen,3-1,Borussia Dortmund
5,Sun Sep 20 1998,Bayern München,5-3,Hamburger SV
5,Sun Sep 20 1998,MSV Duisburg,2-2,Bor. Mönchengladbach
6,Fri Sep 25 1998,Hamburger SV,1-0,Hansa Rostock
6,Fri Sep 25 1998,TSV 1860 München,2-0,Hertha BSC
6,Sat Sep 26 1998,Borussia Dortmund,2-1,VfL Wolfsburg
