Matchday,Date,Team 1,FT,Team 2
8,Sat Oct 5 2002,Bayern München,4-1,VfL Bochum
8,Sat Oct 5 2002,Hannover 96,0-3,Borussia Dortmund
8,Sat Oct 5 2002,Hertha BSC,2-1,1. FC Nürnberg
8,Sat Oct 5 2002,1. FC Kaiserslautern,4-0,Energie Cottbus
8,Sat Oct 5 2002,VfL Wolfsburg,2-0,Bayer 04 Leverkusen
8,Sat Oct 5 2002,FC Schalke 04,3-0,Hamburger SV
8,Sat Oct 5 2002,Bor. Mönchengladbach,3-0,Arminia Bielefeld
8,Sun Oct 6 2002,VfB Stuttgart,4-1,TSV 1860 München
8,Sun Oct 6 2002,Werder Bremen,0-0,Hansa Rostock
9,Sat Oct 19 2002,Energie Cottbus,0-2,Hertha BSC
9,Sat Oct 19 2002,Borussia Dortmund,0-0,Arminia Bielefeld
9,Sat Oct 19 2002,Hamburger SV,1-0,Bor. Mönchengladbach
9,Sat Oct 19 2002,Hannover 96,4-4,Werder Bremen
9,Sat Oct 19 2002,TSV 1860 München,3-0,FC Schalke 04
9,Sat Oct 19 2002,Bayer 04 Leverkusen,1-0,1. FC Kaiserslautern
9,Sat Oct 19 2002,Hansa Rostock,0-1,Bayern München
9,Sun Oct 20 2002,1. FC Nürnberg,1-2,VfB Stuttgart
9,Sun Oct 20 2002,VfL Bochum,4-2,VfL Wolfsburg
10,Sat Oct 26 2002,Bayern München,3-3,Hannover 96
10,Sat Oct 26 2002,Arminia Bielefeld,2-1,Hamburger SV
10,Sat Oct 26 2002,Hertha BSC,1-1,Bayer 04 Leverkusen
10,Sat Oct 26 2002,Bor. Mönchengladbach,0-1,TSV 1860 München
10,Sat Oct 26 2002,FC Schalke 04,1-1,1. FC Nürnberg
10,Sat Oct 26 2002,VfB Stuttgart,0-0,Energie Cottbus
10,Sat Oct 26 2002,Werder Bremen,1-4,Borussia Dortmund
10,Sun Oct 27 2002,VfL Wolfsburg,1-0,Hansa Rostock
11,Sat Nov 2 2002,1. FC Nürnberg,2-1,Bor. Mönchengladbach
11,Sat Nov 2 2002,Energie Cottbus,0-1,FC Schalke 04
11,Sat Nov 2 2002,Borussia Dortmund,1-1,Hamburger SV
11,Sat Nov 2 2002,TSV 1860 München,3-1,Arminia Bielefeld
11,Sat Nov 2 2002,Hansa Rostock,2-2,1. FC Kaiserslautern
11,Sat Nov 2 2002,Bayer 04 Leverkusen,0-1,VfB Stuttgart
11,Sat Nov 2 2002,Hannover 96,3-1,VfL Wolfsburg
11,Sun Nov 3 2002,VfL Bochum,3-0,Hertha BSC
11,Sun Nov 3 2002,Werder Bremen,2-0,Bayern München
12,Sat Nov 9 2002,Arminia Bielefeld,0-1,1. FC Nürnberg
12,Sat Nov 9 2002,Bayern München,2-1,Borussia Dortmund
12,Sat Nov 9 2002,VfL Wolfsburg,3-1,Werder Bremen
12,Sat Nov 9 2002,Hamburger SV,1-0,TSV 1860 München
12,Sat Nov 9 2002,VfB Stuttgart,3-2,VfL Bochum
12,Sat Nov 9 2002,FC Schalke 04,0-1,Bayer 04 Leverkusen
12,Sat Nov 9 2002,1. FC Kaiserslautern,0-1,Hannover 96
12,Sun Nov 10 2002,Bor. Mönchengladbach,3-0,Energie Cottbus
12,Sun Nov 10 2002,Hertha BSC,3-1,Hansa Rostock
10,Wed Nov 13 2002,1. FC Kaiserslautern,0-2,VfL Bochum
13,Sat Nov 16 2002,Energie Cottbus,2-1,Arminia Bielefeld
13,Sat Nov 16 2002,Bayern München,1-0,VfL Wolfsburg
13,Sat Nov 16 2002,Borussia Dortmund,1-0,TSV 1860 München
13,Sat Nov 16 2002,Hannover 96,0-1,Hertha BSC
13,Sat Nov 16 2002,Hansa Rostock,1-1,VfB Stuttgart
13,Sat Nov 16 2002,Bayer 04 Leverkusen,2-2,Bor. Mönchengladbach
13,Sat Nov 16 2002,1. FC Nürnberg,1-3,Hamburger SV
13,Sun Nov 17 2002,VfL Bochum,0-2,FC Schalke 04
13,Sun Nov 17 2002,Werder Bremen,5-3,1. FC Kaiserslautern
14,Sat Nov 23 2002,1. FC Kaiserslautern,0-2,Bayern München
14,Sat Nov 23 2002,Hertha BSC,0-1,Werder Bremen
14,Sat Nov 23 2002,Arminia Bielefeld,2-2,Bayer 04 Leverkusen
14,Sat Nov 23 2002,VfL Wolfsburg,2-0,Borussia Dortmund
14,Sat Nov 23 2002,FC Schalke 04,2-2,Hansa Rostock
14,Sat Nov 23 2002,VfB Stuttgart,3-0,Hannover 96
14,Sat Nov 23 2002,Bor. Mönchengladbach,2-2,VfL Bochum
14,Sun Nov 24 2002,Hamburger SV,1-1,Energie Cottbus
14,Sun Nov 24 2002,TSV 1860 München,2-2,1. FC Nürnberg
15,Sat Nov 30 2002,Energie Cottbus,3-4,TSV 1860 München
15,Sat Nov 30 2002,VfL Bochum,0-3,Arminia Bielefeld
15,Sat Nov 30 2002,Bayern München,2-0,Hertha BSC
15,Sat Nov 30 2002,Hansa Rostock,3-1,Bor. Mönchengladbach
15,Sat Nov 30 2002,1. FC Kaiserslautern,2-0,VfL Wolfsburg
15,Sat Nov 30 2002,Bayer 04 Leverkusen,2-3,Hamburger SV
15,Sat Nov 30 2002,1. FC Nürnberg,1-2,Borussia Dortmund
15,Sun Dec 1 2002,Hannover 96,0-2,FC Schalke 04
15,Sun Dec 1 2002,Werder Bremen,3-1,VfB Stuttgart
16,Sat Dec 7 2002,Hertha BSC,2-2,VfL Wolfsburg
16,Sat Dec 7 2002,Borussia Dortmund,3-1,1. FC Kaiserslautern
16,Sat Dec 7 2002,Arminia Bielefeld,3-0,Hansa Rostock
16,Sat Dec 7 2002,TSV 1860 München,0-3,Bayer 04 Leverkusen
16,Sat Dec 7 2002,1. FC Nürnberg,2-2,Energie Cottbus
16,Sat Dec 7 2002,FC Schalke 04,1-1,Werder Bremen
16,Sat Dec 7 2002,VfB Stuttgart,0-3,Bayern München
16,Sun Dec 8 2002,Hamburger SV,1-1,VfL Bochum
16,Sun Dec 8 2002,Bor. Mönchengladbach,1-0,Hannover 96
17,Sat Dec 14 2002,Energie Cottbus,0-4,Borussia Dortmund
17,Sat Dec 14 2002,VfL Bochum,1-1,TSV 1860 München
17,Sat Dec 14 2002,Bayern München,0-0,FC Schalke 04
17,Sat Dec 14 2002,Hannover 96,0-0,Arminia Bielefeld
17,Sat Dec 14 2002,Hansa Rostock,0-0,Hamburger SV
17,Sat Dec 14 2002,Bayer 04 Leverkusen,0-2,1. FC Nürnberg
17,Sat Dec 14 2002,Werder Bremen,2-0,Bor. Mönchengladbach
17,Sun Dec 15 2002,1. FC Kaiserslautern,2-1,Hertha BSC
17,Sun Dec 15 2002,VfL Wolfsburg,1-2,VfB Stuttgart
18,Sat Jan 25 2003,Hansa Rostock,1-4,TSV 1860 München
18,Sat Jan 25 2003,Hannover 96,2-2,Hamburger SV
18,Sat Jan 25 2003,VfL Wolfsburg,1-2,FC Schalke 04
18,Sat Jan 25 2003,Hertha BSC,2-1,Borussia Dortmund
18,Sat Jan 25 2003,1. FC Kaiserslautern,1-2,VfB Stuttgart
18,Sat Jan 25 2003,Werder Bremen,2-2,Arminia Bielefeld
18,Sat Jan 25 2003,VfL Bochum,2-1,1. FC Nürnberg
18,Sun Jan 26 2003,Bayern München,3-0,Bor. Mönchengladbach
18,Sun Jan 26 2003,Bayer 04 Leverkusen,0-3,Energie Cottbus
19,Sat Feb 1 2003,Energie Cottbus,2-1,VfL Bochum
19,Sat Feb 1 2003,Arminia Bielefeld,0-0,Bayern München
19,Sat Feb 1 2003,VfB Stuttgart,3-1,Hertha BSC
19,Sat Feb 1 2003,1. FC Nürnberg,0-1,Hansa Rostock
19,Sat Feb 1 2003,FC Schalke 04,2-2,1. FC Kaiserslautern
19,Sat Feb 1 2003,TSV 1860 München,0-1,Hannover 96
19,Sun Feb 2 2003,Borussia Dortmund,2-0,Bayer 04 Leverkusen
19,Sun Feb 2 2003,Hamburger SV,1-0,Werder Bremen
20,Sat Feb 8 2003,VfL Wolfsburg,2-0,Arminia Bielefeld
20,Sat Feb 8 2003,VfL Bochum,2-1,Bayer 04 Leverkusen
20,Sat Feb 8 2003,Hannover 96,4-2,1. FC Nürnberg
20,Sat Feb 8 2003,Hansa Rostock,0-0,Energie Cottbus
20,Sat Feb 8 2003,Werder Bremen,1-2,TSV 1860 München
20,Sat Feb 8 2003,1. FC Kaiserslautern,2-0,Bor. Mönchengladbach
20,Sat Feb 8 2003,Hertha BSC,4-2,FC Schalke 04
20,Sun Feb 9 2003,VfB Stuttgart,1-0,Borussia Dortmund
20,Sun Feb 9 2003,Bayern München,1-1,Hamburger SV
21,Sat Feb 15 2003,Bayer 04 Leverkusen,1-2,Hansa Rostock
21,Sat Feb 15 2003,Arminia Bielefeld,1-1,1. FC Kaiserslautern
21,Sat Feb 15 2003,Borussia Dortmund,4-1,VfL Bochum
21,Sat Feb 15 2003,Hamburger SV,2-0,VfL Wolfsburg
21,Sat Feb 15 2003,FC Schalke 04,2-0,VfB Stuttgart
21,Sat Feb 15 2003,TSV 1860 München,0-5,Bayern München
21,Sat Feb 15 2003,1. FC Nürnberg,1-0,Werder Bremen
21,Sun Feb 16 2003,Bor. Mönchengladbach,0-2,Hertha BSC
21,Sun Feb 16 2003,Energie Cottbus,3-0,Hannover 96
19,Wed Feb 19 2003,Bor. Mönchengladbach,2-0,VfL Wolfsburg
22,Sat Feb 22 2003,Bayern München,2-0,1. FC Nürnberg
22,Sat Feb 22 2003,Hannover 96,1-2,Bayer 04 Leverkusen
22,Sat Feb 22 2003,Hansa Rostock,1-1,VfL Bochum
22,Sat Feb 22 2003,1. FC Kaiserslautern,2-0,Hamburger SV
22,Sat Feb 22 2003,VfL Wolfsburg,1-1,TSV 1860 München
22,Sat Feb 22 2003,Werder Bremen,0-1,Energie Cottbus
22,Sat Feb 22 2003,FC Schalke 04,2-2,Borussia Dortmund
22,Sun Feb 23 2003,VfB Stuttgart,4-0,Bor. Mönchengladbach
22,Sun Feb 23 2003,Hertha BSC,0-0,Arminia Bielefeld
23,Sat Mar 1 2003,VfL Bochum,1-2,Hannover 96
23,Sat Mar 1 2003,Energie Cottbus,0-2,Bayern München
23,Sat Mar 1 2003,Borussia Dortmund,2-0,Hansa Rostock
23,Sat Mar 1 2003,Bayer 04 Leverkusen,3-0,Werder Bremen
23,Sat Mar 1 2003,1. FC Nürnberg,1-1,VfL Wolfsburg
23,Sat Mar 1 2003,TSV 1860 München,0-0,1. FC Kaiserslautern
23,Sat Mar 1 2003,Bor. Mönchengladbach,2-2,FC Schalke 04
23,Sun Mar 2 2003,Arminia Bielefeld,0-1,VfB Stuttgart
23,Sun Mar 2 2003,Hamburger SV,1-0,Hertha BSC
24,Sat Mar 8 2003,Bayern München,3-0,Bayer 04 Leverkusen
24,Sat Mar 8 2003,Hertha BSC,6-0,TSV 1860 München
24,Sat Mar 8 2003,Bor. Mönchengladbach,1-0,Borussia Dortmund
24,Sat Mar 8 2003,FC Schalke 04,1-1,Arminia Bielefeld
24,Sat Mar 8 2003,VfL Wolfsburg,3-2,Energie Cottbus
24,Sat Mar 8 2003,Werder Bremen,2-0,VfL Bochum
24,Sat Mar 8 2003,VfB Stuttgart,1-1,Hamburger SV
24,Sun Mar 9 2003,Hannover 96,3-1,Hansa Rostock
24,Sun Mar 9 2003,1. FC Kaiserslautern,5-0,1. FC Nürnberg
25,Sat Mar 15 2003,Arminia Bielefeld,4-1,Bor. Mönchengladbach
25,Sat Mar 15 2003,VfL Bochum,1-4,Bayern München
25,Sat Mar 15 2003,Energie Cottbus,1-3,1. FC Kaiserslautern
25,Sat Mar 15 2003,Borussia Dortmund,2-0,Hannover 96
25,Sat Mar 15 2003,Bayer 04 Leverkusen,1-1,VfL Wolfsburg
25,Sat Mar 15 2003,Hansa Rostock,1-0,Werder Bremen
25,Sat Mar 15 2003,Hamburger SV,3-1,FC Schalke 04
25,Sun Mar 16 2003,TSV 1860 München,0-1,VfB Stuttgart
25,Sun Mar 16 2003,1. FC Nürnberg,0-3,Hertha BSC
26,Sat Mar 22 2003,Bayern München,1-0,Hansa Rostock
26,Sat Mar 22 2003,Arminia Bielefeld,0-0,Borussia Dortmund
26,Sat Mar 22 2003,1. FC Kaiserslautern,1-0,Bayer 04 Leverkusen
26,Sat Mar 22 2003,Bor. Mönchengladbach,2-0,Hamburger SV
26,Sat Mar 22 2003,VfL Wolfsburg,2-0,VfL Bochum
26,Sat Mar 22 2003,Werder Bremen,1-2,Hannover 96
26,Sat Mar 22 2003,FC Schalke 04,1-1,TSV 1860 München
26,Sun Mar 23 2003,Hertha BSC,3-1,Energie Cottbus
26,Sun Mar 23 2003,VfB Stuttgart,0-2,1. FC Nürnberg
27,Sat Apr 5 2003,VfL Bochum,1-1,1. FC Kaiserslautern
27,Sat Apr 5 2003,Energie Cottbus,2-3,VfB Stuttgart
27,Sat Apr 5 2003,Borussia Dortmund,1-2,Werder Bremen
27,Sat Apr 5 2003,Hamburger SV,1-0,Arminia Bielefeld
27,Sat Apr 5 2003,1. FC Nürnberg,0-0,FC Schalke 04
27,Sat Apr 5 2003,Bayer 04 Leverkusen,4-1,Hertha BSC
27,Sat Apr 5 2003,Hannover 96,2-2,Bayern München
27,Sun Apr 6 2003,TSV 1860 München,2-0,Bor. Mönchengladbach
27,Sun Apr 6 2003,Hansa Rostock,1-0,VfL Wolfsburg
28,Sat Apr 12 2003,Bayern München,0-1,Werder Bremen
28,Sat Apr 12 2003,Arminia Bielefeld,2-1,TSV 1860 München
28,Sat Apr 12 2003,Hamburger SV,1-1,Borussia Dortmund
28,Sat Apr 12 2003,VfB Stuttgart,3-0,Bayer 04 Leverkusen
28,Sat Apr 12 2003,1. FC Kaiserslautern,1-0,Hansa Rostock
28,Sat Apr 12 2003,Bor. Mönchengladbach,2-0,1. FC Nürnberg
28,Sat Apr 12 2003,Hertha BSC,1-0,VfL Bochum
28,Sun Apr 13 2003,FC Schalke 04,3-0,Energie Cottbus
28,Sun Apr 13 2003,VfL Wolfsburg,1-0,Hannover 96
29,Sat Apr 19 2003,Hannover 96,2-1,1. FC Kaiserslautern
29,Sat Apr 19 2003,Borussia Dortmund,1-0,Bayern München
29,Sat Apr 19 2003,Energie Cottbus,1-1,Bor. Mönchengladbach
29,Sat Apr 19 2003,Werder Bremen,0-1,VfL Wolfsburg
29,Sat Apr 19 2003,TSV 1860 München,1-1,Hamburger SV
29,Sat Apr 19 2003,1. FC Nürnberg,0-0,Arminia Bielefeld
29,Sat Apr 19 2003,Hansa Rostock,0-1,Hertha BSC
29,Sun Apr 20 2003,VfL Bochum,3-1,VfB Stuttgart
29,Sun Apr 20 2003,Bayer 04 Leverkusen,1-3,FC Schalke 04
30,Sat Apr 26 2003,Bor. Mönchengladbach,2-2,Bayer 04 Leverkusen
30,Sat Apr 26 2003,Hertha BSC,2-0,Hannover 96
30,Sat Apr 26 2003,Hamburger SV,4-0,1. FC Nürnberg
30,Sat Apr 26 2003,TSV 1860 München,0-0,Borussia Dortmund
30,Sat Apr 26 2003,FC Schalke 04,1-2,VfL Bochum
30,Sat Apr 26 2003,VfB Stuttgart,1-1,Hansa Rostock
30,Sat Apr 26 2003,VfL Wolfsburg,0-2,Bayern München
30,Sun Apr 27 2003,Arminia Bielefeld,2-2,Energie Cottbus
30,Sun Apr 27 2003,1. FC Kaiserslautern,1-0,Werder Bremen
31,Sat May 3 2003,Energie Cottbus,0-0,Hamburger SV
31,Sat May 3 2003,VfL Bochum,1-1,Bor. Mönchengladbach
31,Sat May 3 2003,Werder Bremen,4-2,Hertha BSC
31,Sat May 3 2003,Borussia Dortmund,2-2,VfL Wolfsburg
31,Sat May 3 2003,Hannover 96,1-2,VfB Stuttgart
31,Sat May 3 2003,1. FC Nürnberg,1-2,TSV 1860 München
31,Sat May 3 2003,Bayern München,1-0,1. FC Kaiserslautern
31,Sun May 4 2003,Hansa Rostock,3-1,FC Schalke 04
31,Sun May 4 2003,Bayer 04 Leverkusen,3-1,Arminia Bielefeld
32,Sat May 10 2003,Hertha BSC,3-6,Bayern München
32,Sat May 10 2003,Hamburger SV,4-1,Bayer 04 Leverkusen
32,Sat May 10 2003,Borussia Dortmund,4-1,1. FC Nürnberg
32,Sat May 10 2003,VfL Wolfsburg,2-2,1. FC Kaiserslautern
32,Sat May 10 2003,TSV 1860 München,3-0,Energie Cottbus
32,Sat May 10 2003,VfB Stuttgart,0-1,Werder Bremen
32,Sat May 10 2003,Bor. Mönchengladbach,3-0,Hansa Rostock
32,Sun May 11 2003,FC Schalke 04,0-2,Hannover 96
32,Sun May 11 2003,Arminia Bielefeld,1-3,VfL Bochum
33,Sat May 17 2003,Bayern München,2-1,VfB Stuttgart
33,Sat May 17 2003,VfL Bochum,1-1,Hamburger SV
33,Sat May 17 2003,Energie Cottbus,2-1,1. FC Nürnberg
33,Sat May 17 2003,VfL Wolfsburg,2-0,Hertha BSC
33,Sat May 17 2003,Hansa Rostock,3-0,Arminia Bielefeld
33,Sat May 17 2003,1. FC Kaiserslautern,0-0,Borussia Dortmund
33,Sat May 17 2003,Bayer 04 Leverkusen,3-0,TSV 1860 München
33,Sat May 17 2003,Werder Bremen,2-1,FC Schalke 04
33,Sat May 17 2003,Hannover 96,2-2,Bor. Mönchengladbach
34,Sat May 24 2003,Arminia Bielefeld,0-1,Hannover 96
34,Sat May 24 2003,Borussia Dortmund,1-1,Energie Cottbus
34,Sat May 24 2003,Hamburger SV,2-0,Hansa Rostock
34,Sat May 24 2003,Hertha BSC,2-0,1. FC Kaiserslautern
34,Sat May 24 2003,Bor. Mönchengladbach,4-1,Werder Bremen
34,Sat May 24 2003,TSV 1860 München,2-4,VfL Bochum
34,Sat May 24 2003,1. FC Nürnberg,0-1,Bayer 04 Leverkusen
34,Sat May 24 2003,FC Schalke 04,1-0,Bayern München
34,Sat May 24 2003,VfB Stuttgart,2-0,VfL Wolfsburg
