Date,Team 1,Team 2,FT,HT
2012-08-03,Erzgebirge Aue,St Pauli,0-0,0-0
2012-08-03,Hertha,Paderborn,2-2,0-1
2012-08-03,Ingolstadt,Cottbus,2-2,2-0
2012-08-04,Bochum,Dresden,2-1,0-1
2012-08-04,München 1860,Regensburg,1-0,1-0
2012-08-05,Braunschweig,FC Köln,1-0,0-0
2012-08-05,Duisburg,Aalen,1-4,1-2
2012-08-05,Sandhausen,Frankfurt FSV,1-1,1-1
2012-08-06,Kaiserslautern,Union Berlin,3-3,0-0
2012-08-10,Aalen,Kaiserslautern,1-2,1-2
2012-08-10,Cottbus,Erzgebirge Aue,3-0,2-0
2012-08-10,FC Köln,Sandhausen,1-1,0-0
2012-08-11,Paderborn,Bochum,4-0,2-0
2012-08-11,St Pauli,Ingolstadt,1-1,0-0
2012-08-12,Frankfurt FSV,Hertha,3-1,0-1
2012-08-12,Regensburg,Duisburg,2-0,1-0
2012-08-12,Union Berlin,Braunschweig,0-1,0-1
2012-08-13,Dresden,München 1860,2-2,1-1
2012-08-24,Braunschweig,Paderborn,2-1,0-1
2012-08-24,Hertha,Regensburg,2-1,2-0
2012-08-24,Sandhausen,Union Berlin,2-0,1-0
2012-08-25,Cottbus,St Pauli,2-0,1-0
2012-08-25,Duisburg,Dresden,1-3,0-2
2012-08-26,Bochum,Aalen,0-1,0-0
2012-08-26,Ingolstadt,Frankfurt FSV,0-2,0-1
2012-08-26,Kaiserslautern,München 1860,0-0,0-0
2012-08-27,Erzgebirge Aue,FC Köln,2-0,1-0
2012-08-31,Dresden,Kaiserslautern,1-3,0-1
2012-08-31,FC Köln,Cottbus,0-1,0-1
2012-08-31,München 1860,Duisburg,3-0,1-0
2012-09-01,Aalen,Braunschweig,0-3,0-1
2012-09-01,St Pauli,Sandhausen,2-1,0-0
2012-09-02,Frankfurt FSV,Erzgebirge Aue,1-0,0-0
2012-09-02,Paderborn,Ingolstadt,1-3,0-2
2012-09-02,Regensburg,Bochum,0-1,0-0
2012-09-03,Union Berlin,Hertha,1-2,0-1
2012-09-14,Bochum,München 1860,0-0,0-0
2012-09-14,Cottbus,Frankfurt FSV,2-2,0-1
2012-09-14,Ingolstadt,Union Berlin,2-1,1-1
2012-09-15,Braunschweig,Regensburg,1-0,0-0
2012-09-15,Sandhausen,Dresden,1-1,1-0
2012-09-16,Erzgebirge Aue,Paderborn,0-1,0-0
2012-09-16,Hertha,Aalen,2-0,0-0
2012-09-16,Kaiserslautern,Duisburg,2-1,1-0
2012-09-17,FC Köln,St Pauli,0-0,0-0
2012-09-21,Aalen,Erzgebirge Aue,2-0,1-0
2012-09-21,Frankfurt FSV,St Pauli,2-1,1-0
2012-09-21,Union Berlin,FC Köln,2-1,1-1
2012-09-22,Kaiserslautern,Hertha,1-1,0-0
2012-09-22,Paderborn,Sandhausen,3-0,0-0
2012-09-22,Regensburg,Cottbus,0-1,0-1
2012-09-23,Dresden,Ingolstadt,0-1,0-0
2012-09-23,Duisburg,Bochum,0-0,0-0
2012-09-23,München 1860,Braunschweig,1-1,0-1
2012-09-25,Cottbus,Paderborn,2-1,0-0
2012-09-25,FC Köln,Frankfurt FSV,2-1,0-0
2012-09-25,Sandhausen,Regensburg,1-2,1-1
2012-09-25,St Pauli,Aalen,0-1,0-1
2012-09-26,Braunschweig,Duisburg,3-0,0-0
2012-09-26,Erzgebirge Aue,Union Berlin,1-1,0-1
2012-09-26,Hertha,Dresden,1-0,1-0
2012-09-26,Ingolstadt,München 1860,0-2,0-1
2012-09-27,Bochum,Kaiserslautern,1-2,0-1
2012-09-28,Aalen,Frankfurt FSV,3-0,1-0
2012-09-28,Paderborn,FC Köln,1-2,0-1
2012-09-28,Regensburg,St Pauli,3-0,2-0
2012-09-29,München 1860,Sandhausen,4-0,3-0
2012-09-29,Union Berlin,Cottbus,3-1,1-0
2012-09-30,Bochum,Ingolstadt,1-1,0-1
2012-09-30,Dresden,Erzgebirge Aue,3-1,2-0
2012-09-30,Kaiserslautern,Braunschweig,1-1,1-0
2012-10-01,Duisburg,Hertha,2-2,0-1
2012-10-05,Frankfurt FSV,Paderborn,1-1,0-0
2012-10-05,Hertha,München 1860,3-0,0-0
2012-10-05,St Pauli,Union Berlin,2-2,0-1
2012-10-06,Braunschweig,Bochum,3-0,1-0
2012-10-06,Cottbus,Duisburg,0-1,0-1
2012-10-07,Erzgebirge Aue,Regensburg,3-1,1-0
2012-10-07,Ingolstadt,Kaiserslautern,1-1,0-0
2012-10-07,Sandhausen,Aalen,1-0,1-0
2012-10-08,FC Köln,Dresden,1-1,0-1
2012-10-19,Bochum,Hertha,0-2,0-0
2012-10-19,Duisburg,Ingolstadt,0-2,0-0
2012-10-19,Kaiserslautern,Sandhausen,3-1,2-1
2012-10-20,Dresden,Braunschweig,0-2,0-1
2012-10-20,Regensburg,FC Köln,2-3,1-0
2012-10-21,Aalen,Cottbus,1-1,0-0
2012-10-21,Paderborn,St Pauli,1-1,0-0
2012-10-21,Union Berlin,Frankfurt FSV,1-0,1-0
2012-10-22,München 1860,Erzgebirge Aue,1-1,0-0
2012-10-26,Cottbus,München 1860,1-0,1-0
2012-10-26,FC Köln,Kaiserslautern,3-3,2-1
