Date,Team 1,Team 2,FT,HT
2012-08-24,Dortmund,Werder Bremen,2-1,1-0
2012-08-25,Augsburg,Fortuna Dusseldorf,0-2,0-0
2012-08-25,Ein Frankfurt,Leverkusen,2-1,0-1
2012-08-25,Freiburg,Mainz,1-1,0-0
2012-08-25,Greuther Furth,Bayern Munich,0-3,0-1
2012-08-25,Hamburg,Nurnberg,0-1,0-0
2012-08-25,M'gladbach,Hoffenheim,2-1,1-0
2012-08-26,Hannover,Schalke 04,2-2,1-0
2012-08-26,Stuttgart,Wolfsburg,0-1,0-0
2012-08-31,Mainz,Greuther Furth,0-1,0-0
2012-09-01,Fortuna Dusseldorf,M'gladbach,0-0,0-0
2012-09-01,Hoffenheim,Ein Frankfurt,0-4,0-2
2012-09-01,Leverkusen,Freiburg,2-0,1-0
2012-09-01,Nurnberg,Dortmund,1-1,1-1
2012-09-01,Schalke 04,Augsburg,3-1,1-0
2012-09-01,Werder Bremen,Hamburg,2-0,0-0
2012-09-02,Bayern Munich,Stuttgart,6-1,3-1
2012-09-02,Wolfsburg,Hannover,0-4,0-2
2012-09-14,Augsburg,Wolfsburg,0-0,0-0
2012-09-15,Bayern Munich,Mainz,3-1,2-0
2012-09-15,Dortmund,Leverkusen,3-0,2-0
2012-09-15,Greuther Furth,Schalke 04,0-2,0-0
2012-09-15,Hannover,Werder Bremen,3-2,2-1
2012-09-15,M'gladbach,Nurnberg,2-3,1-2
2012-09-15,Stuttgart,Fortuna Dusseldorf,0-0,0-0
2012-09-16,Ein Frankfurt,Hamburg,3-2,2-1
2012-09-16,Freiburg,Hoffenheim,5-3,2-1
2012-09-21,Nurnberg,Ein Frankfurt,1-2,0-1
2012-09-22,Fortuna Dusseldorf,Freiburg,0-0,0-0
2012-09-22,Hamburg,Dortmund,3-2,1-0
2012-09-22,Mainz,Augsburg,2-0,2-0
2012-09-22,Schalke 04,Bayern Munich,0-2,0-0
2012-09-22,Wolfsburg,Greuther Furth,1-1,1-1
2012-09-23,Hoffenheim,Hannover,3-1,1-1
2012-09-23,Leverkusen,M'gladbach,1-1,1-1
