Round,Date,Team 1,FT,HT,Team 2
1,(Fri) 12 Aug 1983 (32),Eintracht Frankfurt (1),2-2,1-0,Borussia Dortmund (1)
1,(Sat) 13 Aug 1983 (32),Hamburger SV (1),3-2,2-0,1. FC Kaiserslautern (1)
1,(Sat) 13 Aug 1983 (32),1. FC Nürnberg (1),2-4,1-1,KFC Uerdingen (1)
1,(Sat) 13 Aug 1983 (32),Bayern München (1),2-1,0-0,Bayer 04 Leverkusen (1)
1,(Sat) 13 Aug 1983 (32),1. FC Köln (1),2-3,1-1,Arminia Bielefeld (1)
1,(Sat) 13 Aug 1983 (32),Bor. Mönchengladbach (1),1-1,0-1,Fortuna Düsseldorf (1)
1,(Sat) 13 Aug 1983 (32),VfL Bochum (1),1-0,0-0,Kickers Offenbach (1)
1,(Sat) 13 Aug 1983 (32),SV Waldhof Mannheim (1),2-0,2-0,Werder Bremen (1)
1,(Sat) 13 Aug 1983 (32),VfB Stuttgart (1),3-0,1-0,Eintracht Braunschweig (1)
2,(Wed) 17 Aug 1983 (33),Fortuna Düsseldorf (2),2-0,1-0,1. FC Köln (2)
2,(Fri) 19 Aug 1983 (33),KFC Uerdingen (2),5-2,2-1,Eintracht Frankfurt (2)
2,(Fri) 19 Aug 1983 (33),1. FC Kaiserslautern (2),2-2,1-1,VfB Stuttgart (2)
2,(Sat) 20 Aug 1983 (33),Eintracht Braunschweig (2),3-2,3-1,SV Waldhof Mannheim (2)
2,(Sat) 20 Aug 1983 (33),Kickers Offenbach (2),4-3,4-1,Bor. Mönchengladbach (2)
2,(Sat) 20 Aug 1983 (33),Arminia Bielefeld (2),1-3,1-2,Bayern München (2)
2,(Sat) 20 Aug 1983 (33),Bayer 04 Leverkusen (2),3-0,2-0,1. FC Nürnberg (2)
2,(Sat) 20 Aug 1983 (33),Borussia Dortmund (2),1-2,0-0,Hamburger SV (2)
2,(Sat) 20 Aug 1983 (33),Werder Bremen (2),5-2,1-1,VfL Bochum (2)
