Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 12 1983,Eintracht Frankfurt,2-2,Borussia Dortmund
1,Sat Aug 13 1983,1. FC Köln,2-3,Arminia Bielefeld
1,Sat Aug 13 1983,1. FC Nürnberg,2-4,KFC Uerdingen
1,Sat Aug 13 1983,Bayern München,2-1,Bayer 04 Leverkusen
1,Sat Aug 13 1983,Hamburger SV,3-2,1. FC Kaiserslautern
1,Sat Aug 13 1983,Bor. Mönchengladbach,1-1,Fortuna Düsseldorf
1,Sat Aug 13 1983,VfB Stuttgart,3-0,Eintracht Braunschweig
1,Sat Aug 13 1983,SV Waldhof Mannheim,2-0,Werder Bremen
1,Sat Aug 13 1983,VfL Bochum,1-0,Kickers Offenbach
3,Tue Aug 16 1983,1. FC Kaiserslautern,2-2,Borussia Dortmund
2,Wed Aug 17 1983,Fortuna Düsseldorf,2-0,1. FC Köln
2,Fri Aug 19 1983,1. FC Kaiserslautern,2-2,VfB Stuttgart
2,Fri Aug 19 1983,KFC Uerdingen,5-2,Eintracht Frankfurt
2,Sat Aug 20 1983,Arminia Bielefeld,1-3,Bayern München
2,Sat Aug 20 1983,Bayer 04 Leverkusen,3-0,1. FC Nürnberg
2,Sat Aug 20 1983,Borussia Dortmund,1-2,Hamburger SV
2,Sat Aug 20 1983,Eintracht Braunschweig,3-2,SV Waldhof Mannheim
2,Sat Aug 20 1983,Werder Bremen,5-2,VfL Bochum
2,Sat Aug 20 1983,Kickers Offenbach,4-3,Bor. Mönchengladbach
3,Tue Aug 23 1983,1. FC Nürnberg,2-0,Arminia Bielefeld
3,Tue Aug 23 1983,Bayern München,1-1,Fortuna Düsseldorf
3,Tue Aug 23 1983,VfB Stuttgart,0-0,SV Waldhof Mannheim
3,Tue Aug 23 1983,VfL Bochum,3-1,Eintracht Braunschweig
3,Wed Aug 24 1983,1. FC Köln,1-0,Kickers Offenbach
3,Wed Aug 24 1983,Eintracht Frankfurt,2-2,Bayer 04 Leverkusen
3,Wed Aug 24 1983,Bor. Mönchengladbach,3-1,Werder Bremen
3,Wed Aug 24 1983,Hamburger SV,2-2,KFC Uerdingen
4,Tue Aug 30 1983,KFC Uerdingen,3-1,1. FC Kaiserslautern
4,Tue Aug 30 1983,Werder Bremen,1-0,1. FC Köln
4,Wed Aug 31 1983,SV Waldhof Mannheim,3-3,VfL Bochum
4,Wed Aug 31 1983,Arminia Bielefeld,2-1,Eintracht Frankfurt
4,Wed Aug 31 1983,Fortuna Düsseldorf,2-1,1. FC Nürnberg
4,Wed Aug 31 1983,Kickers Offenbach,2-3,Bayern München
4,Wed Aug 31 1983,Borussia Dortmund,0-3,VfB Stuttgart
4,Wed Aug 31 1983,Eintracht Braunschweig,3-1,Bor. Mönchengladbach
5,Fri Sep 2 1983,1. FC Kaiserslautern,3-0,Bayer 04 Leverkusen
5,Sat Sep 3 1983,Eintracht Frankfurt,3-0,Fortuna Düsseldorf
5,Sat Sep 3 1983,1. FC Nürnberg,4-0,Kickers Offenbach
5,Sat Sep 3 1983,Hamburger SV,2-0,Arminia Bielefeld
5,Sat Sep 3 1983,Bayern München,0-0,Werder Bremen
5,Sat Sep 3 1983,Borussia Dortmund,2-1,KFC Uerdingen
5,Sat Sep 3 1983,VfB Stuttgart,4-2,VfL Bochum
5,Sat Sep 3 1983,1. FC Köln,2-1,Eintracht Braunschweig
5,Sat Sep 3 1983,Bor. Mönchengladbach,3-0,SV Waldhof Mannheim
6,Fri Sep 9 1983,Bayer 04 Leverkusen,4-2,Borussia Dortmund
6,Sat Sep 10 1983,Kickers Offenbach,2-1,Eintracht Frankfurt
6,Sat Sep 10 1983,Fortuna Düsseldorf,2-3,Hamburger SV
6,Sat Sep 10 1983,Eintracht Braunschweig,1-2,Bayern München
6,Sat Sep 10 1983,SV Waldhof Mannheim,2-2,1. FC Köln
6,Sat Sep 10 1983,Werder Bremen,2-0,1. FC Nürnberg
6,Sat Sep 10 1983,Arminia Bielefeld,3-2,1. FC Kaiserslautern
6,Sat Sep 10 1983,KFC Uerdingen,3-2,VfB Stuttgart
6,Sat Sep 10 1983,VfL Bochum,0-4,Bor. Mönchengladbach
4,Tue Sep 13 1983,Bayer 04 Leverkusen,2-0,Hamburger SV
7,Fri Sep 16 1983,1. FC Nürnberg,4-2,Eintracht Braunschweig
7,Sat Sep 17 1983,Hamburger SV,6-0,Kickers Offenbach
7,Sat Sep 17 1983,Eintracht Frankfurt,0-0,Werder Bremen
7,Sat Sep 17 1983,Bayern München,6-0,SV Waldhof Mannheim
7,Sat Sep 17 1983,1. FC Köln,3-0,VfL Bochum
7,Sat Sep 17 1983,KFC Uerdingen,2-1,Bayer 04 Leverkusen
7,Sat Sep 17 1983,Borussia Dortmund,1-0,Arminia Bielefeld
7,Sat Sep 17 1983,1. FC Kaiserslautern,5-2,Fortuna Düsseldorf
7,Sat Sep 17 1983,VfB Stuttgart,0-0,Bor. Mönchengladbach
8,Fri Sep 23 1983,Kickers Offenbach,3-2,1. FC Kaiserslautern
8,Fri Sep 23 1983,Fortuna Düsseldorf,7-0,Borussia Dortmund
8,Fri Sep 23 1983,Werder Bremen,0-0,Hamburger SV
8,Sat Sep 24 1983,Eintracht Braunschweig,4-3,Eintracht Frankfurt
8,Sat Sep 24 1983,Arminia Bielefeld,3-1,KFC Uerdingen
8,Sat Sep 24 1983,Bayer 04 Leverkusen,1-1,VfB Stuttgart
8,Sat Sep 24 1983,Bor. Mönchengladbach,4-2,1. FC Köln
8,Sat Sep 24 1983,VfL Bochum,3-1,Bayern München
8,Sat Sep 24 1983,SV Waldhof Mannheim,1-0,1. FC Nürnberg
9,Fri Sep 30 1983,1. FC Nürnberg,3-1,VfL Bochum
9,Sat Oct 1 1983,Bayer 04 Leverkusen,0-0,Arminia Bielefeld
9,Sat Oct 1 1983,Eintracht Frankfurt,1-3,SV Waldhof Mannheim
9,Sat Oct 1 1983,Bayern München,4-0,Bor. Mönchengladbach
9,Sat Oct 1 1983,VfB Stuttgart,3-2,1. FC Köln
9,Sat Oct 1 1983,KFC Uerdingen,1-3,Fortuna Düsseldorf
9,Sat Oct 1 1983,Borussia Dortmund,4-1,Kickers Offenbach
9,Sat Oct 1 1983,1. FC Kaiserslautern,3-3,Werder Bremen
9,Sat Oct 1 1983,Hamburger SV,3-0,Eintracht Braunschweig
10,Fri Oct 14 1983,Kickers Offenbach,3-2,KFC Uerdingen
10,Fri Oct 14 1983,Werder Bremen,2-1,Borussia Dortmund
10,Sat Oct 15 1983,Eintracht Braunschweig,4-0,1. FC Kaiserslautern
10,Sat Oct 15 1983,Fortuna Düsseldorf,2-2,Bayer 04 Leverkusen
10,Sat Oct 15 1983,Arminia Bielefeld,0-0,VfB Stuttgart
10,Sat Oct 15 1983,1. FC Köln,2-0,Bayern München
10,Sat Oct 15 1983,Bor. Mönchengladbach,2-0,1. FC Nürnberg
10,Sat Oct 15 1983,VfL Bochum,4-1,Eintracht Frankfurt
10,Sat Oct 15 1983,SV Waldhof Mannheim,0-1,Hamburger SV
11,Sat Oct 22 1983,Hamburger SV,2-1,VfL Bochum
11,Sat Oct 22 1983,Eintracht Frankfurt,1-1,Bor. Mönchengladbach
11,Sat Oct 22 1983,1. FC Nürnberg,1-3,1. FC Köln
11,Sat Oct 22 1983,Arminia Bielefeld,1-3,Fortuna Düsseldorf
11,Sat Oct 22 1983,Bayer 04 Leverkusen,3-1,Kickers Offenbach
11,Sat Oct 22 1983,KFC Uerdingen,0-3,Werder Bremen
11,Sat Oct 22 1983,Borussia Dortmund,0-2,Eintracht Braunschweig
11,Sat Oct 22 1983,1. FC Kaiserslautern,2-0,SV Waldhof Mannheim
11,Sat Oct 22 1983,VfB Stuttgart,1-0,Bayern München
12,Sat Oct 29 1983,SV Waldhof Mannheim,4-1,Borussia Dortmund
12,Sat Oct 29 1983,Eintracht Braunschweig,1-2,KFC Uerdingen
12,Sat Oct 29 1983,Kickers Offenbach,2-2,Arminia Bielefeld
12,Sat Oct 29 1983,Fortuna Düsseldorf,3-0,VfB Stuttgart
12,Sat Oct 29 1983,Bayern München,4-2,1. FC Nürnberg
12,Sat Oct 29 1983,1. FC Köln,7-0,Eintracht Frankfurt
12,Sat Oct 29 1983,Bor. Mönchengladbach,4-0,Hamburger SV
