Matchday,Date,Team 1,FT,Team 2
1,Sat Jul 28 2001,Energie Cottbus,1-0,Hamburger SV
1,Sat Jul 28 2001,Borussia Dortmund,2-0,1. FC Nürnberg
1,Sat Jul 28 2001,SC Freiburg,3-0,Werder Bremen
1,Sat Jul 28 2001,Bayer 04 Leverkusen,2-1,VfL Wolfsburg
1,Sat Jul 28 2001,Bor. Mönchengladbach,1-0,Bayern München
1,Sat Jul 28 2001,TSV 1860 München,0-4,1. FC Kaiserslautern
1,Sat Jul 28 2001,VfB Stuttgart,0-0,1. FC Köln
1,Sun Jul 29 2001,FC St. Pauli,0-0,Hertha BSC
2,Sat Aug 4 2001,VfL Wolfsburg,1-1,FC St. Pauli
2,Sat Aug 4 2001,Bayern München,3-0,FC Schalke 04
2,Sat Aug 4 2001,1. FC Köln,2-0,TSV 1860 München
2,Sat Aug 4 2001,Werder Bremen,3-2,Energie Cottbus
2,Sat Aug 4 2001,Hansa Rostock,0-3,Bayer 04 Leverkusen
2,Sat Aug 4 2001,Hertha BSC,0-2,Borussia Dortmund
2,Sat Aug 4 2001,Hamburger SV,2-0,VfB Stuttgart
2,Sun Aug 5 2001,1. FC Kaiserslautern,3-2,Bor. Mönchengladbach
2,Sun Aug 5 2001,1. FC Nürnberg,2-0,SC Freiburg
3,Sat Aug 11 2001,Borussia Dortmund,4-0,VfL Wolfsburg
3,Sat Aug 11 2001,Energie Cottbus,1-0,1. FC Nürnberg
3,Sat Aug 11 2001,VfB Stuttgart,0-0,Werder Bremen
3,Sat Aug 11 2001,SC Freiburg,1-3,Hertha BSC
3,Sat Aug 11 2001,TSV 1860 München,1-1,Hamburger SV
3,Sat Aug 11 2001,Bayer 04 Leverkusen,1-1,Bayern München
3,Sat Aug 11 2001,1. FC Kaiserslautern,2-1,1. FC Köln
3,Sun Aug 12 2001,Bor. Mönchengladbach,0-0,FC Schalke 04
3,Sun Aug 12 2001,FC St. Pauli,0-1,Hansa Rostock
4,Sat Aug 18 2001,Hamburger SV,2-3,1. FC Kaiserslautern
4,Sat Aug 18 2001,Bayern München,2-0,FC St. Pauli
4,Sat Aug 18 2001,VfL Wolfsburg,1-1,SC Freiburg
4,Sat Aug 18 2001,Werder Bremen,1-3,TSV 1860 München
4,Sat Aug 18 2001,1. FC Nürnberg,2-4,VfB Stuttgart
4,Sat Aug 18 2001,FC Schalke 04,3-3,Bayer 04 Leverkusen
4,Sat Aug 18 2001,Hansa Rostock,0-2,Borussia Dortmund
4,Sun Aug 19 2001,Hertha BSC,2-3,Energie Cottbus
4,Sun Aug 19 2001,1. FC Köln,0-2,Bor. Mönchengladbach
1,Tue Aug 21 2001,FC Schalke 04,3-1,Hansa Rostock
5,Sat Sep 8 2001,Energie Cottbus,3-3,VfL Wolfsburg
5,Sat Sep 8 2001,Borussia Dortmund,0-2,Bayern München
5,Sat Sep 8 2001,SC Freiburg,1-1,Hansa Rostock
5,Sat Sep 8 2001,VfB Stuttgart,0-0,Hertha BSC
5,Sat Sep 8 2001,TSV 1860 München,1-0,1. FC Nürnberg
5,Sat Sep 8 2001,FC St. Pauli,0-2,FC Schalke 04
5,Sat Sep 8 2001,Bor. Mönchengladbach,0-1,Bayer 04 Leverkusen
5,Sun Sep 9 2001,1. FC Köln,2-1,Hamburger SV
5,Sun Sep 9 2001,1. FC Kaiserslautern,2-1,Werder Bremen
6,Sat Sep 15 2001,Bayer 04 Leverkusen,3-1,FC St. Pauli
6,Sat Sep 15 2001,Hamburger SV,3-3,Bor. Mönchengladbach
6,Sat Sep 15 2001,Bayern München,1-0,SC Freiburg
6,Sat Sep 15 2001,1. FC Nürnberg,0-2,1. FC Kaiserslautern
6,Sat Sep 15 2001,FC Schalke 04,1-0,Borussia Dortmund
6,Sat Sep 15 2001,Werder Bremen,1-1,1. FC Köln
6,Sat Sep 15 2001,VfL Wolfsburg,0-2,VfB Stuttgart
6,Sun Sep 16 2001,Hansa Rostock,0-0,Energie Cottbus
6,Sun Sep 16 2001,Hertha BSC,2-1,TSV 1860 München
7,Sat Sep 22 2001,1. FC Köln,1-2,1. FC Nürnberg
7,Sat Sep 22 2001,Borussia Dortmund,1-1,Bayer 04 Leverkusen
7,Sat Sep 22 2001,Energie Cottbus,0-3,Bayern München
7,Sat Sep 22 2001,SC Freiburg,2-0,FC Schalke 04
