Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 27 Jul 2001 (W30),MSV Duisburg (1),1-4,1-2,Rot Weiss Ahlen (1)
?,(Fri) 27 Jul 2001 (W30),Greuther Fürth (1),2-2,1-1,Rot-Weiß Oberhausen (1)
?,(Fri) 27 Jul 2001 (W30),1. FC Saarbrücken (1),1-3,0-2,VfR Mannheim (1)
?,(Sat) 28 Jul 2001 (W30),Arminia Bielefeld (1),0-1,0-0,SV Babelsberg 03 (1)
?,(Sat) 28 Jul 2001 (W30),Eintracht Frankfurt (1),3-1,0-1,SSV Reutlingen 05 (1)
?,(Sun) 29 Jul 2001 (W30),Alemannia Aachen (1),0-2,0-0,1. FSV Mainz 05 (1)
?,(Sun) 29 Jul 2001 (W30),Karlsruher SC (1),1-0,0-0,1. FC Schweinfurt 05 (1)
?,(Sun) 29 Jul 2001 (W30),SpVgg Unterhaching (1),0-2,0-0,VfL Bochum (1)
?,(Mon) 30 Jul 2001 (W31),1. FC Union Berlin (1),1-1,0-0,Hannover 96 (1)
?,(Fri) 3 Aug 2001 (W31),Rot Weiss Ahlen (2),1-0,1-0,Greuther Fürth (2)
?,(Fri) 3 Aug 2001 (W31),Rot-Weiß Oberhausen (2),0-3,0-1,1. FC Union Berlin (2)
?,(Fri) 3 Aug 2001 (W31),1. FC Schweinfurt 05 (2),2-1,1-1,1. FC Saarbrücken (2)
?,(Sat) 4 Aug 2001 (W31),VfL Bochum (2),1-1,1-1,Karlsruher SC (2)
?,(Sat) 4 Aug 2001 (W31),SSV Reutlingen 05 (2),2-3,1-2,Arminia Bielefeld (2)
?,(Sun) 5 Aug 2001 (W31),SV Babelsberg 03 (2),3-1,1-1,MSV Duisburg (2)
?,(Sun) 5 Aug 2001 (W31),Hannover 96 (2),3-0,3-0,Alemannia Aachen (2)
?,(Sun) 5 Aug 2001 (W31),1. FSV Mainz 05 (2),2-0,2-0,SpVgg Unterhaching (2)
?,(Mon) 6 Aug 2001 (W32),VfR Mannheim (2),0-0,0-0,Eintracht Frankfurt (2)
?,(Fri) 10 Aug 2001 (W32),Arminia Bielefeld (3),5-0,3-0,VfR Mannheim (3)
?,(Fri) 10 Aug 2001 (W32),VfL Bochum (3),2-1,2-1,1. FSV Mainz 05 (3)
?,(Fri) 10 Aug 2001 (W32),MSV Duisburg (3),3-3,1-1,SSV Reutlingen 05 (3)
?,(Sat) 11 Aug 2001 (W32),Alemannia Aachen (3),2-1,1-1,Rot-Weiß Oberhausen (3)
?,(Sat) 11 Aug 2001 (W32),1. FC Union Berlin (3),5-0,1-0,Rot Weiss Ahlen (3)
?,(Sun) 12 Aug 2001 (W32),Eintracht Frankfurt (3),2-0,0-0,1. FC Schweinfurt 05 (3)
?,(Sun) 12 Aug 2001 (W32),Greuther Fürth (3),1-0,1-0,SV Babelsberg 03 (3)
?,(Sun) 12 Aug 2001 (W32),SpVgg Unterhaching (3),1-1,0-0,Hannover 96 (3)
?,(Mon) 13 Aug 2001 (W33),Karlsruher SC (3),2-0,1-0,1. FC Saarbrücken (3)
?,(Fri) 17 Aug 2001 (W33),Rot-Weiß Oberhausen (4),0-2,0-0,SpVgg Unterhaching (4)
?,(Fri) 17 Aug 2001 (W33),SSV Reutlingen 05 (4),0-1,0-1,Greuther Fürth (4)
?,(Fri) 17 Aug 2001 (W33),1. FC Schweinfurt 05 (4),1-0,0-0,Arminia Bielefeld (4)
?,(Sat) 18 Aug 2001 (W33),SV Babelsberg 03 (4),3-2,0-1,1. FC Union Berlin (4)
?,(Sat) 18 Aug 2001 (W33),1. FC Saarbrücken (4),0-2,0-1,Eintracht Frankfurt (4)
?,(Sun) 19 Aug 2001 (W33),Rot Weiss Ahlen (4),1-0,1-0,Alemannia Aachen (4)
?,(Sun) 19 Aug 2001 (W33),Hannover 96 (4),2-0,0-0,VfL Bochum (4)
?,(Sun) 19 Aug 2001 (W33),1. FSV Mainz 05 (4),1-0,0-0,Karlsruher SC (4)
?,(Mon) 20 Aug 2001 (W34),VfR Mannheim (4),3-1,2-1,MSV Duisburg (4)
?,(Fri) 7 Sep 2001 (W36),1. FSV Mainz 05 (5),2-2,1-2,Hannover 96 (5)
?,(Fri) 7 Sep 2001 (W36),1. FC Union Berlin (5),5-0,3-0,SSV Reutlingen 05 (5)
?,(Fri) 7 Sep 2001 (W36),SpVgg Unterhaching (5),2-3,2-3,Rot Weiss Ahlen (5)
?,(Sat) 8 Sep 2001 (W36),MSV Duisburg (5),0-0,0-0,1. FC Schweinfurt 05 (5)
?,(Sat) 8 Sep 2001 (W36),Greuther Fürth (5),3-1,2-0,VfR Mannheim (5)
?,(Sun) 9 Sep 2001 (W36),Alemannia Aachen (5),2-2,0-2,SV Babelsberg 03 (5)
?,(Sun) 9 Sep 2001 (W36),Arminia Bielefeld (5),3-1,2-0,1. FC Saarbrücken (5)
?,(Sun) 9 Sep 2001 (W36),VfL Bochum (5),3-3,2-2,Rot-Weiß Oberhausen (5)
?,(Mon) 10 Sep 2001 (W37),Karlsruher SC (5),2-3,1-2,Eintracht Frankfurt (5)
?,(Fri) 14 Sep 2001 (W37),Rot Weiss Ahlen (6),2-5,2-1,VfL Bochum (6)
?,(Fri) 14 Sep 2001 (W37),Rot-Weiß Oberhausen (6),1-3,0-2,1. FSV Mainz 05 (6)
?,(Fri) 14 Sep 2001 (W37),1. FC Saarbrücken (6),1-0,0-0,MSV Duisburg (6)
?,(Sat) 15 Sep 2001 (W37),SV Babelsberg 03 (6),1-4,0-2,SpVgg Unterhaching (6)
?,(Sat) 15 Sep 2001 (W37),SSV Reutlingen 05 (6),3-1,3-0,Alemannia Aachen (6)
?,(Sun) 16 Sep 2001 (W37),Hannover 96 (6),5-0,3-0,Karlsruher SC (6)
?,(Sun) 16 Sep 2001 (W37),VfR Mannheim (6),1-1,0-0,1. FC Union Berlin (6)
?,(Sun) 16 Sep 2001 (W37),1. FC Schweinfurt 05 (6),0-0,0-0,Greuther Fürth (6)
?,(Mon) 17 Sep 2001 (W38),Eintracht Frankfurt (6),0-2,0-0,Arminia Bielefeld (6)
?,(Fri) 21 Sep 2001 (W38),Hannover 96 (7),2-0,1-0,Rot-Weiß Oberhausen (7)
?,(Fri) 21 Sep 2001 (W38),Karlsruher SC (7),0-1,0-0,Arminia Bielefeld (7)
?,(Fri) 21 Sep 2001 (W38),SpVgg Unterhaching (7),3-2,0-1,SSV Reutlingen 05 (7)
?,(Sat) 22 Sep 2001 (W38),VfL Bochum (7),4-1,2-0,SV Babelsberg 03 (7)
?,(Sat) 22 Sep 2001 (W38),1. FSV Mainz 05 (7),5-1,3-1,Rot Weiss Ahlen (7)
?,(Sun) 23 Sep 2001 (W38),Alemannia Aachen (7),1-0,1-0,VfR Mannheim (7)
?,(Sun) 23 Sep 2001 (W38),Greuther Fürth (7),3-1,0-1,1. FC Saarbrücken (7)
?,(Sun) 23 Sep 2001 (W38),1. FC Union Berlin (7),3-0,2-0,1. FC Schweinfurt 05 (7)
?,(Mon) 24 Sep 2001 (W39),MSV Duisburg (7),1-1,0-1,Eintracht Frankfurt (7)
?,(Fri) 28 Sep 2001 (W39),Arminia Bielefeld (8),2-2,1-2,MSV Duisburg (8)
?,(Fri) 28 Sep 2001 (W39),Rot-Weiß Oberhausen (8),1-2,1-1,Karlsruher SC (8)
?,(Fri) 28 Sep 2001 (W39),SSV Reutlingen 05 (8),3-0,1-0,VfL Bochum (8)
