Date,Team 1,Team 2,FT,HT
2009-08-07,Karlsruhe,Aachen,1-1,0-0
2009-08-07,Oberhausen,Union Berlin,0-3,0-1
2009-08-07,St Pauli,Ahlen,2-1,1-1
2009-08-08,Fortuna Dusseldorf,Paderborn,3-0,3-0
2009-08-08,Kaiserslautern,Greuther Furth,2-1,2-0
2009-08-09,Cottbus,Augsburg,3-1,2-1
2009-08-09,Frankfurt FSV,Duisburg,1-2,0-2
2009-08-09,Munich 1860,Koblenz,2-0,1-0
2009-08-10,Bielefeld,Hansa Rostock,3-1,1-1
2009-08-14,Duisburg,Cottbus,2-2,1-1
2009-08-14,Greuther Furth,Frankfurt FSV,4-0,1-0
2009-08-14,Paderborn,Karlsruhe,2-0,2-0
2009-08-15,Hansa Rostock,Munich 1860,2-1,1-1
2009-08-15,Union Berlin,Fortuna Dusseldorf,1-0,0-0
2009-08-16,Ahlen,Kaiserslautern,0-1,0-1
2009-08-16,Augsburg,Oberhausen,2-2,0-1
2009-08-16,Koblenz,Bielefeld,3-2,0-0
2009-08-17,Aachen,St Pauli,0-5,0-4
2009-08-21,Fortuna Dusseldorf,Koblenz,1-0,1-0
2009-08-21,Frankfurt FSV,Paderborn,0-0,0-0
2009-08-21,Union Berlin,Hansa Rostock,1-0,1-0
2009-08-22,Bielefeld,Augsburg,1-2,0-0
2009-08-22,St Pauli,Duisburg,2-2,2-1
2009-08-23,Cottbus,Greuther Furth,1-3,1-2
2009-08-23,Kaiserslautern,Aachen,1-1,0-1
2009-08-23,Oberhausen,Ahlen,2-0,0-0
2009-08-24,Munich 1860,Karlsruhe,1-3,1-1
2009-08-28,Ahlen,Munich 1860,0-0,0-0
2009-08-28,Karlsruhe,St Pauli,0-4,0-1
2009-08-28,Koblenz,Cottbus,0-2,0-1
2009-08-29,Greuther Furth,Bielefeld,2-4,1-0
2009-08-29,Hansa Rostock,Oberhausen,0-2,0-1
2009-08-30,Aachen,Frankfurt FSV,3-0,2-0
2009-08-30,Augsburg,Union Berlin,1-1,0-0
2009-08-30,Paderborn,Kaiserslautern,0-0,0-0
2009-08-31,Duisburg,Fortuna Dusseldorf,3-0,1-0
2009-09-11,Bielefeld,Ahlen,2-0,0-0
2009-09-11,Fortuna Dusseldorf,Augsburg,1-1,0-1
2009-09-11,Kaiserslautern,Duisburg,4-1,1-0
2009-09-12,Hansa Rostock,Koblenz,2-1,2-1
2009-09-12,Munich 1860,Greuther Furth,3-1,0-0
2009-09-13,Frankfurt FSV,St Pauli,2-3,2-1
2009-09-13,Oberhausen,Aachen,1-0,0-0
2009-09-13,Union Berlin,Paderborn,5-4,3-2
2009-09-14,Cottbus,Karlsruhe,2-4,2-1
2009-09-18,Duisburg,Bielefeld,0-3,0-1
2009-09-18,Karlsruhe,Frankfurt FSV,2-0,0-0
2009-09-18,Koblenz,Union Berlin,1-1,1-0
2009-09-18,Paderborn,Cottbus,5-1,3-1
2009-09-19,Ahlen,Fortuna Dusseldorf,1-4,1-2
2009-09-19,Greuther Furth,Oberhausen,4-0,1-0
2009-09-20,Aachen,Munich 1860,2-0,1-0
2009-09-20,Augsburg,Hansa Rostock,5-2,2-1
2009-09-20,St Pauli,Kaiserslautern,1-2,0-1
2009-09-25,Cottbus,Frankfurt FSV,3-0,2-0
2009-09-25,Oberhausen,Duisburg,1-0,1-0
2009-09-25,Union Berlin,Ahlen,2-1,2-1
2009-09-26,Bielefeld,St Pauli,1-0,1-0
2009-09-26,Kaiserslautern,Karlsruhe,2-0,1-0
2009-09-27,Augsburg,Koblenz,1-1,0-1
2009-09-27,Hansa Rostock,Greuther Furth,4-0,1-0
