Date,Team 1,Team 2,FT,HT
2009-08-07,Wolfsburg,Stuttgart,2-0,0-0
2009-08-08,Dortmund,FC Köln,1-0,0-0
2009-08-08,Hertha,Hannover,1-0,0-0
2009-08-08,Hoffenheim,Bayern München,1-1,1-1
2009-08-08,Mainz,Leverkusen,2-2,1-2
2009-08-08,Nürnberg,Schalke 04,1-2,0-1
2009-08-08,Werder Bremen,Ein Frankfurt,2-3,2-2
2009-08-09,Bochum,M'gladbach,3-3,0-3
2009-08-09,Freiburg,Hamburg,1-1,0-1
2009-08-15,Bayern München,Werder Bremen,1-1,0-1
2009-08-15,Ein Frankfurt,Nürnberg,1-1,1-0
2009-08-15,FC Köln,Wolfsburg,1-3,0-0
2009-08-15,Hamburg,Dortmund,4-1,3-1
2009-08-15,Hannover,Mainz,1-1,0-0
2009-08-15,Leverkusen,Hoffenheim,1-0,0-0
2009-08-15,Stuttgart,Freiburg,4-2,0-0
2009-08-16,M'gladbach,Hertha,2-1,1-0
2009-08-16,Schalke 04,Bochum,3-0,2-0
2009-08-21,Hoffenheim,Schalke 04,0-0,0-0
2009-08-22,Dortmund,Stuttgart,1-1,1-0
2009-08-22,FC Köln,Ein Frankfurt,0-0,0-0
2009-08-22,Freiburg,Leverkusen,0-5,0-1
2009-08-22,Mainz,Bayern München,2-1,2-0
2009-08-22,Nürnberg,Hannover,0-2,0-1
2009-08-23,Bochum,Hertha,1-0,0-0
2009-08-23,Werder Bremen,M'gladbach,3-0,2-0
2009-08-23,Wolfsburg,Hamburg,2-4,0-2
2009-08-28,M'gladbach,Mainz,2-0,1-0
2009-08-29,Bayern München,Wolfsburg,3-0,1-0
2009-08-29,Ein Frankfurt,Dortmund,1-1,0-0
2009-08-29,Hannover,Hoffenheim,0-1,0-1
2009-08-29,Leverkusen,Bochum,2-1,1-1
2009-08-29,Schalke 04,Freiburg,0-1,0-1
2009-08-29,Stuttgart,Nürnberg,0-0,0-0
2009-08-30,Hamburg,FC Köln,3-1,1-0
2009-08-30,Hertha,Werder Bremen,2-3,0-0
2009-09-12,Dortmund,Bayern München,1-5,1-1
2009-09-12,Freiburg,Ein Frankfurt,0-2,0-0
2009-09-12,Hamburg,Stuttgart,3-1,1-0
2009-09-12,Hoffenheim,Bochum,3-0,1-0
2009-09-12,Mainz,Hertha,2-1,0-0
2009-09-12,Nürnberg,M'gladbach,1-0,1-0
2009-09-12,Wolfsburg,Leverkusen,2-3,0-1
2009-09-13,FC Köln,Schalke 04,1-2,1-1
2009-09-13,Werder Bremen,Hannover,0-0,0-0
2009-09-18,Schalke 04,Wolfsburg,1-2,0-0
2009-09-19,Bayern München,Nürnberg,2-1,0-0
2009-09-19,Bochum,Mainz,2-3,2-1
2009-09-19,Hannover,Dortmund,1-1,0-1
2009-09-19,M'gladbach,Hoffenheim,2-4,2-1
2009-09-19,Stuttgart,FC Köln,0-2,0-1
