Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 24 2018,Bayern München,3-1,TSG 1899 Hoffenheim
1,Sat Aug 25 2018,Hertha BSC,1-0,1. FC Nürnberg
1,Sat Aug 25 2018,Werder Bremen,1-1,Hannover 96
1,Sat Aug 25 2018,SC Freiburg,0-2,Eintracht Frankfurt
1,Sat Aug 25 2018,VfL Wolfsburg,2-1,FC Schalke 04
1,Sat Aug 25 2018,Fortuna Düsseldorf,1-2,FC Augsburg
1,Sat Aug 25 2018,Bor. Mönchengladbach,2-0,Bayer 04 Leverkusen
1,Sun Aug 26 2018,1. FSV Mainz 05,1-0,VfB Stuttgart
1,Sun Aug 26 2018,Borussia Dortmund,4-1,RB Leipzig
2,Fri Aug 31 2018,Hannover 96,0-0,Borussia Dortmund
2,Sat Sep 1 2018,TSG 1899 Hoffenheim,3-1,SC Freiburg
2,Sat Sep 1 2018,Bayer 04 Leverkusen,1-3,VfL Wolfsburg
2,Sat Sep 1 2018,Eintracht Frankfurt,1-2,Werder Bremen
2,Sat Sep 1 2018,FC Augsburg,1-1,Bor. Mönchengladbach
2,Sat Sep 1 2018,1. FC Nürnberg,1-1,1. FSV Mainz 05
2,Sat Sep 1 2018,VfB Stuttgart,0-3,Bayern München
2,Sun Sep 2 2018,RB Leipzig,1-1,Fortuna Düsseldorf
2,Sun Sep 2 2018,FC Schalke 04,0-2,Hertha BSC
3,Fri Sep 14 2018,Borussia Dortmund,3-1,Eintracht Frankfurt
3,Sat Sep 15 2018,RB Leipzig,3-2,Hannover 96
3,Sat Sep 15 2018,1. FSV Mainz 05,2-1,FC Augsburg
3,Sat Sep 15 2018,VfL Wolfsburg,2-2,Hertha BSC
3,Sat Sep 15 2018,Fortuna Düsseldorf,2-1,TSG 1899 Hoffenheim
3,Sat Sep 15 2018,Bayern München,3-1,Bayer 04 Leverkusen
3,Sat Sep 15 2018,Bor. Mönchengladbach,2-1,FC Schalke 04
3,Sun Sep 16 2018,Werder Bremen,1-1,1. FC Nürnberg
3,Sun Sep 16 2018,SC Freiburg,3-3,VfB Stuttgart
4,Fri Sep 21 2018,VfB Stuttgart,0-0,Fortuna Düsseldorf
4,Sat Sep 22 2018,TSG 1899 Hoffenheim,1-1,Borussia Dortmund
4,Sat Sep 22 2018,Hertha BSC,4-2,Bor. Mönchengladbach
4,Sat Sep 22 2018,FC Augsburg,2-3,Werder Bremen
4,Sat Sep 22 2018,VfL Wolfsburg,1-3,SC Freiburg
4,Sat Sep 22 2018,1. FC Nürnberg,2-0,Hannover 96
4,Sat Sep 22 2018,FC Schalke 04,0-2,Bayern München
4,Sun Sep 23 2018,Bayer 04 Leverkusen,1-0,1. FSV Mainz 05
4,Sun Sep 23 2018,Eintracht Frankfurt,1-1,RB Leipzig
5,Tue Sep 25 2018,Werder Bremen,3-1,Hertha BSC
5,Tue Sep 25 2018,Bayern München,1-1,FC Augsburg
5,Tue Sep 25 2018,Hannover 96,1-3,TSG 1899 Hoffenheim
5,Tue Sep 25 2018,SC Freiburg,1-0,FC Schalke 04
5,Wed Sep 26 2018,Fortuna Düsseldorf,1-2,Bayer 04 Leverkusen
5,Wed Sep 26 2018,Borussia Dortmund,7-0,1. FC Nürnberg
5,Wed Sep 26 2018,RB Leipzig,2-0,VfB Stuttgart
5,Wed Sep 26 2018,Bor. Mönchengladbach,3-1,Eintracht Frankfurt
5,Wed Sep 26 2018,1. FSV Mainz 05,0-0,VfL Wolfsburg
6,Fri Sep 28 2018,Hertha BSC,2-0,Bayern München
6,Sat Sep 29 2018,FC Schalke 04,1-0,1. FSV Mainz 05
6,Sat Sep 29 2018,TSG 1899 Hoffenheim,1-2,RB Leipzig
6,Sat Sep 29 2018,VfB Stuttgart,2-1,Werder Bremen
6,Sat Sep 29 2018,VfL Wolfsburg,2-2,Bor. Mönchengladbach
6,Sat Sep 29 2018,1. FC Nürnberg,3-0,Fortuna Düsseldorf
6,Sat Sep 29 2018,Bayer 04 Leverkusen,2-4,Borussia Dortmund
6,Sun Sep 30 2018,Eintracht Frankfurt,4-1,Hannover 96
6,Sun Sep 30 2018,FC Augsburg,4-1,SC Freiburg
7,Fri Oct 5 2018,Werder Bremen,2-0,VfL Wolfsburg
7,Sat Oct 6 2018,Bayern München,0-3,Bor. Mönchengladbach
7,Sat Oct 6 2018,Borussia Dortmund,4-3,FC Augsburg
7,Sat Oct 6 2018,Hannover 96,3-1,VfB Stuttgart
7,Sat Oct 6 2018,1. FSV Mainz 05,0-0,Hertha BSC
7,Sat Oct 6 2018,Fortuna Düsseldorf,0-2,FC Schalke 04
7,Sun Oct 7 2018,SC Freiburg,0-0,Bayer 04 Leverkusen
7,Sun Oct 7 2018,RB Leipzig,6-0,1. FC Nürnberg
7,Sun Oct 7 2018,TSG 1899 Hoffenheim,1-2,Eintracht Frankfurt
8,Fri Oct 19 2018,Eintracht Frankfurt,7-1,Fortuna Düsseldorf
8,Sat Oct 20 2018,FC Schalke 04,0-2,Werder Bremen
8,Sat Oct 20 2018,Bayer 04 Leverkusen,2-2,Hannover 96
8,Sat Oct 20 2018,VfB Stuttgart,0-4,Borussia Dortmund
8,Sat Oct 20 2018,FC Augsburg,0-0,RB Leipzig
8,Sat Oct 20 2018,VfL Wolfsburg,1-3,Bayern München
8,Sat Oct 20 2018,1. FC Nürnberg,1-3,TSG 1899 Hoffenheim
8,Sun Oct 21 2018,Bor. Mönchengladbach,4-0,1. FSV Mainz 05
8,Sun Oct 21 2018,Hertha BSC,1-1,SC Freiburg
9,Fri Oct 26 2018,SC Freiburg,3-1,Bor. Mönchengladbach
9,Sat Oct 27 2018,TSG 1899 Hoffenheim,4-0,VfB Stuttgart
9,Sat Oct 27 2018,Borussia Dortmund,2-2,Hertha BSC
9,Sat Oct 27 2018,Hannover 96,1-2,FC Augsburg
9,Sat Oct 27 2018,1. FSV Mainz 05,1-2,Bayern München
9,Sat Oct 27 2018,Fortuna Düsseldorf,0-3,VfL Wolfsburg
9,Sun Oct 28 2018,RB Leipzig,0-0,FC Schalke 04
9,Sun Oct 28 2018,Werder Bremen,2-6,Bayer 04 Leverkusen
9,Sun Oct 28 2018,1. FC Nürnberg,1-1,Eintracht Frankfurt
10,Fri Nov 2 2018,VfB Stuttgart,0-3,Eintracht Frankfurt
10,Sat Nov 3 2018,Bayern München,1-1,SC Freiburg
