Date,Team 1,Team 2,FT,HT
2004-08-06,Werder Bremen,Schalke 04,1-0,0-0
2004-08-07,Dortmund,Wolfsburg,1-2,1-1
2004-08-07,Freiburg,Hansa Rostock,0-0,0-0
2004-08-07,Hamburg,Bayern München,0-2,0-1
2004-08-07,Hertha,Bochum,2-2,2-0
2004-08-07,Kaiserslautern,Nürnberg,1-3,0-1
2004-08-07,Leverkusen,Hannover,2-1,0-1
2004-08-08,Bielefeld,M'gladbach,0-0,0-0
2004-08-08,Stuttgart,Mainz,4-2,2-0
2004-08-14,Bayern München,Hertha,1-1,0-1
2004-08-14,Hansa Rostock,Werder Bremen,0-4,0-0
2004-08-14,Mainz,Hamburg,2-1,0-1
2004-08-14,M'gladbach,Dortmund,2-3,2-3
2004-08-14,Nürnberg,Stuttgart,1-1,1-1
2004-08-14,Schalke 04,Kaiserslautern,2-1,1-1
2004-08-15,Bochum,Leverkusen,2-2,1-0
2004-08-15,Wolfsburg,Freiburg,0-1,0-0
2004-08-28,Bielefeld,Bochum,1-2,0-1
2004-08-28,Freiburg,M'gladbach,1-1,1-0
2004-08-28,Hamburg,Nürnberg,4-3,2-1
2004-08-28,Hertha,Mainz,1-1,0-0
2004-08-28,Kaiserslautern,Stuttgart,2-3,2-1
2004-08-28,Leverkusen,Bayern München,4-1,1-0
2004-08-28,Schalke 04,Hansa Rostock,0-2,0-1
2004-08-29,Dortmund,Hannover,1-1,1-0
2004-08-29,Werder Bremen,Wolfsburg,1-2,0-0
2004-09-11,Bayern München,Bielefeld,1-0,1-0
2004-09-11,Bochum,Dortmund,2-2,1-0
2004-09-11,Mainz,Leverkusen,2-0,0-0
2004-09-11,M'gladbach,Werder Bremen,3-1,1-0
2004-09-11,Nürnberg,Hertha,0-0,0-0
2004-09-11,Stuttgart,Hamburg,2-0,1-0
2004-09-11,Wolfsburg,Schalke 04,3-0,2-0
2004-09-12,Hannover,Freiburg,2-2,2-0
2004-09-12,Hansa Rostock,Kaiserslautern,2-3,0-2
2004-09-18,Bielefeld,Mainz,1-1,0-0
2004-09-18,Dortmund,Bayern München,2-2,1-0
2004-09-18,Hansa Rostock,Wolfsburg,1-2,1-1
2004-09-18,Kaiserslautern,Hamburg,2-1,1-0
2004-09-18,Leverkusen,Nürnberg,2-2,0-1
2004-09-18,Schalke 04,M'gladbach,3-2,1-1
2004-09-18,Werder Bremen,Hannover,3-0,1-0
2004-09-19,Freiburg,Bochum,1-1,0-0
2004-09-19,Hertha,Stuttgart,0-0,0-0
2004-09-25,Bayern München,Freiburg,3-1,2-1
2004-09-25,Bochum,Werder Bremen,1-4,0-0
2004-09-25,Hannover,Schalke 04,1-0,0-0
2004-09-25,M'gladbach,Hansa Rostock,2-2,2-0
2004-09-25,Nürnberg,Bielefeld,1-2,0-1
2004-09-25,Stuttgart,Leverkusen,3-0,2-0
2004-09-25,Wolfsburg,Kaiserslautern,2-1,1-0
2004-09-26,Hamburg,Hertha,2-1,1-1
2004-09-26,Mainz,Dortmund,1-1,0-1
2004-09-28,Hannover,Bielefeld,0-1,0-0
2004-10-02,Dortmund,Nürnberg,2-2,2-2
2004-10-02,Freiburg,Mainz,1-2,0-1
2004-10-02,Hansa Rostock,Hannover,1-3,0-2
2004-10-02,Kaiserslautern,Hertha,0-2,0-1
2004-10-02,Leverkusen,Hamburg,3-0,1-0
2004-10-02,Werder Bremen,Bayern München,1-2,0-1
2004-10-02,Wolfsburg,M'gladbach,2-1,2-1
2004-10-03,Bielefeld,Stuttgart,0-2,0-1
2004-10-03,Schalke 04,Bochum,3-2,3-0
2004-10-16,Bayern München,Schalke 04,0-1,0-0
2004-10-16,Bochum,Hansa Rostock,0-1,0-0
2004-10-16,Hamburg,Bielefeld,0-2,0-0
2004-10-16,Hertha,Leverkusen,3-1,1-0
2004-10-16,Mainz,Werder Bremen,2-1,0-0
2004-10-16,Nürnberg,Freiburg,3-0,1-0
2004-10-16,Stuttgart,Dortmund,2-0,0-0
2004-10-17,Hannover,Wolfsburg,3-0,1-0
2004-10-17,M'gladbach,Kaiserslautern,2-0,0-0
2004-10-23,Bielefeld,Hertha,1-0,1-0
2004-10-23,Dortmund,Hamburg,0-2,0-1
2004-10-23,Hansa Rostock,Bayern München,0-2,0-0
2004-10-23,Kaiserslautern,Leverkusen,0-0,0-0
2004-10-23,M'gladbach,Hannover,0-2,0-2
2004-10-23,Werder Bremen,Nürnberg,4-1,2-0
2004-10-23,Wolfsburg,Bochum,3-0,3-0
2004-10-24,Freiburg,Stuttgart,2-0,1-0
2004-10-24,Schalke 04,Mainz,2-1,1-0
2004-10-26,Bayern München,Wolfsburg,2-0,2-0
2004-10-26,Bochum,M'gladbach,3-0,0-0
2004-10-26,Hannover,Kaiserslautern,3-1,1-1
2004-10-26,Hertha,Dortmund,0-1,0-1
2004-10-27,Hamburg,Freiburg,4-0,2-0
2004-10-27,Leverkusen,Bielefeld,3-2,0-1
2004-10-27,Mainz,Hansa Rostock,3-1,0-0
2004-10-27,Nürnberg,Schalke 04,0-2,0-2
2004-10-27,Stuttgart,Werder Bremen,1-2,1-0
2004-10-30,Dortmund,Leverkusen,1-0,1-0
2004-10-30,Freiburg,Hertha,1-3,1-1
2004-10-30,Hannover,Bochum,3-0,1-0
2004-10-30,M'gladbach,Bayern München,2-0,0-0
2004-10-30,Schalke 04,Stuttgart,3-2,3-2
2004-10-30,Werder Bremen,Hamburg,1-1,0-1
2004-10-30,Wolfsburg,Mainz,4-3,2-2
2004-10-31,Hansa Rostock,Nürnberg,0-2,0-0
2004-10-31,Kaiserslautern,Bielefeld,2-1,0-0
2004-11-06,Bayern München,Hannover,3-0,1-0
2004-11-06,Bielefeld,Dortmund,1-0,1-0
2004-11-06,Bochum,Kaiserslautern,1-1,0-1
2004-11-06,Hertha,Werder Bremen,1-1,0-0
2004-11-06,Leverkusen,Freiburg,4-1,0-1
2004-11-06,Mainz,M'gladbach,1-1,0-1
2004-11-06,Nürnberg,Wolfsburg,4-0,3-0
2004-11-07,Hamburg,Schalke 04,1-2,0-0
2004-11-07,Stuttgart,Hansa Rostock,4-0,2-0
2004-11-13,Freiburg,Bielefeld,2-3,2-2
2004-11-13,Hannover,Mainz,2-0,1-0
2004-11-13,Kaiserslautern,Dortmund,1-0,0-0
2004-11-13,M'gladbach,Nürnberg,2-1,1-0
2004-11-13,Schalke 04,Hertha,1-3,0-1
2004-11-13,Werder Bremen,Leverkusen,2-2,1-0
2004-11-13,Wolfsburg,Stuttgart,3-0,1-0
2004-11-14,Bochum,Bayern München,1-3,0-0
2004-11-14,Hansa Rostock,Hamburg,0-6,0-3
2004-11-20,Bayern München,Kaiserslautern,3-1,2-1
2004-11-20,Bielefeld,Werder Bremen,2-1,1-0
2004-11-20,Dortmund,Freiburg,2-0,1-0
2004-11-20,Hertha,Hansa Rostock,1-1,0-1
2004-11-20,Leverkusen,Schalke 04,0-3,0-2
2004-11-20,Mainz,Bochum,1-0,1-0
2004-11-20,Stuttgart,M'gladbach,1-0,0-0
2004-11-21,Hamburg,Wolfsburg,3-1,2-1
2004-11-21,Nürnberg,Hannover,1-1,0-0
2004-11-27,Bayern München,Mainz,4-2,3-0
2004-11-27,Bochum,Nürnberg,3-1,2-0
2004-11-27,Hansa Rostock,Leverkusen,0-2,0-1
2004-11-27,Kaiserslautern,Freiburg,3-0,1-0
2004-11-27,M'gladbach,Hamburg,1-3,0-2
2004-11-27,Werder Bremen,Dortmund,2-0,1-0
2004-11-27,Wolfsburg,Hertha,2-3,0-1
2004-11-28,Hannover,Stuttgart,0-0,0-0
2004-11-28,Schalke 04,Bielefeld,2-1,2-1
2004-12-04,Bielefeld,Hansa Rostock,1-1,0-0
2004-12-04,Freiburg,Werder Bremen,0-6,0-3
2004-12-04,Hamburg,Hannover,0-2,0-1
2004-12-04,Hertha,M'gladbach,6-0,1-0
2004-12-04,Leverkusen,Wolfsburg,2-1,0-1
2004-12-04,Nürnberg,Bayern München,2-2,1-1
2004-12-04,Stuttgart,Bochum,5-2,2-1
2004-12-05,Dortmund,Schalke 04,0-1,0-1
2004-12-05,Kaiserslautern,Mainz,2-0,1-0
2004-12-11,Bayern München,Stuttgart,2-2,0-1
2004-12-11,Bochum,Hamburg,1-2,0-2
2004-12-11,Hannover,Hertha,0-1,0-0
2004-12-11,Hansa Rostock,Dortmund,1-1,1-1
2004-12-11,Mainz,Nürnberg,0-1,0-1
2004-12-11,Schalke 04,Freiburg,1-1,1-0
2004-12-11,Werder Bremen,Kaiserslautern,1-1,0-0
2004-12-12,M'gladbach,Leverkusen,1-1,0-0
2004-12-12,Wolfsburg,Bielefeld,5-0,4-0
2005-01-21,Bayern München,Hamburg,3-0,1-0
2005-01-22,Hansa Rostock,Freiburg,0-0,0-0
2005-01-22,Mainz,Stuttgart,2-3,1-0
2005-01-22,M'gladbach,Bielefeld,1-0,0-0
2005-01-22,Nürnberg,Kaiserslautern,1-3,0-0
2005-01-22,Schalke 04,Werder Bremen,2-1,0-0
2005-01-22,Wolfsburg,Dortmund,1-2,0-0
2005-01-23,Bochum,Hertha,2-2,1-2
2005-01-23,Hannover,Leverkusen,0-3,0-2
2005-01-29,Bielefeld,Hannover,0-1,0-1
2005-01-29,Dortmund,M'gladbach,1-1,1-0
2005-01-29,Freiburg,Wolfsburg,1-0,0-0
2005-01-29,Hamburg,Mainz,2-1,1-1
2005-01-29,Kaiserslautern,Schalke 04,2-0,0-0
2005-01-29,Leverkusen,Bochum,4-0,2-0
2005-01-29,Stuttgart,Nürnberg,2-4,0-2
2005-01-30,Hertha,Bayern München,0-0,0-0
2005-01-30,Werder Bremen,Hansa Rostock,3-2,2-1
2005-02-05,Bayern München,Leverkusen,2-0,1-0
2005-02-05,Bochum,Bielefeld,1-1,1-1
2005-02-05,Hannover,Dortmund,1-3,0-2
2005-02-05,Hansa Rostock,Schalke 04,2-2,0-1
2005-02-05,Mainz,Hertha,0-3,0-1
2005-02-05,Nürnberg,Hamburg,1-3,0-1
2005-02-05,Stuttgart,Kaiserslautern,1-1,1-0
2005-02-06,M'gladbach,Freiburg,3-2,2-1
2005-02-06,Wolfsburg,Werder Bremen,2-3,1-0
2005-02-12,Dortmund,Bochum,1-0,1-0
2005-02-12,Freiburg,Hannover,0-0,0-0
2005-02-12,Hamburg,Stuttgart,2-1,1-1
2005-02-12,Hertha,Nürnberg,2-1,1-0
2005-02-12,Kaiserslautern,Hansa Rostock,2-1,1-0
2005-02-12,Schalke 04,Wolfsburg,3-0,2-0
2005-02-12,Werder Bremen,M'gladbach,2-0,1-0
2005-02-13,Bielefeld,Bayern München,3-1,1-0
2005-02-13,Leverkusen,Mainz,2-0,0-0
2005-02-19,Bayern München,Dortmund,5-0,4-0
2005-02-19,Bochum,Freiburg,3-1,1-0
2005-02-19,Hamburg,Kaiserslautern,2-1,2-0
2005-02-19,Hannover,Werder Bremen,1-4,1-2
2005-02-19,Mainz,Bielefeld,0-0,0-0
2005-02-19,Nürnberg,Leverkusen,2-4,1-2
2005-02-19,Wolfsburg,Hansa Rostock,4-0,2-0
2005-02-20,M'gladbach,Schalke 04,1-3,1-1
2005-02-20,Stuttgart,Hertha,1-0,1-0
2005-02-26,Bielefeld,Nürnberg,3-1,2-1
2005-02-26,Dortmund,Mainz,3-0,1-0
2005-02-26,Freiburg,Bayern München,0-1,0-0
2005-02-26,Hansa Rostock,M'gladbach,0-0,0-0
2005-02-26,Hertha,Hamburg,4-1,3-0
2005-02-26,Kaiserslautern,Wolfsburg,0-0,0-0
