Matchday,Date,Team 1,FT,Team 2
27,Sat Apr 11 2009,Bayern München,4-0,Eintracht Frankfurt
27,Sat Apr 11 2009,FC Schalke 04,2-0,Karlsruher SC
27,Sat Apr 11 2009,Hannover 96,2-0,Hertha BSC
27,Sat Apr 11 2009,TSG 1899 Hoffenheim,0-3,VfL Bochum
27,Sat Apr 11 2009,Bor. Mönchengladbach,1-2,VfL Wolfsburg
27,Sat Apr 11 2009,Borussia Dortmund,3-1,1. FC Köln
27,Sun Apr 12 2009,VfB Stuttgart,1-0,Hamburger SV
27,Sun Apr 12 2009,Bayer 04 Leverkusen,1-1,Werder Bremen
28,Fri Apr 17 2009,FC Schalke 04,4-0,Energie Cottbus
28,Sat Apr 18 2009,Arminia Bielefeld,0-1,Bayern München
28,Sat Apr 18 2009,VfL Bochum,0-2,Borussia Dortmund
28,Sat Apr 18 2009,Eintracht Frankfurt,4-1,Bor. Mönchengladbach
28,Sat Apr 18 2009,VfL Wolfsburg,2-1,Bayer 04 Leverkusen
28,Sat Apr 18 2009,Karlsruher SC,2-2,TSG 1899 Hoffenheim
28,Sat Apr 18 2009,1. FC Köln,0-3,VfB Stuttgart
28,Sun Apr 19 2009,Hertha BSC,2-1,Werder Bremen
28,Sun Apr 19 2009,Hamburger SV,2-1,Hannover 96
29,Fri Apr 24 2009,TSG 1899 Hoffenheim,0-1,Hertha BSC
29,Sat Apr 25 2009,Bayern München,0-1,FC Schalke 04
29,Sat Apr 25 2009,Borussia Dortmund,2-0,Hamburger SV
29,Sat Apr 25 2009,Hannover 96,2-1,1. FC Köln
29,Sat Apr 25 2009,Werder Bremen,3-2,VfL Bochum
29,Sat Apr 25 2009,VfB Stuttgart,2-0,Eintracht Frankfurt
29,Sat Apr 25 2009,Bayer 04 Leverkusen,0-1,Karlsruher SC
29,Sun Apr 26 2009,Energie Cottbus,2-0,VfL Wolfsburg
29,Sun Apr 26 2009,Bor. Mönchengladbach,1-1,Arminia Bielefeld
30,Fri May 1 2009,VfL Bochum,0-2,Hannover 96
30,Sat May 2 2009,Bayern München,2-1,Bor. Mönchengladbach
30,Sat May 2 2009,Arminia Bielefeld,2-2,VfB Stuttgart
30,Sat May 2 2009,Eintracht Frankfurt,0-2,Borussia Dortmund
30,Sat May 2 2009,VfL Wolfsburg,4-0,TSG 1899 Hoffenheim
30,Sat May 2 2009,FC Schalke 04,1-2,Bayer 04 Leverkusen
30,Sat May 2 2009,Karlsruher SC,0-0,Energie Cottbus
30,Sun May 3 2009,Hamburger SV,1-1,Hertha BSC
30,Sun May 3 2009,1. FC Köln,1-0,Werder Bremen
31,Fri May 8 2009,Bayer 04 Leverkusen,2-2,Arminia Bielefeld
31,Sat May 9 2009,Energie Cottbus,1-3,Bayern München
31,Sat May 9 2009,Borussia Dortmund,4-0,Karlsruher SC
31,Sat May 9 2009,Hannover 96,1-1,Eintracht Frankfurt
31,Sat May 9 2009,VfB Stuttgart,4-1,VfL Wolfsburg
31,Sat May 9 2009,TSG 1899 Hoffenheim,2-0,1. FC Köln
31,Sat May 9 2009,Hertha BSC,2-0,VfL Bochum
31,Sun May 10 2009,Bor. Mönchengladbach,1-0,FC Schalke 04
31,Sun May 10 2009,Werder Bremen,2-0,Hamburger SV
32,Tue May 12 2009,Bayern München,3-0,Bayer 04 Leverkusen
32,Tue May 12 2009,1. FC Köln,1-2,Hertha BSC
32,Tue May 12 2009,Karlsruher SC,2-3,Hannover 96
32,Tue May 12 2009,VfL Wolfsburg,3-0,Borussia Dortmund
32,Wed May 13 2009,FC Schalke 04,1-2,VfB Stuttgart
32,Wed May 13 2009,Energie Cottbus,0-1,Bor. Mönchengladbach
32,Wed May 13 2009,Eintracht Frankfurt,0-5,Werder Bremen
32,Wed May 13 2009,Hamburger SV,3-1,VfL Bochum
32,Wed May 13 2009,Arminia Bielefeld,0-2,TSG 1899 Hoffenheim
33,Sat May 16 2009,Werder Bremen,1-3,Karlsruher SC
33,Sat May 16 2009,Borussia Dortmund,6-0,Arminia Bielefeld
33,Sat May 16 2009,Hamburger SV,0-1,1. FC Köln
33,Sat May 16 2009,Hannover 96,0-5,VfL Wolfsburg
33,Sat May 16 2009,Hertha BSC,0-0,FC Schalke 04
33,Sat May 16 2009,TSG 1899 Hoffenheim,2-2,Bayern München
33,Sat May 16 2009,Bayer 04 Leverkusen,5-0,Bor. Mönchengladbach
33,Sat May 16 2009,VfB Stuttgart,2-0,Energie Cottbus
33,Sat May 16 2009,VfL Bochum,2-0,Eintracht Frankfurt
34,Sat May 23 2009,Bayern München,2-1,VfB Stuttgart
34,Sat May 23 2009,Arminia Bielefeld,2-2,Hannover 96
34,Sat May 23 2009,Energie Cottbus,3-0,Bayer 04 Leverkusen
34,Sat May 23 2009,Eintracht Frankfurt,2-3,Hamburger SV
34,Sat May 23 2009,1. FC Köln,1-1,VfL Bochum
34,Sat May 23 2009,Karlsruher SC,4-0,Hertha BSC
34,Sat May 23 2009,Bor. Mönchengladbach,1-1,Borussia Dortmund
34,Sat May 23 2009,FC Schalke 04,2-3,TSG 1899 Hoffenheim
34,Sat May 23 2009,VfL Wolfsburg,5-1,Werder Bremen
