Matchday,Date,Team 1,FT,Team 2
1,Sat Aug 11 1979,Werder Bremen,1-0,KFC Uerdingen
1,Sat Aug 11 1979,1. FC Köln,2-1,TSV 1860 München
1,Sat Aug 11 1979,Eintracht Frankfurt,0-1,Borussia Dortmund
1,Sat Aug 11 1979,1. FC Kaiserslautern,4-0,Fortuna Düsseldorf
1,Sat Aug 11 1979,MSV Duisburg,1-1,VfB Stuttgart
1,Sat Aug 11 1979,Hertha BSC,0-0,Eintracht Braunschweig
1,Sat Aug 11 1979,Bayern München,3-1,Bayer 04 Leverkusen
1,Sat Aug 11 1979,Bor. Mönchengladbach,1-1,FC Schalke 04
1,Sat Aug 11 1979,VfL Bochum,0-3,Hamburger SV
2,Sat Aug 18 1979,Hamburger SV,3-0,Bor. Mönchengladbach
2,Sat Aug 18 1979,Bayer 04 Leverkusen,2-1,Hertha BSC
2,Sat Aug 18 1979,Eintracht Braunschweig,2-0,MSV Duisburg
2,Sat Aug 18 1979,VfB Stuttgart,3-1,1. FC Kaiserslautern
2,Sat Aug 18 1979,Fortuna Düsseldorf,1-3,Eintracht Frankfurt
2,Sat Aug 18 1979,Borussia Dortmund,3-1,1. FC Köln
2,Sat Aug 18 1979,TSV 1860 München,4-1,Werder Bremen
2,Sat Aug 18 1979,KFC Uerdingen,1-0,VfL Bochum
2,Sat Aug 18 1979,FC Schalke 04,1-1,Bayern München
3,Tue Aug 28 1979,Werder Bremen,2-1,Borussia Dortmund
3,Tue Aug 28 1979,Eintracht Frankfurt,2-0,VfB Stuttgart
3,Tue Aug 28 1979,1. FC Kaiserslautern,2-0,Eintracht Braunschweig
3,Tue Aug 28 1979,MSV Duisburg,5-0,Bayer 04 Leverkusen
3,Tue Aug 28 1979,Hertha BSC,0-2,FC Schalke 04
3,Tue Aug 28 1979,Bayern München,1-1,Hamburger SV
3,Tue Aug 28 1979,VfL Bochum,0-0,Bor. Mönchengladbach
3,Wed Aug 29 1979,1. FC Köln,1-1,Fortuna Düsseldorf
3,Wed Aug 29 1979,KFC Uerdingen,1-0,TSV 1860 München
4,Sat Sep 1 1979,Hamburger SV,5-1,Hertha BSC
4,Sat Sep 1 1979,Bayer 04 Leverkusen,3-1,1. FC Kaiserslautern
4,Sat Sep 1 1979,Eintracht Braunschweig,2-3,Eintracht Frankfurt
4,Sat Sep 1 1979,VfB Stuttgart,3-0,1. FC Köln
4,Sat Sep 1 1979,Fortuna Düsseldorf,4-1,Werder Bremen
4,Sat Sep 1 1979,Borussia Dortmund,3-1,KFC Uerdingen
4,Sat Sep 1 1979,TSV 1860 München,1-0,VfL Bochum
4,Sat Sep 1 1979,FC Schalke 04,1-2,MSV Duisburg
4,Wed Sep 5 1979,Bor. Mönchengladbach,2-1,Bayern München
5,Fri Sep 7 1979,MSV Duisburg,3-0,Hamburger SV
5,Sat Sep 8 1979,Werder Bremen,2-3,VfB Stuttgart
5,Sat Sep 8 1979,1. FC Köln,8-0,Eintracht Braunschweig
5,Sat Sep 8 1979,Eintracht Frankfurt,3-0,Bayer 04 Leverkusen
5,Sat Sep 8 1979,1. FC Kaiserslautern,2-2,FC Schalke 04
5,Sat Sep 8 1979,Hertha BSC,3-1,Bor. Mönchengladbach
5,Sat Sep 8 1979,TSV 1860 München,0-2,Borussia Dortmund
5,Sat Sep 8 1979,KFC Uerdingen,3-1,Fortuna Düsseldorf
5,Sat Sep 8 1979,VfL Bochum,0-1,Bayern München
6,Sat Sep 15 1979,Hamburger SV,1-0,1. FC Kaiserslautern
6,Sat Sep 15 1979,Bayer 04 Leverkusen,1-1,1. FC Köln
6,Sat Sep 15 1979,Eintracht Braunschweig,1-2,Werder Bremen
6,Sat Sep 15 1979,VfB Stuttgart,2-0,KFC Uerdingen
6,Sat Sep 15 1979,Fortuna Düsseldorf,4-0,TSV 1860 München
6,Sat Sep 15 1979,Borussia Dortmund,2-2,VfL Bochum
6,Sat Sep 15 1979,Bayern München,1-1,Hertha BSC
6,Sat Sep 15 1979,Bor. Mönchengladbach,6-0,MSV Duisburg
6,Sat Sep 15 1979,FC Schalke 04,1-0,Eintracht Frankfurt
7,Fri Sep 21 1979,Werder Bremen,1-1,Bayer 04 Leverkusen
7,Sat Sep 22 1979,1. FC Köln,3-1,FC Schalke 04
