Round,Date,Team 1,FT,Team 2
18,Sat Dec 21 2019,FC Erzgebirge Aue,3-1,SpVgg Greuther Fürth
18,Sat Dec 21 2019,FC St. Pauli,3-0,Arminia Bielefeld
18,Sat Dec 21 2019,Hannover 96,2-2,VfB Stuttgart
18,Sat Dec 21 2019,SV Darmstadt 98,2-2,Hamburger SV
18,Sun Dec 22 2019,VfL Bochum,2-3,SSV Jahn Regensburg
18,Sun Dec 22 2019,1. FC Heidenheim,3-1,VfL Osnabrück
18,Sun Dec 22 2019,SV Sandhausen,2-2,Holstein Kiel
19,Tue Jan 28 2020,Arminia Bielefeld,2-0,VfL Bochum
19,Tue Jan 28 2020,SV Wehen Wiesbaden,1-0,FC Erzgebirge Aue
19,Tue Jan 28 2020,SpVgg Greuther Fürth,3-0,FC St. Pauli
19,Tue Jan 28 2020,SSV Jahn Regensburg,1-0,Hannover 96
19,Wed Jan 29 2020,VfB Stuttgart,3-0,1. FC Heidenheim
19,Wed Jan 29 2020,Holstein Kiel,1-1,SV Darmstadt 98
19,Wed Jan 29 2020,VfL Osnabrück,1-3,SV Sandhausen
19,Wed Jan 29 2020,Dynamo Dresden,1-0,Karlsruher SC
19,Thu Jan 30 2020,Hamburger SV,4-1,1. FC Nürnberg
20,Fri Jan 31 2020,SSV Jahn Regensburg,0-2,SpVgg Greuther Fürth
20,Fri Jan 31 2020,FC Erzgebirge Aue,0-0,Arminia Bielefeld
20,Sat Feb 1 2020,Hannover 96,2-2,SV Wehen Wiesbaden
20,Sat Feb 1 2020,FC St. Pauli,1-1,VfB Stuttgart
20,Sat Feb 1 2020,Karlsruher SC,0-2,Holstein Kiel
20,Sun Feb 2 2020,1. FC Nürnberg,2-0,SV Sandhausen
20,Sun Feb 2 2020,SV Darmstadt 98,2-2,VfL Osnabrück
20,Sun Feb 2 2020,1. FC Heidenheim,0-0,Dynamo Dresden
20,Mon Feb 3 2020,VfL Bochum,1-3,Hamburger SV
21,Fri Feb 7 2020,SV Sandhausen,0-1,1. FC Heidenheim
21,Fri Feb 7 2020,Dynamo Dresden,2-3,SV Darmstadt 98
21,Sat Feb 8 2020,Hamburger SV,2-0,Karlsruher SC
21,Sat Feb 8 2020,VfL Osnabrück,0-1,1. FC Nürnberg
21,Sat Feb 8 2020,VfB Stuttgart,3-0,FC Erzgebirge Aue
21,Sun Feb 9 2020,SpVgg Greuther Fürth,1-3,Hannover 96
21,Sun Feb 9 2020,Arminia Bielefeld,6-0,SSV Jahn Regensburg
21,Sun Feb 9 2020,SV Wehen Wiesbaden,0-1,VfL Bochum
21,Mon Feb 10 2020,Holstein Kiel,2-1,FC St. Pauli
22,Fri Feb 14 2020,1. FC Heidenheim,2-2,1. FC Nürnberg
22,Fri Feb 14 2020,FC St. Pauli,0-0,Dynamo Dresden
22,Sat Feb 15 2020,SpVgg Greuther Fürth,2-4,Arminia Bielefeld
22,Sat Feb 15 2020,SSV Jahn Regensburg,1-0,SV Wehen Wiesbaden
22,Sat Feb 15 2020,Hannover 96,1-1,Hamburger SV
22,Sun Feb 16 2020,SV Darmstadt 98,1-0,SV Sandhausen
22,Sun Feb 16 2020,Karlsruher SC,1-1,VfL Osnabrück
22,Sun Feb 16 2020,FC Erzgebirge Aue,1-2,Holstein Kiel
22,Mon Feb 17 2020,VfL Bochum,0-1,VfB Stuttgart
23,Fri Feb 21 2020,VfL Osnabrück,0-0,FC Erzgebirge Aue
23,Fri Feb 21 2020,SV Wehen Wiesbaden,1-1,SpVgg Greuther Fürth
23,Sat Feb 22 2020,Dynamo Dresden,1-2,VfL Bochum
23,Sat Feb 22 2020,Hamburger SV,0-2,FC St. Pauli
23,Sat Feb 22 2020,VfB Stuttgart,2-0,SSV Jahn Regensburg
23,Sat Feb 22 2020,Holstein Kiel,0-1,1. FC Heidenheim
23,Sun Feb 23 2020,1. FC Nürnberg,1-2,SV Darmstadt 98
23,Sun Feb 23 2020,SV Sandhausen,0-2,Karlsruher SC
23,Sun Feb 23 2020,Arminia Bielefeld,1-0,Hannover 96
24,Fri Feb 28 2020,Karlsruher SC,0-1,1. FC Nürnberg
24,Fri Feb 28 2020,SSV Jahn Regensburg,1-2,Dynamo Dresden
24,Sat Feb 29 2020,SpVgg Greuther Fürth,2-0,VfB Stuttgart
24,Sat Feb 29 2020,SV Darmstadt 98,2-0,1. FC Heidenheim
24,Sat Feb 29 2020,FC Erzgebirge Aue,3-0,Hamburger SV
24,Sun Mar 1 2020,FC St. Pauli,3-1,VfL Osnabrück
24,Sun Mar 1 2020,VfL Bochum,4-4,SV Sandhausen
24,Sun Mar 1 2020,Arminia Bielefeld,1-0,SV Wehen Wiesbaden
24,Mon Mar 2 2020,Hannover 96,3-1,Holstein Kiel
25,Fri Mar 6 2020,1. FC Nürnberg,0-3,Hannover 96
25,Fri Mar 6 2020,VfL Osnabrück,2-6,SV Wehen Wiesbaden
25,Sat Mar 7 2020,Hamburger SV,2-1,SSV Jahn Regensburg
25,Sat Mar 7 2020,SV Darmstadt 98,0-0,VfL Bochum
25,Sat Mar 7 2020,1. FC Heidenheim,3-1,Karlsruher SC
25,Sun Mar 8 2020,Holstein Kiel,1-1,SpVgg Greuther Fürth
25,Sun Mar 8 2020,SV Sandhausen,2-2,FC St. Pauli
25,Sun Mar 8 2020,Dynamo Dresden,2-1,FC Erzgebirge Aue
25,Mon Mar 9 2020,VfB Stuttgart,1-1,Arminia Bielefeld
26,Sat May 16 2020,VfL Bochum,3-0,1. FC Heidenheim
26,Sat May 16 2020,FC Erzgebirge Aue,3-1,SV Sandhausen
26,Sat May 16 2020,Karlsruher SC,2-0,SV Darmstadt 98
26,Sat May 16 2020,SSV Jahn Regensburg,2-2,Holstein Kiel
26,Sun May 17 2020,FC St. Pauli,1-0,1. FC Nürnberg
26,Sun May 17 2020,SV Wehen Wiesbaden,2-1,VfB Stuttgart
26,Sun May 17 2020,Arminia Bielefeld,1-1,VfL Osnabrück
26,Sun May 17 2020,SpVgg Greuther Fürth,2-2,Hamburger SV
27,Fri May 22 2020,1. FC Nürnberg,1-1,FC Erzgebirge Aue
27,Fri May 22 2020,1. FC Heidenheim,1-0,SV Wehen Wiesbaden
27,Sat May 23 2020,SV Sandhausen,0-0,SSV Jahn Regensburg
27,Sat May 23 2020,VfL Osnabrück,2-4,Hannover 96
27,Sat May 23 2020,SV Darmstadt 98,4-0,FC St. Pauli
27,Sun May 24 2020,Holstein Kiel,3-2,VfB Stuttgart
27,Sun May 24 2020,Karlsruher SC,0-0,VfL Bochum
27,Sun May 24 2020,Hamburger SV,0-0,Arminia Bielefeld
28,Tue May 26 2020,SSV Jahn Regensburg,2-2,1. FC Nürnberg
28,Tue May 26 2020,SV Wehen Wiesbaden,0-1,SV Sandhausen
28,Tue May 26 2020,SpVgg Greuther Fürth,0-2,VfL Osnabrück
28,Tue May 26 2020,FC Erzgebirge Aue,1-3,SV Darmstadt 98
28,Wed May 27 2020,VfL Bochum,2-1,Holstein Kiel
28,Wed May 27 2020,Hannover 96,1-1,Karlsruher SC
28,Wed May 27 2020,FC St. Pauli,0-0,1. FC Heidenheim
28,Thu May 28 2020,VfB Stuttgart,3-2,Hamburger SV
29,Fri May 29 2020,SV Darmstadt 98,1-1,SpVgg Greuther Fürth
29,Fri May 29 2020,VfL Osnabrück,2-2,SSV Jahn Regensburg
29,Sat May 30 2020,1. FC Nürnberg,0-0,VfL Bochum
29,Sat May 30 2020,Karlsruher SC,1-1,FC St. Pauli
29,Sat May 30 2020,Holstein Kiel,1-2,Arminia Bielefeld
29,Sat May 30 2020,SV Sandhausen,3-1,Hannover 96
29,Sun May 31 2020,Hamburger SV,3-2,SV Wehen Wiesbaden
29,Sun May 31 2020,Dynamo Dresden,0-2,VfB Stuttgart
29,Sun May 31 2020,1. FC Heidenheim,3-0,FC Erzgebirge Aue
26,Wed Jun 3 2020,Hannover 96,3-0,Dynamo Dresden
30,Fri Jun 5 2020,VfL Bochum,2-0,FC St. Pauli
30,Fri Jun 5 2020,SpVgg Greuther Fürth,1-2,SV Sandhausen
30,Sat Jun 6 2020,Arminia Bielefeld,1-1,1. FC Nürnberg
30,Sat Jun 6 2020,SSV Jahn Regensburg,3-0,SV Darmstadt 98
30,Sat Jun 6 2020,SV Wehen Wiesbaden,2-3,Dynamo Dresden
30,Sun Jun 7 2020,FC Erzgebirge Aue,1-0,Karlsruher SC
30,Sun Jun 7 2020,Hannover 96,2-1,1. FC Heidenheim
30,Sun Jun 7 2020,VfB Stuttgart,0-0,VfL Osnabrück
30,Mon Jun 8 2020,Hamburger SV,3-3,Holstein Kiel
27,Tue Jun 9 2020,Dynamo Dresden,1-1,SpVgg Greuther Fürth
31,Fri Jun 12 2020,SV Sandhausen,0-0,Arminia Bielefeld
31,Fri Jun 12 2020,Dynamo Dresden,0-1,Hamburger SV
31,Sat Jun 13 2020,1. FC Heidenheim,4-1,SSV Jahn Regensburg
31,Sat Jun 13 2020,1. FC Nürnberg,0-1,SpVgg Greuther Fürth
31,Sat Jun 13 2020,Holstein Kiel,1-2,SV Wehen Wiesbaden
31,Sat Jun 13 2020,VfL Osnabrück,0-2,VfL Bochum
31,Sun Jun 14 2020,FC St. Pauli,2-1,FC Erzgebirge Aue
31,Sun Jun 14 2020,Karlsruher SC,2-1,VfB Stuttgart
31,Sun Jun 14 2020,SV Darmstadt 98,3-2,Hannover 96
28,Mon Jun 15 2020,Arminia Bielefeld,4-0,Dynamo Dresden
32,Tue Jun 16 2020,Hamburger SV,1-1,VfL Osnabrück
32,Tue Jun 16 2020,SpVgg Greuther Fürth,0-0,1. FC Heidenheim
32,Tue Jun 16 2020,SV Wehen Wiesbaden,0-6,1. FC Nürnberg
32,Wed Jun 17 2020,SSV Jahn Regensburg,2-1,Karlsruher SC
32,Wed Jun 17 2020,VfB Stuttgart,5-1,SV Sandhausen
32,Wed Jun 17 2020,Hannover 96,4-0,FC St. Pauli
32,Wed Jun 17 2020,FC Erzgebirge Aue,1-2,VfL Bochum
32,Thu Jun 18 2020,Holstein Kiel,2-0,Dynamo Dresden
32,Thu Jun 18 2020,Arminia Bielefeld,1-0,SV Darmstadt 98
33,Sun Jun 21 2020,VfL Osnabrück,4-1,Holstein Kiel
33,Sun Jun 21 2020,FC Erzgebirge Aue,2-1,Hannover 96
33,Sun Jun 21 2020,SV Sandhausen,0-1,Dynamo Dresden
33,Sun Jun 21 2020,Karlsruher SC,3-3,Arminia Bielefeld
33,Sun Jun 21 2020,1. FC Nürnberg,0-6,VfB Stuttgart
33,Sun Jun 21 2020,FC St. Pauli,1-1,SSV Jahn Regensburg
33,Sun Jun 21 2020,VfL Bochum,2-2,SpVgg Greuther Fürth
33,Sun Jun 21 2020,SV Darmstadt 98,3-1,SV Wehen Wiesbaden
33,Sun Jun 21 2020,1. FC Heidenheim,2-1,Hamburger SV
34,Sun Jun 28 2020,Arminia Bielefeld,3-0,1. FC Heidenheim
34,Sun Jun 28 2020,VfB Stuttgart,1-3,SV Darmstadt 98
34,Sun Jun 28 2020,Holstein Kiel,1-1,1. FC Nürnberg
34,Sun Jun 28 2020,Hannover 96,2-0,VfL Bochum
34,Sun Jun 28 2020,Dynamo Dresden,2-2,VfL Osnabrück
34,Sun Jun 28 2020,Hamburger SV,1-5,SV Sandhausen
34,Sun Jun 28 2020,SSV Jahn Regensburg,1-2,FC Erzgebirge Aue
34,Sun Jun 28 2020,SV Wehen Wiesbaden,5-3,FC St. Pauli
34,Sun Jun 28 2020,SpVgg Greuther Fürth,1-2,Karlsruher SC
