Round,Date,Team 1,Team 2,FT,HT
4,1984-09-15,1. FC Köln,Bayer 05 Uerdingen,1-5,1-2
4,1984-09-15,Bayern München,Borussia Dortmund,1-0,0-0
4,1984-09-15,Bor. Mönchengladbach,VfL Bochum,4-3,2-0
4,1984-09-15,FC Schalke 04,Karlsruher SC,3-1,1-0
5,1984-09-21,Eintracht Braunschweig,Eintracht Frankfurt,5-0,2-0
5,1984-09-21,1. FC Kaiserslautern,FC Schalke 04,2-2,0-0
5,1984-09-21,Borussia Dortmund,VfL Bochum,3-0,0-0
5,1984-09-22,Werder Bremen,Waldhof Mannheim,1-1,0-1
5,1984-09-22,Arminia Bielefeld,Fortuna Düsseldorf,1-1,1-0
5,1984-09-22,Karlsruher SC,Hamburger SV,1-1,1-0
5,1984-09-22,Bayer Leverkusen,Bor. Mönchengladbach,3-2,1-1
5,1984-09-22,Bayern München,1. FC Köln,2-0,0-0
5,1984-09-22,Bayer 05 Uerdingen,VfB Stuttgart,3-2,1-1
6,1984-09-05,VfB Stuttgart,Bayern München,1-3,0-2
6,1984-09-28,Eintracht Frankfurt,Arminia Bielefeld,3-0,1-0
6,1984-09-28,FC Schalke 04,Eintracht Braunschweig,3-2,1-2
6,1984-09-29,Hamburger SV,1. FC Kaiserslautern,3-2,2-0
6,1984-09-29,Fortuna Düsseldorf,Werder Bremen,3-2,2-0
6,1984-09-29,Waldhof Mannheim,Bayer 05 Uerdingen,2-1,0-1
6,1984-09-29,1. FC Köln,Borussia Dortmund,6-1,2-1
6,1984-09-29,VfL Bochum,Bayer Leverkusen,0-0,0-0
6,1984-09-29,Bor. Mönchengladbach,Karlsruher SC,3-3,0-1
7,1984-10-05,Karlsruher SC,VfL Bochum,1-1,0-1
7,1984-10-05,Bayer 05 Uerdingen,Fortuna Düsseldorf,5-2,3-2
7,1984-10-05,Borussia Dortmund,Bayer Leverkusen,2-1,0-0
7,1984-10-06,Werder Bremen,Eintracht Frankfurt,3-3,2-1
7,1984-10-06,Arminia Bielefeld,FC Schalke 04,2-1,0-1
7,1984-10-06,Eintracht Braunschweig,Hamburger SV,3-1,1-1
7,1984-10-06,1. FC Kaiserslautern,Bor. Mönchengladbach,2-0,1-0
7,1984-10-06,1. FC Köln,VfB Stuttgart,1-1,0-0
7,1984-10-06,Bayern München,Waldhof Mannheim,1-2,0-0
8,1984-10-10,Hamburger SV,Arminia Bielefeld,4-0,3-0
8,1984-10-10,Eintracht Frankfurt,Bayer 05 Uerdingen,3-2,3-0
8,1984-10-10,Fortuna Düsseldorf,Bayern München,0-2,0-0
8,1984-10-10,VfB Stuttgart,Borussia Dortmund,2-0,1-0
8,1984-10-10,Bayer Leverkusen,Karlsruher SC,4-1,1-1
8,1984-10-10,FC Schalke 04,Werder Bremen,2-2,1-1
8,1984-10-11,Bor. Mönchengladbach,Eintracht Braunschweig,10-0,5-0
8,1984-10-23,VfL Bochum,1. FC Kaiserslautern,3-0,1-0
8,1984-12-22,Waldhof Mannheim,1. FC Köln,1-2,0-2
9,1984-10-19,Eintracht Braunschweig,VfL Bochum,1-3,1-1
9,1984-10-19,1. FC Kaiserslautern,Bayer Leverkusen,3-3,1-2
9,1984-10-19,Bayer 05 Uerdingen,FC Schalke 04,1-1,1-0
9,1984-10-20,Werder Bremen,Hamburger SV,5-2,1-1
9,1984-10-20,Arminia Bielefeld,Bor. Mönchengladbach,3-3,1-1
9,1984-10-20,1. FC Köln,Fortuna Düsseldorf,4-2,1-1
9,1984-10-20,Bayern München,Eintracht Frankfurt,4-2,3-0
9,1984-10-20,Borussia Dortmund,Karlsruher SC,0-2,0-0
9,1984-10-20,VfB Stuttgart,Waldhof Mannheim,3-0,1-0
10,1984-10-26,Karlsruher SC,1. FC Kaiserslautern,0-0,0-0
10,1984-10-26,VfL Bochum,Arminia Bielefeld,1-1,0-0
10,1984-10-27,Waldhof Mannheim,Borussia Dortmund,1-2,0-1
10,1984-10-27,Hamburger SV,Bayer 05 Uerdingen,1-1,0-0
10,1984-10-27,Eintracht Frankfurt,1. FC Köln,1-4,0-2
10,1984-10-27,Fortuna Düsseldorf,VfB Stuttgart,2-2,2-2
10,1984-10-27,Bayer Leverkusen,Eintracht Braunschweig,0-3,0-0
10,1984-10-27,Bor. Mönchengladbach,Werder Bremen,1-1,0-0
10,1984-10-27,FC Schalke 04,Bayern München,1-1,0-1
11,1984-11-02,Werder Bremen,VfL Bochum,2-2,1-0
11,1984-11-02,VfB Stuttgart,Eintracht Frankfurt,4-2,2-1
11,1984-11-02,Bayer 05 Uerdingen,Bor. Mönchengladbach,3-2,1-1
11,1984-11-03,Waldhof Mannheim,Fortuna Düsseldorf,2-1,1-1
11,1984-11-03,Arminia Bielefeld,Bayer Leverkusen,1-1,1-0
11,1984-11-03,Eintracht Braunschweig,Karlsruher SC,3-1,2-0
11,1984-11-03,1. FC Köln,FC Schalke 04,4-1,1-0
11,1984-11-03,Bayern München,Hamburger SV,1-1,1-0
11,1984-11-03,Borussia Dortmund,1. FC Kaiserslautern,0-3,0-1
12,1984-11-09,Fortuna Düsseldorf,Borussia Dortmund,0-0,0-0
12,1984-11-09,1. FC Kaiserslautern,Eintracht Braunschweig,1-0,0-0
12,1984-11-09,VfL Bochum,Bayer 05 Uerdingen,1-0,0-0
12,1984-11-10,Hamburger SV,1. FC Köln,3-1,1-1
12,1984-11-10,Eintracht Frankfurt,Waldhof Mannheim,7-2,4-1
12,1984-11-10,Karlsruher SC,Arminia Bielefeld,4-0,2-0
12,1984-11-10,Bayer Leverkusen,Werder Bremen,0-0,0-0
12,1984-11-10,FC Schalke 04,VfB Stuttgart,4-3,4-0
12,1984-12-11,Bor. Mönchengladbach,Bayern München,3-2,3-1
13,1984-11-13,VfB Stuttgart,Hamburger SV,1-1,1-0
13,1984-11-13,Bayer 05 Uerdingen,Bayer Leverkusen,2-1,2-0
13,1984-11-13,Borussia Dortmund,Eintracht Braunschweig,3-1,2-1
13,1984-11-13,Arminia Bielefeld,1. FC Kaiserslautern,1-1,1-0
13,1984-11-13,Fortuna Düsseldorf,Eintracht Frankfurt,3-1,1-1
13,1984-11-13,1. FC Köln,Bor. Mönchengladbach,1-5,0-4
13,1984-11-13,Bayern München,VfL Bochum,2-2,2-2
13,1984-11-14,Werder Bremen,Karlsruher SC,7-1,4-1
13,1985-01-26,Waldhof Mannheim,FC Schalke 04,5-2,1-1
14,1984-11-17,Hamburger SV,Waldhof Mannheim,5-2,4-0
14,1984-11-17,Eintracht Frankfurt,Borussia Dortmund,2-1,1-1
14,1984-11-17,Eintracht Braunschweig,Arminia Bielefeld,0-0,0-0
14,1984-11-17,1. FC Kaiserslautern,Werder Bremen,2-2,0-1
14,1984-11-17,Karlsruher SC,Bayer 05 Uerdingen,0-4,0-1
14,1984-11-17,Bayer Leverkusen,Bayern München,3-0,1-0
14,1984-11-17,VfL Bochum,1. FC Köln,1-3,0-1
14,1984-11-17,Bor. Mönchengladbach,VfB Stuttgart,2-1,0-1
14,1984-11-17,FC Schalke 04,Fortuna Düsseldorf,1-0,1-0
15,1984-11-24,Waldhof Mannheim,Bor. Mönchengladbach,1-3,0-3
15,1984-11-24,Werder Bremen,Eintracht Braunschweig,4-1,3-1
15,1984-11-24,Fortuna Düsseldorf,Hamburger SV,4-2,0-2
15,1984-11-24,VfB Stuttgart,VfL Bochum,1-2,1-2
15,1984-11-24,Bayern München,Karlsruher SC,6-2,3-1
15,1984-11-24,FC Schalke 04,Eintracht Frankfurt,1-3,1-0
15,1984-11-27,Bayer 05 Uerdingen,1. FC Kaiserslautern,3-0,2-0
15,1984-12-04,1. FC Köln,Bayer Leverkusen,3-1,1-0
15,1985-02-16,Arminia Bielefeld,Borussia Dortmund,3-0,2-0
16,1984-11-30,Bayer Leverkusen,VfB Stuttgart,0-2,0-1
16,1984-11-30,VfL Bochum,Waldhof Mannheim,0-1,0-0
16,1984-11-30,Bor. Mönchengladbach,Fortuna Düsseldorf,0-2,0-1
16,1984-12-01,Hamburger SV,Eintracht Frankfurt,2-0,0-0
16,1984-12-01,Arminia Bielefeld,Werder Bremen,3-4,2-2
16,1984-12-01,Eintracht Braunschweig,Bayer 05 Uerdingen,0-0,0-0
16,1984-12-01,1. FC Kaiserslautern,Bayern München,0-1,0-1
16,1984-12-01,Karlsruher SC,1. FC Köln,1-4,0-1
16,1984-12-01,Borussia Dortmund,FC Schalke 04,4-1,2-0
17,1984-12-07,Werder Bremen,Borussia Dortmund,6-0,3-0
17,1984-12-08,Waldhof Mannheim,Bayer Leverkusen,2-1,1-0
17,1984-12-08,Eintracht Frankfurt,Bor. Mönchengladbach,1-1,0-1
17,1984-12-08,Fortuna Düsseldorf,VfL Bochum,0-2,0-2
17,1984-12-08,VfB Stuttgart,Karlsruher SC,5-0,3-0
17,1984-12-08,1. FC Köln,1. FC Kaiserslautern,2-0,1-0
17,1984-12-08,Bayern München,Eintracht Braunschweig,3-0,2-0
17,1984-12-08,Bayer 05 Uerdingen,Arminia Bielefeld,1-0,0-0
17,1984-12-08,FC Schalke 04,Hamburger SV,3-0,2-0
18,1985-02-01,1. FC Köln,Eintracht Braunschweig,1-0,1-0
18,1985-02-02,Waldhof Mannheim,Karlsruher SC,3-0,2-0
18,1985-02-02,Bayer 05 Uerdingen,Werder Bremen,3-1,1-0
18,1985-02-02,Bayern München,Arminia Bielefeld,3-3,2-1
18,1985-02-02,VfB Stuttgart,1. FC Kaiserslautern,5-0,4-0
18,1985-02-02,Fortuna Düsseldorf,Bayer Leverkusen,3-2,0-0
18,1985-02-02,Eintracht Frankfurt,VfL Bochum,1-1,1-1
18,1985-02-02,FC Schalke 04,Bor. Mönchengladbach,4-1,1-0
18,1985-02-02,Hamburger SV,Borussia Dortmund,4-2,2-1
19,1985-02-09,Karlsruher SC,Fortuna Düsseldorf,2-2,1-0
19,1985-02-09,Eintracht Braunschweig,VfB Stuttgart,3-1,1-0
19,1985-02-09,Werder Bremen,Bayern München,4-2,2-1
19,1985-02-16,VfL Bochum,FC Schalke 04,0-1,0-1
19,1985-03-05,Bayer Leverkusen,Eintracht Frankfurt,3-1,1-0
19,1985-03-12,1. FC Kaiserslautern,Waldhof Mannheim,1-1,1-0
19,1985-03-13,Arminia Bielefeld,1. FC Köln,1-0,0-0
19,1985-03-19,Bor. Mönchengladbach,Hamburger SV,0-1,0-0
19,1985-04-09,Borussia Dortmund,Bayer 05 Uerdingen,4-0,1-0
20,1985-02-16,Eintracht Frankfurt,Karlsruher SC,4-2,2-2
20,1985-02-26,Bayern München,Bayer 05 Uerdingen,2-1,1-1
20,1985-02-27,VfB Stuttgart,Arminia Bielefeld,2-0,1-0
20,1985-03-12,FC Schalke 04,Bayer Leverkusen,4-2,2-0
20,1985-04-09,Hamburger SV,VfL Bochum,3-1,2-0
20,1985-04-25,Waldhof Mannheim,Eintracht Braunschweig,2-0,1-0
20,1985-04-25,1. FC Köln,Werder Bremen,3-2,1-0
20,1985-04-25,Fortuna Düsseldorf,1. FC Kaiserslautern,1-0,1-0
20,1985-04-25,Bor. Mönchengladbach,Borussia Dortmund,1-1,0-0
21,1985-03-02,Bayer Leverkusen,Hamburger SV,2-0,1-0
21,1985-03-02,1. FC Kaiserslautern,Eintracht Frankfurt,2-1,2-0
21,1985-03-02,Eintracht Braunschweig,Fortuna Düsseldorf,1-0,0-0
21,1985-03-02,Arminia Bielefeld,Waldhof Mannheim,0-1,0-1
21,1985-03-02,Werder Bremen,VfB Stuttgart,3-1,3-0
21,1985-03-02,Bayer 05 Uerdingen,1. FC Köln,2-1,1-1
21,1985-03-02,Borussia Dortmund,Bayern München,1-1,1-1
21,1985-03-05,VfL Bochum,Bor. Mönchengladbach,0-2,0-0
21,1985-04-25,Karlsruher SC,FC Schalke 04,2-2,0-0
22,1985-03-08,FC Schalke 04,1. FC Kaiserslautern,1-1,1-1
22,1985-03-08,VfB Stuttgart,Bayer 05 Uerdingen,5-2,0-1
22,1985-03-09,Waldhof Mannheim,Werder Bremen,1-1,0-0
22,1985-03-09,Fortuna Düsseldorf,Arminia Bielefeld,1-1,0-1
22,1985-03-09,Eintracht Frankfurt,Eintracht Braunschweig,2-0,1-0
22,1985-03-09,Hamburger SV,Karlsruher SC,0-0,0-0
22,1985-03-09,Bor. Mönchengladbach,Bayer Leverkusen,1-1,0-0
22,1985-03-09,1. FC Köln,Bayern München,0-2,0-1
22,1985-03-09,VfL Bochum,Borussia Dortmund,4-1,0-0
23,1985-03-16,Arminia Bielefeld,Eintracht Frankfurt,2-2,1-0
23,1985-03-16,Werder Bremen,Fortuna Düsseldorf,2-1,2-0
23,1985-03-16,Bayer 05 Uerdingen,Waldhof Mannheim,2-2,1-0
23,1985-03-16,Bayern München,VfB Stuttgart,3-2,0-1
23,1985-03-16,Borussia Dortmund,1. FC Köln,2-0,0-0
23,1985-03-16,Bayer Leverkusen,VfL Bochum,1-1,1-1
23,1985-03-16,Karlsruher SC,Bor. Mönchengladbach,0-1,0-0
23,1985-03-16,Eintracht Braunschweig,FC Schalke 04,4-2,0-0
23,1985-05-07,1. FC Kaiserslautern,Hamburger SV,1-1,1-0
24,1985-03-22,VfL Bochum,Karlsruher SC,5-2,1-2
24,1985-03-23,Eintracht Frankfurt,Werder Bremen,1-3,1-1
24,1985-03-23,FC Schalke 04,Arminia Bielefeld,3-0,1-0
24,1985-03-23,Hamburger SV,Eintracht Braunschweig,5-0,4-0
24,1985-03-23,Bor. Mönchengladbach,1. FC Kaiserslautern,7-0,2-0
24,1985-03-23,VfB Stuttgart,1. FC Köln,3-1,2-1
24,1985-03-23,Waldhof Mannheim,Bayern München,0-0,0-0
24,1985-03-23,Fortuna Düsseldorf,Bayer 05 Uerdingen,2-2,0-1
24,1985-03-23,Bayer Leverkusen,Borussia Dortmund,0-1,0-0
25,1985-03-30,Arminia Bielefeld,Hamburger SV,4-1,1-0
25,1985-03-30,Bayer 05 Uerdingen,Eintracht Frankfurt,1-1,0-0
25,1985-03-30,Bayern München,Fortuna Düsseldorf,6-0,2-0
25,1985-03-30,1. FC Köln,Waldhof Mannheim,0-0,0-0
25,1985-03-30,Borussia Dortmund,VfB Stuttgart,4-1,2-1
25,1985-03-30,Karlsruher SC,Bayer Leverkusen,0-0,0-0
25,1985-03-30,Eintracht Braunschweig,Bor. Mönchengladbach,0-4,0-1
25,1985-03-30,Werder Bremen,FC Schalke 04,2-1,1-0
25,1985-05-21,1. FC Kaiserslautern,VfL Bochum,5-2,1-0
26,1985-04-03,Hamburger SV,Werder Bremen,2-0,1-0
26,1985-04-03,Bor. Mönchengladbach,Arminia Bielefeld,2-0,1-0
26,1985-04-03,VfL Bochum,Eintracht Braunschweig,1-0,0-0
26,1985-04-03,Bayer Leverkusen,1. FC Kaiserslautern,3-0,2-0
26,1985-04-03,Waldhof Mannheim,VfB Stuttgart,1-1,0-1
26,1985-04-03,Fortuna Düsseldorf,1. FC Köln,1-2,1-1
26,1985-04-03,Eintracht Frankfurt,Bayern München,2-2,0-0
26,1985-04-03,FC Schalke 04,Bayer 05 Uerdingen,2-0,0-0
26,1985-04-03,Karlsruher SC,Borussia Dortmund,2-4,2-3
27,1985-04-12,VfB Stuttgart,Fortuna Düsseldorf,5-2,1-1
27,1985-04-12,1. FC Kaiserslautern,Karlsruher SC,3-1,3-0
27,1985-04-12,Werder Bremen,Bor. Mönchengladbach,2-0,1-0
27,1985-04-13,1. FC Köln,Eintracht Frankfurt,2-0,2-0
27,1985-04-13,Eintracht Braunschweig,Bayer Leverkusen,0-2,0-1
27,1985-04-13,Arminia Bielefeld,VfL Bochum,2-3,1-2
27,1985-04-13,Bayern München,FC Schalke 04,3-0,1-0
27,1985-04-15,Borussia Dortmund,Waldhof Mannheim,0-0,0-0
27,1985-05-14,Bayer 05 Uerdingen,Hamburger SV,2-1,1-1
28,1985-04-19,Fortuna Düsseldorf,Waldhof Mannheim,1-1,0-0
28,1985-04-20,VfL Bochum,Werder Bremen,1-3,1-2
28,1985-04-20,Bayer Leverkusen,Arminia Bielefeld,1-1,0-1
28,1985-04-20,Karlsruher SC,Eintracht Braunschweig,4-1,2-1
28,1985-04-20,Eintracht Frankfurt,VfB Stuttgart,2-0,0-0
28,1985-04-20,FC Schalke 04,1. FC Köln,2-3,1-1
28,1985-04-20,Hamburger SV,Bayern München,2-1,2-0
28,1985-04-20,Bor. Mönchengladbach,Bayer 05 Uerdingen,0-0,0-0
28,1985-04-20,1. FC Kaiserslautern,Borussia Dortmund,5-0,2-0
29,1985-05-03,Eintracht Braunschweig,1. FC Kaiserslautern,2-1,1-1
29,1985-05-03,Bayer 05 Uerdingen,VfL Bochum,3-1,1-1
29,1985-05-04,1. FC Köln,Hamburger SV,2-1,0-1
29,1985-05-04,Waldhof Mannheim,Eintracht Frankfurt,3-1,2-0
29,1985-05-04,Borussia Dortmund,Fortuna Düsseldorf,1-2,1-1
29,1985-05-04,Arminia Bielefeld,Karlsruher SC,4-1,2-1
29,1985-05-04,Werder Bremen,Bayer Leverkusen,2-2,2-0
29,1985-05-04,Bayern München,Bor. Mönchengladbach,4-0,1-0
29,1985-05-04,VfB Stuttgart,FC Schalke 04,1-0,0-0
30,1985-05-10,1. FC Kaiserslautern,Arminia Bielefeld,1-1,1-0
30,1985-05-10,Eintracht Frankfurt,Fortuna Düsseldorf,2-2,1-0
30,1985-05-10,FC Schalke 04,Waldhof Mannheim,4-0,2-0
30,1985-05-11,Karlsruher SC,Werder Bremen,1-1,0-0
30,1985-05-11,Hamburger SV,VfB Stuttgart,3-1,1-0
30,1985-05-11,Bor. Mönchengladbach,1. FC Köln,2-3,1-1
30,1985-05-11,VfL Bochum,Bayern München,1-1,0-1
30,1985-05-11,Bayer Leverkusen,Bayer 05 Uerdingen,0-0,0-0
30,1985-05-11,Eintracht Braunschweig,Borussia Dortmund,2-4,2-2
31,1985-05-17,Werder Bremen,1. FC Kaiserslautern,6-1,1-1
31,1985-05-17,1. FC Köln,VfL Bochum,2-1,1-1
31,1985-05-17,Fortuna Düsseldorf,FC Schalke 04,1-2,0-1
31,1985-05-18,Waldhof Mannheim,Hamburger SV,3-1,2-1
31,1985-05-18,Borussia Dortmund,Eintracht Frankfurt,2-1,1-0
31,1985-05-18,Arminia Bielefeld,Eintracht Braunschweig,3-2,1-0
31,1985-05-18,Bayer 05 Uerdingen,Karlsruher SC,3-0,1-0
31,1985-05-18,Bayern München,Bayer Leverkusen,2-1,1-1
31,1985-05-18,VfB Stuttgart,Bor. Mönchengladbach,2-3,0-2
32,1985-05-21,Karlsruher SC,Bayern München,0-4,0-1
32,1985-05-24,Borussia Dortmund,Arminia Bielefeld,1-3,1-1
32,1985-05-24,Eintracht Frankfurt,FC Schalke 04,1-1,0-0
32,1985-05-25,Eintracht Braunschweig,Werder Bremen,0-2,0-1
32,1985-05-25,Hamburger SV,Fortuna Düsseldorf,1-2,0-1
32,1985-05-25,Bor. Mönchengladbach,Waldhof Mannheim,3-0,1-0
32,1985-05-25,VfL Bochum,VfB Stuttgart,2-1,1-0
32,1985-05-25,Bayer Leverkusen,1. FC Köln,4-4,2-3
32,1985-05-29,1. FC Kaiserslautern,Bayer 05 Uerdingen,6-1,3-1
33,1985-06-01,Bayern München,1. FC Kaiserslautern,3-0,1-0
33,1985-06-01,Eintracht Frankfurt,Hamburger SV,1-0,0-0
33,1985-06-01,Werder Bremen,Arminia Bielefeld,2-1,1-0
33,1985-06-01,Bayer 05 Uerdingen,Eintracht Braunschweig,1-2,1-2
33,1985-06-01,1. FC Köln,Karlsruher SC,3-4,2-1
33,1985-06-01,VfB Stuttgart,Bayer Leverkusen,4-1,3-0
33,1985-06-01,Waldhof Mannheim,VfL Bochum,2-0,1-0
33,1985-06-01,Fortuna Düsseldorf,Bor. Mönchengladbach,2-1,1-1
33,1985-06-01,FC Schalke 04,Borussia Dortmund,3-1,2-1
34,1985-06-08,Borussia Dortmund,Werder Bremen,2-0,0-0
34,1985-06-08,Bor. Mönchengladbach,Eintracht Frankfurt,3-3,1-2
34,1985-06-08,VfL Bochum,Fortuna Düsseldorf,1-0,1-0
34,1985-06-08,Bayer Leverkusen,Waldhof Mannheim,2-1,2-0
34,1985-06-08,Karlsruher SC,VfB Stuttgart,1-1,0-1
34,1985-06-08,1. FC Kaiserslautern,1. FC Köln,6-0,2-0
34,1985-06-08,Eintracht Braunschweig,Bayern München,0-1,0-0
34,1985-06-08,Arminia Bielefeld,Bayer 05 Uerdingen,1-0,1-0
34,1985-06-08,Hamburger SV,FC Schalke 04,2-0,1-0
