Matchday,Date,Team 1,FT,Team 2
1,Fri Aug 11 2000,Borussia Dortmund,1-0,Hansa Rostock
1,Sat Aug 12 2000,Bayern München,4-1,Hertha BSC
1,Sat Aug 12 2000,SC Freiburg,4-0,VfB Stuttgart
1,Sat Aug 12 2000,Hamburger SV,2-2,TSV 1860 München
1,Sat Aug 12 2000,Werder Bremen,3-1,Energie Cottbus
1,Sat Aug 12 2000,Bayer 04 Leverkusen,2-0,VfL Wolfsburg
1,Sat Aug 12 2000,1. FC Kaiserslautern,0-1,VfL Bochum
1,Sun Aug 13 2000,FC Schalke 04,2-1,1. FC Köln
1,Sun Aug 13 2000,Eintracht Frankfurt,3-0,SpVgg Unterhaching
2,Fri Aug 18 2000,Energie Cottbus,1-4,Borussia Dortmund
2,Sat Aug 19 2000,Hertha BSC,4-0,Hamburger SV
2,Sat Aug 19 2000,VfL Bochum,0-3,Bayern München
2,Sat Aug 19 2000,VfL Wolfsburg,4-0,1. FC Kaiserslautern
2,Sat Aug 19 2000,VfB Stuttgart,4-1,Bayer 04 Leverkusen
2,Sat Aug 19 2000,SpVgg Unterhaching,1-1,SC Freiburg
2,Sat Aug 19 2000,TSV 1860 München,2-1,Werder Bremen
2,Sun Aug 20 2000,1. FC Köln,4-1,Eintracht Frankfurt
2,Sun Aug 20 2000,Hansa Rostock,0-4,FC Schalke 04
3,Tue Sep 5 2000,SC Freiburg,0-0,1. FC Köln
3,Tue Sep 5 2000,1. FC Kaiserslautern,1-0,VfB Stuttgart
3,Tue Sep 5 2000,Bayer 04 Leverkusen,1-0,SpVgg Unterhaching
3,Tue Sep 5 2000,FC Schalke 04,3-0,Energie Cottbus
3,Wed Sep 6 2000,Bayern München,3-1,VfL Wolfsburg
3,Wed Sep 6 2000,Borussia Dortmund,2-3,TSV 1860 München
3,Wed Sep 6 2000,Eintracht Frankfurt,4-0,Hansa Rostock
3,Wed Sep 6 2000,Hamburger SV,2-1,Werder Bremen
3,Wed Sep 6 2000,Hertha BSC,4-0,VfL Bochum
4,Fri Sep 8 2000,SpVgg Unterhaching,0-0,1. FC Kaiserslautern
4,Sat Sep 9 2000,1. FC Köln,1-1,Bayer 04 Leverkusen
4,Sat Sep 9 2000,TSV 1860 München,1-1,FC Schalke 04
4,Sat Sep 9 2000,VfL Bochum,0-4,Hamburger SV
4,Sat Sep 9 2000,VfB Stuttgart,2-1,Bayern München
4,Sat Sep 9 2000,VfL Wolfsburg,2-1,Hertha BSC
4,Sat Sep 9 2000,Werder Bremen,1-2,Borussia Dortmund
4,Sun Sep 10 2000,Energie Cottbus,2-0,Eintracht Frankfurt
4,Sun Sep 10 2000,Hansa Rostock,0-0,SC Freiburg
5,Fri Sep 15 2000,1. FC Kaiserslautern,3-1,1. FC Köln
5,Sat Sep 16 2000,VfL Bochum,2-1,VfL Wolfsburg
5,Sat Sep 16 2000,Bayern München,3-1,SpVgg Unterhaching
5,Sat Sep 16 2000,Bayer 04 Leverkusen,1-2,Hansa Rostock
5,Sat Sep 16 2000,SC Freiburg,4-1,Energie Cottbus
5,Sat Sep 16 2000,Hamburger SV,2-3,Borussia Dortmund
5,Sat Sep 16 2000,Eintracht Frankfurt,1-0,TSV 1860 München
5,Sun Sep 17 2000,Hertha BSC,2-0,VfB Stuttgart
5,Sun Sep 17 2000,FC Schalke 04,1-1,Werder Bremen
6,Fri Sep 22 2000,TSV 1860 München,3-1,SC Freiburg
6,Sat Sep 23 2000,Energie Cottbus,1-2,Bayer 04 Leverkusen
6,Sat Sep 23 2000,1. FC Köln,1-2,Bayern München
6,Sat Sep 23 2000,Borussia Dortmund,0-4,FC Schalke 04
6,Sat Sep 23 2000,VfB Stuttgart,1-1,VfL Bochum
6,Sat Sep 23 2000,Werder Bremen,1-1,Eintracht Frankfurt
6,Sat Sep 23 2000,VfL Wolfsburg,4-4,Hamburger SV
6,Sun Sep 24 2000,Hansa Rostock,1-0,1. FC Kaiserslautern
6,Sun Sep 24 2000,SpVgg Unterhaching,5-2,Hertha BSC
7,Fri Sep 29 2000,Eintracht Frankfurt,1-1,Borussia Dortmund
7,Sat Sep 30 2000,VfL Bochum,3-0,SpVgg Unterhaching
7,Sat Sep 30 2000,Bayern München,0-1,Hansa Rostock
7,Sat Sep 30 2000,Hamburger SV,2-0,FC Schalke 04
7,Sat Sep 30 2000,Hertha BSC,4-2,1. FC Köln
7,Sat Sep 30 2000,1. FC Kaiserslautern,1-1,Energie Cottbus
7,Sat Sep 30 2000,Bayer 04 Leverkusen,0-0,TSV 1860 München
7,Sun Oct 1 2000,SC Freiburg,0-1,Werder Bremen
7,Sun Oct 1 2000,VfL Wolfsburg,2-2,VfB Stuttgart
8,Fri Oct 13 2000,Borussia Dortmund,1-0,SC Freiburg
8,Sat Oct 14 2000,TSV 1860 München,0-4,1. FC Kaiserslautern
8,Sat Oct 14 2000,1. FC Köln,2-0,VfL Bochum
8,Sat Oct 14 2000,Energie Cottbus,1-0,Bayern München
8,Sat Oct 14 2000,FC Schalke 04,4-0,Eintracht Frankfurt
8,Sat Oct 14 2000,VfB Stuttgart,3-3,Hamburger SV
8,Sat Oct 14 2000,Werder Bremen,3-3,Bayer 04 Leverkusen
8,Sun Oct 15 2000,Hansa Rostock,0-2,Hertha BSC
8,Sun Oct 15 2000,SpVgg Unterhaching,0-3,VfL Wolfsburg
9,Fri Oct 20 2000,1. FC Kaiserslautern,2-0,Werder Bremen
9,Sat Oct 21 2000,Hamburger SV,2-0,Eintracht Frankfurt
9,Sat Oct 21 2000,Bayern München,3-1,TSV 1860 München
9,Sat Oct 21 2000,Hertha BSC,3-1,Energie Cottbus
9,Sat Oct 21 2000,VfL Wolfsburg,6-0,1. FC Köln
9,Sat Oct 21 2000,VfB Stuttgart,2-2,SpVgg Unterhaching
9,Sat Oct 21 2000,Bayer 04 Leverkusen,2-0,Borussia Dortmund
9,Sun Oct 22 2000,VfL Bochum,1-2,Hansa Rostock
9,Sun Oct 22 2000,SC Freiburg,3-1,FC Schalke 04
10,Fri Oct 27 2000,Energie Cottbus,2-0,VfL Bochum
10,Sat Oct 28 2000,Eintracht Frankfurt,3-0,SC Freiburg
10,Sat Oct 28 2000,Borussia Dortmund,1-2,1. FC Kaiserslautern
10,Sat Oct 28 2000,Werder Bremen,1-1,Bayern München
10,Sat Oct 28 2000,FC Schalke 04,0-0,Bayer 04 Leverkusen
10,Sat Oct 28 2000,SpVgg Unterhaching,2-1,Hamburger SV
10,Sat Oct 28 2000,Hansa Rostock,1-1,VfL Wolfsburg
10,Sun Oct 29 2000,TSV 1860 München,0-1,Hertha BSC
10,Sun Oct 29 2000,1. FC Köln,3-2,VfB Stuttgart
11,Fri Nov 3 2000,Bayer 04 Leverkusen,1-0,Eintracht Frankfurt
11,Sat Nov 4 2000,Bayern München,6-2,Borussia Dortmund
11,Sat Nov 4 2000,VfL Bochum,1-1,TSV 1860 München
11,Sat Nov 4 2000,Hamburger SV,5-0,SC Freiburg
11,Sat Nov 4 2000,VfB Stuttgart,1-0,Hansa Rostock
11,Sat Nov 4 2000,1. FC Kaiserslautern,3-2,FC Schalke 04
11,Sat Nov 4 2000,Hertha BSC,4-1,Werder Bremen
11,Sun Nov 5 2000,VfL Wolfsburg,1-1,Energie Cottbus
11,Sun Nov 5 2000,SpVgg Unterhaching,0-0,1. FC Köln
12,Fri Nov 10 2000,Borussia Dortmund,2-0,Hertha BSC
12,Sat Nov 11 2000,1. FC Köln,4-2,Hamburger SV
12,Sat Nov 11 2000,TSV 1860 München,2-2,VfL Wolfsburg
12,Sat Nov 11 2000,SC Freiburg,0-1,Bayer 04 Leverkusen
12,Sat Nov 11 2000,Werder Bremen,2-0,VfL Bochum
12,Sat Nov 11 2000,FC Schalke 04,3-2,Bayern München
12,Sat Nov 11 2000,Hansa Rostock,2-2,SpVgg Unterhaching
12,Sun Nov 12 2000,Energie Cottbus,2-1,VfB Stuttgart
12,Sun Nov 12 2000,Eintracht Frankfurt,3-1,1. FC Kaiserslautern
13,Fri Nov 17 2000,VfB Stuttgart,2-2,TSV 1860 München
13,Sat Nov 18 2000,1. FC Köln,5-2,Hansa Rostock
13,Sat Nov 18 2000,Bayern München,1-2,Eintracht Frankfurt
13,Sat Nov 18 2000,Hamburger SV,1-3,Bayer 04 Leverkusen
13,Sat Nov 18 2000,VfL Wolfsburg,1-1,Werder Bremen
13,Sat Nov 18 2000,1. FC Kaiserslautern,0-2,SC Freiburg
13,Sat Nov 18 2000,Hertha BSC,0-4,FC Schalke 04
13,Sun Nov 19 2000,SpVgg Unterhaching,2-1,Energie Cottbus
13,Sun Nov 19 2000,VfL Bochum,1-1,Borussia Dortmund
14,Fri Nov 24 2000,FC Schalke 04,2-1,VfL Bochum
14,Sat Nov 25 2000,Energie Cottbus,0-2,1. FC Köln
14,Sat Nov 25 2000,Borussia Dortmund,2-1,VfL Wolfsburg
14,Sat Nov 25 2000,Eintracht Frankfurt,0-4,Hertha BSC
14,Sat Nov 25 2000,Hansa Rostock,1-0,Hamburger SV
14,Sat Nov 25 2000,SC Freiburg,1-1,Bayern München
14,Sun Nov 26 2000,TSV 1860 München,0-2,SpVgg Unterhaching
14,Sun Nov 26 2000,Werder Bremen,1-0,VfB Stuttgart
14,Sun Nov 26 2000,Bayer 04 Leverkusen,4-2,1. FC Kaiserslautern
15,Sat Dec 2 2000,1. FC Köln,4-0,TSV 1860 München
15,Sat Dec 2 2000,Bayern München,2-0,Bayer 04 Leverkusen
15,Sat Dec 2 2000,VfL Bochum,2-1,Eintracht Frankfurt
15,Sat Dec 2 2000,Hertha BSC,2-2,SC Freiburg
15,Sat Dec 2 2000,VfB Stuttgart,0-2,Borussia Dortmund
15,Sat Dec 2 2000,VfL Wolfsburg,2-0,FC Schalke 04
15,Sun Dec 3 2000,Energie Cottbus,1-0,Hansa Rostock
15,Sun Dec 3 2000,1. FC Kaiserslautern,2-1,Hamburger SV
16,Fri Dec 8 2000,Eintracht Frankfurt,1-2,VfL Wolfsburg
16,Sat Dec 9 2000,FC Schalke 04,2-1,VfB Stuttgart
16,Sat Dec 9 2000,TSV 1860 München,2-1,Hansa Rostock
16,Sat Dec 9 2000,Borussia Dortmund,3-0,SpVgg Unterhaching
16,Sat Dec 9 2000,SC Freiburg,5-0,VfL Bochum
16,Sat Dec 9 2000,1. FC Kaiserslautern,0-0,Bayern München
16,Sun Dec 10 2000,Werder Bremen,2-1,1. FC Köln
16,Sun Dec 10 2000,Hamburger SV,2-1,Energie Cottbus
16,Sun Dec 10 2000,Bayer 04 Leverkusen,4-0,Hertha BSC
17,Tue Dec 12 2000,VfL Wolfsburg,1-2,SC Freiburg
17,Tue Dec 12 2000,VfB Stuttgart,4-1,Eintracht Frankfurt
17,Tue Dec 12 2000,SpVgg Unterhaching,0-2,FC Schalke 04
17,Wed Dec 13 2000,Hertha BSC,2-4,1. FC Kaiserslautern
17,Wed Dec 13 2000,1. FC Köln,0-0,Borussia Dortmund
17,Wed Dec 13 2000,Bayern München,2-1,Hamburger SV
17,Wed Dec 13 2000,VfL Bochum,3-2,Bayer 04 Leverkusen
17,Wed Dec 13 2000,Energie Cottbus,2-3,TSV 1860 München
17,Wed Dec 13 2000,Hansa Rostock,5-2,Werder Bremen
18,Fri Dec 15 2000,SpVgg Unterhaching,2-0,Eintracht Frankfurt
18,Sat Dec 16 2000,Hansa Rostock,1-2,Borussia Dortmund
18,Sat Dec 16 2000,1. FC Köln,2-2,FC Schalke 04
18,Sat Dec 16 2000,TSV 1860 München,2-1,Hamburger SV
18,Sat Dec 16 2000,VfL Bochum,0-1,1. FC Kaiserslautern
18,Sat Dec 16 2000,VfL Wolfsburg,2-0,Bayer 04 Leverkusen
18,Sat Dec 16 2000,VfB Stuttgart,0-0,SC Freiburg
18,Sun Dec 17 2000,Energie Cottbus,3-1,Werder Bremen
18,Sun Dec 17 2000,Hertha BSC,1-3,Bayern München
15,Wed Dec 20 2000,SpVgg Unterhaching,0-0,Werder Bremen
19,Fri Jan 26 2001,FC Schalke 04,2-0,Hansa Rostock
19,Sat Jan 27 2001,Werder Bremen,2-0,TSV 1860 München
19,Sat Jan 27 2001,Borussia Dortmund,2-0,Energie Cottbus
19,Sat Jan 27 2001,Bayern München,3-2,VfL Bochum
19,Sat Jan 27 2001,SC Freiburg,2-0,SpVgg Unterhaching
19,Sat Jan 27 2001,1. FC Kaiserslautern,0-0,VfL Wolfsburg
19,Sat Jan 27 2001,Eintracht Frankfurt,1-5,1. FC Köln
19,Sun Jan 28 2001,Hamburger SV,1-2,Hertha BSC
19,Sun Jan 28 2001,Bayer 04 Leverkusen,4-0,VfB Stuttgart
