Matchday,Date,Team 1,FT,Team 2
1,Sat Aug 7 1993,Bayern München,3-1,SC Freiburg
1,Sat Aug 7 1993,Borussia Dortmund,2-1,Karlsruher SC
1,Sat Aug 7 1993,MSV Duisburg,2-2,Bayer 04 Leverkusen
1,Sat Aug 7 1993,1. FC Köln,0-2,1. FC Kaiserslautern
1,Sat Aug 7 1993,Hamburger SV,5-2,1. FC Nürnberg
1,Sat Aug 7 1993,VfB Leipzig (-2004),3-3,Dynamo Dresden
1,Sat Aug 7 1993,Bor. Mönchengladbach,0-4,Eintracht Frankfurt
1,Sat Aug 7 1993,SG Wattenscheid 09,3-0,FC Schalke 04
1,Sat Aug 7 1993,Werder Bremen,5-1,VfB Stuttgart
2,Sat Aug 14 1993,Dynamo Dresden,0-1,MSV Duisburg
2,Sat Aug 14 1993,Eintracht Frankfurt,2-2,Werder Bremen
2,Sat Aug 14 1993,SC Freiburg,4-1,SG Wattenscheid 09
2,Sat Aug 14 1993,1. FC Kaiserslautern,4-2,Bor. Mönchengladbach
2,Sat Aug 14 1993,VfB Stuttgart,0-0,VfB Leipzig (-2004)
2,Sat Aug 14 1993,Bayer 04 Leverkusen,2-1,Bayern München
2,Sat Aug 14 1993,1. FC Nürnberg,1-0,1. FC Köln
2,Sat Aug 14 1993,FC Schalke 04,1-0,Borussia Dortmund
2,Sat Aug 14 1993,Karlsruher SC,2-0,Hamburger SV
3,Sat Aug 21 1993,Bayern München,5-0,Dynamo Dresden
3,Sat Aug 21 1993,Borussia Dortmund,3-2,SC Freiburg
3,Sat Aug 21 1993,MSV Duisburg,2-2,VfB Stuttgart
3,Sat Aug 21 1993,Eintracht Frankfurt,1-0,1. FC Kaiserslautern
3,Sat Aug 21 1993,Werder Bremen,3-1,VfB Leipzig (-2004)
3,Sat Aug 21 1993,Hamburger SV,4-1,FC Schalke 04
3,Sat Aug 21 1993,Bor. Mönchengladbach,2-0,1. FC Nürnberg
3,Sat Aug 21 1993,SG Wattenscheid 09,1-2,Bayer 04 Leverkusen
3,Sat Aug 21 1993,1. FC Köln,2-1,Karlsruher SC
4,Sat Aug 28 1993,Dynamo Dresden,1-1,SG Wattenscheid 09
4,Sat Aug 28 1993,SC Freiburg,0-1,Hamburger SV
4,Sat Aug 28 1993,1. FC Kaiserslautern,2-3,Werder Bremen
4,Sat Aug 28 1993,Karlsruher SC,1-0,Bor. Mönchengladbach
4,Sat Aug 28 1993,VfB Leipzig (-2004),1-1,MSV Duisburg
4,Sat Aug 28 1993,Bayer 04 Leverkusen,2-1,Borussia Dortmund
4,Sat Aug 28 1993,1. FC Nürnberg,1-5,Eintracht Frankfurt
4,Sat Aug 28 1993,FC Schalke 04,1-2,1. FC Köln
4,Sat Aug 28 1993,VfB Stuttgart,2-2,Bayern München
5,Wed Sep 1 1993,Bayern München,3-0,VfB Leipzig (-2004)
5,Wed Sep 1 1993,Borussia Dortmund,4-0,Dynamo Dresden
5,Wed Sep 1 1993,Eintracht Frankfurt,3-1,Karlsruher SC
5,Wed Sep 1 1993,1. FC Köln,2-0,SC Freiburg
5,Wed Sep 1 1993,Werder Bremen,1-5,MSV Duisburg
5,Wed Sep 1 1993,1. FC Kaiserslautern,3-1,1. FC Nürnberg
5,Wed Sep 1 1993,Bor. Mönchengladbach,3-2,FC Schalke 04
5,Wed Sep 1 1993,SG Wattenscheid 09,2-4,VfB Stuttgart
5,Wed Sep 1 1993,Hamburger SV,2-1,Bayer 04 Leverkusen
6,Sat Sep 4 1993,Dynamo Dresden,1-1,Hamburger SV
6,Sat Sep 4 1993,MSV Duisburg,2-2,Bayern München
6,Sat Sep 4 1993,SC Freiburg,3-3,Bor. Mönchengladbach
6,Sat Sep 4 1993,Karlsruher SC,1-1,1. FC Kaiserslautern
6,Sat Sep 4 1993,VfB Leipzig (-2004),0-0,SG Wattenscheid 09
6,Sat Sep 4 1993,Bayer 04 Leverkusen,2-1,1. FC Köln
6,Sat Sep 4 1993,1. FC Nürnberg,0-1,Werder Bremen
6,Sat Sep 4 1993,FC Schalke 04,1-3,Eintracht Frankfurt
6,Sat Sep 4 1993,VfB Stuttgart,2-2,Borussia Dortmund
7,Wed Sep 8 1993,Borussia Dortmund,0-1,VfB Leipzig (-2004)
7,Wed Sep 8 1993,Eintracht Frankfurt,3-0,SC Freiburg
7,Wed Sep 8 1993,1. FC Köln,0-1,Dynamo Dresden
